Year,Method,Anchor,Effective_date,Trigger_date,Seed,Train_start,Train_end,Train_N,Applied_start,Applied_end,Applied_N,Validation_MAPE,Selection_source
2017,Crossing_H60,2017-09-15,2017-09-15,2017-09-14,42716,2012-06-05,2017-09-14,1416,2017-09-15,2017-09-18,2,3.991892279339029,new equal-MSE validation selection
2017,Crossing_H60,2017-09-19,2017-09-19,2017-09-18,42716,2012-06-05,2017-09-18,1418,2017-09-19,2017-09-21,3,3.9040017363901107,new equal-MSE validation selection
2017,Crossing_H60,2017-09-22,2017-09-22,2017-09-21,42716,2012-06-05,2017-09-21,1421,2017-09-22,2017-09-27,4,3.9124663779057998,new equal-MSE validation selection
2017,Crossing_H60,2017-09-28,2017-09-28,2017-09-27,42716,2012-06-05,2017-09-27,1425,2017-09-28,2017-10-11,11,3.8957853421351394,new equal-MSE validation selection
2017,Crossing_H60,2017-10-12,2017-10-12,2017-10-11,42716,2012-06-05,2017-10-11,1436,2017-10-12,2017-10-25,10,4.349774419490086,new equal-MSE validation selection
2017,Crossing_H60,2017-10-26,2017-10-26,2017-10-25,42716,2012-06-05,2017-10-25,1446,2017-10-26,2017-12-05,29,5.158542270310276,new equal-MSE validation selection
2017,Crossing_H60,2017-12-06,2017-12-06,2017-12-05,785634,2012-06-05,2017-12-05,1475,2017-12-06,2017-12-11,4,8.513086216728777,new equal-MSE validation selection
2017,Crossing_H60,2017-12-12,2017-12-12,2017-12-11,785634,2012-06-05,2017-12-11,1479,2017-12-12,2017-12-20,7,9.239608856703727,new equal-MSE validation selection
2017,Crossing_H60,2017-12-21,2017-12-21,2017-12-20,374583,2012-06-05,2017-12-20,1486,2017-12-21,2017-12-29,7,10.304470994865447,new equal-MSE validation selection
2017,Crossing_H60,2017-12-30,2017-12-30,2017-12-29,965409,2012-06-05,2017-12-29,1493,2017-12-30,2017-12-31,2,8.386178362328415,new equal-MSE validation selection
