Year,Method,Anchor,Effective_date,Trigger_date,Seed,Train_start,Train_end,Train_N,Applied_start,Applied_end,Applied_N,Validation_MAPE,Selection_source
2017,Monthly_equal,2017-01-01,2017-01-02,,965409,2012-06-05,2016-12-31,1228,2017-01-02,2017-01-31,23,2.268414717671088,new equal-MSE validation selection
2017,Monthly_equal,2017-02-01,2017-02-01,,550343,2012-06-05,2017-01-31,1251,2017-02-01,2017-02-28,21,2.14498721475558,new equal-MSE validation selection
2017,Monthly_equal,2017-03-01,2017-03-01,,374583,2012-06-05,2017-02-28,1272,2017-03-01,2017-03-31,23,1.2747235003950943,new equal-MSE validation selection
2017,Monthly_equal,2017-04-01,2017-04-01,,565766,2012-06-05,2017-03-31,1295,2017-04-01,2017-04-28,21,2.2704363160198042,new equal-MSE validation selection
2017,Monthly_equal,2017-05-01,2017-05-01,,42716,2012-06-05,2017-04-28,1316,2017-05-01,2017-05-31,24,2.9916162649805034,new equal-MSE validation selection
2017,Monthly_equal,2017-06-01,2017-06-01,,42716,2012-06-05,2017-05-31,1340,2017-06-01,2017-06-30,22,5.682644188505652,new equal-MSE validation selection
2017,Monthly_equal,2017-07-01,2017-07-03,,42716,2012-06-05,2017-06-30,1362,2017-07-03,2017-07-31,21,7.043196809114244,new equal-MSE validation selection
2017,Monthly_equal,2017-08-01,2017-08-01,,42716,2012-06-05,2017-07-31,1383,2017-08-01,2017-08-31,23,7.040864393702748,new equal-MSE validation selection
2017,Monthly_equal,2017-09-01,2017-09-01,,42716,2012-06-05,2017-08-31,1406,2017-09-01,2017-09-30,22,5.358894586659103,new equal-MSE validation selection
2017,Monthly_equal,2017-10-01,2017-10-02,,42716,2012-06-05,2017-09-30,1428,2017-10-02,2017-10-31,22,3.921682295749341,new equal-MSE validation selection
2017,Monthly_equal,2017-11-01,2017-11-01,,741131,2012-06-05,2017-10-31,1450,2017-11-01,2017-11-30,22,5.787005790993197,new equal-MSE validation selection
2017,Monthly_equal,2017-12-01,2017-12-01,,640934,2012-06-05,2017-11-30,1472,2017-12-01,2017-12-31,23,8.296187317474327,new equal-MSE validation selection
2017,Monthly_H60,2017-01-01,2017-01-02,,965409,2012-06-05,2016-12-31,1228,2017-01-02,2017-01-31,23,2.268414717671088,new equal-MSE validation selection
2017,Monthly_H60,2017-02-01,2017-02-01,,550343,2012-06-05,2017-01-31,1251,2017-02-01,2017-02-28,21,2.14498721475558,new equal-MSE validation selection
2017,Monthly_H60,2017-03-01,2017-03-01,,374583,2012-06-05,2017-02-28,1272,2017-03-01,2017-03-31,23,1.2747235003950943,new equal-MSE validation selection
2017,Monthly_H60,2017-04-01,2017-04-01,,565766,2012-06-05,2017-03-31,1295,2017-04-01,2017-04-28,21,2.2704363160198042,new equal-MSE validation selection
2017,Monthly_H60,2017-05-01,2017-05-01,,42716,2012-06-05,2017-04-28,1316,2017-05-01,2017-05-31,24,2.9916162649805034,new equal-MSE validation selection
2017,Monthly_H60,2017-06-01,2017-06-01,,42716,2012-06-05,2017-05-31,1340,2017-06-01,2017-06-30,22,5.682644188505652,new equal-MSE validation selection
2017,Monthly_H60,2017-07-01,2017-07-03,,42716,2012-06-05,2017-06-30,1362,2017-07-03,2017-07-31,21,7.043196809114244,new equal-MSE validation selection
2017,Monthly_H60,2017-08-01,2017-08-01,,42716,2012-06-05,2017-07-31,1383,2017-08-01,2017-08-31,23,7.040864393702748,new equal-MSE validation selection
2017,Monthly_H60,2017-09-01,2017-09-01,,42716,2012-06-05,2017-08-31,1406,2017-09-01,2017-09-30,22,5.358894586659103,new equal-MSE validation selection
2017,Monthly_H60,2017-10-01,2017-10-02,,42716,2012-06-05,2017-09-30,1428,2017-10-02,2017-10-31,22,3.921682295749341,new equal-MSE validation selection
2017,Monthly_H60,2017-11-01,2017-11-01,,741131,2012-06-05,2017-10-31,1450,2017-11-01,2017-11-30,22,5.787005790993197,new equal-MSE validation selection
2017,Monthly_H60,2017-12-01,2017-12-01,,640934,2012-06-05,2017-11-30,1472,2017-12-01,2017-12-31,23,8.296187317474327,new equal-MSE validation selection
2017,Crossing_H60,2017-01-01,2017-01-02,,965409,2012-06-05,2016-12-31,1228,2017-01-02,2017-01-10,7,2.268414717671088,new equal-MSE validation selection
2017,Crossing_H60,2017-01-11,2017-01-11,2017-01-10,385735,2012-06-05,2017-01-10,1235,2017-01-11,2017-01-11,1,1.9729971297551079,new equal-MSE validation selection
2017,Crossing_H60,2017-01-12,2017-01-12,2017-01-11,385735,2012-06-05,2017-01-11,1236,2017-01-12,2017-01-18,5,2.060035816172301,new equal-MSE validation selection
2017,Crossing_H60,2017-01-19,2017-01-19,2017-01-18,385735,2012-06-05,2017-01-18,1241,2017-01-19,2017-01-19,1,2.0887412656169673,new equal-MSE validation selection
2017,Crossing_H60,2017-01-20,2017-01-20,2017-01-19,550343,2012-06-05,2017-01-19,1242,2017-01-20,2017-01-24,4,2.155691586923521,new equal-MSE validation selection
2017,Crossing_H60,2017-01-25,2017-01-25,2017-01-24,385735,2012-06-05,2017-01-24,1246,2017-01-25,2017-01-26,2,2.0694103311560808,new equal-MSE validation selection
2017,Crossing_H60,2017-01-27,2017-01-27,2017-01-26,550343,2012-06-05,2017-01-26,1248,2017-01-27,2017-01-31,3,2.2137162597004623,new equal-MSE validation selection
2017,Crossing_H60,2017-02-01,2017-02-01,2017-01-31,550343,2012-06-05,2017-01-31,1251,2017-02-01,2017-02-01,1,2.14498721475558,new equal-MSE validation selection
2017,Crossing_H60,2017-02-02,2017-02-02,2017-02-01,550343,2012-06-05,2017-02-01,1252,2017-02-02,2017-02-10,8,2.051364789737762,new equal-MSE validation selection
2017,Crossing_H60,2017-02-13,2017-02-13,2017-02-10,565766,2012-06-05,2017-02-10,1260,2017-02-13,2017-02-14,2,1.5302981830686129,new equal-MSE validation selection
2017,Crossing_H60,2017-02-15,2017-02-15,2017-02-14,550343,2012-06-05,2017-02-14,1262,2017-02-15,2017-03-07,15,1.6043761046976857,new equal-MSE validation selection
2017,Crossing_H60,2017-03-08,2017-03-08,2017-03-07,374583,2012-06-05,2017-03-07,1277,2017-03-08,2017-03-13,4,1.4127268680441463,new equal-MSE validation selection
2017,Crossing_H60,2017-03-14,2017-03-14,2017-03-13,565766,2012-06-05,2017-03-13,1281,2017-03-14,2017-04-12,23,1.6983687531600975,new equal-MSE validation selection
2017,Crossing_H60,2017-04-13,2017-04-13,2017-04-12,565766,2012-06-05,2017-04-12,1304,2017-04-13,2017-04-13,1,2.606071872623442,new equal-MSE validation selection
2017,Crossing_H60,2017-04-14,2017-04-14,2017-04-13,42716,2012-06-05,2017-04-13,1305,2017-04-14,2017-04-18,3,2.492874210535827,new equal-MSE validation selection
2017,Crossing_H60,2017-04-19,2017-04-19,2017-04-18,565766,2012-06-05,2017-04-18,1308,2017-04-19,2017-04-20,2,2.7505285348087467,new equal-MSE validation selection
2017,Crossing_H60,2017-04-21,2017-04-21,2017-04-20,42716,2012-06-05,2017-04-20,1310,2017-04-21,2017-05-04,10,2.2456403111369143,new equal-MSE validation selection
2017,Crossing_H60,2017-05-05,2017-05-05,2017-05-04,42716,2012-06-05,2017-05-04,1320,2017-05-05,2017-05-11,5,3.685291795790777,new equal-MSE validation selection
2017,Crossing_H60,2017-05-12,2017-05-12,2017-05-11,42716,2012-06-05,2017-05-11,1325,2017-05-12,2017-06-29,36,4.062217479781369,new equal-MSE validation selection
2017,Crossing_H60,2017-06-30,2017-06-30,2017-06-29,42716,2012-06-05,2017-06-29,1361,2017-06-30,2017-07-03,2,7.246657005656932,new equal-MSE validation selection
2017,Crossing_H60,2017-07-04,2017-07-04,2017-07-03,42716,2012-06-05,2017-07-03,1363,2017-07-04,2017-07-04,1,6.910463860692115,new equal-MSE validation selection
2017,Crossing_H60,2017-07-05,2017-07-05,2017-07-04,42716,2012-06-05,2017-07-04,1364,2017-07-05,2017-07-25,15,6.9655094373058555,new equal-MSE validation selection
2017,Crossing_H60,2017-07-26,2017-07-26,2017-07-25,42716,2012-06-05,2017-07-25,1379,2017-07-26,2017-08-10,12,7.092527092623345,new equal-MSE validation selection
2017,Crossing_H60,2017-08-11,2017-08-11,2017-08-10,42716,2012-06-05,2017-08-10,1391,2017-08-11,2017-08-11,1,6.655260347721866,new equal-MSE validation selection
2017,Crossing_H60,2017-08-14,2017-08-14,2017-08-11,42716,2012-06-05,2017-08-11,1392,2017-08-14,2017-08-14,1,6.458563144535753,new equal-MSE validation selection
2017,Crossing_H60,2017-08-15,2017-08-15,2017-08-14,42716,2012-06-05,2017-08-14,1393,2017-08-15,2017-08-16,2,6.430583492227971,new equal-MSE validation selection
2017,Crossing_H60,2017-08-17,2017-08-17,2017-08-16,42716,2012-06-05,2017-08-16,1395,2017-08-17,2017-08-17,1,6.246108207268429,new equal-MSE validation selection
2017,Crossing_H60,2017-08-18,2017-08-18,2017-08-17,42716,2012-06-05,2017-08-17,1396,2017-08-18,2017-08-24,5,6.175442427840998,new equal-MSE validation selection
2017,Crossing_H60,2017-08-25,2017-08-25,2017-08-24,42716,2012-06-05,2017-08-24,1401,2017-08-25,2017-09-04,7,5.757727428540756,new equal-MSE validation selection
2017,Crossing_H60,2017-09-05,2017-09-05,2017-09-04,42716,2012-06-05,2017-09-04,1408,2017-09-05,2017-09-06,2,5.04764014874501,new equal-MSE validation selection
2017,Crossing_H60,2017-09-07,2017-09-07,2017-09-06,42716,2012-06-05,2017-09-06,1410,2017-09-07,2017-09-07,1,4.821331690617282,new equal-MSE validation selection
2017,Crossing_H60,2017-09-08,2017-09-08,2017-09-07,42716,2012-06-05,2017-09-07,1411,2017-09-08,2017-09-08,1,4.62169567988888,new equal-MSE validation selection
2017,Crossing_H60,2017-09-11,2017-09-11,2017-09-08,42716,2012-06-05,2017-09-08,1412,2017-09-11,2017-09-11,1,4.345287823227046,new equal-MSE validation selection
2017,Crossing_H60,2017-09-12,2017-09-12,2017-09-11,42716,2012-06-05,2017-09-11,1413,2017-09-12,2017-09-14,3,4.289205650028496,new equal-MSE validation selection
