Method,Effective_date,Trigger_date,Seed,N,Applied_end
Original,2021-01-01,,965409,1,2021-01-01
Original,2021-01-04,2021-01-01,965409,3,2021-01-06
Original,2021-01-07,2021-01-06,965409,1,2021-01-07
Original,2021-01-08,2021-01-07,965409,1,2021-01-08
Original,2021-01-11,2021-01-08,965409,24,2021-02-09
Original,2021-02-10,2021-02-09,965409,2,2021-02-11
Original,2021-02-12,2021-02-11,965409,3,2021-02-15
Original,2021-02-16,2021-02-15,798291,10,2021-02-26
Original,2021-03-01,2021-02-26,798291,2,2021-03-02
Original,2021-03-03,2021-03-02,798291,1,2021-03-03
Original,2021-03-04,2021-03-03,374583,1,2021-03-04
Original,2021-03-05,2021-03-04,785634,3,2021-03-09
Original,2021-03-10,2021-03-09,785634,27,2021-04-15
Original,2021-04-16,2021-04-15,965409,1,2021-04-16
Original,2021-04-19,2021-04-16,965409,1,2021-04-19
Original,2021-04-20,2021-04-19,965409,21,2021-05-14
Original,2021-05-17,2021-05-14,565766,1,2021-05-17
Original,2021-05-18,2021-05-17,565766,1,2021-05-18
Original,2021-05-19,2021-05-18,385735,3,2021-05-21
Original,2021-05-24,2021-05-21,640934,2,2021-05-25
Original,2021-05-26,2021-05-25,640934,2,2021-05-27
Original,2021-05-28,2021-05-27,640934,6,2021-06-03
Original,2021-06-04,2021-06-03,640934,1,2021-06-04
Original,2021-06-07,2021-06-04,640934,7,2021-06-15
Original,2021-06-16,2021-06-15,640934,2,2021-06-17
Original,2021-06-18,2021-06-17,640934,7,2021-06-28
Original,2021-06-29,2021-06-28,965409,3,2021-07-01
Original,2021-07-02,2021-07-01,965409,17,2021-07-26
Original,2021-07-27,2021-07-26,741131,4,2021-07-30
Original,2021-08-02,2021-07-30,965409,6,2021-08-09
Original,2021-08-10,2021-08-09,374583,2,2021-08-11
Original,2021-08-12,2021-08-11,374583,4,2021-08-17
Original,2021-08-18,2021-08-17,374583,4,2021-08-23
Original,2021-08-24,2021-08-23,374583,15,2021-09-10
Original,2021-09-13,2021-09-10,741131,1,2021-09-13
