Method,Effective_date,Trigger_date,Seed,N,Applied_end
Original,2021-09-14,2021-09-13,741131,5,2021-09-18
Original,2021-09-20,2021-09-18,741131,3,2021-09-22
Original,2021-09-23,2021-09-22,741131,7,2021-09-30
Original,2021-10-01,2021-09-30,741131,1,2021-10-01
Original,2021-10-04,2021-10-01,741131,6,2021-10-09
Original,2021-10-11,2021-10-09,798291,2,2021-10-12
Original,2021-10-13,2021-10-12,798291,1,2021-10-13
Original,2021-10-14,2021-10-13,798291,7,2021-10-22
Original,2021-10-25,2021-10-22,798291,8,2021-11-03
Original,2021-11-04,2021-11-03,798291,3,2021-11-08
Original,2021-11-09,2021-11-08,798291,2,2021-11-10
Original,2021-11-11,2021-11-10,798291,1,2021-11-11
Original,2021-11-12,2021-11-11,798291,3,2021-11-16
Original,2021-11-17,2021-11-16,798291,12,2021-12-02
Original,2021-12-03,2021-12-02,785634,1,2021-12-03
Original,2021-12-06,2021-12-03,785634,8,2021-12-15
Original,2021-12-16,2021-12-15,785634,1,2021-12-16
Original,2021-12-17,2021-12-16,785634,7,2021-12-27
Original,2021-12-28,2021-12-27,550343,1,2021-12-28
Original,2021-12-29,2021-12-28,550343,3,2021-12-31
Features_only,2021-01-01,,965409,1,2021-01-01
Features_only,2021-01-04,2021-01-01,965409,3,2021-01-06
Features_only,2021-01-07,2021-01-06,965409,1,2021-01-07
Features_only,2021-01-08,2021-01-07,965409,1,2021-01-08
Features_only,2021-01-11,2021-01-08,965409,24,2021-02-09
Features_only,2021-02-10,2021-02-09,965409,2,2021-02-11
Features_only,2021-02-12,2021-02-11,965409,3,2021-02-15
Features_only,2021-02-16,2021-02-15,798291,10,2021-02-26
Features_only,2021-03-01,2021-02-26,798291,2,2021-03-02
Features_only,2021-03-03,2021-03-02,798291,1,2021-03-03
Features_only,2021-03-04,2021-03-03,374583,1,2021-03-04
Features_only,2021-03-05,2021-03-04,785634,3,2021-03-09
Features_only,2021-03-10,2021-03-09,785634,27,2021-04-15
Features_only,2021-04-16,2021-04-15,965409,1,2021-04-16
Features_only,2021-04-19,2021-04-16,965409,1,2021-04-19
Features_only,2021-04-20,2021-04-19,965409,21,2021-05-14
Features_only,2021-05-17,2021-05-14,565766,1,2021-05-17
Features_only,2021-05-18,2021-05-17,565766,1,2021-05-18
Features_only,2021-05-19,2021-05-18,385735,3,2021-05-21
Features_only,2021-05-24,2021-05-21,640934,2,2021-05-25
Features_only,2021-05-26,2021-05-25,640934,2,2021-05-27
Features_only,2021-05-28,2021-05-27,640934,6,2021-06-03
Features_only,2021-06-04,2021-06-03,640934,1,2021-06-04
Features_only,2021-06-07,2021-06-04,640934,7,2021-06-15
Features_only,2021-06-16,2021-06-15,640934,2,2021-06-17
Features_only,2021-06-18,2021-06-17,640934,7,2021-06-28
Features_only,2021-06-29,2021-06-28,965409,3,2021-07-01
Features_only,2021-07-02,2021-07-01,965409,17,2021-07-26
Features_only,2021-07-27,2021-07-26,741131,4,2021-07-30
Features_only,2021-08-02,2021-07-30,965409,6,2021-08-09
Features_only,2021-08-10,2021-08-09,374583,2,2021-08-11
Features_only,2021-08-12,2021-08-11,374583,4,2021-08-17
Features_only,2021-08-18,2021-08-17,374583,4,2021-08-23
Features_only,2021-08-24,2021-08-23,374583,15,2021-09-10
Features_only,2021-09-13,2021-09-10,741131,1,2021-09-13
Features_only,2021-09-14,2021-09-13,741131,5,2021-09-18
Features_only,2021-09-20,2021-09-18,741131,3,2021-09-22
Features_only,2021-09-23,2021-09-22,741131,7,2021-09-30
Features_only,2021-10-01,2021-09-30,741131,1,2021-10-01
Features_only,2021-10-04,2021-10-01,741131,6,2021-10-09
Features_only,2021-10-11,2021-10-09,798291,2,2021-10-12
Features_only,2021-10-13,2021-10-12,798291,1,2021-10-13
Features_only,2021-10-14,2021-10-13,798291,7,2021-10-22
Features_only,2021-10-25,2021-10-22,798291,8,2021-11-03
Features_only,2021-11-04,2021-11-03,798291,3,2021-11-08
Features_only,2021-11-09,2021-11-08,798291,2,2021-11-10
Features_only,2021-11-11,2021-11-10,798291,1,2021-11-11
Features_only,2021-11-12,2021-11-11,798291,3,2021-11-16
Features_only,2021-11-17,2021-11-16,798291,12,2021-12-02
Features_only,2021-12-03,2021-12-02,785634,1,2021-12-03
Features_only,2021-12-06,2021-12-03,785634,8,2021-12-15
Features_only,2021-12-16,2021-12-15,785634,1,2021-12-16
Features_only,2021-12-17,2021-12-16,785634,7,2021-12-27
Features_only,2021-12-28,2021-12-27,550343,1,2021-12-28
Features_only,2021-12-29,2021-12-28,550343,3,2021-12-31
Triggers_only,2021-01-01,,965409,1,2021-01-01
Triggers_only,2021-01-04,2021-01-01,965409,3,2021-01-06
Triggers_only,2021-01-07,2021-01-06,965409,1,2021-01-07
Triggers_only,2021-01-08,2021-01-07,965409,1,2021-01-08
Triggers_only,2021-01-11,2021-01-08,965409,4,2021-01-14
Triggers_only,2021-01-15,2021-01-14,965409,1,2021-01-15
Triggers_only,2021-01-17,2021-01-15,965409,19,2021-02-09
Triggers_only,2021-02-10,2021-02-09,965409,2,2021-02-11
Triggers_only,2021-02-12,2021-02-11,965409,2,2021-02-14
Triggers_only,2021-02-15,2021-02-14,798291,1,2021-02-15
Triggers_only,2021-02-16,2021-02-15,798291,3,2021-02-18
Triggers_only,2021-02-19,2021-02-18,798291,1,2021-02-19
Triggers_only,2021-02-20,2021-02-19,798291,5,2021-02-25
Triggers_only,2021-02-26,2021-02-25,565766,1,2021-02-26
Triggers_only,2021-03-01,2021-02-26,798291,1,2021-03-01
Triggers_only,2021-03-02,2021-03-01,798291,1,2021-03-02
Triggers_only,2021-03-03,2021-03-02,798291,1,2021-03-03
Triggers_only,2021-03-04,2021-03-03,374583,1,2021-03-04
Triggers_only,2021-03-05,2021-03-04,785634,2,2021-03-08
Triggers_only,2021-03-09,2021-03-08,385735,1,2021-03-09
Triggers_only,2021-03-10,2021-03-09,785634,1,2021-03-10
Triggers_only,2021-03-11,2021-03-10,785634,1,2021-03-11
Triggers_only,2021-03-12,2021-03-11,785634,1,2021-03-12
Triggers_only,2021-03-15,2021-03-12,785634,1,2021-03-15
Triggers_only,2021-03-16,2021-03-15,785634,1,2021-03-16
Triggers_only,2021-03-17,2021-03-16,785634,2,2021-03-18
Triggers_only,2021-03-19,2021-03-18,785634,2,2021-03-22
Triggers_only,2021-03-23,2021-03-22,785634,18,2021-04-15
Triggers_only,2021-04-16,2021-04-15,965409,1,2021-04-16
Triggers_only,2021-04-19,2021-04-16,965409,1,2021-04-19
Triggers_only,2021-04-20,2021-04-19,965409,15,2021-05-07
Triggers_only,2021-05-08,2021-05-07,798291,1,2021-05-08
Triggers_only,2021-05-10,2021-05-08,798291,5,2021-05-14
Triggers_only,2021-05-17,2021-05-14,565766,1,2021-05-17
Triggers_only,2021-05-18,2021-05-17,565766,1,2021-05-18
Triggers_only,2021-05-19,2021-05-18,385735,3,2021-05-21
Triggers_only,2021-05-24,2021-05-21,640934,2,2021-05-25
Triggers_only,2021-05-26,2021-05-25,640934,2,2021-05-27
Triggers_only,2021-05-28,2021-05-27,640934,6,2021-06-03
Triggers_only,2021-06-04,2021-06-03,640934,1,2021-06-04
Triggers_only,2021-06-07,2021-06-04,640934,7,2021-06-15
Triggers_only,2021-06-16,2021-06-15,640934,2,2021-06-17
Triggers_only,2021-06-18,2021-06-17,640934,7,2021-06-28
Triggers_only,2021-06-29,2021-06-28,965409,3,2021-07-01
Triggers_only,2021-07-02,2021-07-01,965409,5,2021-07-08
Triggers_only,2021-07-09,2021-07-08,741131,1,2021-07-09
Triggers_only,2021-07-12,2021-07-09,741131,6,2021-07-19
Triggers_only,2021-07-20,2021-07-19,741131,2,2021-07-21
Triggers_only,2021-07-22,2021-07-21,741131,3,2021-07-26
Triggers_only,2021-07-27,2021-07-26,741131,1,2021-07-27
Triggers_only,2021-07-28,2021-07-27,741131,2,2021-07-29
Triggers_only,2021-07-30,2021-07-29,965409,1,2021-07-30
Triggers_only,2021-08-02,2021-07-30,965409,6,2021-08-09
Triggers_only,2021-08-10,2021-08-09,374583,2,2021-08-11
Triggers_only,2021-08-12,2021-08-11,374583,4,2021-08-17
Triggers_only,2021-08-18,2021-08-17,374583,4,2021-08-23
Triggers_only,2021-08-24,2021-08-23,374583,15,2021-09-10
Triggers_only,2021-09-13,2021-09-10,741131,1,2021-09-13
Triggers_only,2021-09-14,2021-09-13,741131,5,2021-09-18
Triggers_only,2021-09-20,2021-09-18,741131,3,2021-09-22
Triggers_only,2021-09-23,2021-09-22,741131,5,2021-09-28
Triggers_only,2021-09-29,2021-09-28,741131,2,2021-09-30
Triggers_only,2021-10-01,2021-09-30,741131,1,2021-10-01
Triggers_only,2021-10-04,2021-10-01,741131,4,2021-10-07
Triggers_only,2021-10-08,2021-10-07,798291,2,2021-10-09
Triggers_only,2021-10-11,2021-10-09,798291,2,2021-10-12
Triggers_only,2021-10-13,2021-10-12,798291,1,2021-10-13
Triggers_only,2021-10-14,2021-10-13,798291,1,2021-10-14
Triggers_only,2021-10-15,2021-10-14,798291,5,2021-10-21
Triggers_only,2021-10-22,2021-10-21,798291,1,2021-10-22
Triggers_only,2021-10-25,2021-10-22,798291,8,2021-11-03
Triggers_only,2021-11-04,2021-11-03,798291,3,2021-11-08
Triggers_only,2021-11-09,2021-11-08,798291,2,2021-11-10
Triggers_only,2021-11-11,2021-11-10,798291,1,2021-11-11
Triggers_only,2021-11-12,2021-11-11,798291,3,2021-11-16
Triggers_only,2021-11-17,2021-11-16,798291,12,2021-12-02
Triggers_only,2021-12-03,2021-12-02,785634,1,2021-12-03
Triggers_only,2021-12-06,2021-12-03,785634,1,2021-12-06
Triggers_only,2021-12-07,2021-12-06,785634,7,2021-12-15
Triggers_only,2021-12-16,2021-12-15,785634,1,2021-12-16
Triggers_only,2021-12-17,2021-12-16,785634,7,2021-12-27
Triggers_only,2021-12-28,2021-12-27,550343,1,2021-12-28
Triggers_only,2021-12-29,2021-12-28,550343,3,2021-12-31
Features_and_triggers,2021-01-01,,965409,1,2021-01-01
Features_and_triggers,2021-01-04,2021-01-01,965409,3,2021-01-06
Features_and_triggers,2021-01-07,2021-01-06,965409,1,2021-01-07
Features_and_triggers,2021-01-08,2021-01-07,965409,1,2021-01-08
Features_and_triggers,2021-01-11,2021-01-08,965409,4,2021-01-14
Features_and_triggers,2021-01-15,2021-01-14,965409,1,2021-01-15
Features_and_triggers,2021-01-17,2021-01-15,965409,19,2021-02-09
Features_and_triggers,2021-02-10,2021-02-09,965409,2,2021-02-11
Features_and_triggers,2021-02-12,2021-02-11,965409,2,2021-02-14
Features_and_triggers,2021-02-15,2021-02-14,798291,1,2021-02-15
Features_and_triggers,2021-02-16,2021-02-15,798291,3,2021-02-18
Features_and_triggers,2021-02-19,2021-02-18,798291,1,2021-02-19
Features_and_triggers,2021-02-20,2021-02-19,798291,5,2021-02-25
Features_and_triggers,2021-02-26,2021-02-25,565766,1,2021-02-26
Features_and_triggers,2021-03-01,2021-02-26,798291,1,2021-03-01
Features_and_triggers,2021-03-02,2021-03-01,798291,1,2021-03-02
Features_and_triggers,2021-03-03,2021-03-02,798291,1,2021-03-03
Features_and_triggers,2021-03-04,2021-03-03,374583,1,2021-03-04
Features_and_triggers,2021-03-05,2021-03-04,785634,2,2021-03-08
Features_and_triggers,2021-03-09,2021-03-08,385735,1,2021-03-09
Features_and_triggers,2021-03-10,2021-03-09,785634,1,2021-03-10
Features_and_triggers,2021-03-11,2021-03-10,785634,1,2021-03-11
Features_and_triggers,2021-03-12,2021-03-11,785634,1,2021-03-12
Features_and_triggers,2021-03-15,2021-03-12,785634,1,2021-03-15
Features_and_triggers,2021-03-16,2021-03-15,785634,1,2021-03-16
Features_and_triggers,2021-03-17,2021-03-16,785634,2,2021-03-18
Features_and_triggers,2021-03-19,2021-03-18,785634,2,2021-03-22
Features_and_triggers,2021-03-23,2021-03-22,785634,18,2021-04-15
Features_and_triggers,2021-04-16,2021-04-15,965409,1,2021-04-16
Features_and_triggers,2021-04-19,2021-04-16,965409,1,2021-04-19
Features_and_triggers,2021-04-20,2021-04-19,965409,15,2021-05-07
Features_and_triggers,2021-05-08,2021-05-07,798291,1,2021-05-08
Features_and_triggers,2021-05-10,2021-05-08,798291,5,2021-05-14
Features_and_triggers,2021-05-17,2021-05-14,565766,1,2021-05-17
Features_and_triggers,2021-05-18,2021-05-17,565766,1,2021-05-18
Features_and_triggers,2021-05-19,2021-05-18,385735,3,2021-05-21
Features_and_triggers,2021-05-24,2021-05-21,640934,2,2021-05-25
Features_and_triggers,2021-05-26,2021-05-25,640934,2,2021-05-27
Features_and_triggers,2021-05-28,2021-05-27,640934,6,2021-06-03
Features_and_triggers,2021-06-04,2021-06-03,640934,1,2021-06-04
Features_and_triggers,2021-06-07,2021-06-04,640934,7,2021-06-15
Features_and_triggers,2021-06-16,2021-06-15,640934,2,2021-06-17
Features_and_triggers,2021-06-18,2021-06-17,640934,7,2021-06-28
Features_and_triggers,2021-06-29,2021-06-28,965409,3,2021-07-01
Features_and_triggers,2021-07-02,2021-07-01,965409,5,2021-07-08
Features_and_triggers,2021-07-09,2021-07-08,741131,1,2021-07-09
Features_and_triggers,2021-07-12,2021-07-09,741131,6,2021-07-19
Features_and_triggers,2021-07-20,2021-07-19,741131,2,2021-07-21
Features_and_triggers,2021-07-22,2021-07-21,741131,3,2021-07-26
Features_and_triggers,2021-07-27,2021-07-26,741131,1,2021-07-27
Features_and_triggers,2021-07-28,2021-07-27,741131,2,2021-07-29
Features_and_triggers,2021-07-30,2021-07-29,965409,1,2021-07-30
Features_and_triggers,2021-08-02,2021-07-30,965409,6,2021-08-09
Features_and_triggers,2021-08-10,2021-08-09,374583,2,2021-08-11
Features_and_triggers,2021-08-12,2021-08-11,374583,4,2021-08-17
Features_and_triggers,2021-08-18,2021-08-17,374583,4,2021-08-23
Features_and_triggers,2021-08-24,2021-08-23,374583,15,2021-09-10
Features_and_triggers,2021-09-13,2021-09-10,741131,1,2021-09-13
Features_and_triggers,2021-09-14,2021-09-13,741131,5,2021-09-18
Features_and_triggers,2021-09-20,2021-09-18,741131,3,2021-09-22
Features_and_triggers,2021-09-23,2021-09-22,741131,5,2021-09-28
Features_and_triggers,2021-09-29,2021-09-28,741131,2,2021-09-30
Features_and_triggers,2021-10-01,2021-09-30,741131,1,2021-10-01
Features_and_triggers,2021-10-04,2021-10-01,741131,4,2021-10-07
Features_and_triggers,2021-10-08,2021-10-07,798291,2,2021-10-09
Features_and_triggers,2021-10-11,2021-10-09,798291,2,2021-10-12
Features_and_triggers,2021-10-13,2021-10-12,798291,1,2021-10-13
Features_and_triggers,2021-10-14,2021-10-13,798291,1,2021-10-14
Features_and_triggers,2021-10-15,2021-10-14,798291,5,2021-10-21
Features_and_triggers,2021-10-22,2021-10-21,798291,1,2021-10-22
Features_and_triggers,2021-10-25,2021-10-22,798291,8,2021-11-03
Features_and_triggers,2021-11-04,2021-11-03,798291,3,2021-11-08
Features_and_triggers,2021-11-09,2021-11-08,798291,2,2021-11-10
Features_and_triggers,2021-11-11,2021-11-10,798291,1,2021-11-11
Features_and_triggers,2021-11-12,2021-11-11,798291,3,2021-11-16
Features_and_triggers,2021-11-17,2021-11-16,798291,12,2021-12-02
Features_and_triggers,2021-12-03,2021-12-02,785634,1,2021-12-03
Features_and_triggers,2021-12-06,2021-12-03,785634,1,2021-12-06
Features_and_triggers,2021-12-07,2021-12-06,785634,7,2021-12-15
Features_and_triggers,2021-12-16,2021-12-15,785634,1,2021-12-16
Features_and_triggers,2021-12-17,2021-12-16,785634,7,2021-12-27
Features_and_triggers,2021-12-28,2021-12-27,550343,1,2021-12-28
Features_and_triggers,2021-12-29,2021-12-28,550343,3,2021-12-31
