Method,MAPE,MSE,MAE,Updates,Initializations,Models,MAPE_difference_vs_original_pp,MSE_change_vs_original_pct
Original,3.9989898099507535,0.043173213816675084,0.14758756841166634,43,1,44,0.0,0.0
Features_only,3.636606972842068,0.03912009714780825,0.1344590272796288,43,1,44,-0.3623828371086857,-9.388035567788489
Triggers_only,3.9989898099507535,0.043173213816675084,0.14758756841166634,43,1,44,0.0,0.0
Features_and_triggers,3.636606972842068,0.03912009714780825,0.1344590272796288,43,1,44,-0.3623828371086857,-9.388035567788489
