Month,Method,N,MAPE,MSE
2017-01,Original,23,1.8395896220551988,0.006536587818019753
2017-02,Original,21,1.2016864570497114,0.002541027564721015
2017-03,Original,23,4.099473593135692,0.025180975779885154
2017-04,Original,21,3.8078706772554303,0.022919817321614307
2017-05,Original,24,3.2535472227764406,0.013826650164481294
2017-06,Original,22,3.280067780095948,0.019016296350224574
2017-07,Original,21,2.243494906473078,0.01003954497076007
2017-08,Original,23,4.856752590435852,0.050082318256587315
2017-09,Original,22,3.0459681997498635,0.03393705056890134
2017-10,Original,22,2.727355203750643,0.019531425648277933
2017-11,Original,22,12.174804029990463,0.23056513258053563
2017-12,Original,23,5.304651948936816,0.08266978705207405
2017-01,Features_only,23,1.3122779822924477,0.003421821466510263
2017-02,Features_only,21,0.8468189743374842,0.0013853878610542772
2017-03,Features_only,23,3.5341467763512093,0.01940605225525428
2017-04,Features_only,21,3.4339722778045076,0.021135214116143542
2017-05,Features_only,24,2.4472409019787245,0.007789887784286883
2017-06,Features_only,22,3.3574740343758243,0.020896654061074268
2017-07,Features_only,21,2.864232854423241,0.015485070842288331
2017-08,Features_only,23,4.77593876438176,0.052792909785049025
2017-09,Features_only,22,2.9686020050014483,0.031492300019825774
2017-10,Features_only,22,2.138700718874568,0.012871485542520792
2017-11,Features_only,22,11.270742739184021,0.21057719601184385
2017-12,Features_only,23,4.639086256099972,0.07183841294783366
2017-01,Triggers_only,23,1.8395896220551988,0.006536587818019753
2017-02,Triggers_only,21,1.2016864570497114,0.002541027564721015
2017-03,Triggers_only,23,4.099473593135692,0.025180975779885154
2017-04,Triggers_only,21,3.8078706772554303,0.022919817321614307
2017-05,Triggers_only,24,3.2535472227764406,0.013826650164481294
2017-06,Triggers_only,22,3.280067780095948,0.019016296350224574
2017-07,Triggers_only,21,2.243494906473078,0.01003954497076007
2017-08,Triggers_only,23,4.856752590435852,0.050082318256587315
2017-09,Triggers_only,22,3.0459681997498635,0.03393705056890134
2017-10,Triggers_only,22,2.727355203750643,0.019531425648277933
2017-11,Triggers_only,22,12.174804029990463,0.23056513258053563
2017-12,Triggers_only,23,5.304651948936816,0.08266978705207405
2017-01,Features_and_triggers,23,1.3122779822924477,0.003421821466510263
2017-02,Features_and_triggers,21,0.8468189743374842,0.0013853878610542772
2017-03,Features_and_triggers,23,3.5341467763512093,0.01940605225525428
2017-04,Features_and_triggers,21,3.4339722778045076,0.021135214116143542
2017-05,Features_and_triggers,24,2.4472409019787245,0.007789887784286883
2017-06,Features_and_triggers,22,3.3574740343758243,0.020896654061074268
2017-07,Features_and_triggers,21,2.864232854423241,0.015485070842288331
2017-08,Features_and_triggers,23,4.77593876438176,0.052792909785049025
2017-09,Features_and_triggers,22,2.9686020050014483,0.031492300019825774
2017-10,Features_and_triggers,22,2.138700718874568,0.012871485542520792
2017-11,Features_and_triggers,22,11.270742739184021,0.21057719601184385
2017-12,Features_and_triggers,23,4.639086256099972,0.07183841294783366
