Method,Effective_date,Trigger_date,Seed,N,Applied_end
Original,2016-01-01,,741131,5,2016-01-07
Original,2016-01-08,2016-01-07,640934,1,2016-01-08
Original,2016-01-11,2016-01-08,640934,9,2016-01-21
Original,2016-01-22,2016-01-21,565766,9,2016-02-03
Original,2016-02-04,2016-02-03,565766,4,2016-02-08
Original,2016-02-09,2016-02-08,565766,11,2016-02-22
Original,2016-02-23,2016-02-22,565766,2,2016-02-24
Original,2016-02-25,2016-02-24,565766,2,2016-02-26
Original,2016-02-29,2016-02-26,565766,2,2016-03-01
Original,2016-03-02,2016-03-01,565766,3,2016-03-04
Original,2016-03-07,2016-03-04,565766,1,2016-03-07
Original,2016-03-08,2016-03-07,565766,7,2016-03-16
Original,2016-03-17,2016-03-16,550343,1,2016-03-17
Original,2016-03-18,2016-03-17,550343,4,2016-03-23
Original,2016-03-24,2016-03-23,385735,7,2016-04-01
Original,2016-04-04,2016-04-01,550343,7,2016-04-12
Original,2016-04-13,2016-04-12,640934,6,2016-04-20
Original,2016-04-21,2016-04-20,640934,4,2016-04-26
Original,2016-04-27,2016-04-26,640934,3,2016-04-29
Original,2016-05-02,2016-04-29,965409,2,2016-05-03
Original,2016-05-04,2016-05-03,965409,1,2016-05-04
Original,2016-05-05,2016-05-04,741131,3,2016-05-09
Original,2016-05-10,2016-05-09,965409,11,2016-05-24
Original,2016-05-25,2016-05-24,785634,1,2016-05-25
Original,2016-05-26,2016-05-25,965409,7,2016-06-03
Original,2016-06-06,2016-06-03,965409,4,2016-06-09
Original,2016-06-10,2016-06-09,965409,8,2016-06-20
Original,2016-06-21,2016-06-20,965409,3,2016-06-23
Original,2016-06-24,2016-06-23,965409,1,2016-06-24
Original,2016-06-27,2016-06-24,965409,2,2016-06-28
Original,2016-06-29,2016-06-28,965409,1,2016-06-29
Original,2016-06-30,2016-06-29,965409,1,2016-06-30
Original,2016-07-01,2016-06-30,965409,1,2016-07-01
Original,2016-07-04,2016-07-01,965409,3,2016-07-06
