Pattern,Train_count
011011010111100100100101100100000010010000000111,1
001011010111100000100101100100000000110100000111,1
001011010111100100100101100100000010010000000111,1
110011111011011100100111001100010110110100000111,1
110011111011011100100101001100010110110101000111,1
110011111010111100100101001100010110110100000111,1
110001101111101000111111001100010110110100000111,1
111001000110100100100101100100000010010000000111,1
110011111111011100100101001100010100110101000101,1
001011010111100100100101100100000000011001000101,1
001011010111100100100101100100000000110101000111,1
111011101111011100100101001100010110110101000101,1
111011101110101100100101001100010110110101000101,1
111011101111001100100101001100010110110101000101,1
111011101111011100000101001100010110110101000101,1
111001101110111100100101001100010110110100000111,1
001001011111010100100101100100000000110100000111,1
001001011111110100100101100100000000010100000111,1
001011011111100100100101100100000000110101000111,1
111011111010011100100101001100010110110100000111,1
110011111011011100100101001100010110110100000111,1
111001111110011100100101001100010110110100000111,1
111011111111011100100101001100010110110101000111,1
001011011111110100100101100100000000110100000111,1
001011011111110100100101100100000000010100000111,1
011011011111100100100101100100000000010000000111,1
011011011111100100100101100100000000110100000111,1
011001011111110100100101100100000010010000000111,1
110001111110011100100101001100010110110100000111,1
011001011110110100100101100100000010010100000111,1
011001011111110100100101100100000010010100000111,1
110011111110011100100101001100010110110101000111,1
011001001111110100100101100100000010010000000111,1
001011010111100100100101100100000000110100000111,1
110011111110101100100101001100010110110101000111,1
110011111111111100100101001100010110110101000111,1
111001001111110000100111100100000010010100000111,1
111011001111100000100101100100000010010100000111,1
110001111111111100100101001100010110110100000111,1
010011011111010100100101001100010100110101000111,1
110011111010011100100111001100010110110100000111,1
110011111111001000110111101100010110110100000111,1
110001111111001000110111101100010110110100000111,1
010001010110100100100101001100010110110100000111,1
111011101111001000111111100100010110110100000111,1
011011010111100100100101001100010100110101000111,1
110011111111000100110101101100010110110100000111,1
010011011111000100110101001100010100110101000111,1
110011111111100100100101101100010110110100000111,1
110011111111000000110101001100010100110101000111,1
111001101111001000111111100100010110110100000111,1
110011111111100000110101001100010100110101000111,1
110011111111100100100101001100010110110100000111,1
