Pattern,Train_count
000111111100011101000100000110000001111111000101,39
010111111100011101000100000110000001111111000101,30
001000100010100000100111100100000010010000001101,29
000110111100011101000100000110000001111111000001,24
000111111100111101000100000110000001111111000101,17
000110101100100000001101000110010111111011001101,16
000111111101011101000100000110000001111111000101,13
000111101100011101000100000110000001111111000101,13
000110101100100000001111000010000111110011001001,11
111011111011011100100101001100010110110101000101,10
001000000110000001110111100100000000010000100111,9
000111011100011101000100000110000001111111000001,9
000111101101011101000100000110000001111111000101,9
000110101100100000001101000110000111110011001001,9
000111011100011101000100000110000001111111000101,9
111011011101011100000100000100000001011101000011,9
000111011100111101000100000110000001111111000101,8
000111111100011101000100000110000001111111000001,8
111011111010011100100101001100010110110101000111,8
000110101100100000001101000110000111111011001001,8
000111111101011101000101000110000001111111000101,8
001010000111000001101111100100000000110000000101,7
111011111011011100000101000100000110110101000111,7
111001001100010101000100000100000001011100000011,7
000111111101011101000101000110000001111111000001,7
000110111100011101000100000110000001111111000101,7
000110101101100000001111000000000111110011001001,7
000111011100111101000100000110010001111111000101,7
011000101010100000100111000100000110010000001101,7
111011001111010000100111100100000010010100100111,6
000110101100100000001101100110010111111011001101,6
000110101100110000001111000010000111110011001001,6
111011001100010101000100100100000001011100100011,6
000111111100011101000100000110010001111111000101,6
001000100011100010111111100100010110110000001101,6
000100101100100000001101000100010111110011001001,5
111011111011011100100101001100010110110101000111,5
111011011111010100100111100100000010110100000111,5
000111011101011101000100000110000001111111000101,5
110011111010111100100101001100010110110100000111,5
000110101100100000001111100110000111110011001001,5
110001110010011100111111001100010110110100000111,5
111111001101011100000100000100000001111101000101,5
000110101100100000001101000010010111111011001101,5
001000000110000001100111100100000001010000100111,5
000110111101011101000100000110000001111111000001,5
111011011100010100000101000100000000111101000111,5
001000000110000001100111100100000000010000100111,5
000100101100110000001111000010000111110011001001,5
010111111100011101000100000110000001111111000001,5
001000100110000001110111100100000010010000100111,5
000110101100110000001111000110000111111011001001,4
011000101010100000110111100100000010010000001101,4
001110111101011101000101100110000001111111000001,4
101011010110010100100101000100010110111101000111,4
111011011010010100110101001100010110110100000111,4
111001010110010100110101001100010110110100000111,4
111011011100010100000101000100000100111101000111,4
000111111101011101000100000110000001111111000001,4
000110101100100000001101000110000111111011001101,4
101011000111000000101111100100000000110101000101,4
111001001011010000100111100100000010010100100111,4
111001111010011100100101001100010110110101000101,4
010110101101011101000101000110000011111111000001,4
000110101100011101000101100110000011111111000001,4
110011111111110000100111100100000110110100000111,4
001000000110000001110111100100000010010000000111,4
000111111100011101000101000110000001111111000101,4
111001011010010100100101000100000011010100100111,4
101011000111000000101111100100000010110101100111,4
000110101101010101000101100110000011111111000001,4
001000000111000001110111100100000010010000000111,4
001000100011100010100111100100000010010000001101,4
000110101101110000001111000010000111110011001001,4
000110101100110000001101000110000111111011001001,4
001000100010100000110111100100000010010000001101,4
110001110010001100111111001100010110110100000110,4
111011101011000000100101000100000000110101100111,4
000110101100100000001101000100010111110011001001,4
111011111010001100100101001100010110110101000101,4
110011111011011000100111001100010110110100000111,4
010011011110010100100101000110000011111111000111,3
111011101011000000100101000100000010010100100111,3
001000000111000001110111100100000010010000100111,3
001111011101010101000100100110000001111111000011,3
010111111101011101000100000110000001111111000001,3
010110111100011101000100000110000001111111000101,3
010110111100011101000100000110000001111111000001,3
000111011100111100000100000110010001111111000101,3
000110111100011101000101000110000001111111000001,3
000110111101011101000101000110000001111111000001,3
000111101101011101000100000110000001111111000001,3
011110101101011101000100000110000001111111000001,3
011000011010010001100111000100000011010100000111,3
000111111101011101000100000110010001111111000101,3
111011011111010000100111100100000010110100000111,3
010011011111010000111111101100010010110110000111,3
001000000110000001110111100100000011010000000111,3
110001111010111100100101001100010110110100000111,3
001010000111000001101111100100000000110001000101,3
110011011111110100100101001100010010110100000111,3
001010010110000001111111100100000001111000000111,3
001010000110000001100111100100000001011000000101,3
001000000110000001100111100100000001010000000111,3
001000001110000001100111100100000001010000000111,3
001010000110000101100101100100000001111001000101,3
001000001111010001100111100100000010110000000111,3
111000001111010001100111100100000010010100000111,3
001000100110000001110111100100000010010000100101,3
001010000110000001100111100100000001010000000111,3
001010000111000001100111100100000000010000000111,3
101011000111100100100101100100000000110000000111,3
111011001110100100100101100100000010010000000111,3
111011001111010000100101100100000000110100000111,3
111001001011010000100111000100000011010100100111,3
111000011010010000100111000100000011010100100111,3
110001111010111100100101001100010110010100000111,3
110011011111111100100101001100010110110100000111,3
110011011011110000110111001100000010110100000111,3
101000011110010101100101100100000010111100000111,3
110011110011010000111111001100010110110100000111,3
110011110011000000111111001100010110110100000111,3
110001111011011000111111001100010110110100000111,3
110011110010001100111111001100010110110100000110,3
111111011100011100000100000100000001111101000111,3
111011011101011100000101000100000001111101000111,3
101001010110010100100101000100010110111101000111,3
111011011100011100000100000100000000111101000111,3
001110101100000101000100000110000001111111000101,3
110011111011111000100111001100010110110100000111,3
111011111011011100000101001100010110110101000111,3
111011111010001100000101000100000110110101000101,3
101001010110010101100101000100000110111101000111,3
101001010110010101100101000100000100111101000111,3
111011111010011100100101001100010110110100000111,3
111001010110010101100101000100000010111100000111,3
111011111010101100100101001100010110110101000111,3
111011111010011100100101001100010110110101000101,3
001110101100011101000100000110000001111111000001,3
110011111011010000111111001100010110110100000111,3
001000100010100000100101100100000010010000001101,3
000110101100101000001101000110010111111011001101,3
000110101100100000001101000000010111110011001101,3
011000101010000000100111000100000011010000100101,3
001000100011100000100111100100000010010000001101,3
000110101101101000001111000000000111110011001001,3
000100101100110000001101000110000111110011001001,3
000110101100110000001101000110000111110011001001,3
000110101101100000001101000110010111111011001101,3
000110101100110000001101000110010111111011001101,3
000100101100110000001111000110000111110011001001,3
000100101100100000001101000000010111110011001001,3
000110101100101000001101000010010111110011001101,3
000110101101110000001111000010000111110011000001,3
000110101100100000001101000000010111110011001001,3
000110101100100000001111000110000111110011001001,3
011000101011100000111111100100010110110000001101,3
110011110010100000111111001100010110110100000110,2
101001010110000100100101000100000100111101000111,2
111111011101011101000100000100000001011101000011,2
111111001101011100000100000100000000111101000101,2
001011010110010101100101000100000000111101000111,2
101011010110010101100101000100000000111101000111,2
111011111010011100100101001100010110110100000101,2
111011101011001100100101001100010110110101000101,2
000110101100100000001101000100010111111011001101,2
101011000110000100100101100100000000111101000101,2
101011010110000100100101100100000000111100000111,2
111011101010001100000101000100000110110101000101,2
000110101100110000001101000110010111111011001001,2
111111001101011100000100000100000001111101000111,2
111011001100011100000100000100000001011101000011,2
111011001100010100000100000100000000011101000111,2
111011011101010100000101000100000001010101000011,2
111011111111011100100101001100010110110101000111,2
111001111010011100100101001100010110110101000111,2
000100101100100000001101000100010111110001001001,2
111011111010001100100101001100010110110101000111,2
110011111010001100100101001100010110110101000101,2
101011010111010101100101100100000010010100000111,2
110011111010011100100101001100010110110100000111,2
110001111011011100100111001100010110110100000111,2
110011111011111000100111001100000110110100000111,2
001011000111010000101111100100000000110111000111,2
110011111011111000100111001100000110110100000101,2
110011111011011000100111001100000110110100000101,2
001000010110010101100101100100000000011000000111,2
111011001101010101000100100100000001011101100011,2
111011001111000000110111100100000010110000000111,2
111011111010011100000101001100010100110101000111,2
000100101100110000001101000110000111111011001001,2
011000101010100000101111000100000110010000001101,2
110011110011001000111111001100010110110100000110,2
000110101100101000001101000100010111111011001101,2
111011011101011100000100000100000001111101000111,2
110011111011001000111111001100010110110100000110,2
110011110010101000111111001100010110110100000110,2
111011011100011100000100000100000001111101000011,2
110001110010011100111111001100010110110100000110,2
000110101100101000001101000000010111110011001101,2
011000101010100000100111000100000110010000000101,2
000110101101111000001111000010010111110011001101,2
011000101010100000100111100100000110010000001101,2
111011011100011100000100000100000001111101000111,2
000110101100101000001101000010010111111011001101,2
111001011010010100110101001100000110110100000111,2
000110101100111000001101000000000111110011001001,2
111011011110010100110101001100010110110100000111,2
111011010110000100110101001100010110110101000111,2
111011010110100100110101001100010110110101000111,2
000110101100110000001101100110000111111011001001,2
011000101010100000101111000100000110110000001101,2
111011011100011100000101000100000000111101000111,2
111011011100010100100101000100000100011101000111,2
110001011011010000111111001100000010110100000111,2
000110101100101000001101000000010111110011001001,2
101011011111010100100101100100000000110101000111,2
001111111100010101000100000110000001111111000001,2
111011101011011100000101001100000110110101100111,2
111011111111011000000101001100010100110101000111,2
111001011000010101000101000100000101111101000111,2
001110111100010101000100000110000001111111000101,2
110011011110110100100101001100010110110100000111,2
111011101111011000100111100100000010110100000111,2
111011011111010101100101100100000000010100000111,2
111011001111110000100111100100000010010100000111,2
111001011111110000100111100100000010010100000111,2
101001011110010101000101000100000000011101000111,2
000110101101110000001111100010000111110011000001,2
101011000111000100100101100100000000111101000111,2
001011010111110100100101100100000010110000000111,2
001010100011100000111111100100010110110000000101,2
101011000111000000101111100100000000110101100111,2
101011010111110100100101100100000000110100000111,2
001011000111000000101101100100000000110101000101,2
001000000111010011101111100100000010010000100111,2
001000100010100000110111100100000110010000001101,2
001010000111000001101111100100000000010000100111,2
001010000110000001100111100100000001111000000101,2
011001011110110100100101100100000010010000000111,2
111001001111010000100111100100000011010100100111,2
111001001111010000100111000100000010010100100111,2
011011011110110000100101100100000000010000000111,2
111011001011010000100111100100000010010100100111,2
111001011011010000100111000100000011010100100111,2
011000101011100010111111100100010110110000001101,2
111001011010010001100111000100000011010100100111,2
111001011111010101100101100100000000010100000111,2
111011011110010100100101100100000000010100000111,2
111011001110000100100101100100000010010100100111,2
111011001111010000100111000100000010010100100111,2
111011001111010000100101100100000010010100100111,2
111011011111010000100111100100000010010100100111,2
111011011110100100100101100100000000011000000111,2
101011000110100100100101100100000000011000000111,2
000110101101110000001111100010010111110011000101,2
001011010110110100100101100100000000011000000111,2
111011111111011000100111100100000010110100000111,2
001000000111000001111111100100000010010000100111,2
111000001111000001100111100100000010010000000111,2
001000000110000001110111100100000001010000100111,2
001010000110000001110111100100000001111000000111,2
000110101101101000001111000010000111110011001101,2
110011111011111100100101001100010110110100000111,2
001000000110000101100111100100000010011000000111,2
001000000110000101100101100100000000011000000101,2
001000000110000001100111100100000010010000000111,2
001010000111000001101111100100000010110000000101,2
000110101100100000001101000000000111110011001001,2
000110101100100000001111000000000111110011001001,2
110011111011111000100101001100010010110100000111,2
001000001111010001100111100100000011010000000111,2
011000001111010001100111100100000010010000000111,2
011000001111000001100111100100000010010000000111,2
011010001111000001100111100100000011010000000111,2
011000101010100000111111100100000110010000001101,2
110011111011101100100101001100010110110100000111,2
000110101101111000001111000010000111110011001001,2
110011111111110000100101101100010110110100000111,2
001010000111100000111111100100000000110001000101,2
111011101111100000100111100100000110110100000111,2
110011111111110000100111100100000010110100000111,2
000100101100100000001111100110000111110011001001,2
001010100010100000100101100100000010010000001101,2
001000000110100001110111100100000010010000000111,2
001000000111000001111111100100000010010000000111,2
001000101111000000111111100100000010110000000111,2
001000000110000101100111100100000001011000000111,2
001010001110000001100111100100000001111000000101,2
001000100011100000100111100100010010010000001101,2
011001010010110100110101001100010110110100000111,2
000110101100010000001111000010000111111011001001,2
001010000110000101100101100100000001011000000101,2
011011010111110100110101001100010110110100000111,2
111011001111010100000100000100000001010101100011,2
001010100010100000100111100100000010010000001101,2
111011001101010101000100100100000001010100100011,2
001111011101011101000101100110000001111111000011,2
000110101100011101000101100110000111111111000101,2
111011001101010101000100100100000001010101100011,2
000111101100011100000100000110010001111111000101,2
111011101011000000100101000100000010110100100111,2
010111101101011101000101000110000001111111000001,2
000110101101011101000100000110000001111111000001,2
001111111100011100000100000110010001111111000101,2
001111111100011101000100000110000001111111000101,2
000111101101011101000101000110000001111111000001,2
001110011100010101000100100110000001111111000011,2
000110100100100100000101100110010001111011000101,2
010011011110011101100101000110000011111111000111,2
111001101011010000100111100100000010010000100111,2
000100111100110101000101100110000011111111000001,2
000110011100011101000100000110000001111111000011,2
011000101010100000110111100100000010010000000101,2
001111011101010101000101100110000001111111000011,2
011000101010010000100111000100000011010000100111,2
001111011100010101000100100110000001111111000001,2
111011001111010001100101100100000001110101100111,2
111011101111000001100101100100000001010101100111,2
111011101111000001100101100100000001110101100111,2
000110101100010000001101000110000111111111000001,2
001111111100010100000100000110000001111111000101,2
001011011110010100100101100110000110111111000111,2
111011011110011100100101000110000011111111000111,2
100111111101011101000100000110000001111111000101,2
000110101100000000101101000110000111111111000101,2
011000111011010000100111000100000011010100000111,2
001111011100011101000100000110000001111111000001,2
010111111100011101000101000110000001111111000101,2
001110101101011101000100000110000001111111000001,2
111001001100010101000100100100000001011100100011,2
000110101100110000001101000110000111111011000001,2
111011111011010000100111100100000010010100100111,2
001110101100001101000100000110000001111111000101,2
000110101100011101000101000110000011111111000001,2
