Method,Effective_date,Seed,Train_start,Train_end,Train_N,Test_start,Test_end,N,Feature_N
RSI,2015-02-11,550343,2012-06-05,2015-02-10,724,2015-02-11,2015-02-15,4,10
MACD,2015-02-11,550343,2012-06-05,2015-02-10,724,2015-02-11,2015-02-15,4,11
Both,2015-02-11,550343,2012-06-05,2015-02-10,724,2015-02-11,2015-02-15,4,12
RSI,2015-02-16,550343,2012-06-05,2015-02-15,728,2015-02-16,2015-02-18,3,10
MACD,2015-02-16,550343,2012-06-05,2015-02-15,728,2015-02-16,2015-02-18,3,11
Both,2015-02-16,550343,2012-06-05,2015-02-15,728,2015-02-16,2015-02-18,3,12
RSI,2015-02-19,550343,2012-06-05,2015-02-18,731,2015-02-19,2015-02-23,3,10
MACD,2015-02-19,550343,2012-06-05,2015-02-18,731,2015-02-19,2015-02-23,3,11
Both,2015-02-19,550343,2012-06-05,2015-02-18,731,2015-02-19,2015-02-23,3,12
RSI,2015-02-24,640934,2012-06-05,2015-02-23,734,2015-02-24,2015-02-26,3,10
MACD,2015-02-24,640934,2012-06-05,2015-02-23,734,2015-02-24,2015-02-26,3,11
Both,2015-02-24,640934,2012-06-05,2015-02-23,734,2015-02-24,2015-02-26,3,12
RSI,2015-02-27,640934,2012-06-05,2015-02-26,737,2015-02-27,2015-03-03,4,10
MACD,2015-02-27,640934,2012-06-05,2015-02-26,737,2015-02-27,2015-03-03,4,11
Both,2015-02-27,640934,2012-06-05,2015-02-26,737,2015-02-27,2015-03-03,4,12
RSI,2015-03-04,42716,2012-06-05,2015-03-03,741,2015-03-04,2015-03-06,3,10
MACD,2015-03-04,42716,2012-06-05,2015-03-03,741,2015-03-04,2015-03-06,3,11
Both,2015-03-04,42716,2012-06-05,2015-03-03,741,2015-03-04,2015-03-06,3,12
RSI,2015-03-09,42716,2012-06-05,2015-03-06,744,2015-03-09,2015-03-09,1,10
MACD,2015-03-09,42716,2012-06-05,2015-03-06,744,2015-03-09,2015-03-09,1,11
Both,2015-03-09,42716,2012-06-05,2015-03-06,744,2015-03-09,2015-03-09,1,12
RSI,2015-03-10,42716,2012-06-05,2015-03-09,745,2015-03-10,2015-03-10,1,10
MACD,2015-03-10,42716,2012-06-05,2015-03-09,745,2015-03-10,2015-03-10,1,11
Both,2015-03-10,42716,2012-06-05,2015-03-09,745,2015-03-10,2015-03-10,1,12
RSI,2015-03-11,42716,2012-06-05,2015-03-10,746,2015-03-11,2015-03-16,4,10
MACD,2015-03-11,42716,2012-06-05,2015-03-10,746,2015-03-11,2015-03-16,4,11
Both,2015-03-11,42716,2012-06-05,2015-03-10,746,2015-03-11,2015-03-16,4,12
RSI,2015-03-17,42716,2012-06-05,2015-03-16,750,2015-03-17,2015-03-17,1,10
MACD,2015-03-17,42716,2012-06-05,2015-03-16,750,2015-03-17,2015-03-17,1,11
Both,2015-03-17,42716,2012-06-05,2015-03-16,750,2015-03-17,2015-03-17,1,12
RSI,2015-03-18,42716,2012-06-05,2015-03-17,751,2015-03-18,2015-03-18,1,10
MACD,2015-03-18,42716,2012-06-05,2015-03-17,751,2015-03-18,2015-03-18,1,11
Both,2015-03-18,42716,2012-06-05,2015-03-17,751,2015-03-18,2015-03-18,1,12
RSI,2015-03-19,42716,2012-06-05,2015-03-18,752,2015-03-19,2015-03-19,1,10
MACD,2015-03-19,42716,2012-06-05,2015-03-18,752,2015-03-19,2015-03-19,1,11
Both,2015-03-19,42716,2012-06-05,2015-03-18,752,2015-03-19,2015-03-19,1,12
RSI,2015-03-20,42716,2012-06-05,2015-03-19,753,2015-03-20,2015-03-20,1,10
MACD,2015-03-20,42716,2012-06-05,2015-03-19,753,2015-03-20,2015-03-20,1,11
Both,2015-03-20,42716,2012-06-05,2015-03-19,753,2015-03-20,2015-03-20,1,12
RSI,2015-03-23,42716,2012-06-05,2015-03-20,754,2015-03-23,2015-03-26,4,10
MACD,2015-03-23,42716,2012-06-05,2015-03-20,754,2015-03-23,2015-03-26,4,11
Both,2015-03-23,42716,2012-06-05,2015-03-20,754,2015-03-23,2015-03-26,4,12
RSI,2015-03-27,42716,2012-06-05,2015-03-26,758,2015-03-27,2015-03-27,1,10
MACD,2015-03-27,42716,2012-06-05,2015-03-26,758,2015-03-27,2015-03-27,1,11
Both,2015-03-27,42716,2012-06-05,2015-03-26,758,2015-03-27,2015-03-27,1,12
RSI,2015-03-30,42716,2012-06-05,2015-03-27,759,2015-03-30,2015-03-30,1,10
MACD,2015-03-30,42716,2012-06-05,2015-03-27,759,2015-03-30,2015-03-30,1,11
Both,2015-03-30,42716,2012-06-05,2015-03-27,759,2015-03-30,2015-03-30,1,12
RSI,2015-03-31,42716,2012-06-05,2015-03-30,760,2015-03-31,2015-03-31,1,10
MACD,2015-03-31,42716,2012-06-05,2015-03-30,760,2015-03-31,2015-03-31,1,11
Both,2015-03-31,42716,2012-06-05,2015-03-30,760,2015-03-31,2015-03-31,1,12
RSI,2015-04-01,550343,2012-06-05,2015-03-31,761,2015-04-01,2015-04-01,1,10
MACD,2015-04-01,550343,2012-06-05,2015-03-31,761,2015-04-01,2015-04-01,1,11
Both,2015-04-01,550343,2012-06-05,2015-03-31,761,2015-04-01,2015-04-01,1,12
RSI,2015-04-02,550343,2012-06-05,2015-04-01,762,2015-04-02,2015-04-08,5,10
MACD,2015-04-02,550343,2012-06-05,2015-04-01,762,2015-04-02,2015-04-08,5,11
Both,2015-04-02,550343,2012-06-05,2015-04-01,762,2015-04-02,2015-04-08,5,12
RSI,2015-04-09,965409,2012-06-05,2015-04-08,767,2015-04-09,2015-04-13,3,10
MACD,2015-04-09,965409,2012-06-05,2015-04-08,767,2015-04-09,2015-04-13,3,11
Both,2015-04-09,965409,2012-06-05,2015-04-08,767,2015-04-09,2015-04-13,3,12
RSI,2015-04-14,965409,2012-06-05,2015-04-13,770,2015-04-14,2015-04-14,1,10
MACD,2015-04-14,965409,2012-06-05,2015-04-13,770,2015-04-14,2015-04-14,1,11
Both,2015-04-14,965409,2012-06-05,2015-04-13,770,2015-04-14,2015-04-14,1,12
RSI,2015-04-15,965409,2012-06-05,2015-04-14,771,2015-04-15,2015-04-17,3,10
MACD,2015-04-15,965409,2012-06-05,2015-04-14,771,2015-04-15,2015-04-17,3,11
Both,2015-04-15,965409,2012-06-05,2015-04-14,771,2015-04-15,2015-04-17,3,12
RSI,2015-04-20,374583,2012-06-05,2015-04-17,774,2015-04-20,2015-04-20,1,10
MACD,2015-04-20,374583,2012-06-05,2015-04-17,774,2015-04-20,2015-04-20,1,11
Both,2015-04-20,374583,2012-06-05,2015-04-17,774,2015-04-20,2015-04-20,1,12
RSI,2015-04-21,374583,2012-06-05,2015-04-20,775,2015-04-21,2015-04-21,1,10
MACD,2015-04-21,374583,2012-06-05,2015-04-20,775,2015-04-21,2015-04-21,1,11
Both,2015-04-21,374583,2012-06-05,2015-04-20,775,2015-04-21,2015-04-21,1,12
RSI,2015-04-22,374583,2012-06-05,2015-04-21,776,2015-04-22,2015-04-24,3,10
MACD,2015-04-22,374583,2012-06-05,2015-04-21,776,2015-04-22,2015-04-24,3,11
Both,2015-04-22,374583,2012-06-05,2015-04-21,776,2015-04-22,2015-04-24,3,12
RSI,2015-04-27,374583,2012-06-05,2015-04-24,779,2015-04-27,2015-04-27,1,10
MACD,2015-04-27,374583,2012-06-05,2015-04-24,779,2015-04-27,2015-04-27,1,11
Both,2015-04-27,374583,2012-06-05,2015-04-24,779,2015-04-27,2015-04-27,1,12
RSI,2015-04-28,374583,2012-06-05,2015-04-27,780,2015-04-28,2015-04-28,1,10
MACD,2015-04-28,374583,2012-06-05,2015-04-27,780,2015-04-28,2015-04-28,1,11
Both,2015-04-28,374583,2012-06-05,2015-04-27,780,2015-04-28,2015-04-28,1,12
RSI,2015-04-29,374583,2012-06-05,2015-04-28,781,2015-04-29,2015-04-30,2,10
MACD,2015-04-29,374583,2012-06-05,2015-04-28,781,2015-04-29,2015-04-30,2,11
Both,2015-04-29,374583,2012-06-05,2015-04-28,781,2015-04-29,2015-04-30,2,12
RSI,2015-05-01,374583,2012-06-05,2015-04-30,783,2015-05-01,2015-05-05,3,10
MACD,2015-05-01,374583,2012-06-05,2015-04-30,783,2015-05-01,2015-05-05,3,11
Both,2015-05-01,374583,2012-06-05,2015-04-30,783,2015-05-01,2015-05-05,3,12
RSI,2015-05-06,374583,2012-06-05,2015-05-05,786,2015-05-06,2015-05-07,2,10
MACD,2015-05-06,374583,2012-06-05,2015-05-05,786,2015-05-06,2015-05-07,2,11
Both,2015-05-06,374583,2012-06-05,2015-05-05,786,2015-05-06,2015-05-07,2,12
RSI,2015-05-08,374583,2012-06-05,2015-05-07,788,2015-05-08,2015-05-11,2,10
MACD,2015-05-08,374583,2012-06-05,2015-05-07,788,2015-05-08,2015-05-11,2,11
Both,2015-05-08,374583,2012-06-05,2015-05-07,788,2015-05-08,2015-05-11,2,12
RSI,2015-05-12,374583,2012-06-05,2015-05-11,790,2015-05-12,2015-05-13,2,10
MACD,2015-05-12,374583,2012-06-05,2015-05-11,790,2015-05-12,2015-05-13,2,11
Both,2015-05-12,374583,2012-06-05,2015-05-11,790,2015-05-12,2015-05-13,2,12
RSI,2015-05-14,374583,2012-06-05,2015-05-13,792,2015-05-14,2015-05-14,1,10
MACD,2015-05-14,374583,2012-06-05,2015-05-13,792,2015-05-14,2015-05-14,1,11
Both,2015-05-14,374583,2012-06-05,2015-05-13,792,2015-05-14,2015-05-14,1,12
RSI,2015-05-15,374583,2012-06-05,2015-05-14,793,2015-05-15,2015-05-21,5,10
MACD,2015-05-15,374583,2012-06-05,2015-05-14,793,2015-05-15,2015-05-21,5,11
Both,2015-05-15,374583,2012-06-05,2015-05-14,793,2015-05-15,2015-05-21,5,12
RSI,2015-05-22,374583,2012-06-05,2015-05-21,798,2015-05-22,2015-05-25,2,10
MACD,2015-05-22,374583,2012-06-05,2015-05-21,798,2015-05-22,2015-05-25,2,11
Both,2015-05-22,374583,2012-06-05,2015-05-21,798,2015-05-22,2015-05-25,2,12
RSI,2015-05-26,374583,2012-06-05,2015-05-25,800,2015-05-26,2015-05-28,3,10
MACD,2015-05-26,374583,2012-06-05,2015-05-25,800,2015-05-26,2015-05-28,3,11
Both,2015-05-26,374583,2012-06-05,2015-05-25,800,2015-05-26,2015-05-28,3,12
RSI,2015-05-29,374583,2012-06-05,2015-05-28,803,2015-05-29,2015-06-01,2,10
MACD,2015-05-29,374583,2012-06-05,2015-05-28,803,2015-05-29,2015-06-01,2,11
Both,2015-05-29,374583,2012-06-05,2015-05-28,803,2015-05-29,2015-06-01,2,12
RSI,2015-06-02,374583,2012-06-05,2015-06-01,805,2015-06-02,2015-06-02,1,10
MACD,2015-06-02,374583,2012-06-05,2015-06-01,805,2015-06-02,2015-06-02,1,11
Both,2015-06-02,374583,2012-06-05,2015-06-01,805,2015-06-02,2015-06-02,1,12
RSI,2015-06-03,374583,2012-06-05,2015-06-02,806,2015-06-03,2015-06-04,2,10
MACD,2015-06-03,374583,2012-06-05,2015-06-02,806,2015-06-03,2015-06-04,2,11
Both,2015-06-03,374583,2012-06-05,2015-06-02,806,2015-06-03,2015-06-04,2,12
RSI,2015-06-05,374583,2012-06-05,2015-06-04,808,2015-06-05,2015-06-08,2,10
MACD,2015-06-05,374583,2012-06-05,2015-06-04,808,2015-06-05,2015-06-08,2,11
Both,2015-06-05,374583,2012-06-05,2015-06-04,808,2015-06-05,2015-06-08,2,12
RSI,2015-06-09,374583,2012-06-05,2015-06-08,810,2015-06-09,2015-06-09,1,10
MACD,2015-06-09,374583,2012-06-05,2015-06-08,810,2015-06-09,2015-06-09,1,11
Both,2015-06-09,374583,2012-06-05,2015-06-08,810,2015-06-09,2015-06-09,1,12
RSI,2015-06-10,374583,2012-06-05,2015-06-09,811,2015-06-10,2015-06-10,1,10
MACD,2015-06-10,374583,2012-06-05,2015-06-09,811,2015-06-10,2015-06-10,1,11
Both,2015-06-10,374583,2012-06-05,2015-06-09,811,2015-06-10,2015-06-10,1,12
RSI,2015-06-11,374583,2012-06-05,2015-06-10,812,2015-06-11,2015-06-11,1,10
MACD,2015-06-11,374583,2012-06-05,2015-06-10,812,2015-06-11,2015-06-11,1,11
Both,2015-06-11,374583,2012-06-05,2015-06-10,812,2015-06-11,2015-06-11,1,12
RSI,2015-06-12,374583,2012-06-05,2015-06-11,813,2015-06-12,2015-06-12,1,10
MACD,2015-06-12,374583,2012-06-05,2015-06-11,813,2015-06-12,2015-06-12,1,11
Both,2015-06-12,374583,2012-06-05,2015-06-11,813,2015-06-12,2015-06-12,1,12
RSI,2015-06-15,374583,2012-06-05,2015-06-12,814,2015-06-15,2015-06-15,1,10
MACD,2015-06-15,374583,2012-06-05,2015-06-12,814,2015-06-15,2015-06-15,1,11
Both,2015-06-15,374583,2012-06-05,2015-06-12,814,2015-06-15,2015-06-15,1,12
RSI,2015-06-16,374583,2012-06-05,2015-06-15,815,2015-06-16,2015-06-19,4,10
MACD,2015-06-16,374583,2012-06-05,2015-06-15,815,2015-06-16,2015-06-19,4,11
Both,2015-06-16,374583,2012-06-05,2015-06-15,815,2015-06-16,2015-06-19,4,12
RSI,2015-06-22,385735,2012-06-05,2015-06-19,819,2015-06-22,2015-06-22,1,10
MACD,2015-06-22,385735,2012-06-05,2015-06-19,819,2015-06-22,2015-06-22,1,11
Both,2015-06-22,385735,2012-06-05,2015-06-19,819,2015-06-22,2015-06-22,1,12
RSI,2015-06-23,385735,2012-06-05,2015-06-22,820,2015-06-23,2015-06-23,1,10
MACD,2015-06-23,385735,2012-06-05,2015-06-22,820,2015-06-23,2015-06-23,1,11
Both,2015-06-23,385735,2012-06-05,2015-06-22,820,2015-06-23,2015-06-23,1,12
RSI,2015-06-24,385735,2012-06-05,2015-06-23,821,2015-06-24,2015-06-24,1,10
MACD,2015-06-24,385735,2012-06-05,2015-06-23,821,2015-06-24,2015-06-24,1,11
Both,2015-06-24,385735,2012-06-05,2015-06-23,821,2015-06-24,2015-06-24,1,12
RSI,2015-06-25,385735,2012-06-05,2015-06-24,822,2015-06-25,2015-06-25,1,10
MACD,2015-06-25,385735,2012-06-05,2015-06-24,822,2015-06-25,2015-06-25,1,11
Both,2015-06-25,385735,2012-06-05,2015-06-24,822,2015-06-25,2015-06-25,1,12
RSI,2015-06-26,374583,2012-06-05,2015-06-25,823,2015-06-26,2015-06-26,1,10
MACD,2015-06-26,374583,2012-06-05,2015-06-25,823,2015-06-26,2015-06-26,1,11
Both,2015-06-26,374583,2012-06-05,2015-06-25,823,2015-06-26,2015-06-26,1,12
RSI,2015-06-29,374583,2012-06-05,2015-06-26,824,2015-06-29,2015-07-03,5,10
MACD,2015-06-29,374583,2012-06-05,2015-06-26,824,2015-06-29,2015-07-03,5,11
Both,2015-06-29,374583,2012-06-05,2015-06-26,824,2015-06-29,2015-07-03,5,12
RSI,2015-07-06,374583,2012-06-05,2015-07-03,829,2015-07-06,2015-07-09,4,10
MACD,2015-07-06,374583,2012-06-05,2015-07-03,829,2015-07-06,2015-07-09,4,11
Both,2015-07-06,374583,2012-06-05,2015-07-03,829,2015-07-06,2015-07-09,4,12
RSI,2015-07-10,385735,2012-06-05,2015-07-09,833,2015-07-10,2015-07-13,2,10
MACD,2015-07-10,385735,2012-06-05,2015-07-09,833,2015-07-10,2015-07-13,2,11
Both,2015-07-10,385735,2012-06-05,2015-07-09,833,2015-07-10,2015-07-13,2,12
RSI,2015-07-14,385735,2012-06-05,2015-07-13,835,2015-07-14,2015-07-15,2,10
MACD,2015-07-14,385735,2012-06-05,2015-07-13,835,2015-07-14,2015-07-15,2,11
Both,2015-07-14,385735,2012-06-05,2015-07-13,835,2015-07-14,2015-07-15,2,12
RSI,2015-07-16,374583,2012-06-05,2015-07-15,837,2015-07-16,2015-07-16,1,10
MACD,2015-07-16,374583,2012-06-05,2015-07-15,837,2015-07-16,2015-07-16,1,11
Both,2015-07-16,374583,2012-06-05,2015-07-15,837,2015-07-16,2015-07-16,1,12
RSI,2015-07-17,374583,2012-06-05,2015-07-16,838,2015-07-17,2015-07-17,1,10
MACD,2015-07-17,374583,2012-06-05,2015-07-16,838,2015-07-17,2015-07-17,1,11
Both,2015-07-17,374583,2012-06-05,2015-07-16,838,2015-07-17,2015-07-17,1,12
RSI,2015-07-20,385735,2012-06-05,2015-07-17,839,2015-07-20,2015-07-20,1,10
MACD,2015-07-20,385735,2012-06-05,2015-07-17,839,2015-07-20,2015-07-20,1,11
Both,2015-07-20,385735,2012-06-05,2015-07-17,839,2015-07-20,2015-07-20,1,12
RSI,2015-07-21,385735,2012-06-05,2015-07-20,840,2015-07-21,2015-07-23,3,10
MACD,2015-07-21,385735,2012-06-05,2015-07-20,840,2015-07-21,2015-07-23,3,11
Both,2015-07-21,385735,2012-06-05,2015-07-20,840,2015-07-21,2015-07-23,3,12
RSI,2015-07-24,385735,2012-06-05,2015-07-23,843,2015-07-24,2015-07-24,1,10
MACD,2015-07-24,385735,2012-06-05,2015-07-23,843,2015-07-24,2015-07-24,1,11
Both,2015-07-24,385735,2012-06-05,2015-07-23,843,2015-07-24,2015-07-24,1,12
RSI,2015-07-27,374583,2012-06-05,2015-07-24,844,2015-07-27,2015-07-31,5,10
MACD,2015-07-27,374583,2012-06-05,2015-07-24,844,2015-07-27,2015-07-31,5,11
Both,2015-07-27,374583,2012-06-05,2015-07-24,844,2015-07-27,2015-07-31,5,12
RSI,2015-08-03,798291,2012-06-05,2015-07-31,849,2015-08-03,2015-08-10,6,10
MACD,2015-08-03,798291,2012-06-05,2015-07-31,849,2015-08-03,2015-08-10,6,11
Both,2015-08-03,798291,2012-06-05,2015-07-31,849,2015-08-03,2015-08-10,6,12
RSI,2015-08-11,42716,2012-06-05,2015-08-10,855,2015-08-11,2015-08-18,6,10
MACD,2015-08-11,42716,2012-06-05,2015-08-10,855,2015-08-11,2015-08-18,6,11
Both,2015-08-11,42716,2012-06-05,2015-08-10,855,2015-08-11,2015-08-18,6,12
RSI,2015-08-19,42716,2012-06-05,2015-08-18,861,2015-08-19,2015-08-20,2,10
MACD,2015-08-19,42716,2012-06-05,2015-08-18,861,2015-08-19,2015-08-20,2,11
Both,2015-08-19,42716,2012-06-05,2015-08-18,861,2015-08-19,2015-08-20,2,12
RSI,2015-08-21,385735,2012-06-05,2015-08-20,863,2015-08-21,2015-08-21,1,10
MACD,2015-08-21,385735,2012-06-05,2015-08-20,863,2015-08-21,2015-08-21,1,11
Both,2015-08-21,385735,2012-06-05,2015-08-20,863,2015-08-21,2015-08-21,1,12
RSI,2015-08-24,385735,2012-06-05,2015-08-21,864,2015-08-24,2015-08-24,1,10
MACD,2015-08-24,385735,2012-06-05,2015-08-21,864,2015-08-24,2015-08-24,1,11
Both,2015-08-24,385735,2012-06-05,2015-08-21,864,2015-08-24,2015-08-24,1,12
RSI,2015-08-25,385735,2012-06-05,2015-08-24,865,2015-08-25,2015-08-25,1,10
MACD,2015-08-25,385735,2012-06-05,2015-08-24,865,2015-08-25,2015-08-25,1,11
Both,2015-08-25,385735,2012-06-05,2015-08-24,865,2015-08-25,2015-08-25,1,12
RSI,2015-08-26,385735,2012-06-05,2015-08-25,866,2015-08-26,2015-08-26,1,10
MACD,2015-08-26,385735,2012-06-05,2015-08-25,866,2015-08-26,2015-08-26,1,11
Both,2015-08-26,385735,2012-06-05,2015-08-25,866,2015-08-26,2015-08-26,1,12
RSI,2015-08-27,385735,2012-06-05,2015-08-26,867,2015-08-27,2015-08-27,1,10
MACD,2015-08-27,385735,2012-06-05,2015-08-26,867,2015-08-27,2015-08-27,1,11
Both,2015-08-27,385735,2012-06-05,2015-08-26,867,2015-08-27,2015-08-27,1,12
RSI,2015-08-28,385735,2012-06-05,2015-08-27,868,2015-08-28,2015-09-06,7,10
MACD,2015-08-28,385735,2012-06-05,2015-08-27,868,2015-08-28,2015-09-06,7,11
Both,2015-08-28,385735,2012-06-05,2015-08-27,868,2015-08-28,2015-09-06,7,12
RSI,2015-09-07,42716,2012-06-05,2015-09-06,875,2015-09-07,2015-09-07,1,10
MACD,2015-09-07,42716,2012-06-05,2015-09-06,875,2015-09-07,2015-09-07,1,11
Both,2015-09-07,42716,2012-06-05,2015-09-06,875,2015-09-07,2015-09-07,1,12
RSI,2015-09-08,42716,2012-06-05,2015-09-07,876,2015-09-08,2015-09-09,2,10
MACD,2015-09-08,42716,2012-06-05,2015-09-07,876,2015-09-08,2015-09-09,2,11
Both,2015-09-08,42716,2012-06-05,2015-09-07,876,2015-09-08,2015-09-09,2,12
RSI,2015-09-10,374583,2012-06-05,2015-09-09,878,2015-09-10,2015-09-14,3,10
MACD,2015-09-10,374583,2012-06-05,2015-09-09,878,2015-09-10,2015-09-14,3,11
Both,2015-09-10,374583,2012-06-05,2015-09-09,878,2015-09-10,2015-09-14,3,12
RSI,2015-09-15,42716,2012-06-05,2015-09-14,881,2015-09-15,2015-09-15,1,10
MACD,2015-09-15,42716,2012-06-05,2015-09-14,881,2015-09-15,2015-09-15,1,11
Both,2015-09-15,42716,2012-06-05,2015-09-14,881,2015-09-15,2015-09-15,1,12
RSI,2015-09-16,42716,2012-06-05,2015-09-15,882,2015-09-16,2015-09-16,1,10
MACD,2015-09-16,42716,2012-06-05,2015-09-15,882,2015-09-16,2015-09-16,1,11
Both,2015-09-16,42716,2012-06-05,2015-09-15,882,2015-09-16,2015-09-16,1,12
RSI,2015-09-17,565766,2012-06-05,2015-09-16,883,2015-09-17,2015-09-18,2,10
MACD,2015-09-17,565766,2012-06-05,2015-09-16,883,2015-09-17,2015-09-18,2,11
Both,2015-09-17,565766,2012-06-05,2015-09-16,883,2015-09-17,2015-09-18,2,12
RSI,2015-09-21,565766,2012-06-05,2015-09-18,885,2015-09-21,2015-09-22,2,10
MACD,2015-09-21,565766,2012-06-05,2015-09-18,885,2015-09-21,2015-09-22,2,11
Both,2015-09-21,565766,2012-06-05,2015-09-18,885,2015-09-21,2015-09-22,2,12
RSI,2015-09-23,565766,2012-06-05,2015-09-22,887,2015-09-23,2015-09-30,6,10
MACD,2015-09-23,565766,2012-06-05,2015-09-22,887,2015-09-23,2015-09-30,6,11
Both,2015-09-23,565766,2012-06-05,2015-09-22,887,2015-09-23,2015-09-30,6,12
RSI,2015-10-01,565766,2012-06-05,2015-09-30,893,2015-10-01,2015-10-10,8,10
MACD,2015-10-01,565766,2012-06-05,2015-09-30,893,2015-10-01,2015-10-10,8,11
Both,2015-10-01,565766,2012-06-05,2015-09-30,893,2015-10-01,2015-10-10,8,12
RSI,2015-10-12,798291,2012-06-05,2015-10-10,901,2015-10-12,2015-10-14,3,10
MACD,2015-10-12,798291,2012-06-05,2015-10-10,901,2015-10-12,2015-10-14,3,11
Both,2015-10-12,798291,2012-06-05,2015-10-10,901,2015-10-12,2015-10-14,3,12
RSI,2015-10-15,385735,2012-06-05,2015-10-14,904,2015-10-15,2015-10-15,1,10
MACD,2015-10-15,385735,2012-06-05,2015-10-14,904,2015-10-15,2015-10-15,1,11
Both,2015-10-15,385735,2012-06-05,2015-10-14,904,2015-10-15,2015-10-15,1,12
RSI,2015-10-16,385735,2012-06-05,2015-10-15,905,2015-10-16,2015-10-16,1,10
MACD,2015-10-16,385735,2012-06-05,2015-10-15,905,2015-10-16,2015-10-16,1,11
Both,2015-10-16,385735,2012-06-05,2015-10-15,905,2015-10-16,2015-10-16,1,12
RSI,2015-10-19,385735,2012-06-05,2015-10-16,906,2015-10-19,2015-10-21,3,10
MACD,2015-10-19,385735,2012-06-05,2015-10-16,906,2015-10-19,2015-10-21,3,11
Both,2015-10-19,385735,2012-06-05,2015-10-16,906,2015-10-19,2015-10-21,3,12
RSI,2015-10-22,798291,2012-06-05,2015-10-21,909,2015-10-22,2015-10-23,2,10
MACD,2015-10-22,798291,2012-06-05,2015-10-21,909,2015-10-22,2015-10-23,2,11
Both,2015-10-22,798291,2012-06-05,2015-10-21,909,2015-10-22,2015-10-23,2,12
RSI,2015-10-26,798291,2012-06-05,2015-10-23,911,2015-10-26,2015-10-27,2,10
MACD,2015-10-26,798291,2012-06-05,2015-10-23,911,2015-10-26,2015-10-27,2,11
Both,2015-10-26,798291,2012-06-05,2015-10-23,911,2015-10-26,2015-10-27,2,12
