Method,Effective_date,Seed,Train_start,Train_end,Train_N,Test_start,Test_end,N,Feature_N
RSI,2025-02-24,385735,2012-06-05,2025-02-21,3438,2025-02-24,2025-03-05,8,10
MACD,2025-02-24,385735,2012-06-05,2025-02-21,3438,2025-02-24,2025-03-05,8,11
Both,2025-02-24,385735,2012-06-05,2025-02-21,3438,2025-02-24,2025-03-05,8,12
RSI,2025-03-06,798291,2012-06-05,2025-03-05,3446,2025-03-06,2025-03-07,2,10
MACD,2025-03-06,798291,2012-06-05,2025-03-05,3446,2025-03-06,2025-03-07,2,11
Both,2025-03-06,798291,2012-06-05,2025-03-05,3446,2025-03-06,2025-03-07,2,12
RSI,2025-03-10,798291,2012-06-05,2025-03-07,3448,2025-03-10,2025-03-12,3,10
MACD,2025-03-10,798291,2012-06-05,2025-03-07,3448,2025-03-10,2025-03-12,3,11
Both,2025-03-10,798291,2012-06-05,2025-03-07,3448,2025-03-10,2025-03-12,3,12
RSI,2025-03-13,798291,2012-06-05,2025-03-12,3451,2025-03-13,2025-03-18,4,10
MACD,2025-03-13,798291,2012-06-05,2025-03-12,3451,2025-03-13,2025-03-18,4,11
Both,2025-03-13,798291,2012-06-05,2025-03-12,3451,2025-03-13,2025-03-18,4,12
RSI,2025-03-19,798291,2012-06-05,2025-03-18,3455,2025-03-19,2025-03-21,3,10
MACD,2025-03-19,798291,2012-06-05,2025-03-18,3455,2025-03-19,2025-03-21,3,11
Both,2025-03-19,798291,2012-06-05,2025-03-18,3455,2025-03-19,2025-03-21,3,12
RSI,2025-03-24,798291,2012-06-05,2025-03-21,3458,2025-03-24,2025-03-27,4,10
MACD,2025-03-24,798291,2012-06-05,2025-03-21,3458,2025-03-24,2025-03-27,4,11
Both,2025-03-24,798291,2012-06-05,2025-03-21,3458,2025-03-24,2025-03-27,4,12
RSI,2025-03-28,785634,2012-06-05,2025-03-27,3462,2025-03-28,2025-03-31,2,10
MACD,2025-03-28,785634,2012-06-05,2025-03-27,3462,2025-03-28,2025-03-31,2,11
Both,2025-03-28,785634,2012-06-05,2025-03-27,3462,2025-03-28,2025-03-31,2,12
RSI,2025-04-01,785634,2012-06-05,2025-03-31,3464,2025-04-01,2025-04-03,3,10
MACD,2025-04-01,785634,2012-06-05,2025-03-31,3464,2025-04-01,2025-04-03,3,11
Both,2025-04-01,785634,2012-06-05,2025-03-31,3464,2025-04-01,2025-04-03,3,12
RSI,2025-04-04,785634,2012-06-05,2025-04-03,3467,2025-04-04,2025-04-04,1,10
MACD,2025-04-04,785634,2012-06-05,2025-04-03,3467,2025-04-04,2025-04-04,1,11
Both,2025-04-04,785634,2012-06-05,2025-04-03,3467,2025-04-04,2025-04-04,1,12
RSI,2025-04-07,965409,2012-06-05,2025-04-04,3468,2025-04-07,2025-04-08,2,10
MACD,2025-04-07,965409,2012-06-05,2025-04-04,3468,2025-04-07,2025-04-08,2,11
Both,2025-04-07,965409,2012-06-05,2025-04-04,3468,2025-04-07,2025-04-08,2,12
RSI,2025-04-09,965409,2012-06-05,2025-04-08,3470,2025-04-09,2025-04-10,2,10
MACD,2025-04-09,965409,2012-06-05,2025-04-08,3470,2025-04-09,2025-04-10,2,11
Both,2025-04-09,965409,2012-06-05,2025-04-08,3470,2025-04-09,2025-04-10,2,12
RSI,2025-04-11,965409,2012-06-05,2025-04-10,3472,2025-04-11,2025-04-11,1,10
MACD,2025-04-11,965409,2012-06-05,2025-04-10,3472,2025-04-11,2025-04-11,1,11
Both,2025-04-11,965409,2012-06-05,2025-04-10,3472,2025-04-11,2025-04-11,1,12
RSI,2025-04-14,965409,2012-06-05,2025-04-11,3473,2025-04-14,2025-04-16,3,10
MACD,2025-04-14,965409,2012-06-05,2025-04-11,3473,2025-04-14,2025-04-16,3,11
Both,2025-04-14,965409,2012-06-05,2025-04-11,3473,2025-04-14,2025-04-16,3,12
RSI,2025-04-17,965409,2012-06-05,2025-04-16,3476,2025-04-17,2025-04-22,4,10
MACD,2025-04-17,965409,2012-06-05,2025-04-16,3476,2025-04-17,2025-04-22,4,11
Both,2025-04-17,965409,2012-06-05,2025-04-16,3476,2025-04-17,2025-04-22,4,12
RSI,2025-04-23,965409,2012-06-05,2025-04-22,3480,2025-04-23,2025-04-25,3,10
MACD,2025-04-23,965409,2012-06-05,2025-04-22,3480,2025-04-23,2025-04-25,3,11
Both,2025-04-23,965409,2012-06-05,2025-04-22,3480,2025-04-23,2025-04-25,3,12
RSI,2025-04-27,965409,2012-06-05,2025-04-25,3483,2025-04-27,2025-04-27,1,10
MACD,2025-04-27,965409,2012-06-05,2025-04-25,3483,2025-04-27,2025-04-27,1,11
Both,2025-04-27,965409,2012-06-05,2025-04-25,3483,2025-04-27,2025-04-27,1,12
RSI,2025-04-28,965409,2012-06-05,2025-04-27,3484,2025-04-28,2025-04-29,2,10
MACD,2025-04-28,965409,2012-06-05,2025-04-27,3484,2025-04-28,2025-04-29,2,11
Both,2025-04-28,965409,2012-06-05,2025-04-27,3484,2025-04-28,2025-04-29,2,12
RSI,2025-04-30,965409,2012-06-05,2025-04-29,3486,2025-04-30,2025-04-30,1,10
MACD,2025-04-30,965409,2012-06-05,2025-04-29,3486,2025-04-30,2025-04-30,1,11
Both,2025-04-30,965409,2012-06-05,2025-04-29,3486,2025-04-30,2025-04-30,1,12
RSI,2025-05-01,965409,2012-06-05,2025-04-30,3487,2025-05-01,2025-05-01,1,10
MACD,2025-05-01,965409,2012-06-05,2025-04-30,3487,2025-05-01,2025-05-01,1,11
Both,2025-05-01,965409,2012-06-05,2025-04-30,3487,2025-05-01,2025-05-01,1,12
RSI,2025-05-02,965409,2012-06-05,2025-05-01,3488,2025-05-02,2025-05-06,3,10
MACD,2025-05-02,965409,2012-06-05,2025-05-01,3488,2025-05-02,2025-05-06,3,11
Both,2025-05-02,965409,2012-06-05,2025-05-01,3488,2025-05-02,2025-05-06,3,12
RSI,2025-05-07,965409,2012-06-05,2025-05-06,3491,2025-05-07,2025-05-08,2,10
MACD,2025-05-07,965409,2012-06-05,2025-05-06,3491,2025-05-07,2025-05-08,2,11
Both,2025-05-07,965409,2012-06-05,2025-05-06,3491,2025-05-07,2025-05-08,2,12
RSI,2025-05-09,965409,2012-06-05,2025-05-08,3493,2025-05-09,2025-05-09,1,10
MACD,2025-05-09,965409,2012-06-05,2025-05-08,3493,2025-05-09,2025-05-09,1,11
Both,2025-05-09,965409,2012-06-05,2025-05-08,3493,2025-05-09,2025-05-09,1,12
RSI,2025-05-12,965409,2012-06-05,2025-05-09,3494,2025-05-12,2025-05-12,1,10
MACD,2025-05-12,965409,2012-06-05,2025-05-09,3494,2025-05-12,2025-05-12,1,11
Both,2025-05-12,965409,2012-06-05,2025-05-09,3494,2025-05-12,2025-05-12,1,12
RSI,2025-05-13,965409,2012-06-05,2025-05-12,3495,2025-05-13,2025-05-16,4,10
MACD,2025-05-13,965409,2012-06-05,2025-05-12,3495,2025-05-13,2025-05-16,4,11
Both,2025-05-13,965409,2012-06-05,2025-05-12,3495,2025-05-13,2025-05-16,4,12
RSI,2025-05-19,965409,2012-06-05,2025-05-16,3499,2025-05-19,2025-05-19,1,10
MACD,2025-05-19,965409,2012-06-05,2025-05-16,3499,2025-05-19,2025-05-19,1,11
Both,2025-05-19,965409,2012-06-05,2025-05-16,3499,2025-05-19,2025-05-19,1,12
RSI,2025-05-20,965409,2012-06-05,2025-05-19,3500,2025-05-20,2025-05-23,4,10
MACD,2025-05-20,965409,2012-06-05,2025-05-19,3500,2025-05-20,2025-05-23,4,11
Both,2025-05-20,965409,2012-06-05,2025-05-19,3500,2025-05-20,2025-05-23,4,12
RSI,2025-05-25,965409,2012-06-05,2025-05-23,3504,2025-05-25,2025-05-27,3,10
MACD,2025-05-25,965409,2012-06-05,2025-05-23,3504,2025-05-25,2025-05-27,3,11
Both,2025-05-25,965409,2012-06-05,2025-05-23,3504,2025-05-25,2025-05-27,3,12
RSI,2025-05-28,965409,2012-06-05,2025-05-27,3507,2025-05-28,2025-06-02,4,10
MACD,2025-05-28,965409,2012-06-05,2025-05-27,3507,2025-05-28,2025-06-02,4,11
Both,2025-05-28,965409,2012-06-05,2025-05-27,3507,2025-05-28,2025-06-02,4,12
RSI,2025-06-03,965409,2012-06-05,2025-06-02,3511,2025-06-03,2025-06-03,1,10
MACD,2025-06-03,965409,2012-06-05,2025-06-02,3511,2025-06-03,2025-06-03,1,11
Both,2025-06-03,965409,2012-06-05,2025-06-02,3511,2025-06-03,2025-06-03,1,12
RSI,2025-06-04,965409,2012-06-05,2025-06-03,3512,2025-06-04,2025-06-04,1,10
MACD,2025-06-04,965409,2012-06-05,2025-06-03,3512,2025-06-04,2025-06-04,1,11
Both,2025-06-04,965409,2012-06-05,2025-06-03,3512,2025-06-04,2025-06-04,1,12
RSI,2025-06-05,965409,2012-06-05,2025-06-04,3513,2025-06-05,2025-06-06,2,10
MACD,2025-06-05,965409,2012-06-05,2025-06-04,3513,2025-06-05,2025-06-06,2,11
Both,2025-06-05,965409,2012-06-05,2025-06-04,3513,2025-06-05,2025-06-06,2,12
RSI,2025-06-09,965409,2012-06-05,2025-06-06,3515,2025-06-09,2025-06-09,1,10
MACD,2025-06-09,965409,2012-06-05,2025-06-06,3515,2025-06-09,2025-06-09,1,11
Both,2025-06-09,965409,2012-06-05,2025-06-06,3515,2025-06-09,2025-06-09,1,12
RSI,2025-06-10,965409,2012-06-05,2025-06-09,3516,2025-06-10,2025-06-10,1,10
MACD,2025-06-10,965409,2012-06-05,2025-06-09,3516,2025-06-10,2025-06-10,1,11
Both,2025-06-10,965409,2012-06-05,2025-06-09,3516,2025-06-10,2025-06-10,1,12
RSI,2025-06-11,965409,2012-06-05,2025-06-10,3517,2025-06-11,2025-06-13,3,10
MACD,2025-06-11,965409,2012-06-05,2025-06-10,3517,2025-06-11,2025-06-13,3,11
Both,2025-06-11,965409,2012-06-05,2025-06-10,3517,2025-06-11,2025-06-13,3,12
RSI,2025-06-16,965409,2012-06-05,2025-06-13,3520,2025-06-16,2025-06-16,1,10
MACD,2025-06-16,965409,2012-06-05,2025-06-13,3520,2025-06-16,2025-06-16,1,11
Both,2025-06-16,965409,2012-06-05,2025-06-13,3520,2025-06-16,2025-06-16,1,12
RSI,2025-06-17,965409,2012-06-05,2025-06-16,3521,2025-06-17,2025-06-26,8,10
MACD,2025-06-17,965409,2012-06-05,2025-06-16,3521,2025-06-17,2025-06-26,8,11
Both,2025-06-17,965409,2012-06-05,2025-06-16,3521,2025-06-17,2025-06-26,8,12
RSI,2025-06-27,965409,2012-06-05,2025-06-26,3529,2025-06-27,2025-07-04,6,10
MACD,2025-06-27,965409,2012-06-05,2025-06-26,3529,2025-06-27,2025-07-04,6,11
Both,2025-06-27,965409,2012-06-05,2025-06-26,3529,2025-06-27,2025-07-04,6,12
RSI,2025-07-07,965409,2012-06-05,2025-07-04,3535,2025-07-07,2025-07-08,2,10
MACD,2025-07-07,965409,2012-06-05,2025-07-04,3535,2025-07-07,2025-07-08,2,11
Both,2025-07-07,965409,2012-06-05,2025-07-04,3535,2025-07-07,2025-07-08,2,12
RSI,2025-07-09,640934,2012-06-05,2025-07-08,3537,2025-07-09,2025-07-15,5,10
MACD,2025-07-09,640934,2012-06-05,2025-07-08,3537,2025-07-09,2025-07-15,5,11
Both,2025-07-09,640934,2012-06-05,2025-07-08,3537,2025-07-09,2025-07-15,5,12
RSI,2025-07-16,640934,2012-06-05,2025-07-15,3542,2025-07-16,2025-07-22,5,10
MACD,2025-07-16,640934,2012-06-05,2025-07-15,3542,2025-07-16,2025-07-22,5,11
Both,2025-07-16,640934,2012-06-05,2025-07-15,3542,2025-07-16,2025-07-22,5,12
RSI,2025-07-23,640934,2012-06-05,2025-07-22,3547,2025-07-23,2025-07-23,1,10
MACD,2025-07-23,640934,2012-06-05,2025-07-22,3547,2025-07-23,2025-07-23,1,11
Both,2025-07-23,640934,2012-06-05,2025-07-22,3547,2025-07-23,2025-07-23,1,12
RSI,2025-07-24,640934,2012-06-05,2025-07-23,3548,2025-07-24,2025-07-28,3,10
MACD,2025-07-24,640934,2012-06-05,2025-07-23,3548,2025-07-24,2025-07-28,3,11
Both,2025-07-24,640934,2012-06-05,2025-07-23,3548,2025-07-24,2025-07-28,3,12
RSI,2025-07-29,640934,2012-06-05,2025-07-28,3551,2025-07-29,2025-07-31,3,10
MACD,2025-07-29,640934,2012-06-05,2025-07-28,3551,2025-07-29,2025-07-31,3,11
Both,2025-07-29,640934,2012-06-05,2025-07-28,3551,2025-07-29,2025-07-31,3,12
RSI,2025-08-01,640934,2012-06-05,2025-07-31,3554,2025-08-01,2025-08-18,12,10
MACD,2025-08-01,640934,2012-06-05,2025-07-31,3554,2025-08-01,2025-08-18,12,11
Both,2025-08-01,640934,2012-06-05,2025-07-31,3554,2025-08-01,2025-08-18,12,12
RSI,2025-08-19,741131,2012-06-05,2025-08-18,3566,2025-08-19,2025-08-22,4,10
MACD,2025-08-19,741131,2012-06-05,2025-08-18,3566,2025-08-19,2025-08-22,4,11
Both,2025-08-19,741131,2012-06-05,2025-08-18,3566,2025-08-19,2025-08-22,4,12
RSI,2025-08-25,741131,2012-06-05,2025-08-22,3570,2025-08-25,2025-08-27,3,10
MACD,2025-08-25,741131,2012-06-05,2025-08-22,3570,2025-08-25,2025-08-27,3,11
Both,2025-08-25,741131,2012-06-05,2025-08-22,3570,2025-08-25,2025-08-27,3,12
RSI,2025-08-28,42716,2012-06-05,2025-08-27,3573,2025-08-28,2025-08-28,1,10
MACD,2025-08-28,42716,2012-06-05,2025-08-27,3573,2025-08-28,2025-08-28,1,11
Both,2025-08-28,42716,2012-06-05,2025-08-27,3573,2025-08-28,2025-08-28,1,12
RSI,2025-08-29,42716,2012-06-05,2025-08-28,3574,2025-08-29,2025-08-31,2,10
MACD,2025-08-29,42716,2012-06-05,2025-08-28,3574,2025-08-29,2025-08-31,2,11
Both,2025-08-29,42716,2012-06-05,2025-08-28,3574,2025-08-29,2025-08-31,2,12
RSI,2025-09-01,42716,2012-06-05,2025-08-31,3576,2025-09-01,2025-09-02,2,10
MACD,2025-09-01,42716,2012-06-05,2025-08-31,3576,2025-09-01,2025-09-02,2,11
Both,2025-09-01,42716,2012-06-05,2025-08-31,3576,2025-09-01,2025-09-02,2,12
RSI,2025-09-03,42716,2012-06-05,2025-09-02,3578,2025-09-03,2025-09-15,9,10
MACD,2025-09-03,42716,2012-06-05,2025-09-02,3578,2025-09-03,2025-09-15,9,11
Both,2025-09-03,42716,2012-06-05,2025-09-02,3578,2025-09-03,2025-09-15,9,12
RSI,2025-09-16,42716,2012-06-05,2025-09-15,3587,2025-09-16,2025-09-16,1,10
MACD,2025-09-16,42716,2012-06-05,2025-09-15,3587,2025-09-16,2025-09-16,1,11
Both,2025-09-16,42716,2012-06-05,2025-09-15,3587,2025-09-16,2025-09-16,1,12
RSI,2025-09-17,42716,2012-06-05,2025-09-16,3588,2025-09-17,2025-09-18,2,10
MACD,2025-09-17,42716,2012-06-05,2025-09-16,3588,2025-09-17,2025-09-18,2,11
Both,2025-09-17,42716,2012-06-05,2025-09-16,3588,2025-09-17,2025-09-18,2,12
RSI,2025-09-19,42716,2012-06-05,2025-09-18,3590,2025-09-19,2025-09-22,2,10
MACD,2025-09-19,42716,2012-06-05,2025-09-18,3590,2025-09-19,2025-09-22,2,11
Both,2025-09-19,42716,2012-06-05,2025-09-18,3590,2025-09-19,2025-09-22,2,12
RSI,2025-09-23,42716,2012-06-05,2025-09-22,3592,2025-09-23,2025-09-24,2,10
MACD,2025-09-23,42716,2012-06-05,2025-09-22,3592,2025-09-23,2025-09-24,2,11
Both,2025-09-23,42716,2012-06-05,2025-09-22,3592,2025-09-23,2025-09-24,2,12
RSI,2025-09-25,42716,2012-06-05,2025-09-24,3594,2025-09-25,2025-09-25,1,10
MACD,2025-09-25,42716,2012-06-05,2025-09-24,3594,2025-09-25,2025-09-25,1,11
Both,2025-09-25,42716,2012-06-05,2025-09-24,3594,2025-09-25,2025-09-25,1,12
RSI,2025-09-26,42716,2012-06-05,2025-09-25,3595,2025-09-26,2025-09-26,1,10
MACD,2025-09-26,42716,2012-06-05,2025-09-25,3595,2025-09-26,2025-09-26,1,11
Both,2025-09-26,42716,2012-06-05,2025-09-25,3595,2025-09-26,2025-09-26,1,12
RSI,2025-09-28,42716,2012-06-05,2025-09-26,3596,2025-09-28,2025-09-28,1,10
MACD,2025-09-28,42716,2012-06-05,2025-09-26,3596,2025-09-28,2025-09-28,1,11
Both,2025-09-28,42716,2012-06-05,2025-09-26,3596,2025-09-28,2025-09-28,1,12
RSI,2025-09-29,42716,2012-06-05,2025-09-28,3597,2025-09-29,2025-10-10,10,10
MACD,2025-09-29,42716,2012-06-05,2025-09-28,3597,2025-09-29,2025-10-10,10,11
Both,2025-09-29,42716,2012-06-05,2025-09-28,3597,2025-09-29,2025-10-10,10,12
RSI,2025-10-11,42716,2012-06-05,2025-10-10,3607,2025-10-11,2025-10-11,1,10
MACD,2025-10-11,42716,2012-06-05,2025-10-10,3607,2025-10-11,2025-10-11,1,11
Both,2025-10-11,42716,2012-06-05,2025-10-10,3607,2025-10-11,2025-10-11,1,12
RSI,2025-10-13,42716,2012-06-05,2025-10-11,3608,2025-10-13,2025-10-14,2,10
MACD,2025-10-13,42716,2012-06-05,2025-10-11,3608,2025-10-13,2025-10-14,2,11
Both,2025-10-13,42716,2012-06-05,2025-10-11,3608,2025-10-13,2025-10-14,2,12
RSI,2025-10-15,42716,2012-06-05,2025-10-14,3610,2025-10-15,2025-10-21,5,10
MACD,2025-10-15,42716,2012-06-05,2025-10-14,3610,2025-10-15,2025-10-21,5,11
Both,2025-10-15,42716,2012-06-05,2025-10-14,3610,2025-10-15,2025-10-21,5,12
RSI,2025-10-22,42716,2012-06-05,2025-10-21,3615,2025-10-22,2025-10-29,6,10
MACD,2025-10-22,42716,2012-06-05,2025-10-21,3615,2025-10-22,2025-10-29,6,11
Both,2025-10-22,42716,2012-06-05,2025-10-21,3615,2025-10-22,2025-10-29,6,12
RSI,2025-10-30,42716,2012-06-05,2025-10-29,3621,2025-10-30,2025-10-30,1,10
MACD,2025-10-30,42716,2012-06-05,2025-10-29,3621,2025-10-30,2025-10-30,1,11
Both,2025-10-30,42716,2012-06-05,2025-10-29,3621,2025-10-30,2025-10-30,1,12
RSI,2025-10-31,42716,2012-06-05,2025-10-30,3622,2025-10-31,2025-11-04,3,10
MACD,2025-10-31,42716,2012-06-05,2025-10-30,3622,2025-10-31,2025-11-04,3,11
Both,2025-10-31,42716,2012-06-05,2025-10-30,3622,2025-10-31,2025-11-04,3,12
RSI,2025-11-05,42716,2012-06-05,2025-11-04,3625,2025-11-05,2025-11-05,1,10
MACD,2025-11-05,42716,2012-06-05,2025-11-04,3625,2025-11-05,2025-11-05,1,11
Both,2025-11-05,42716,2012-06-05,2025-11-04,3625,2025-11-05,2025-11-05,1,12
RSI,2025-11-06,42716,2012-06-05,2025-11-05,3626,2025-11-06,2025-11-12,5,10
MACD,2025-11-06,42716,2012-06-05,2025-11-05,3626,2025-11-06,2025-11-12,5,11
Both,2025-11-06,42716,2012-06-05,2025-11-05,3626,2025-11-06,2025-11-12,5,12
RSI,2025-11-13,42716,2012-06-05,2025-11-12,3631,2025-11-13,2025-11-13,1,10
MACD,2025-11-13,42716,2012-06-05,2025-11-12,3631,2025-11-13,2025-11-13,1,11
Both,2025-11-13,42716,2012-06-05,2025-11-12,3631,2025-11-13,2025-11-13,1,12
RSI,2025-11-14,42716,2012-06-05,2025-11-13,3632,2025-11-14,2025-11-27,10,10
MACD,2025-11-14,42716,2012-06-05,2025-11-13,3632,2025-11-14,2025-11-27,10,11
Both,2025-11-14,42716,2012-06-05,2025-11-13,3632,2025-11-14,2025-11-27,10,12
RSI,2025-11-28,42716,2012-06-05,2025-11-27,3642,2025-11-28,2025-11-28,1,10
MACD,2025-11-28,42716,2012-06-05,2025-11-27,3642,2025-11-28,2025-11-28,1,11
Both,2025-11-28,42716,2012-06-05,2025-11-27,3642,2025-11-28,2025-11-28,1,12
RSI,2025-12-01,42716,2012-06-05,2025-11-28,3643,2025-12-01,2025-12-02,2,10
MACD,2025-12-01,42716,2012-06-05,2025-11-28,3643,2025-12-01,2025-12-02,2,11
Both,2025-12-01,42716,2012-06-05,2025-11-28,3643,2025-12-01,2025-12-02,2,12
RSI,2025-12-03,42716,2012-06-05,2025-12-02,3645,2025-12-03,2025-12-03,1,10
MACD,2025-12-03,42716,2012-06-05,2025-12-02,3645,2025-12-03,2025-12-03,1,11
Both,2025-12-03,42716,2012-06-05,2025-12-02,3645,2025-12-03,2025-12-03,1,12
RSI,2025-12-04,42716,2012-06-05,2025-12-03,3646,2025-12-04,2025-12-09,4,10
MACD,2025-12-04,42716,2012-06-05,2025-12-03,3646,2025-12-04,2025-12-09,4,11
Both,2025-12-04,42716,2012-06-05,2025-12-03,3646,2025-12-04,2025-12-09,4,12
RSI,2025-12-10,550343,2012-06-05,2025-12-09,3650,2025-12-10,2025-12-11,2,10
MACD,2025-12-10,550343,2012-06-05,2025-12-09,3650,2025-12-10,2025-12-11,2,11
Both,2025-12-10,550343,2012-06-05,2025-12-09,3650,2025-12-10,2025-12-11,2,12
RSI,2025-12-12,550343,2012-06-05,2025-12-11,3652,2025-12-12,2025-12-12,1,10
MACD,2025-12-12,550343,2012-06-05,2025-12-11,3652,2025-12-12,2025-12-12,1,11
Both,2025-12-12,550343,2012-06-05,2025-12-11,3652,2025-12-12,2025-12-12,1,12
RSI,2025-12-15,550343,2012-06-05,2025-12-12,3653,2025-12-15,2025-12-15,1,10
MACD,2025-12-15,550343,2012-06-05,2025-12-12,3653,2025-12-15,2025-12-15,1,11
Both,2025-12-15,550343,2012-06-05,2025-12-12,3653,2025-12-15,2025-12-15,1,12
RSI,2025-12-16,550343,2012-06-05,2025-12-15,3654,2025-12-16,2025-12-17,2,10
MACD,2025-12-16,550343,2012-06-05,2025-12-15,3654,2025-12-16,2025-12-17,2,11
Both,2025-12-16,550343,2012-06-05,2025-12-15,3654,2025-12-16,2025-12-17,2,12
RSI,2025-12-18,798291,2012-06-05,2025-12-17,3656,2025-12-18,2025-12-18,1,10
MACD,2025-12-18,798291,2012-06-05,2025-12-17,3656,2025-12-18,2025-12-18,1,11
Both,2025-12-18,798291,2012-06-05,2025-12-17,3656,2025-12-18,2025-12-18,1,12
RSI,2025-12-19,798291,2012-06-05,2025-12-18,3657,2025-12-19,2025-12-19,1,10
MACD,2025-12-19,798291,2012-06-05,2025-12-18,3657,2025-12-19,2025-12-19,1,11
Both,2025-12-19,798291,2012-06-05,2025-12-18,3657,2025-12-19,2025-12-19,1,12
