Method,Effective_date,Seed,Train_start,Train_end,Train_N,Test_start,Test_end,N,Feature_N
RSI,2025-01-01,565766,2012-06-05,2024-12-31,3398,2025-01-01,2025-01-08,6,10
MACD,2025-01-01,565766,2012-06-05,2024-12-31,3398,2025-01-01,2025-01-08,6,11
Both,2025-01-01,565766,2012-06-05,2024-12-31,3398,2025-01-01,2025-01-08,6,12
RSI,2025-01-09,565766,2012-06-05,2025-01-08,3404,2025-01-09,2025-01-16,6,10
MACD,2025-01-09,565766,2012-06-05,2025-01-08,3404,2025-01-09,2025-01-16,6,11
Both,2025-01-09,565766,2012-06-05,2025-01-08,3404,2025-01-09,2025-01-16,6,12
RSI,2025-01-17,565766,2012-06-05,2025-01-16,3410,2025-01-17,2025-01-21,3,10
MACD,2025-01-17,565766,2012-06-05,2025-01-16,3410,2025-01-17,2025-01-21,3,11
Both,2025-01-17,565766,2012-06-05,2025-01-16,3410,2025-01-17,2025-01-21,3,12
RSI,2025-01-22,565766,2012-06-05,2025-01-21,3413,2025-01-22,2025-01-22,1,10
MACD,2025-01-22,565766,2012-06-05,2025-01-21,3413,2025-01-22,2025-01-22,1,11
Both,2025-01-22,565766,2012-06-05,2025-01-21,3413,2025-01-22,2025-01-22,1,12
RSI,2025-01-23,565766,2012-06-05,2025-01-22,3414,2025-01-23,2025-01-23,1,10
MACD,2025-01-23,565766,2012-06-05,2025-01-22,3414,2025-01-23,2025-01-23,1,11
Both,2025-01-23,565766,2012-06-05,2025-01-22,3414,2025-01-23,2025-01-23,1,12
RSI,2025-01-24,565766,2012-06-05,2025-01-23,3415,2025-01-24,2025-01-24,1,10
MACD,2025-01-24,565766,2012-06-05,2025-01-23,3415,2025-01-24,2025-01-24,1,11
Both,2025-01-24,565766,2012-06-05,2025-01-23,3415,2025-01-24,2025-01-24,1,12
RSI,2025-01-26,565766,2012-06-05,2025-01-24,3416,2025-01-26,2025-01-26,1,10
MACD,2025-01-26,565766,2012-06-05,2025-01-24,3416,2025-01-26,2025-01-26,1,11
Both,2025-01-26,565766,2012-06-05,2025-01-24,3416,2025-01-26,2025-01-26,1,12
RSI,2025-01-27,565766,2012-06-05,2025-01-26,3417,2025-01-27,2025-01-28,2,10
MACD,2025-01-27,565766,2012-06-05,2025-01-26,3417,2025-01-27,2025-01-28,2,11
Both,2025-01-27,565766,2012-06-05,2025-01-26,3417,2025-01-27,2025-01-28,2,12
RSI,2025-01-29,565766,2012-06-05,2025-01-28,3419,2025-01-29,2025-02-06,7,10
MACD,2025-01-29,565766,2012-06-05,2025-01-28,3419,2025-01-29,2025-02-06,7,11
Both,2025-01-29,565766,2012-06-05,2025-01-28,3419,2025-01-29,2025-02-06,7,12
RSI,2025-02-07,385735,2012-06-05,2025-02-06,3426,2025-02-07,2025-02-08,2,10
MACD,2025-02-07,385735,2012-06-05,2025-02-06,3426,2025-02-07,2025-02-08,2,11
Both,2025-02-07,385735,2012-06-05,2025-02-06,3426,2025-02-07,2025-02-08,2,12
RSI,2025-02-10,385735,2012-06-05,2025-02-08,3428,2025-02-10,2025-02-10,1,10
MACD,2025-02-10,385735,2012-06-05,2025-02-08,3428,2025-02-10,2025-02-10,1,11
Both,2025-02-10,385735,2012-06-05,2025-02-08,3428,2025-02-10,2025-02-10,1,12
RSI,2025-02-11,385735,2012-06-05,2025-02-10,3429,2025-02-11,2025-02-11,1,10
MACD,2025-02-11,385735,2012-06-05,2025-02-10,3429,2025-02-11,2025-02-11,1,11
Both,2025-02-11,385735,2012-06-05,2025-02-10,3429,2025-02-11,2025-02-11,1,12
RSI,2025-02-12,385735,2012-06-05,2025-02-11,3430,2025-02-12,2025-02-13,2,10
MACD,2025-02-12,385735,2012-06-05,2025-02-11,3430,2025-02-12,2025-02-13,2,11
Both,2025-02-12,385735,2012-06-05,2025-02-11,3430,2025-02-12,2025-02-13,2,12
RSI,2025-02-14,385735,2012-06-05,2025-02-13,3432,2025-02-14,2025-02-14,1,10
MACD,2025-02-14,385735,2012-06-05,2025-02-13,3432,2025-02-14,2025-02-14,1,11
Both,2025-02-14,385735,2012-06-05,2025-02-13,3432,2025-02-14,2025-02-14,1,12
RSI,2025-02-17,798291,2012-06-05,2025-02-14,3433,2025-02-17,2025-02-19,3,10
MACD,2025-02-17,798291,2012-06-05,2025-02-14,3433,2025-02-17,2025-02-19,3,11
Both,2025-02-17,798291,2012-06-05,2025-02-14,3433,2025-02-17,2025-02-19,3,12
RSI,2025-02-20,385735,2012-06-05,2025-02-19,3436,2025-02-20,2025-02-20,1,10
MACD,2025-02-20,385735,2012-06-05,2025-02-19,3436,2025-02-20,2025-02-20,1,11
Both,2025-02-20,385735,2012-06-05,2025-02-19,3436,2025-02-20,2025-02-20,1,12
RSI,2025-02-21,385735,2012-06-05,2025-02-20,3437,2025-02-21,2025-02-21,1,10
MACD,2025-02-21,385735,2012-06-05,2025-02-20,3437,2025-02-21,2025-02-21,1,11
Both,2025-02-21,385735,2012-06-05,2025-02-20,3437,2025-02-21,2025-02-21,1,12
