Method,Effective_date,Seed,Train_start,Train_end,Train_N,Test_start,Test_end,N,Feature_N
RSI,2017-07-05,42716,2012-06-05,2017-07-04,1364,2017-07-05,2017-07-25,15,10
MACD,2017-07-05,42716,2012-06-05,2017-07-04,1364,2017-07-05,2017-07-25,15,11
Both,2017-07-05,42716,2012-06-05,2017-07-04,1364,2017-07-05,2017-07-25,15,12
RSI,2017-07-26,42716,2012-06-05,2017-07-25,1379,2017-07-26,2017-08-10,12,10
MACD,2017-07-26,42716,2012-06-05,2017-07-25,1379,2017-07-26,2017-08-10,12,11
Both,2017-07-26,42716,2012-06-05,2017-07-25,1379,2017-07-26,2017-08-10,12,12
RSI,2017-08-11,42716,2012-06-05,2017-08-10,1391,2017-08-11,2017-08-11,1,10
MACD,2017-08-11,42716,2012-06-05,2017-08-10,1391,2017-08-11,2017-08-11,1,11
Both,2017-08-11,42716,2012-06-05,2017-08-10,1391,2017-08-11,2017-08-11,1,12
RSI,2017-08-14,42716,2012-06-05,2017-08-11,1392,2017-08-14,2017-08-14,1,10
MACD,2017-08-14,42716,2012-06-05,2017-08-11,1392,2017-08-14,2017-08-14,1,11
Both,2017-08-14,42716,2012-06-05,2017-08-11,1392,2017-08-14,2017-08-14,1,12
RSI,2017-08-15,42716,2012-06-05,2017-08-14,1393,2017-08-15,2017-08-16,2,10
MACD,2017-08-15,42716,2012-06-05,2017-08-14,1393,2017-08-15,2017-08-16,2,11
Both,2017-08-15,42716,2012-06-05,2017-08-14,1393,2017-08-15,2017-08-16,2,12
RSI,2017-08-17,42716,2012-06-05,2017-08-16,1395,2017-08-17,2017-08-17,1,10
MACD,2017-08-17,42716,2012-06-05,2017-08-16,1395,2017-08-17,2017-08-17,1,11
Both,2017-08-17,42716,2012-06-05,2017-08-16,1395,2017-08-17,2017-08-17,1,12
RSI,2017-08-18,42716,2012-06-05,2017-08-17,1396,2017-08-18,2017-08-24,5,10
MACD,2017-08-18,42716,2012-06-05,2017-08-17,1396,2017-08-18,2017-08-24,5,11
Both,2017-08-18,42716,2012-06-05,2017-08-17,1396,2017-08-18,2017-08-24,5,12
RSI,2017-08-25,42716,2012-06-05,2017-08-24,1401,2017-08-25,2017-09-04,7,10
MACD,2017-08-25,42716,2012-06-05,2017-08-24,1401,2017-08-25,2017-09-04,7,11
Both,2017-08-25,42716,2012-06-05,2017-08-24,1401,2017-08-25,2017-09-04,7,12
RSI,2017-09-05,42716,2012-06-05,2017-09-04,1408,2017-09-05,2017-09-06,2,10
MACD,2017-09-05,42716,2012-06-05,2017-09-04,1408,2017-09-05,2017-09-06,2,11
Both,2017-09-05,42716,2012-06-05,2017-09-04,1408,2017-09-05,2017-09-06,2,12
RSI,2017-09-07,42716,2012-06-05,2017-09-06,1410,2017-09-07,2017-09-07,1,10
MACD,2017-09-07,42716,2012-06-05,2017-09-06,1410,2017-09-07,2017-09-07,1,11
Both,2017-09-07,42716,2012-06-05,2017-09-06,1410,2017-09-07,2017-09-07,1,12
RSI,2017-09-08,42716,2012-06-05,2017-09-07,1411,2017-09-08,2017-09-08,1,10
MACD,2017-09-08,42716,2012-06-05,2017-09-07,1411,2017-09-08,2017-09-08,1,11
Both,2017-09-08,42716,2012-06-05,2017-09-07,1411,2017-09-08,2017-09-08,1,12
RSI,2017-09-11,42716,2012-06-05,2017-09-08,1412,2017-09-11,2017-09-11,1,10
MACD,2017-09-11,42716,2012-06-05,2017-09-08,1412,2017-09-11,2017-09-11,1,11
Both,2017-09-11,42716,2012-06-05,2017-09-08,1412,2017-09-11,2017-09-11,1,12
RSI,2017-09-12,42716,2012-06-05,2017-09-11,1413,2017-09-12,2017-09-14,3,10
MACD,2017-09-12,42716,2012-06-05,2017-09-11,1413,2017-09-12,2017-09-14,3,11
Both,2017-09-12,42716,2012-06-05,2017-09-11,1413,2017-09-12,2017-09-14,3,12
RSI,2017-09-15,42716,2012-06-05,2017-09-14,1416,2017-09-15,2017-09-18,2,10
MACD,2017-09-15,42716,2012-06-05,2017-09-14,1416,2017-09-15,2017-09-18,2,11
Both,2017-09-15,42716,2012-06-05,2017-09-14,1416,2017-09-15,2017-09-18,2,12
RSI,2017-09-19,42716,2012-06-05,2017-09-18,1418,2017-09-19,2017-09-21,3,10
MACD,2017-09-19,42716,2012-06-05,2017-09-18,1418,2017-09-19,2017-09-21,3,11
Both,2017-09-19,42716,2012-06-05,2017-09-18,1418,2017-09-19,2017-09-21,3,12
RSI,2017-09-22,42716,2012-06-05,2017-09-21,1421,2017-09-22,2017-09-27,4,10
MACD,2017-09-22,42716,2012-06-05,2017-09-21,1421,2017-09-22,2017-09-27,4,11
Both,2017-09-22,42716,2012-06-05,2017-09-21,1421,2017-09-22,2017-09-27,4,12
RSI,2017-09-28,42716,2012-06-05,2017-09-27,1425,2017-09-28,2017-10-11,11,10
MACD,2017-09-28,42716,2012-06-05,2017-09-27,1425,2017-09-28,2017-10-11,11,11
Both,2017-09-28,42716,2012-06-05,2017-09-27,1425,2017-09-28,2017-10-11,11,12
RSI,2017-10-12,42716,2012-06-05,2017-10-11,1436,2017-10-12,2017-10-25,10,10
MACD,2017-10-12,42716,2012-06-05,2017-10-11,1436,2017-10-12,2017-10-25,10,11
Both,2017-10-12,42716,2012-06-05,2017-10-11,1436,2017-10-12,2017-10-25,10,12
RSI,2017-10-26,42716,2012-06-05,2017-10-25,1446,2017-10-26,2017-12-05,29,10
MACD,2017-10-26,42716,2012-06-05,2017-10-25,1446,2017-10-26,2017-12-05,29,11
Both,2017-10-26,42716,2012-06-05,2017-10-25,1446,2017-10-26,2017-12-05,29,12
RSI,2017-12-06,785634,2012-06-05,2017-12-05,1475,2017-12-06,2017-12-11,4,10
MACD,2017-12-06,785634,2012-06-05,2017-12-05,1475,2017-12-06,2017-12-11,4,11
Both,2017-12-06,785634,2012-06-05,2017-12-05,1475,2017-12-06,2017-12-11,4,12
RSI,2017-12-12,785634,2012-06-05,2017-12-11,1479,2017-12-12,2017-12-20,7,10
MACD,2017-12-12,785634,2012-06-05,2017-12-11,1479,2017-12-12,2017-12-20,7,11
Both,2017-12-12,785634,2012-06-05,2017-12-11,1479,2017-12-12,2017-12-20,7,12
RSI,2017-12-21,374583,2012-06-05,2017-12-20,1486,2017-12-21,2017-12-29,7,10
MACD,2017-12-21,374583,2012-06-05,2017-12-20,1486,2017-12-21,2017-12-29,7,11
Both,2017-12-21,374583,2012-06-05,2017-12-20,1486,2017-12-21,2017-12-29,7,12
RSI,2017-12-30,965409,2012-06-05,2017-12-29,1493,2017-12-30,2017-12-31,2,10
MACD,2017-12-30,965409,2012-06-05,2017-12-29,1493,2017-12-30,2017-12-31,2,11
Both,2017-12-30,965409,2012-06-05,2017-12-29,1493,2017-12-30,2017-12-31,2,12
