Year,Seed,Budget,Model,Epoch,Train_MSE,Train_MSE_standardized
2015,42,100,DirectLag,95,0.005754180629792419,0.013308571261799572
2015,42,100,DirectLag,96,0.005715281529857421,0.013218603379869619
2015,42,100,DirectLag,97,0.005676296669855001,0.013128437147550248
2015,42,100,DirectLag,98,0.005635898360059165,0.013035001814291769
2015,42,100,DirectLag,99,0.005594680247791613,0.012939670398807623
2015,42,100,DirectLag,100,0.005554469987975578,0.012846669997421808
2015,7,100,DirectMA,1,0.39658494318734616,0.9172424915614672
2015,7,100,DirectMA,2,0.35078921912703626,0.8113237350339492
2015,7,100,DirectMA,3,0.30207971654798527,0.6986658384702301
2015,7,100,DirectMA,4,0.2492506334010914,0.5764799595432185
2015,7,100,DirectMA,5,0.19305809933493612,0.4465149146281259
2015,7,100,DirectMA,6,0.13685803411781497,0.31653245127142343
2015,7,100,DirectMA,7,0.08618681379200102,0.19933739084232996
2015,7,100,DirectMA,8,0.04904981970431637,0.1134449998899086
2015,7,100,DirectMA,9,0.0334890497733425,0.07745523369407326
2015,7,100,DirectMA,10,0.041108459993877466,0.0950778059449085
2015,7,100,DirectMA,11,0.06027305869549189,0.1394026966519679
2015,7,100,DirectMA,12,0.07373919704635903,0.17054788888591982
2015,7,100,DirectMA,13,0.07320334810967241,0.1693085493138302
2015,7,100,DirectMA,14,0.06186276041874101,0.14307944231395273
2015,7,100,DirectMA,15,0.04648450234981369,0.10751179914108858
2015,7,100,DirectMA,16,0.03268695831880748,0.07560011443940626
2015,7,100,DirectMA,17,0.02387586090091759,0.055221345432136484
2015,7,100,DirectMA,18,0.021104501275523376,0.04881159929457674
2015,7,100,DirectMA,19,0.023255232114393887,0.05378592256935561
2015,7,100,DirectMA,20,0.027590856551745105,0.06381358254411207
2015,7,100,DirectMA,21,0.03134843511995191,0.07250430766453553
2015,7,100,DirectMA,22,0.03306082721137179,0.07646481805567798
2015,7,100,DirectMA,23,0.03267342159286843,0.07556880598848997
2015,7,100,DirectMA,24,0.030644939382420282,0.0708772257639714
2015,7,100,DirectMA,25,0.027399252633139574,0.06337043093507165
2015,7,100,DirectMA,26,0.023408115075923573,0.05413951831462963
2015,7,100,DirectMA,27,0.019378213572044736,0.04481895040184593
2015,7,100,DirectMA,28,0.016246722381413756,0.037576273060360835
2015,7,100,DirectMA,29,0.014739645123408241,0.034090625602344306
2015,7,100,DirectMA,30,0.014906099175446424,0.0344756092787162
2015,7,100,DirectMA,31,0.01605329011935884,0.037128892762536954
2015,7,100,DirectMA,32,0.017223917801948867,0.03983638196684208
2015,7,100,DirectMA,33,0.01779296299125726,0.04115249957599127
2015,7,100,DirectMA,34,0.01757815351799595,0.04065567694101763
2015,7,100,DirectMA,35,0.016652027374133432,0.03851368374059656
2015,7,100,DirectMA,36,0.015215605481910595,0.035191451724507376
2015,7,100,DirectMA,37,0.01363372480567803,0.031532794990948375
2015,7,100,DirectMA,38,0.012386514348804032,0.02864818112293221
2015,7,100,DirectMA,39,0.011819112753357066,0.02733586490401346
2015,7,100,DirectMA,40,0.011899849331209106,0.027522596702840647
2015,7,100,DirectMA,41,0.012243814986421155,0.028318138540769755
2015,7,100,DirectMA,42,0.012457879507449423,0.028813238211082063
2015,7,100,DirectMA,43,0.01239620183042147,0.028670586839357855
2015,7,100,DirectMA,44,0.012113868434187177,0.028017591327900382
2015,7,100,DirectMA,45,0.011673347756626398,0.026998731961675487
2015,7,100,DirectMA,46,0.011111003327762818,0.025698112223313727
2015,7,100,DirectMA,47,0.010514876336121776,0.024319358398961984
2015,7,100,DirectMA,48,0.010044874804976673,0.023232314165763285
2015,7,100,DirectMA,49,0.00981024455143433,0.022689648988852593
2015,7,100,DirectMA,50,0.009775077490655964,0.02260831276315024
2015,7,100,DirectMA,51,0.009797605052427277,0.02266041569152128
2015,7,100,DirectMA,52,0.009762729963961762,0.022579754754723125
2015,7,100,DirectMA,53,0.00964804298669403,0.022314500688511603
2015,7,100,DirectMA,54,0.009471897189636744,0.021907101435094712
2015,7,100,DirectMA,55,0.00924168562856447,0.021374656042268906
2015,7,100,DirectMA,56,0.008971469410785365,0.020749685777729798
2015,7,100,DirectMA,57,0.008729535700707673,0.020190128782850286
2015,7,100,DirectMA,58,0.008581690665617063,0.0198481850185167
2015,7,100,DirectMA,59,0.008517763510838026,0.01970033093647138
2015,7,100,DirectMA,60,0.00847577845541575,0.01960322569456692
2015,7,100,DirectMA,61,0.008406487178274243,0.01944296518851254
2015,7,100,DirectMA,62,0.008307813407940385,0.01921474730856636
2015,7,100,DirectMA,63,0.00818246313598393,0.018924830614192686
2015,7,100,DirectMA,64,0.00803360790750383,0.01858055042151644
2015,7,100,DirectMA,65,0.007879915340172843,0.018225082177411776
2015,7,100,DirectMA,66,0.007761783271459529,0.017951860122713843
2015,7,100,DirectMA,67,0.00769271014359251,0.01779210416376217
2015,7,100,DirectMA,68,0.0076437187792297474,0.017678794362457215
2015,7,100,DirectMA,69,0.0075822002640840765,0.017536511108696064
2015,7,100,DirectMA,70,0.007501226645330974,0.017349231069219734
2015,7,100,DirectMA,71,0.007408924117556712,0.017135748933784525
2015,7,100,DirectMA,72,0.0073086976408082115,0.01690393987286969
2015,7,100,DirectMA,73,0.007208964733006467,0.016673272364145012
2015,7,100,DirectMA,74,0.0071300143096054815,0.016490671677169503
2015,7,100,DirectMA,75,0.0070769263135136975,0.016367886970781318
2015,7,100,DirectMA,76,0.007030222042647496,0.016259866879469786
2015,7,100,DirectMA,77,0.006971420199532348,0.01612386688750371
2015,7,100,DirectMA,78,0.006900103928465839,0.015958922869114652
2015,7,100,DirectMA,79,0.006827287133887613,0.015790508361116302
2015,7,100,DirectMA,80,0.006756052156122471,0.015625752362145463
2015,7,100,DirectMA,81,0.006693376738538091,0.01548079336364512
2015,7,100,DirectMA,82,0.006642811624631664,0.015363843711717185
2015,7,100,DirectMA,83,0.006599630010633939,0.015263971006277108
2015,7,100,DirectMA,84,0.006552903252726608,0.015155898905755475
2015,7,100,DirectMA,85,0.0064969495056896335,0.01502648614002637
2015,7,100,DirectMA,86,0.006437839297393695,0.01488977294486991
2015,7,100,DirectMA,87,0.0063839366306376235,0.014765104025369884
2015,7,100,DirectMA,88,0.006335619876099678,0.014653354497109016
2015,7,100,DirectMA,89,0.006292910107376986,0.014554573100209868
2015,7,100,DirectMA,90,0.0062535796792254576,0.014463607619720494
2015,7,100,DirectMA,91,0.00621152582933736,0.014366343266361298
2015,7,100,DirectMA,92,0.0061644526863292,0.014257470028180804
2015,7,100,DirectMA,93,0.006116920032398563,0.01414753400899797
2015,7,100,DirectMA,94,0.00607306221315522,0.014046097340540761
2015,7,100,DirectMA,95,0.006033201209532685,0.013953904717227772
2015,7,100,DirectMA,96,0.005995890415173302,0.013867610351876208
2015,7,100,DirectMA,97,0.005958378757741365,0.013780851419857913
2015,7,100,DirectMA,98,0.005918731065934547,0.013689152155318848
2015,7,100,DirectMA,99,0.0058760857242260356,0.013590519768602828
2015,7,100,DirectMA,100,0.0058337455701093785,0.01349259323578256
2015,7,100,DirectLag,1,0.39793948718535116,0.9203753520822783
2015,7,100,DirectLag,2,0.35219800083538055,0.8145820393806613
2015,7,100,DirectLag,3,0.30373889877945803,0.7025032823018575
2015,7,100,DirectLag,4,0.2513800693893552,0.5814050309687695
2015,7,100,DirectLag,5,0.19550397074681228,0.45217185452563596
2015,7,100,DirectLag,6,0.1391273853411871,0.32178112600330955
2015,7,100,DirectLag,7,0.0879690134561424,0.20345935585506825
2015,7,100,DirectLag,8,0.05029344150691439,0.116321313729782
2015,7,100,DirectLag,9,0.03458064973165197,0.07997994342586753
2015,7,100,DirectLag,10,0.042214474280392204,0.09763585389224602
2015,7,100,DirectLag,11,0.061200162194023376,0.14154695032961356
2015,7,100,DirectLag,12,0.07435314686196737,0.1719678642738817
2015,7,100,DirectLag,13,0.07340419954313052,0.1697730890610484
2015,7,100,DirectLag,14,0.061836557489153246,0.14301883880180694
2015,7,100,DirectLag,15,0.046662831829537316,0.10792424893049797
2015,7,100,DirectLag,16,0.03329084753479131,0.07699682114401364
2015,7,100,DirectLag,17,0.02471384391857304,0.05715947657958497
2015,7,100,DirectLag,18,0.021688437924717276,0.05016215865448579
2015,7,100,DirectLag,19,0.023239680339212337,0.05374995360668879
2015,7,100,DirectLag,20,0.027063369681136373,0.06259358319775628
2015,7,100,DirectLag,21,0.030574872353938343,0.07071517105946205
2015,7,100,DirectLag,22,0.03216498594015085,0.07439286929974623
2015,7,100,DirectLag,23,0.03161456811149407,0.07311983402891775
2015,7,100,DirectLag,24,0.02949648955584574,0.06822103067019313
2015,7,100,DirectLag,25,0.02643235278797601,0.06113413417619731
2015,7,100,DirectLag,26,0.022860875798270713,0.05287383456355115
2015,7,100,DirectLag,27,0.019206948785121556,0.04442284020509559
2015,7,100,DirectLag,28,0.016131566140754252,0.03730993365712364
2015,7,100,DirectLag,29,0.014343869435445245,0.03317525479878069
2015,7,100,DirectLag,30,0.01414720362047955,0.032720395769907054
2015,7,100,DirectLag,31,0.015094069351114812,0.03491035657618955
2015,7,100,DirectLag,32,0.01627457559639722,0.03764069343926907
2015,7,100,DirectLag,33,0.016886777620813555,0.039056626443940264
2015,7,100,DirectLag,34,0.01663996800680197,0.03848579220228231
2015,7,100,DirectLag,35,0.015685937249204134,0.036279259745219436
2015,7,100,DirectLag,36,0.01434870393740603,0.03318643628890063
2015,7,100,DirectLag,37,0.012993401407961708,0.03005182139672655
2015,7,100,DirectLag,38,0.011944899795547042,0.027626791783529347
2015,7,100,DirectLag,39,0.011465554662774342,0.026518137177611565
2015,7,100,DirectLag,40,0.011557094837203307,0.02672985610217883
2015,7,100,DirectLag,41,0.011925407685565605,0.02758170940752821
2015,7,100,DirectLag,42,0.012191405589336173,0.02819692333381533
2015,7,100,DirectLag,43,0.012138738835868489,0.028075112899498534
2015,7,100,DirectLag,44,0.011804957372274447,0.027303125594979504
2015,7,100,DirectLag,45,0.011326245176445418,0.026195934878876972
2015,7,100,DirectLag,46,0.010799463672863028,0.02497756694243681
2015,7,100,DirectLag,47,0.010297280043256904,0.02381609026120107
2015,7,100,DirectLag,48,0.009909466806113435,0.022919135432207596
2015,7,100,DirectLag,49,0.009719869632877737,0.02248062512928475
2015,7,100,DirectLag,50,0.0097152867169175,0.02247002552048417
2015,7,100,DirectLag,51,0.009764764109778168,0.022584459434033043
2015,7,100,DirectLag,52,0.009737367502461042,0.02252109512132382
2015,7,100,DirectLag,53,0.009600398106003136,0.022204305105381714
2015,7,100,DirectLag,54,0.009390932320080527,0.021719841631220586
2015,7,100,DirectLag,55,0.009140846268590859,0.021141429472832644
2015,7,100,DirectLag,56,0.008871303844841787,0.020518017594524592
2015,7,100,DirectLag,57,0.008634806211619689,0.01997103344378604
2015,7,100,DirectLag,58,0.008490218512649323,0.019636623417558525
2015,7,100,DirectLag,59,0.00843859214577726,0.019517219244017756
2015,7,100,DirectLag,60,0.008414135413700698,0.019460654429213985
2015,7,100,DirectLag,61,0.00836101502069516,0.01933779479354167
2015,7,100,DirectLag,62,0.008267525405428834,0.01912156709979007
2015,7,100,DirectLag,63,0.008140382632454275,0.018827504614891022
2015,7,100,DirectLag,64,0.007981593424673054,0.018460248592996328
2015,7,100,DirectLag,65,0.0078115423756207215,0.01806694559295853
2015,7,100,DirectLag,66,0.007671976316238032,0.017744149878585885
2015,7,100,DirectLag,67,0.007583227972839834,0.01753888804749801
2015,7,100,DirectLag,68,0.007525238405933283,0.017404766730620864
2015,7,100,DirectLag,69,0.007468563871286597,0.01727368688944077
2015,7,100,DirectLag,70,0.007401249292392326,0.017117998194940275
2015,7,100,DirectLag,71,0.007318195807265352,0.016925907731246748
2015,7,100,DirectLag,72,0.007214221944980569,0.016685431520191224
2015,7,100,DirectLag,73,0.007099246986990215,0.01641951139703509
2015,7,100,DirectLag,74,0.006995720000331963,0.01618006874340563
2015,7,100,DirectLag,75,0.006916158279028614,0.015996054214526434
2015,7,100,DirectLag,76,0.006851284861573089,0.015846011566450147
2015,7,100,DirectLag,77,0.0067912847081000125,0.01570724005933391
2015,7,100,DirectLag,78,0.006733887035415353,0.015574487706508867
2015,7,100,DirectLag,79,0.006672199916701144,0.015431814497556656
2015,7,100,DirectLag,80,0.006597938707601632,0.015260059271769816
2015,7,100,DirectLag,81,0.006517051314267888,0.01507297865897331
2015,7,100,DirectLag,82,0.00644264802166648,0.014900894814998797
2015,7,100,DirectLag,83,0.006380205641724393,0.014756474798200402
2015,7,100,DirectLag,84,0.006326960323764922,0.014633326229531582
2015,7,100,DirectLag,85,0.006279104277841388,0.014522642252357876
2015,7,100,DirectLag,86,0.0062314112222215026,0.0144123352477213
2015,7,100,DirectLag,87,0.006176976765610707,0.014286436376707193
2015,7,100,DirectLag,88,0.006117099231753131,0.014147948470679622
2015,7,100,DirectLag,89,0.006059214137136699,0.01401406878280361
2015,7,100,DirectLag,90,0.006006744519506017,0.013892714294607348
2015,7,100,DirectLag,91,0.005960381793222139,0.013785484145549174
2015,7,100,DirectLag,92,0.005919257708651118,0.013690370202261395
2015,7,100,DirectLag,93,0.005879993192768368,0.013599557167130018
2015,7,100,DirectLag,94,0.005837182439331547,0.013500542207478703
2015,7,100,DirectLag,95,0.005791025395059952,0.013393787770584233
2015,7,100,DirectLag,96,0.005746379507917244,0.013290528417287494
2015,7,100,DirectLag,97,0.005704516030452462,0.013193704367270334
2015,7,100,DirectLag,98,0.005665482607754073,0.01310342581659644
2015,7,100,DirectLag,99,0.005629225220559607,0.013019567826677618
2015,7,100,DirectLag,100,0.005593309648230642,0.01293650040413729
2015,123,100,DirectMA,1,0.39515754969925493,0.9139411409127691
2015,123,100,DirectMA,2,0.3562823568838894,0.8240285526250852
2015,123,100,DirectMA,3,0.3142223103577502,0.726749867355881
2015,123,100,DirectMA,4,0.268100567019696,0.6200770763150708
2015,123,100,DirectMA,5,0.21889977391013088,0.5062828972019751
2015,123,100,DirectMA,6,0.1691917648945961,0.39131560249449465
2015,123,100,DirectMA,7,0.12326346775530919,0.28509022398506895
2015,123,100,DirectMA,8,0.08698483063233148,0.201183086115201
2015,123,100,DirectMA,9,0.06612896877021521,0.15294655311845437
2015,123,100,DirectMA,10,0.0609600868623918,0.14099169149003588
2015,123,100,DirectMA,11,0.06024303514001514,0.13933325659554593
2015,123,100,DirectMA,12,0.05681431489800844,0.1314031322888352
2015,123,100,DirectMA,13,0.053694044842149256,0.12418640777736305
2015,123,100,DirectMA,14,0.0520174124780231,0.12030860436217596
2015,123,100,DirectMA,15,0.050570829385305986,0.11696287098775553
2015,123,100,DirectMA,16,0.048307581649308484,0.1117283127221218
2015,123,100,DirectMA,17,0.044141996114332574,0.10209392765393038
2015,123,100,DirectMA,18,0.03759013781876578,0.08694044557999192
2015,123,100,DirectMA,19,0.029841003013038447,0.06901783949332238
2015,123,100,DirectMA,20,0.023100254611911567,0.053427482459727685
2015,123,100,DirectMA,21,0.018907227067861153,0.04372962807125736
