Year,Seed,Budget,Model,Split,N,MAPE,MSE,MSE_standardized
2015,42,100,DirectMA,Train,693,1.9993458608865575,0.005578496116933951,0.012902238890711697
2015,42,100,DirectMA,Test,266,11.072198867033414,0.7071719396208982,1.6355844138888742
2015,42,100,DirectLag,Train,693,2.006334904052028,0.005554469987975578,0.012846669997421808
2015,42,100,DirectLag,Test,266,9.796103008657584,0.4633317817538137,1.0716180864050566
2015,7,100,DirectMA,Train,693,2.0629264053172616,0.0058337455701093785,0.01349259323578256
2015,7,100,DirectMA,Test,266,9.542077946991435,0.5249648931071548,1.2141663842957258
2015,7,100,DirectLag,Train,693,2.001437900677084,0.005593309648230642,0.01293650040413729
2015,7,100,DirectLag,Test,266,8.147547257692006,0.41830440893263987,0.9674764129894574
2015,123,100,DirectMA,Train,693,2.0213753837251525,0.0052365420373498145,0.012111349530574817
2015,123,100,DirectMA,Test,266,9.944491700455089,0.6161793622216848,1.4251320005005357
2015,123,100,DirectLag,Train,693,2.020508117498917,0.00504080446523125,0.011658637390524126
2015,123,100,DirectLag,Test,266,10.279503035962541,0.6385307884870504,1.4768275534199802
2015,2024,100,DirectMA,Train,693,1.923601102117622,0.0058553561893858385,0.013542575411379083
2015,2024,100,DirectMA,Test,266,13.300847105543461,0.6475730253636931,1.4977409139105793
2015,2024,100,DirectLag,Train,693,1.7732478655439372,0.005132065093079489,0.011869709765073252
2015,2024,100,DirectLag,Test,266,13.762915285475842,0.6544148666223047,1.5135650838159718
2015,2025,100,DirectMA,Train,693,2.324842442408417,0.006982446487188634,0.016149369064871417
2015,2025,100,DirectMA,Test,266,12.160277732662232,0.4020709917534903,0.9299309128998944
2015,2025,100,DirectLag,Train,693,2.2714326366314914,0.006590858729567255,0.015243684326618698
2015,2025,100,DirectLag,Test,266,10.961905339516319,0.44469174639552034,1.0285064333568519
2015,0,100,DirectMA,Train,693,2.1262052085673684,0.005886849234742829,0.013615414181197074
2015,0,100,DirectMA,Test,266,12.016060363149816,0.612342828976852,1.4162586648560544
2015,0,100,DirectLag,Train,693,2.0489119817773958,0.0053687823885217425,0.012417201962134737
2015,0,100,DirectLag,Test,266,12.155358729025298,0.5505609246366625,1.2733662307284248
2015,1,100,DirectMA,Train,693,2.0028598810447646,0.005917929901784186,0.01368729918078199
2015,1,100,DirectMA,Test,266,11.548549960895276,0.6737358798530894,1.5582517382634784
2015,1,100,DirectLag,Train,693,1.9871572638545374,0.005539774035780463,0.012812680427119466
2015,1,100,DirectLag,Test,266,11.26642169399695,0.7488790528298156,1.7320468164403289
