Year,Method,Anchor,Effective_date,Trigger_date,Seed,Train_start,Train_end,Train_N,Applied_start,Applied_end,Applied_N,Validation_MAPE,Selection_source
2018,Monthly_equal,2018-01-01,2018-01-01,,965409,2012-06-05,2017-12-31,1495,2018-01-01,2018-01-31,23,8.270953120049688,new equal-MSE validation selection
2018,Monthly_equal,2018-02-01,2018-02-01,,565766,2012-06-05,2018-01-31,1518,2018-02-01,2018-02-28,22,7.250582312781195,new equal-MSE validation selection
2018,Monthly_equal,2018-03-01,2018-03-01,,798291,2012-06-05,2018-02-28,1540,2018-03-01,2018-03-30,22,11.332404162383163,new equal-MSE validation selection
2018,Monthly_equal,2018-04-01,2018-04-02,,385735,2012-06-05,2018-03-30,1562,2018-04-02,2018-04-30,23,11.476606577905075,new equal-MSE validation selection
2018,Monthly_equal,2018-05-01,2018-05-01,,385735,2012-06-05,2018-04-30,1585,2018-05-01,2018-05-31,23,3.799066501803608,new equal-MSE validation selection
2018,Monthly_equal,2018-06-01,2018-06-01,,385735,2012-06-05,2018-05-31,1608,2018-06-01,2018-06-29,21,7.569538223618583,new equal-MSE validation selection
2018,Monthly_equal,2018-07-01,2018-07-02,,385735,2012-06-05,2018-06-29,1629,2018-07-02,2018-07-31,22,7.935266869471402,new equal-MSE validation selection
2018,Monthly_equal,2018-08-01,2018-08-01,,385735,2012-06-05,2018-07-31,1651,2018-08-01,2018-08-31,23,2.8876766998177397,new equal-MSE validation selection
2018,Monthly_equal,2018-09-01,2018-09-03,,785634,2012-06-05,2018-08-31,1674,2018-09-03,2018-09-30,22,2.8714584305022384,new equal-MSE validation selection
2018,Monthly_equal,2018-10-01,2018-10-01,,741131,2012-06-05,2018-09-30,1696,2018-10-01,2018-10-31,23,2.992790268265454,new equal-MSE validation selection
2018,Monthly_equal,2018-11-01,2018-11-01,,741131,2012-06-05,2018-10-31,1719,2018-11-01,2018-11-30,22,4.942700370259864,new equal-MSE validation selection
2018,Monthly_equal,2018-12-01,2018-12-03,,385735,2012-06-05,2018-11-30,1741,2018-12-03,2018-12-31,23,5.93044775672475,new equal-MSE validation selection
2018,Monthly_H60,2018-01-01,2018-01-01,,965409,2012-06-05,2017-12-31,1495,2018-01-01,2018-01-31,23,8.270953120049688,new equal-MSE validation selection
2018,Monthly_H60,2018-02-01,2018-02-01,,565766,2012-06-05,2018-01-31,1518,2018-02-01,2018-02-28,22,7.250582312781195,new equal-MSE validation selection
2018,Monthly_H60,2018-03-01,2018-03-01,,798291,2012-06-05,2018-02-28,1540,2018-03-01,2018-03-30,22,11.332404162383163,new equal-MSE validation selection
2018,Monthly_H60,2018-04-01,2018-04-02,,385735,2012-06-05,2018-03-30,1562,2018-04-02,2018-04-30,23,11.476606577905075,new equal-MSE validation selection
2018,Monthly_H60,2018-05-01,2018-05-01,,385735,2012-06-05,2018-04-30,1585,2018-05-01,2018-05-31,23,3.799066501803608,new equal-MSE validation selection
2018,Monthly_H60,2018-06-01,2018-06-01,,385735,2012-06-05,2018-05-31,1608,2018-06-01,2018-06-29,21,7.569538223618583,new equal-MSE validation selection
2018,Monthly_H60,2018-07-01,2018-07-02,,385735,2012-06-05,2018-06-29,1629,2018-07-02,2018-07-31,22,7.935266869471402,new equal-MSE validation selection
2018,Monthly_H60,2018-08-01,2018-08-01,,385735,2012-06-05,2018-07-31,1651,2018-08-01,2018-08-31,23,2.8876766998177397,new equal-MSE validation selection
2018,Monthly_H60,2018-09-01,2018-09-03,,785634,2012-06-05,2018-08-31,1674,2018-09-03,2018-09-30,22,2.8714584305022384,new equal-MSE validation selection
2018,Monthly_H60,2018-10-01,2018-10-01,,741131,2012-06-05,2018-09-30,1696,2018-10-01,2018-10-31,23,2.992790268265454,new equal-MSE validation selection
2018,Monthly_H60,2018-11-01,2018-11-01,,741131,2012-06-05,2018-10-31,1719,2018-11-01,2018-11-30,22,4.942700370259864,new equal-MSE validation selection
2018,Monthly_H60,2018-12-01,2018-12-03,,385735,2012-06-05,2018-11-30,1741,2018-12-03,2018-12-31,23,5.93044775672475,new equal-MSE validation selection
2018,Crossing_H60,2018-01-01,2018-01-01,,965409,2012-06-05,2017-12-31,1495,2018-01-01,2018-01-02,2,8.270953120049688,new equal-MSE validation selection
2018,Crossing_H60,2018-01-03,2018-01-03,2018-01-02,965409,2012-06-05,2018-01-02,1497,2018-01-03,2018-01-23,15,7.814881846449915,new equal-MSE validation selection
2018,Crossing_H60,2018-01-24,2018-01-24,2018-01-23,374583,2012-06-05,2018-01-23,1512,2018-01-24,2018-01-24,1,7.2063318360142015,new equal-MSE validation selection
2018,Crossing_H60,2018-01-25,2018-01-25,2018-01-24,374583,2012-06-05,2018-01-24,1513,2018-01-25,2018-02-07,10,7.201209001874459,new equal-MSE validation selection
2018,Crossing_H60,2018-02-08,2018-02-08,2018-02-07,42716,2012-06-05,2018-02-07,1523,2018-02-08,2018-02-11,3,7.761995198546293,new equal-MSE validation selection
2018,Crossing_H60,2018-02-12,2018-02-12,2018-02-11,42716,2012-06-05,2018-02-11,1526,2018-02-12,2018-03-08,20,8.153152434387415,new equal-MSE validation selection
2018,Crossing_H60,2018-03-09,2018-03-09,2018-03-08,798291,2012-06-05,2018-03-08,1546,2018-03-09,2018-03-09,1,12.620257060540096,new equal-MSE validation selection
2018,Crossing_H60,2018-03-12,2018-03-12,2018-03-09,385735,2012-06-05,2018-03-09,1547,2018-03-12,2018-03-20,7,12.788182116211159,new equal-MSE validation selection
2018,Crossing_H60,2018-03-21,2018-03-21,2018-03-20,385735,2012-06-05,2018-03-20,1554,2018-03-21,2018-03-21,1,14.11548049688005,new equal-MSE validation selection
2018,Crossing_H60,2018-03-22,2018-03-22,2018-03-21,42716,2012-06-05,2018-03-21,1555,2018-03-22,2018-03-22,1,14.054620055725403,new equal-MSE validation selection
2018,Crossing_H60,2018-03-23,2018-03-23,2018-03-22,42716,2012-06-05,2018-03-22,1556,2018-03-23,2018-03-27,3,13.89363109922474,new equal-MSE validation selection
2018,Crossing_H60,2018-03-28,2018-03-28,2018-03-27,385735,2012-06-05,2018-03-27,1559,2018-03-28,2018-04-18,17,13.463195016747765,new equal-MSE validation selection
