训练窗口,评价段,样本数,MSE,RMSE,MAE,R²
完整历史（2012起）,Train,3685,7.372865149538506,2.715302036521629,2.0676927965832532,0.7936484929589728
完整历史（2012起）,Test,152,30.051195293177923,5.481897052406031,4.929380399302433,-0.7544021636033158
近期历史（2020起）,Train,1631,0.17213562101098864,0.4148923004961512,0.3114608984268348,0.9947983185247375
近期历史（2020起）,Test,152,39.59082439356073,6.2921239969950316,5.208195430856002,-1.3113299586678986
