Date,A_500,Dollar Index,cn_10y_rate,us_10y_rate,brent,Copper Futures Price,Gold Futures Price,gold_daily,gold_vs_ma5,gold_vs_ma20,copper_daily,copper_vs_ma5,copper_vs_ma20,gold_ma_deviation5,gold_ma_deviation20,copper_ma_deviation5,copper_ma_deviation20,Actual
2016-12-22,1377.2333904852883,103.08999633789062,3.1908,2.55,54.04,2.497,708.2889398334353,-0.0020333540866899202,-0.004093702145985811,-0.026552453444673052,0.001202886928628466,-0.005020720433535186,-0.04090647205684661,-0.004093702145985811,-0.026552453444673052,-0.005020720433535186,-0.04090647205684661,3.39
2016-12-23,1366.4611422357787,103.01000213623047,3.1769,2.55,53.93,2.476,710.2340836377367,0.002746257487458159,-0.0007591946609595279,-0.021926497613195983,-0.008410092110532563,-0.0066597127497391995,-0.04536078499412033,-0.0007591946609595279,-0.021926497613195983,-0.0066597127497391995,-0.04536078499412033,3.34
2016-12-26,1369.671039928456,103.0199966430664,3.1551,2.57,54.95,2.5125,713.6224406556885,0.004770760930814522,0.004575512496475254,-0.01499204649457797,0.014741518578352153,0.006691241285359473,-0.02850680045239673,0.004575512496475254,-0.01499204649457797,0.006691241285359473,-0.02850680045239673,3.3
2016-12-27,1369.671039928456,103.0199966430664,3.1628,2.57,54.95,2.5125,713.6224406556885,0.0,0.0035472428943659207,-0.012828942471420413,0.0,0.005643611911623436,-0.026738071488751736,0.0035472428943659207,-0.012828942471420413,0.005643611911623436,-0.026738071488751736,3.3
2016-12-28,1363.9390279134795,103.26000213623047,3.1223,2.51,54.95,2.497,714.940113775019,0.0018464569557534727,0.0039297101151234415,-0.009656579518506181,-0.006169154228855889,-0.0008003201280513128,-0.0302536020816343,0.0039297101151234415,-0.009656579518506181,-0.0008003201280513128,-0.0302536020816343,3.3
2016-12-29,1362.4545772618455,102.68000030517578,3.0471,2.49,54.97,2.488,725.6071154195253,0.014920133083850207,0.013976807390572388,0.005578340983924512,-0.0036043251902282414,-0.003684126221368045,-0.030907355833836525,0.013976807390572388,0.005578340983924512,-0.003684126221368045,-0.030907355833836525,3.34
2016-12-30,1366.4894520526068,102.38999938964844,3.0115,2.45,54.96,2.5055,721.5912877166027,-0.005534438151975296,0.005174437584373637,0.0011055538649313856,0.007033762057877757,0.0009588110742679845,-0.02187173656318009,0.005174437584373637,0.0011055538649313856,0.0009588110742679845,-0.02187173656318009,3.34
2016-12-31,1378.873182183108,103.20999908447266,3.0115,2.45,55.05,2.489,728.1169981594091,0.009043499490489104,0.010185426787962415,0.010757376339481928,-0.00658551187387757,-0.003762407941082402,-0.024399804017638638,0.010185426787962415,0.010757376339481928,-0.003762407941082402,-0.024399804017638638,3.36
2017-01-02,1378.873182183108,103.20999908447266,3.1054,2.45,55.05,2.489,728.1169981594091,0.0,0.0061388034222193966,0.011074422041050802,0.0,-0.0018847495689134908,-0.020791942876251523,0.0061388034222193966,0.011074422041050802,-0.0018847495689134908,-0.020791942876251523,3.36
2017-01-03,1378.873182183108,103.20999908447266,3.1054,2.45,55.05,2.489,728.1169981594091,0.0,0.002488082136133496,0.011717934525992568,0.0,-0.0012439308213955114,-0.017845692470084606,0.002488082136133496,0.011717934525992568,-0.0012439308213955114,-0.017845692470084606,3.36
2017-01-04,1391.445644425797,102.69999694824219,3.1823,2.46,54.57,2.5565,730.2504138074188,0.0029300451073146494,0.004141522271743803,0.014947784458362534,0.0271193250301327,0.020233059302418477,0.01012495678372094,0.004141522271743803,0.014947784458362534,0.020233059302418477,0.01012495678372094,3.37
2017-01-05,1392.2092835874198,101.5199966430664,3.2086,2.37,54.99,2.5375,740.2271364220231,0.01366205677664345,0.012670125790032127,0.02790418223834057,-0.007432035986700614,0.010070854231351012,0.004751534349633824,0.012670125790032127,0.02790418223834057,0.010070854231351012,0.004751534349633824,3.41
