Month,Method,N,MAPE,MSE
2023-01,Original,25,1.9150258843870422,0.06587422834428933
2023-02,Original,21,5.001889295423237,0.46526284665548634
2023-03,Original,23,4.465395191495537,0.3538482656449053
2023-04,Original,21,8.315417545535539,1.5085448708730171
2023-05,Original,25,7.013968765174973,0.7547341639204768
2023-06,Original,24,2.212369372317594,0.09523912624038405
2023-07,Original,21,3.1076672184807848,0.2090555198049985
2023-08,Original,23,2.0572258978723066,0.11116496903171338
2023-09,Original,22,5.176164212699259,0.5320211321563595
2023-10,Original,24,5.153320800656188,0.6268273073613219
2023-11,Original,22,3.45158364644531,0.21069610630272576
2023-12,Original,22,2.4097530889123306,0.12084475972734313
2023-01,Features_only,25,2.0165501257724463,0.07417935283345635
2023-02,Features_only,21,4.119481984895466,0.31262604963679597
2023-03,Features_only,23,4.365171375516605,0.315604583514758
2023-04,Features_only,21,7.499304863177658,1.3228170970587658
2023-05,Features_only,25,6.637116460736394,0.7145597689742967
2023-06,Features_only,24,2.568709137227121,0.11122794983348615
2023-07,Features_only,21,2.687977894594653,0.17280759314150926
2023-08,Features_only,23,1.865318474999425,0.08402238802138846
2023-09,Features_only,22,5.439149476408958,0.5483180632797171
2023-10,Features_only,24,3.8530176447676276,0.33135615381114264
2023-11,Features_only,22,4.546612347976981,0.3466567804566816
2023-12,Features_only,22,2.696893747071103,0.15664118478141628
2023-01,Triggers_only,25,1.8932681914164802,0.06570021968877758
2023-02,Triggers_only,21,5.001889295423237,0.46526284665548634
2023-03,Triggers_only,23,4.401661706183015,0.34984087622507454
2023-04,Triggers_only,21,8.315417545535539,1.5085448708730171
2023-05,Triggers_only,25,7.013968765174973,0.7547341639204768
2023-06,Triggers_only,24,2.212369372317594,0.09523912624038405
2023-07,Triggers_only,21,3.1076672184807848,0.2090555198049985
2023-08,Triggers_only,23,2.003481341515035,0.109212911490397
2023-09,Triggers_only,22,4.9652886666428895,0.4900585083251579
2023-10,Triggers_only,24,3.7725839397027734,0.40563121982651934
2023-11,Triggers_only,22,3.45158364644531,0.21069610630272576
2023-12,Triggers_only,22,2.4097530889123306,0.12084475972734313
2023-01,Features_and_triggers,25,2.1542355071712556,0.08429741065327309
2023-02,Features_and_triggers,21,4.119481984895466,0.31262604963679597
2023-03,Features_and_triggers,23,4.309218031338773,0.30694658189471646
2023-04,Features_and_triggers,21,7.499304863177658,1.3228170970587658
2023-05,Features_and_triggers,25,6.637116460736394,0.7145597689742967
2023-06,Features_and_triggers,24,2.568709137227121,0.11122794983348615
2023-07,Features_and_triggers,21,2.687977894594653,0.17280759314150926
2023-08,Features_and_triggers,23,1.726284002001562,0.07648369962403394
2023-09,Features_and_triggers,22,5.280826287336391,0.5145604336164914
2023-10,Features_and_triggers,24,2.8207922913347105,0.2296411743250192
2023-11,Features_and_triggers,22,4.546612347976981,0.3466567804566816
2023-12,Features_and_triggers,22,2.696893747071103,0.15664118478141628
