Effective_date,Extra_features,Seed,Train_start,Train_end,Train_N,Stage2_features
2023-01-02,False,374583,2012-06-05,2022-12-31,2852,base_prediction|gold_daily|gold_vs_ma5|gold_vs_ma20|copper_daily|copper_vs_ma5|copper_vs_ma20
2023-01-02,True,374583,2012-06-05,2022-12-31,2852,base_prediction|gold_daily|gold_vs_ma5|gold_vs_ma20|copper_daily|copper_vs_ma5|copper_vs_ma20|a500_vs_ma20|us10y_vs_ma20
2023-01-10,False,374583,2012-06-05,2023-01-09,2858,base_prediction|gold_daily|gold_vs_ma5|gold_vs_ma20|copper_daily|copper_vs_ma5|copper_vs_ma20
2023-01-10,True,374583,2012-06-05,2023-01-09,2858,base_prediction|gold_daily|gold_vs_ma5|gold_vs_ma20|copper_daily|copper_vs_ma5|copper_vs_ma20|a500_vs_ma20|us10y_vs_ma20
2023-01-12,False,374583,2012-06-05,2023-01-11,2860,base_prediction|gold_daily|gold_vs_ma5|gold_vs_ma20|copper_daily|copper_vs_ma5|copper_vs_ma20
2023-01-12,True,374583,2012-06-05,2023-01-11,2860,base_prediction|gold_daily|gold_vs_ma5|gold_vs_ma20|copper_daily|copper_vs_ma5|copper_vs_ma20|a500_vs_ma20|us10y_vs_ma20
2023-01-13,False,374583,2012-06-05,2023-01-12,2861,base_prediction|gold_daily|gold_vs_ma5|gold_vs_ma20|copper_daily|copper_vs_ma5|copper_vs_ma20
2023-01-13,True,374583,2012-06-05,2023-01-12,2861,base_prediction|gold_daily|gold_vs_ma5|gold_vs_ma20|copper_daily|copper_vs_ma5|copper_vs_ma20|a500_vs_ma20|us10y_vs_ma20
2023-01-16,False,385735,2012-06-05,2023-01-15,2863,base_prediction|gold_daily|gold_vs_ma5|gold_vs_ma20|copper_daily|copper_vs_ma5|copper_vs_ma20
2023-01-16,True,385735,2012-06-05,2023-01-15,2863,base_prediction|gold_daily|gold_vs_ma5|gold_vs_ma20|copper_daily|copper_vs_ma5|copper_vs_ma20|a500_vs_ma20|us10y_vs_ma20
2023-01-18,False,385735,2012-06-05,2023-01-17,2865,base_prediction|gold_daily|gold_vs_ma5|gold_vs_ma20|copper_daily|copper_vs_ma5|copper_vs_ma20
