Date,股价,A500指数,美元指数,中国10年期利率,美国10年期利率,布伦特原油,铜,黄金,最新扩展模型预测,股价_MA5,股价_MA20,股价_相邻变化_pct,股价_MA5偏离_pct,股价_MA20偏离_pct,A500指数_MA5,A500指数_MA20,A500指数_相邻变化_pct,A500指数_MA5偏离_pct,A500指数_MA20偏离_pct,美元指数_MA5,美元指数_MA20,美元指数_相邻变化_pct,美元指数_MA5偏离_pct,美元指数_MA20偏离_pct,中国10年期利率_MA5,中国10年期利率_MA20,中国10年期利率_相邻变化_pct,中国10年期利率_MA5偏离_pct,中国10年期利率_MA20偏离_pct,美国10年期利率_MA5,美国10年期利率_MA20,美国10年期利率_相邻变化_pct,美国10年期利率_MA5偏离_pct,美国10年期利率_MA20偏离_pct,布伦特原油_MA5,布伦特原油_MA20,布伦特原油_相邻变化_pct,布伦特原油_MA5偏离_pct,布伦特原油_MA20偏离_pct,铜_MA5,铜_MA20,铜_相邻变化_pct,铜_MA5偏离_pct,铜_MA20偏离_pct,黄金_MA5,黄金_MA20,黄金_相邻变化_pct,黄金_MA5偏离_pct,黄金_MA20偏离_pct,模型生效,触发日,生效原因
2024-01-01,12.49,1462.811426132429,102.19999694824219,2.5601,3.95,76.24,3.8988,1295.3504207776132,12.162731,12.438,11.989,0.0,0.4180736452805922,4.178830594711824,1462.9201648647588,1455.0623396684412,0.0,-0.007432991556299839,0.5325604445066912,101.58999938964844,102.42850036621094,0.0,0.6004504008845446,-0.2230857790085694,2.5595600000000003,2.6071099999999996,0.18784487144365425,0.021097376111511856,-1.8031460122511,3.882,3.9754999999999994,0.0,1.7516743946419444,-0.6414287511004702,78.03599999999999,77.763,0.0,-2.301501870931355,-1.9585149749881126,3.91312,3.8644399999999997,0.0,-0.3659483992313084,0.8891327074556754,1298.487774202468,1277.1193105788402,0.0,-0.24161593872393805,1.4275181690354355,True,,年初初始化：按年度实验规则重新建立模型，并非阈值触发
2024-01-02,12.49,1462.811426132429,102.19999694824219,2.5601,3.95,76.24,3.8805,1295.3504207776132,12.171018,12.456,12.0135,0.0,0.2729608220937818,3.9663711657718315,1468.0981755411892,1454.6773806015328,0.0,-0.36010871049624305,0.5591649144590871,101.83199920654297,102.3310001373291,0.0,0.36137731220695635,-0.12801906451720413,2.56004,2.6014899999999996,0.0,0.0023437133794823595,-1.5910113050597863,3.914,3.967,0.0,0.9197751660705134,-0.4285354171918332,77.09,77.8585,0.0,-1.1026073420677296,-2.0787711039899404,3.8986199999999998,3.872165,-0.4693751923668832,-0.4647798451759777,0.215254256985431,1296.2916268050697,1278.1828703260442,0.0,-0.07260758366357534,1.3431216182070882,False,,
2024-01-03,12.53,1458.5827379803052,102.45999908447266,2.5531,3.91,77.18,3.8615,1276.4008367297072,12.188917,12.492,12.05,0.32025620496396456,0.3041946845981247,3.983402489626542,1465.5244502451342,1454.271334350551,-0.2890795133658641,-0.47366744810486416,0.29646487061367743,102.07799835205078,102.27700004577636,0.25440522895723294,0.37422435646161656,0.17892491822637524,2.55678,2.595945,-0.2734268192648548,-0.14393103825904863,-1.6504586961588075,3.928,3.9555000000000007,-1.0126582278481067,-0.45824847250508505,-1.1502970547339286,76.71799999999999,78.00699999999999,1.232948583420801,0.6022054798092036,-1.06016126757853,3.88602,3.8757400000000004,-0.48962762530602166,-0.6309797685035035,-0.3674137068018113,1291.3095156940435,1278.3177742254468,-1.46289249178847,-1.1545395416933224,-0.14995782225598608,False,,
2024-01-04,12.51,1444.1922773723263,102.41999816894531,2.5368,3.99,75.79,3.844,1281.4834105544062,12.031739,12.501999999999999,12.092,-0.15961691939345712,0.06398976163815018,3.4568309626199056,1458.2418587499837,1452.895205042922,-0.9866057120561655,-0.963460299356711,-0.5990058773948981,102.2959976196289,102.1974998474121,-0.03904051911455264,0.12121740068216091,0.21771405549588785,2.55308,2.5896049999999997,-0.6384395440836688,-0.6376611778714403,-2.0391140733818425,3.95,3.9435000000000002,2.0460358056265893,1.0126582278481067,1.1791555724610214,76.338,77.9995,-1.8009847110650457,-0.71786004349077,-2.832710466092725,3.87672,3.8767400000000003,-0.45319176485821844,-0.8440124641449498,-0.8445240072844862,1288.7871019233905,1279.6982097323828,0.3981957452896312,-0.5667104642872567,0.13950170504628545,False,,
2024-01-05,12.47,1432.327197603973,102.41000366210938,2.5175,4.05,78.31,3.806,1281.5461423037948,12.241405,12.498000000000001,12.132000000000001,-0.3197442046362853,-0.22403584573532642,2.78602044180678,1452.1450130442925,1450.4203281906252,-0.8215720270947302,-1.364727025352186,-1.2474404994876953,102.33799896240234,102.11300010681153,-0.009758354827782423,0.0703596908646631,0.2908577311284244,2.54552,2.5832800000000002,-0.7608010091453732,-1.1007574090951877,-2.54637515097087,3.97,3.9345,1.5037593984962294,2.015113350125941,2.9355699580632777,76.75200000000001,78.1275,3.32497690988256,2.0299145299145227,0.2335925250392057,3.8581600000000003,3.8781399999999997,-0.9885535900103992,-1.351939784767875,-1.8601700815339184,1286.0262462286269,1281.7186661039445,0.004895244750890981,-0.3483680008841472,-0.01346034857042655,False,,
2024-01-08,12.3,1411.4272938573504,102.20999908447266,2.5136,4.01,75.47,3.81,1271.6320748430364,12.246192,12.459999999999999,12.166,-1.3632718524458687,-1.284109149277679,1.101430215354271,1441.8681865892765,1446.7789417064575,-1.4591570823750621,-2.1112118996073903,-2.443472657088186,102.33999938964844,102.02999992370606,-0.1952978913042691,-0.1270278541636749,0.17641787797824104,2.5362199999999997,2.577085,-0.15491559086395768,-0.8918784648019429,-2.463442222511092,3.982,3.925,-0.987654320987652,0.7031642390758375,2.165605095541401,76.598,78.19550000000001,-3.6266121823521957,-1.4726233060915472,-3.485494689592128,3.8404,3.8793149999999996,0.10509721492379942,-0.7915842099781245,-1.786784522525231,1281.2825770417116,1283.2496922774076,-0.7736020681187616,-0.7531907770849999,-0.9053278955986399,False,,
2024-01-09,12.43,1414.8814544567635,102.56999969482422,2.4862,4.02,77.97,3.7585,1271.5066113442595,12.006834,12.447999999999999,12.2155,1.0569105691056846,-0.14460154241644485,1.755965781179647,1432.2821922541439,1444.5071877899034,0.24472819920984268,-1.2148959116774938,-2.050923220289902,102.41399993896485,102.01499977111817,0.3522166261385351,0.15232268630493984,0.544037567956912,2.5214399999999997,2.570265,-1.090070019096101,-1.3976140618059296,-3.270674424621578,3.996,3.9240000000000004,0.24937655860348684,0.6006006006005871,2.446483180428105,76.944,78.387,3.312574532926993,1.3334373050530202,-0.5319759654024314,3.816,3.8779899999999996,-1.3517060367454037,-1.5068134171907666,-3.081235382246972,1276.5138151550407,1284.633264371813,-0.009866336439534606,-0.3922561394428037,-1.0218210435312458,False,,
2024-01-10,12.28,1407.6715248248058,102.36000061035156,2.4982,4.04,78.46,3.781,1268.5574531675702,12.429018,12.398,12.2555,-1.2067578439259874,-0.951766413937738,0.19991024438006377,1422.0999496230438,1442.2297174680282,-0.5095783543735743,-1.0145858455351542,-2.3961642326918997,102.39400024414063,102.03499984741211,-0.20473733557323515,-0.03320471288161819,0.3185189037344882,2.51046,2.563295,0.4826643069745007,-0.48835671550233606,-2.5395048170421264,4.022,3.9299999999999997,0.4975124378109541,0.4475385380407815,2.7989821882951738,77.2,78.45750000000001,0.6284468385276298,1.6321243523315987,0.003186438517643886,3.7999,3.87254,0.5986430756950822,-0.4973815100397405,-2.3638232271325776,1274.9451384426134,1284.3665893307004,-0.23194202455395496,-0.5010164816068863,-1.2308897081610093,True,2024-01-09,中国10年期利率：进入外侧，±3%边界；MA20偏离 -2.463% → -3.271%；铜：进入外侧，±3%边界；MA20偏离 -1.787% → -3.081%
2024-01-11,12.14,1419.2604024058987,102.29000091552734,2.4992,3.98,80.21,3.7765,1263.9142313752195,12.134571,12.324,12.2775,-1.140065146579794,-1.493021746186296,-1.119934840154746,1417.1135746297582,1440.7802911410597,0.8232657531759946,0.15149299354508816,-1.493627367578565,102.36800079345703,102.02199974060059,-0.06838578976828824,-0.07619556631477398,0.2626895920567751,2.5029399999999997,2.5571200000000003,0.040028820750936944,-0.1494242770501697,-2.265048179201612,4.02,3.9335,-1.4851485148514865,-0.995024875621886,1.1821532985890393,78.08399999999999,78.626,2.230435890899818,2.7227088776189845,2.0146007681937084,3.7864000000000004,3.86699,-0.1190161332980777,-0.2614620747940166,-2.340062943012522,1271.4313026067762,1284.1532515956765,-0.3660237682382217,-0.5912290515535212,-1.576059570406274,True,2024-01-10,中国10年期利率：回到区间内，±3%边界；MA20偏离 -3.271% → -2.540%；铜：回到区间内，±3%边界；MA20偏离 -3.081% → -2.364%
2024-01-12,12.2,1413.626748857082,102.4000015258789,2.5172,3.96,79.89,3.7405,1284.2442202918442,11.960194,12.27,12.2985,0.49423393739702615,-0.5704971475142595,-0.8009106801642574,1413.3734848803801,1439.5055146071395,-0.3969429104952571,0.01791911192696727,-1.7977538458489484,102.36600036621094,102.01649971008301,0.10753798940954518,0.03321528588235978,0.3759213626087554,2.5028799999999998,2.5523499999999997,0.7202304737515819,0.5721408936904648,-1.377162223049344,4.002000000000001,3.934,-0.5025125628140725,-1.0494752623688375,0.6609049313675674,78.4,78.676,-0.3989527490337763,1.900510204081618,1.5430372667649683,3.7733,3.8615649999999997,-0.9532636038660169,-0.8692656295550272,-3.1351278561930096,1271.970918204386,1284.7932686305253,1.6084943433625432,0.9649043002322832,-0.04273437229838084,False,,
