Year,Method,Anchor,Effective_date,Trigger_date,Seed,Train_start,Train_end,Train_N,Applied_start,Applied_end,Applied_N,Validation_MAPE,Selection_source
2022,Monthly_equal,2022-01-01,2022-01-03,,550343,2012-06-05,2021-12-31,2578,2022-01-03,2022-01-31,24,3.8753488648584766,new equal-MSE validation selection
2022,Monthly_equal,2022-02-01,2022-02-01,,741131,2012-06-05,2022-01-31,2602,2022-02-01,2022-02-28,21,3.766607880498354,new equal-MSE validation selection
2022,Monthly_equal,2022-03-01,2022-03-01,,741131,2012-06-05,2022-02-28,2623,2022-03-01,2022-03-31,23,5.327535006568597,new equal-MSE validation selection
2022,Monthly_equal,2022-04-01,2022-04-01,,550343,2012-06-05,2022-03-31,2646,2022-04-01,2022-04-29,23,8.96746186618925,new equal-MSE validation selection
2022,Monthly_equal,2022-05-01,2022-05-02,,741131,2012-06-05,2022-04-29,2669,2022-05-02,2022-05-31,24,12.810857991943692,new equal-MSE validation selection
2022,Monthly_equal,2022-06-01,2022-06-01,,741131,2012-06-05,2022-05-31,2693,2022-06-01,2022-06-30,23,12.016899440632333,new equal-MSE validation selection
2022,Monthly_equal,2022-07-01,2022-07-01,,785634,2012-06-05,2022-06-30,2716,2022-07-01,2022-07-29,22,10.104212230186253,new equal-MSE validation selection
2022,Monthly_equal,2022-08-01,2022-08-01,,550343,2012-06-05,2022-07-29,2738,2022-08-01,2022-08-31,23,6.39590249244825,new equal-MSE validation selection
2022,Monthly_equal,2022-09-01,2022-09-01,,550343,2012-06-05,2022-08-31,2761,2022-09-01,2022-09-30,23,4.202328293578077,new equal-MSE validation selection
2022,Monthly_equal,2022-10-01,2022-10-03,,550343,2012-06-05,2022-09-30,2784,2022-10-03,2022-10-31,23,9.402562437632183,new equal-MSE validation selection
2022,Monthly_equal,2022-11-01,2022-11-01,,385735,2012-06-05,2022-10-31,2807,2022-11-01,2022-11-30,22,4.521358626022589,new equal-MSE validation selection
2022,Monthly_equal,2022-12-01,2022-12-01,,550343,2012-06-05,2022-11-30,2829,2022-12-01,2022-12-31,23,5.021291509677211,new equal-MSE validation selection
2022,Monthly_H60,2022-01-01,2022-01-03,,550343,2012-06-05,2021-12-31,2578,2022-01-03,2022-01-31,24,3.8753488648584766,new equal-MSE validation selection
2022,Monthly_H60,2022-02-01,2022-02-01,,741131,2012-06-05,2022-01-31,2602,2022-02-01,2022-02-28,21,3.766607880498354,new equal-MSE validation selection
2022,Monthly_H60,2022-03-01,2022-03-01,,741131,2012-06-05,2022-02-28,2623,2022-03-01,2022-03-31,23,5.327535006568597,new equal-MSE validation selection
2022,Monthly_H60,2022-04-01,2022-04-01,,550343,2012-06-05,2022-03-31,2646,2022-04-01,2022-04-29,23,8.96746186618925,new equal-MSE validation selection
2022,Monthly_H60,2022-05-01,2022-05-02,,741131,2012-06-05,2022-04-29,2669,2022-05-02,2022-05-31,24,12.810857991943692,new equal-MSE validation selection
2022,Monthly_H60,2022-06-01,2022-06-01,,741131,2012-06-05,2022-05-31,2693,2022-06-01,2022-06-30,23,12.016899440632333,new equal-MSE validation selection
2022,Monthly_H60,2022-07-01,2022-07-01,,785634,2012-06-05,2022-06-30,2716,2022-07-01,2022-07-29,22,10.104212230186253,new equal-MSE validation selection
2022,Monthly_H60,2022-08-01,2022-08-01,,550343,2012-06-05,2022-07-29,2738,2022-08-01,2022-08-31,23,6.39590249244825,new equal-MSE validation selection
2022,Monthly_H60,2022-09-01,2022-09-01,,550343,2012-06-05,2022-08-31,2761,2022-09-01,2022-09-30,23,4.202328293578077,new equal-MSE validation selection
2022,Monthly_H60,2022-10-01,2022-10-03,,550343,2012-06-05,2022-09-30,2784,2022-10-03,2022-10-31,23,9.402562437632183,new equal-MSE validation selection
2022,Monthly_H60,2022-11-01,2022-11-01,,385735,2012-06-05,2022-10-31,2807,2022-11-01,2022-11-30,22,4.521358626022589,new equal-MSE validation selection
2022,Monthly_H60,2022-12-01,2022-12-01,,550343,2012-06-05,2022-11-30,2829,2022-12-01,2022-12-31,23,5.021291509677211,new equal-MSE validation selection
2022,Crossing_H60,2022-01-01,2022-01-03,,550343,2012-06-05,2021-12-31,2578,2022-01-03,2022-01-12,8,3.8753488648584766,new equal-MSE validation selection
2022,Crossing_H60,2022-01-13,2022-01-13,2022-01-12,42716,2012-06-05,2022-01-12,2586,2022-01-13,2022-01-14,2,3.351597004400357,new equal-MSE validation selection
2022,Crossing_H60,2022-01-16,2022-01-16,2022-01-14,42716,2012-06-05,2022-01-14,2588,2022-01-16,2022-01-20,5,3.3812517516027145,new equal-MSE validation selection
2022,Crossing_H60,2022-01-21,2022-01-21,2022-01-20,42716,2012-06-05,2022-01-20,2593,2022-01-21,2022-01-21,1,3.2444129476863717,new equal-MSE validation selection
2022,Crossing_H60,2022-01-24,2022-01-24,2022-01-21,42716,2012-06-05,2022-01-21,2594,2022-01-24,2022-01-28,5,3.2395466058758613,new equal-MSE validation selection
2022,Crossing_H60,2022-01-29,2022-01-29,2022-01-28,741131,2012-06-05,2022-01-28,2599,2022-01-29,2022-01-29,1,3.4731925222294096,new equal-MSE validation selection
2022,Crossing_H60,2022-01-30,2022-01-30,2022-01-29,741131,2012-06-05,2022-01-29,2600,2022-01-30,2022-02-09,9,3.5792083149512384,new equal-MSE validation selection
2022,Crossing_H60,2022-02-10,2022-02-10,2022-02-09,550343,2012-06-05,2022-02-09,2609,2022-02-10,2022-02-11,2,4.180163050446741,new equal-MSE validation selection
2022,Crossing_H60,2022-02-14,2022-02-14,2022-02-11,550343,2012-06-05,2022-02-11,2611,2022-02-14,2022-02-17,4,4.109524685198506,new equal-MSE validation selection
2022,Crossing_H60,2022-02-18,2022-02-18,2022-02-17,741131,2012-06-05,2022-02-17,2615,2022-02-18,2022-02-22,4,4.299158071532152,new equal-MSE validation selection
2022,Crossing_H60,2022-02-23,2022-02-23,2022-02-22,741131,2012-06-05,2022-02-22,2619,2022-02-23,2022-02-24,2,4.710208388801945,new equal-MSE validation selection
2022,Crossing_H60,2022-02-25,2022-02-25,2022-02-24,741131,2012-06-05,2022-02-24,2621,2022-02-25,2022-02-25,1,4.923867711609325,new equal-MSE validation selection
2022,Crossing_H60,2022-02-28,2022-02-28,2022-02-25,741131,2012-06-05,2022-02-25,2622,2022-02-28,2022-03-01,2,5.118614894502175,new equal-MSE validation selection
2022,Crossing_H60,2022-03-02,2022-03-02,2022-03-01,741131,2012-06-05,2022-03-01,2624,2022-03-02,2022-03-02,1,5.456673170928349,new equal-MSE validation selection
2022,Crossing_H60,2022-03-03,2022-03-03,2022-03-02,741131,2012-06-05,2022-03-02,2625,2022-03-03,2022-03-04,2,5.5803568751343455,new equal-MSE validation selection
2022,Crossing_H60,2022-03-07,2022-03-07,2022-03-04,741131,2012-06-05,2022-03-04,2627,2022-03-07,2022-03-08,2,5.915093658178138,new equal-MSE validation selection
