Year,Method,Anchor,Effective_date,Trigger_date,Seed,Train_start,Train_end,Train_N,Applied_start,Applied_end,Applied_N,Validation_MAPE,Selection_source
2019,Monthly_equal,2019-01-01,2019-01-01,,374583,2012-06-05,2018-12-31,1764,2019-01-01,2019-01-31,24,2.445366946630756,new equal-MSE validation selection
2019,Monthly_equal,2019-02-01,2019-02-01,,565766,2012-06-05,2019-01-31,1788,2019-02-01,2019-02-28,23,4.268574401998205,new equal-MSE validation selection
2019,Monthly_equal,2019-03-01,2019-03-01,,640934,2012-06-05,2019-02-28,1811,2019-03-01,2019-03-29,21,4.712718839738529,new equal-MSE validation selection
2019,Monthly_equal,2019-04-01,2019-04-01,,785634,2012-06-05,2019-03-29,1832,2019-04-01,2019-04-30,23,5.8446567705198325,new equal-MSE validation selection
2019,Monthly_equal,2019-05-01,2019-05-01,,385735,2012-06-05,2019-04-30,1855,2019-05-01,2019-05-31,25,3.821076790371225,new equal-MSE validation selection
2019,Monthly_equal,2019-06-01,2019-06-03,,385735,2012-06-05,2019-05-31,1880,2019-06-03,2019-06-28,20,5.363385491105036,new equal-MSE validation selection
2019,Monthly_equal,2019-07-01,2019-07-01,,385735,2012-06-05,2019-06-28,1900,2019-07-01,2019-07-31,23,5.990929088191363,new equal-MSE validation selection
2019,Monthly_equal,2019-08-01,2019-08-01,,785634,2012-06-05,2019-07-31,1923,2019-08-01,2019-08-30,22,3.8699142123658214,new equal-MSE validation selection
2019,Monthly_equal,2019-09-01,2019-09-01,,385735,2012-06-05,2019-08-30,1945,2019-09-01,2019-09-30,23,2.6452594450322873,new equal-MSE validation selection
2019,Monthly_equal,2019-10-01,2019-10-01,,385735,2012-06-05,2019-09-30,1968,2019-10-01,2019-10-31,24,3.8752136548028537,new equal-MSE validation selection
2019,Monthly_equal,2019-11-01,2019-11-01,,385735,2012-06-05,2019-10-31,1992,2019-11-01,2019-11-29,21,8.45544784406528,new equal-MSE validation selection
2019,Monthly_equal,2019-12-01,2019-12-02,,385735,2012-06-05,2019-11-29,2013,2019-12-02,2019-12-31,22,8.246996328516445,new equal-MSE validation selection
2019,Monthly_H60,2019-01-01,2019-01-01,,374583,2012-06-05,2018-12-31,1764,2019-01-01,2019-01-31,24,2.445366946630756,new equal-MSE validation selection
2019,Monthly_H60,2019-02-01,2019-02-01,,565766,2012-06-05,2019-01-31,1788,2019-02-01,2019-02-28,23,4.268574401998205,new equal-MSE validation selection
2019,Monthly_H60,2019-03-01,2019-03-01,,640934,2012-06-05,2019-02-28,1811,2019-03-01,2019-03-29,21,4.712718839738529,new equal-MSE validation selection
2019,Monthly_H60,2019-04-01,2019-04-01,,785634,2012-06-05,2019-03-29,1832,2019-04-01,2019-04-30,23,5.8446567705198325,new equal-MSE validation selection
2019,Monthly_H60,2019-05-01,2019-05-01,,385735,2012-06-05,2019-04-30,1855,2019-05-01,2019-05-31,25,3.821076790371225,new equal-MSE validation selection
2019,Monthly_H60,2019-06-01,2019-06-03,,385735,2012-06-05,2019-05-31,1880,2019-06-03,2019-06-28,20,5.363385491105036,new equal-MSE validation selection
2019,Monthly_H60,2019-07-01,2019-07-01,,385735,2012-06-05,2019-06-28,1900,2019-07-01,2019-07-31,23,5.990929088191363,new equal-MSE validation selection
2019,Monthly_H60,2019-08-01,2019-08-01,,785634,2012-06-05,2019-07-31,1923,2019-08-01,2019-08-30,22,3.8699142123658214,new equal-MSE validation selection
2019,Monthly_H60,2019-09-01,2019-09-01,,385735,2012-06-05,2019-08-30,1945,2019-09-01,2019-09-30,23,2.6452594450322873,new equal-MSE validation selection
2019,Monthly_H60,2019-10-01,2019-10-01,,385735,2012-06-05,2019-09-30,1968,2019-10-01,2019-10-31,24,3.8752136548028537,new equal-MSE validation selection
2019,Monthly_H60,2019-11-01,2019-11-01,,385735,2012-06-05,2019-10-31,1992,2019-11-01,2019-11-29,21,8.45544784406528,new equal-MSE validation selection
2019,Monthly_H60,2019-12-01,2019-12-02,,385735,2012-06-05,2019-11-29,2013,2019-12-02,2019-12-31,22,8.246996328516445,new equal-MSE validation selection
2019,Crossing_H60,2019-01-01,2019-01-01,,374583,2012-06-05,2018-12-31,1764,2019-01-01,2019-01-03,3,2.445366946630756,new equal-MSE validation selection
2019,Crossing_H60,2019-01-04,2019-01-04,2019-01-03,374583,2012-06-05,2019-01-03,1767,2019-01-04,2019-01-04,1,2.5655218090373784,new equal-MSE validation selection
2019,Crossing_H60,2019-01-07,2019-01-07,2019-01-04,785634,2012-06-05,2019-01-04,1768,2019-01-07,2019-01-30,19,2.684545722114468,new equal-MSE validation selection
2019,Crossing_H60,2019-01-31,2019-01-31,2019-01-30,565766,2012-06-05,2019-01-30,1787,2019-01-31,2019-02-08,9,4.1503295057891245,new equal-MSE validation selection
2019,Crossing_H60,2019-02-11,2019-02-11,2019-02-08,640934,2012-06-05,2019-02-08,1796,2019-02-11,2019-02-20,9,4.809120113538016,new equal-MSE validation selection
2019,Crossing_H60,2019-02-21,2019-02-21,2019-02-20,640934,2012-06-05,2019-02-20,1805,2019-02-21,2019-02-21,1,4.694649704369071,new equal-MSE validation selection
2019,Crossing_H60,2019-02-22,2019-02-22,2019-02-21,640934,2012-06-05,2019-02-21,1806,2019-02-22,2019-02-22,1,4.6854847814333604,new equal-MSE validation selection
2019,Crossing_H60,2019-02-25,2019-02-25,2019-02-22,640934,2012-06-05,2019-02-22,1807,2019-02-25,2019-03-01,5,4.583728958712184,new equal-MSE validation selection
2019,Crossing_H60,2019-03-04,2019-03-04,2019-03-01,640934,2012-06-05,2019-03-01,1812,2019-03-04,2019-05-01,44,4.7342680150437,new equal-MSE validation selection
2019,Crossing_H60,2019-05-02,2019-05-02,2019-05-01,385735,2012-06-05,2019-05-01,1856,2019-05-02,2019-05-03,2,3.868944186593261,new equal-MSE validation selection
2019,Crossing_H60,2019-05-05,2019-05-05,2019-05-03,385735,2012-06-05,2019-05-03,1858,2019-05-05,2019-05-07,3,3.974552233943688,new equal-MSE validation selection
2019,Crossing_H60,2019-05-08,2019-05-08,2019-05-07,385735,2012-06-05,2019-05-07,1861,2019-05-08,2019-05-10,3,3.9315807771807605,new equal-MSE validation selection
2019,Crossing_H60,2019-05-13,2019-05-13,2019-05-10,385735,2012-06-05,2019-05-10,1864,2019-05-13,2019-05-13,1,4.342231058360244,new equal-MSE validation selection
2019,Crossing_H60,2019-05-14,2019-05-14,2019-05-13,385735,2012-06-05,2019-05-13,1865,2019-05-14,2019-05-15,2,4.472835511182803,new equal-MSE validation selection
2019,Crossing_H60,2019-05-16,2019-05-16,2019-05-15,385735,2012-06-05,2019-05-15,1867,2019-05-16,2019-05-22,5,4.801116015960069,new equal-MSE validation selection
2019,Crossing_H60,2019-05-23,2019-05-23,2019-05-22,385735,2012-06-05,2019-05-22,1872,2019-05-23,2019-05-24,2,5.296195910439929,new equal-MSE validation selection
2019,Crossing_H60,2019-05-26,2019-05-26,2019-05-24,385735,2012-06-05,2019-05-24,1874,2019-05-26,2019-06-06,10,5.411917987914567,new equal-MSE validation selection
