Method,Effective_date,Seed,Train_start,Train_end,Train_N,Test_start,Test_end,N,Feature_N
RSI,2022-03-09,741131,2012-06-05,2022-03-08,2629,2022-03-09,2022-03-11,3,10
MACD,2022-03-09,741131,2012-06-05,2022-03-08,2629,2022-03-09,2022-03-11,3,11
Both,2022-03-09,741131,2012-06-05,2022-03-08,2629,2022-03-09,2022-03-11,3,12
RSI,2022-03-14,741131,2012-06-05,2022-03-11,2632,2022-03-14,2022-03-14,1,10
MACD,2022-03-14,741131,2012-06-05,2022-03-11,2632,2022-03-14,2022-03-14,1,11
Both,2022-03-14,741131,2012-06-05,2022-03-11,2632,2022-03-14,2022-03-14,1,12
RSI,2022-03-15,741131,2012-06-05,2022-03-14,2633,2022-03-15,2022-03-15,1,10
MACD,2022-03-15,741131,2012-06-05,2022-03-14,2633,2022-03-15,2022-03-15,1,11
Both,2022-03-15,741131,2012-06-05,2022-03-14,2633,2022-03-15,2022-03-15,1,12
RSI,2022-03-16,741131,2012-06-05,2022-03-15,2634,2022-03-16,2022-03-16,1,10
MACD,2022-03-16,741131,2012-06-05,2022-03-15,2634,2022-03-16,2022-03-16,1,11
Both,2022-03-16,741131,2012-06-05,2022-03-15,2634,2022-03-16,2022-03-16,1,12
RSI,2022-03-17,741131,2012-06-05,2022-03-16,2635,2022-03-17,2022-03-17,1,10
MACD,2022-03-17,741131,2012-06-05,2022-03-16,2635,2022-03-17,2022-03-17,1,11
Both,2022-03-17,741131,2012-06-05,2022-03-16,2635,2022-03-17,2022-03-17,1,12
RSI,2022-03-18,741131,2012-06-05,2022-03-17,2636,2022-03-18,2022-03-18,1,10
MACD,2022-03-18,741131,2012-06-05,2022-03-17,2636,2022-03-18,2022-03-18,1,11
Both,2022-03-18,741131,2012-06-05,2022-03-17,2636,2022-03-18,2022-03-18,1,12
RSI,2022-03-21,741131,2012-06-05,2022-03-18,2637,2022-03-21,2022-03-21,1,10
MACD,2022-03-21,741131,2012-06-05,2022-03-18,2637,2022-03-21,2022-03-21,1,11
Both,2022-03-21,741131,2012-06-05,2022-03-18,2637,2022-03-21,2022-03-21,1,12
RSI,2022-03-22,741131,2012-06-05,2022-03-21,2638,2022-03-22,2022-03-25,4,10
MACD,2022-03-22,741131,2012-06-05,2022-03-21,2638,2022-03-22,2022-03-25,4,11
Both,2022-03-22,741131,2012-06-05,2022-03-21,2638,2022-03-22,2022-03-25,4,12
RSI,2022-03-28,741131,2012-06-05,2022-03-25,2642,2022-03-28,2022-03-28,1,10
MACD,2022-03-28,741131,2012-06-05,2022-03-25,2642,2022-03-28,2022-03-28,1,11
Both,2022-03-28,741131,2012-06-05,2022-03-25,2642,2022-03-28,2022-03-28,1,12
RSI,2022-03-29,741131,2012-06-05,2022-03-28,2643,2022-03-29,2022-03-30,2,10
MACD,2022-03-29,741131,2012-06-05,2022-03-28,2643,2022-03-29,2022-03-30,2,11
Both,2022-03-29,741131,2012-06-05,2022-03-28,2643,2022-03-29,2022-03-30,2,12
RSI,2022-03-31,550343,2012-06-05,2022-03-30,2645,2022-03-31,2022-04-05,5,10
MACD,2022-03-31,550343,2012-06-05,2022-03-30,2645,2022-03-31,2022-04-05,5,11
Both,2022-03-31,550343,2012-06-05,2022-03-30,2645,2022-03-31,2022-04-05,5,12
RSI,2022-04-06,550343,2012-06-05,2022-04-05,2650,2022-04-06,2022-04-13,6,10
MACD,2022-04-06,550343,2012-06-05,2022-04-05,2650,2022-04-06,2022-04-13,6,11
Both,2022-04-06,550343,2012-06-05,2022-04-05,2650,2022-04-06,2022-04-13,6,12
RSI,2022-04-14,550343,2012-06-05,2022-04-13,2656,2022-04-14,2022-04-14,1,10
MACD,2022-04-14,550343,2012-06-05,2022-04-13,2656,2022-04-14,2022-04-14,1,11
Both,2022-04-14,550343,2012-06-05,2022-04-13,2656,2022-04-14,2022-04-14,1,12
RSI,2022-04-15,550343,2012-06-05,2022-04-14,2657,2022-04-15,2022-04-20,4,10
MACD,2022-04-15,550343,2012-06-05,2022-04-14,2657,2022-04-15,2022-04-20,4,11
Both,2022-04-15,550343,2012-06-05,2022-04-14,2657,2022-04-15,2022-04-20,4,12
RSI,2022-04-21,741131,2012-06-05,2022-04-20,2661,2022-04-21,2022-04-21,1,10
MACD,2022-04-21,741131,2012-06-05,2022-04-20,2661,2022-04-21,2022-04-21,1,11
Both,2022-04-21,741131,2012-06-05,2022-04-20,2661,2022-04-21,2022-04-21,1,12
RSI,2022-04-22,741131,2012-06-05,2022-04-21,2662,2022-04-22,2022-04-22,1,10
MACD,2022-04-22,741131,2012-06-05,2022-04-21,2662,2022-04-22,2022-04-22,1,11
Both,2022-04-22,741131,2012-06-05,2022-04-21,2662,2022-04-22,2022-04-22,1,12
RSI,2022-04-24,741131,2012-06-05,2022-04-22,2663,2022-04-24,2022-04-24,1,10
MACD,2022-04-24,741131,2012-06-05,2022-04-22,2663,2022-04-24,2022-04-24,1,11
Both,2022-04-24,741131,2012-06-05,2022-04-22,2663,2022-04-24,2022-04-24,1,12
RSI,2022-04-25,741131,2012-06-05,2022-04-24,2664,2022-04-25,2022-04-27,3,10
MACD,2022-04-25,741131,2012-06-05,2022-04-24,2664,2022-04-25,2022-04-27,3,11
Both,2022-04-25,741131,2012-06-05,2022-04-24,2664,2022-04-25,2022-04-27,3,12
RSI,2022-04-28,741131,2012-06-05,2022-04-27,2667,2022-04-28,2022-04-28,1,10
MACD,2022-04-28,741131,2012-06-05,2022-04-27,2667,2022-04-28,2022-04-28,1,11
Both,2022-04-28,741131,2012-06-05,2022-04-27,2667,2022-04-28,2022-04-28,1,12
RSI,2022-04-29,741131,2012-06-05,2022-04-28,2668,2022-04-29,2022-05-02,2,10
MACD,2022-04-29,741131,2012-06-05,2022-04-28,2668,2022-04-29,2022-05-02,2,11
Both,2022-04-29,741131,2012-06-05,2022-04-28,2668,2022-04-29,2022-05-02,2,12
RSI,2022-05-03,741131,2012-06-05,2022-05-02,2670,2022-05-03,2022-05-03,1,10
MACD,2022-05-03,741131,2012-06-05,2022-05-02,2670,2022-05-03,2022-05-03,1,11
Both,2022-05-03,741131,2012-06-05,2022-05-02,2670,2022-05-03,2022-05-03,1,12
RSI,2022-05-04,741131,2012-06-05,2022-05-03,2671,2022-05-04,2022-05-07,4,10
MACD,2022-05-04,741131,2012-06-05,2022-05-03,2671,2022-05-04,2022-05-07,4,11
Both,2022-05-04,741131,2012-06-05,2022-05-03,2671,2022-05-04,2022-05-07,4,12
RSI,2022-05-09,741131,2012-06-05,2022-05-07,2675,2022-05-09,2022-05-09,1,10
MACD,2022-05-09,741131,2012-06-05,2022-05-07,2675,2022-05-09,2022-05-09,1,11
Both,2022-05-09,741131,2012-06-05,2022-05-07,2675,2022-05-09,2022-05-09,1,12
RSI,2022-05-10,741131,2012-06-05,2022-05-09,2676,2022-05-10,2022-05-10,1,10
MACD,2022-05-10,741131,2012-06-05,2022-05-09,2676,2022-05-10,2022-05-10,1,11
Both,2022-05-10,741131,2012-06-05,2022-05-09,2676,2022-05-10,2022-05-10,1,12
RSI,2022-05-11,741131,2012-06-05,2022-05-10,2677,2022-05-11,2022-05-11,1,10
MACD,2022-05-11,741131,2012-06-05,2022-05-10,2677,2022-05-11,2022-05-11,1,11
Both,2022-05-11,741131,2012-06-05,2022-05-10,2677,2022-05-11,2022-05-11,1,12
RSI,2022-05-12,741131,2012-06-05,2022-05-11,2678,2022-05-12,2022-05-12,1,10
MACD,2022-05-12,741131,2012-06-05,2022-05-11,2678,2022-05-12,2022-05-12,1,11
Both,2022-05-12,741131,2012-06-05,2022-05-11,2678,2022-05-12,2022-05-12,1,12
RSI,2022-05-13,741131,2012-06-05,2022-05-12,2679,2022-05-13,2022-05-17,3,10
MACD,2022-05-13,741131,2012-06-05,2022-05-12,2679,2022-05-13,2022-05-17,3,11
Both,2022-05-13,741131,2012-06-05,2022-05-12,2679,2022-05-13,2022-05-17,3,12
RSI,2022-05-18,741131,2012-06-05,2022-05-17,2682,2022-05-18,2022-06-02,13,10
MACD,2022-05-18,741131,2012-06-05,2022-05-17,2682,2022-05-18,2022-06-02,13,11
Both,2022-05-18,741131,2012-06-05,2022-05-17,2682,2022-05-18,2022-06-02,13,12
RSI,2022-06-03,741131,2012-06-05,2022-06-02,2695,2022-06-03,2022-06-09,5,10
MACD,2022-06-03,741131,2012-06-05,2022-06-02,2695,2022-06-03,2022-06-09,5,11
Both,2022-06-03,741131,2012-06-05,2022-06-02,2695,2022-06-03,2022-06-09,5,12
RSI,2022-06-10,785634,2012-06-05,2022-06-09,2700,2022-06-10,2022-06-13,2,10
MACD,2022-06-10,785634,2012-06-05,2022-06-09,2700,2022-06-10,2022-06-13,2,11
Both,2022-06-10,785634,2012-06-05,2022-06-09,2700,2022-06-10,2022-06-13,2,12
RSI,2022-06-14,785634,2012-06-05,2022-06-13,2702,2022-06-14,2022-06-14,1,10
MACD,2022-06-14,785634,2012-06-05,2022-06-13,2702,2022-06-14,2022-06-14,1,11
Both,2022-06-14,785634,2012-06-05,2022-06-13,2702,2022-06-14,2022-06-14,1,12
RSI,2022-06-15,785634,2012-06-05,2022-06-14,2703,2022-06-15,2022-06-16,2,10
MACD,2022-06-15,785634,2012-06-05,2022-06-14,2703,2022-06-15,2022-06-16,2,11
Both,2022-06-15,785634,2012-06-05,2022-06-14,2703,2022-06-15,2022-06-16,2,12
RSI,2022-06-17,785634,2012-06-05,2022-06-16,2705,2022-06-17,2022-06-23,6,10
MACD,2022-06-17,785634,2012-06-05,2022-06-16,2705,2022-06-17,2022-06-23,6,11
Both,2022-06-17,785634,2012-06-05,2022-06-16,2705,2022-06-17,2022-06-23,6,12
RSI,2022-06-24,785634,2012-06-05,2022-06-23,2711,2022-06-24,2022-06-28,3,10
MACD,2022-06-24,785634,2012-06-05,2022-06-23,2711,2022-06-24,2022-06-28,3,11
Both,2022-06-24,785634,2012-06-05,2022-06-23,2711,2022-06-24,2022-06-28,3,12
RSI,2022-06-29,785634,2012-06-05,2022-06-28,2714,2022-06-29,2022-06-29,1,10
MACD,2022-06-29,785634,2012-06-05,2022-06-28,2714,2022-06-29,2022-06-29,1,11
Both,2022-06-29,785634,2012-06-05,2022-06-28,2714,2022-06-29,2022-06-29,1,12
RSI,2022-06-30,785634,2012-06-05,2022-06-29,2715,2022-06-30,2022-06-30,1,10
MACD,2022-06-30,785634,2012-06-05,2022-06-29,2715,2022-06-30,2022-06-30,1,11
Both,2022-06-30,785634,2012-06-05,2022-06-29,2715,2022-06-30,2022-06-30,1,12
RSI,2022-07-01,785634,2012-06-05,2022-06-30,2716,2022-07-01,2022-07-03,2,10
MACD,2022-07-01,785634,2012-06-05,2022-06-30,2716,2022-07-01,2022-07-03,2,11
Both,2022-07-01,785634,2012-06-05,2022-06-30,2716,2022-07-01,2022-07-03,2,12
RSI,2022-07-04,785634,2012-06-05,2022-07-03,2718,2022-07-04,2022-07-06,3,10
MACD,2022-07-04,785634,2012-06-05,2022-07-03,2718,2022-07-04,2022-07-06,3,11
Both,2022-07-04,785634,2012-06-05,2022-07-03,2718,2022-07-04,2022-07-06,3,12
RSI,2022-07-07,785634,2012-06-05,2022-07-06,2721,2022-07-07,2022-07-07,1,10
MACD,2022-07-07,785634,2012-06-05,2022-07-06,2721,2022-07-07,2022-07-07,1,11
Both,2022-07-07,785634,2012-06-05,2022-07-06,2721,2022-07-07,2022-07-07,1,12
RSI,2022-07-08,785634,2012-06-05,2022-07-07,2722,2022-07-08,2022-07-11,2,10
MACD,2022-07-08,785634,2012-06-05,2022-07-07,2722,2022-07-08,2022-07-11,2,11
Both,2022-07-08,785634,2012-06-05,2022-07-07,2722,2022-07-08,2022-07-11,2,12
RSI,2022-07-12,785634,2012-06-05,2022-07-11,2724,2022-07-12,2022-07-13,2,10
MACD,2022-07-12,785634,2012-06-05,2022-07-11,2724,2022-07-12,2022-07-13,2,11
Both,2022-07-12,785634,2012-06-05,2022-07-11,2724,2022-07-12,2022-07-13,2,12
RSI,2022-07-14,798291,2012-06-05,2022-07-13,2726,2022-07-14,2022-07-14,1,10
MACD,2022-07-14,798291,2012-06-05,2022-07-13,2726,2022-07-14,2022-07-14,1,11
Both,2022-07-14,798291,2012-06-05,2022-07-13,2726,2022-07-14,2022-07-14,1,12
RSI,2022-07-15,785634,2012-06-05,2022-07-14,2727,2022-07-15,2022-07-18,2,10
MACD,2022-07-15,785634,2012-06-05,2022-07-14,2727,2022-07-15,2022-07-18,2,11
Both,2022-07-15,785634,2012-06-05,2022-07-14,2727,2022-07-15,2022-07-18,2,12
RSI,2022-07-19,785634,2012-06-05,2022-07-18,2729,2022-07-19,2022-07-19,1,10
MACD,2022-07-19,785634,2012-06-05,2022-07-18,2729,2022-07-19,2022-07-19,1,11
Both,2022-07-19,785634,2012-06-05,2022-07-18,2729,2022-07-19,2022-07-19,1,12
RSI,2022-07-20,785634,2012-06-05,2022-07-19,2730,2022-07-20,2022-07-20,1,10
MACD,2022-07-20,785634,2012-06-05,2022-07-19,2730,2022-07-20,2022-07-20,1,11
Both,2022-07-20,785634,2012-06-05,2022-07-19,2730,2022-07-20,2022-07-20,1,12
RSI,2022-07-21,798291,2012-06-05,2022-07-20,2731,2022-07-21,2022-07-21,1,10
MACD,2022-07-21,798291,2012-06-05,2022-07-20,2731,2022-07-21,2022-07-21,1,11
Both,2022-07-21,798291,2012-06-05,2022-07-20,2731,2022-07-21,2022-07-21,1,12
RSI,2022-07-22,798291,2012-06-05,2022-07-21,2732,2022-07-22,2022-07-25,2,10
MACD,2022-07-22,798291,2012-06-05,2022-07-21,2732,2022-07-22,2022-07-25,2,11
Both,2022-07-22,798291,2012-06-05,2022-07-21,2732,2022-07-22,2022-07-25,2,12
RSI,2022-07-26,798291,2012-06-05,2022-07-25,2734,2022-07-26,2022-07-29,4,10
MACD,2022-07-26,798291,2012-06-05,2022-07-25,2734,2022-07-26,2022-07-29,4,11
Both,2022-07-26,798291,2012-06-05,2022-07-25,2734,2022-07-26,2022-07-29,4,12
RSI,2022-08-01,550343,2012-06-05,2022-07-29,2738,2022-08-01,2022-08-03,3,10
MACD,2022-08-01,550343,2012-06-05,2022-07-29,2738,2022-08-01,2022-08-03,3,11
Both,2022-08-01,550343,2012-06-05,2022-07-29,2738,2022-08-01,2022-08-03,3,12
RSI,2022-08-04,550343,2012-06-05,2022-08-03,2741,2022-08-04,2022-08-04,1,10
MACD,2022-08-04,550343,2012-06-05,2022-08-03,2741,2022-08-04,2022-08-04,1,11
Both,2022-08-04,550343,2012-06-05,2022-08-03,2741,2022-08-04,2022-08-04,1,12
RSI,2022-08-05,550343,2012-06-05,2022-08-04,2742,2022-08-05,2022-08-05,1,10
MACD,2022-08-05,550343,2012-06-05,2022-08-04,2742,2022-08-05,2022-08-05,1,11
Both,2022-08-05,550343,2012-06-05,2022-08-04,2742,2022-08-05,2022-08-05,1,12
RSI,2022-08-08,550343,2012-06-05,2022-08-05,2743,2022-08-08,2022-08-09,2,10
MACD,2022-08-08,550343,2012-06-05,2022-08-05,2743,2022-08-08,2022-08-09,2,11
Both,2022-08-08,550343,2012-06-05,2022-08-05,2743,2022-08-08,2022-08-09,2,12
RSI,2022-08-10,550343,2012-06-05,2022-08-09,2745,2022-08-10,2022-08-10,1,10
MACD,2022-08-10,550343,2012-06-05,2022-08-09,2745,2022-08-10,2022-08-10,1,11
Both,2022-08-10,550343,2012-06-05,2022-08-09,2745,2022-08-10,2022-08-10,1,12
RSI,2022-08-11,550343,2012-06-05,2022-08-10,2746,2022-08-11,2022-08-17,5,10
MACD,2022-08-11,550343,2012-06-05,2022-08-10,2746,2022-08-11,2022-08-17,5,11
Both,2022-08-11,550343,2012-06-05,2022-08-10,2746,2022-08-11,2022-08-17,5,12
RSI,2022-08-18,550343,2012-06-05,2022-08-17,2751,2022-08-18,2022-08-19,2,10
MACD,2022-08-18,550343,2012-06-05,2022-08-17,2751,2022-08-18,2022-08-19,2,11
Both,2022-08-18,550343,2012-06-05,2022-08-17,2751,2022-08-18,2022-08-19,2,12
RSI,2022-08-22,550343,2012-06-05,2022-08-19,2753,2022-08-22,2022-08-22,1,10
MACD,2022-08-22,550343,2012-06-05,2022-08-19,2753,2022-08-22,2022-08-22,1,11
Both,2022-08-22,550343,2012-06-05,2022-08-19,2753,2022-08-22,2022-08-22,1,12
RSI,2022-08-23,550343,2012-06-05,2022-08-22,2754,2022-08-23,2022-09-01,8,10
MACD,2022-08-23,550343,2012-06-05,2022-08-22,2754,2022-08-23,2022-09-01,8,11
Both,2022-08-23,550343,2012-06-05,2022-08-22,2754,2022-08-23,2022-09-01,8,12
RSI,2022-09-02,550343,2012-06-05,2022-09-01,2762,2022-09-02,2022-09-02,1,10
MACD,2022-09-02,550343,2012-06-05,2022-09-01,2762,2022-09-02,2022-09-02,1,11
Both,2022-09-02,550343,2012-06-05,2022-09-01,2762,2022-09-02,2022-09-02,1,12
RSI,2022-09-04,550343,2012-06-05,2022-09-02,2763,2022-09-04,2022-09-04,1,10
MACD,2022-09-04,550343,2012-06-05,2022-09-02,2763,2022-09-04,2022-09-04,1,11
Both,2022-09-04,550343,2012-06-05,2022-09-02,2763,2022-09-04,2022-09-04,1,12
RSI,2022-09-05,550343,2012-06-05,2022-09-04,2764,2022-09-05,2022-09-05,1,10
MACD,2022-09-05,550343,2012-06-05,2022-09-04,2764,2022-09-05,2022-09-05,1,11
Both,2022-09-05,550343,2012-06-05,2022-09-04,2764,2022-09-05,2022-09-05,1,12
RSI,2022-09-06,550343,2012-06-05,2022-09-05,2765,2022-09-06,2022-09-08,3,10
MACD,2022-09-06,550343,2012-06-05,2022-09-05,2765,2022-09-06,2022-09-08,3,11
Both,2022-09-06,550343,2012-06-05,2022-09-05,2765,2022-09-06,2022-09-08,3,12
RSI,2022-09-09,550343,2012-06-05,2022-09-08,2768,2022-09-09,2022-09-22,10,10
MACD,2022-09-09,550343,2012-06-05,2022-09-08,2768,2022-09-09,2022-09-22,10,11
Both,2022-09-09,550343,2012-06-05,2022-09-08,2768,2022-09-09,2022-09-22,10,12
RSI,2022-09-23,550343,2012-06-05,2022-09-22,2778,2022-09-23,2022-09-23,1,10
MACD,2022-09-23,550343,2012-06-05,2022-09-22,2778,2022-09-23,2022-09-23,1,11
Both,2022-09-23,550343,2012-06-05,2022-09-22,2778,2022-09-23,2022-09-23,1,12
RSI,2022-09-26,550343,2012-06-05,2022-09-23,2779,2022-09-26,2022-09-26,1,10
MACD,2022-09-26,550343,2012-06-05,2022-09-23,2779,2022-09-26,2022-09-26,1,11
Both,2022-09-26,550343,2012-06-05,2022-09-23,2779,2022-09-26,2022-09-26,1,12
RSI,2022-09-27,550343,2012-06-05,2022-09-26,2780,2022-09-27,2022-09-28,2,10
MACD,2022-09-27,550343,2012-06-05,2022-09-26,2780,2022-09-27,2022-09-28,2,11
Both,2022-09-27,550343,2012-06-05,2022-09-26,2780,2022-09-27,2022-09-28,2,12
RSI,2022-09-29,550343,2012-06-05,2022-09-28,2782,2022-09-29,2022-10-03,3,10
MACD,2022-09-29,550343,2012-06-05,2022-09-28,2782,2022-09-29,2022-10-03,3,11
Both,2022-09-29,550343,2012-06-05,2022-09-28,2782,2022-09-29,2022-10-03,3,12
RSI,2022-10-04,550343,2012-06-05,2022-10-03,2785,2022-10-04,2022-10-06,3,10
MACD,2022-10-04,550343,2012-06-05,2022-10-03,2785,2022-10-04,2022-10-06,3,11
Both,2022-10-04,550343,2012-06-05,2022-10-03,2785,2022-10-04,2022-10-06,3,12
RSI,2022-10-07,785634,2012-06-05,2022-10-06,2788,2022-10-07,2022-10-26,16,10
MACD,2022-10-07,785634,2012-06-05,2022-10-06,2788,2022-10-07,2022-10-26,16,11
Both,2022-10-07,785634,2012-06-05,2022-10-06,2788,2022-10-07,2022-10-26,16,12
RSI,2022-10-27,385735,2012-06-05,2022-10-26,2804,2022-10-27,2022-10-27,1,10
MACD,2022-10-27,385735,2012-06-05,2022-10-26,2804,2022-10-27,2022-10-27,1,11
Both,2022-10-27,385735,2012-06-05,2022-10-26,2804,2022-10-27,2022-10-27,1,12
RSI,2022-10-28,385735,2012-06-05,2022-10-27,2805,2022-10-28,2022-11-04,6,10
MACD,2022-10-28,385735,2012-06-05,2022-10-27,2805,2022-10-28,2022-11-04,6,11
Both,2022-10-28,385735,2012-06-05,2022-10-27,2805,2022-10-28,2022-11-04,6,12
RSI,2022-11-07,385735,2012-06-05,2022-11-04,2811,2022-11-07,2022-11-08,2,10
MACD,2022-11-07,385735,2012-06-05,2022-11-04,2811,2022-11-07,2022-11-08,2,11
Both,2022-11-07,385735,2012-06-05,2022-11-04,2811,2022-11-07,2022-11-08,2,12
RSI,2022-11-09,385735,2012-06-05,2022-11-08,2813,2022-11-09,2022-11-11,3,10
MACD,2022-11-09,385735,2012-06-05,2022-11-08,2813,2022-11-09,2022-11-11,3,11
Both,2022-11-09,385735,2012-06-05,2022-11-08,2813,2022-11-09,2022-11-11,3,12
