Method,Effective_date,Seed,Train_start,Train_end,Train_N,Test_start,Test_end,N,Feature_N
RSI,2020-11-03,385735,2012-06-05,2020-11-02,2263,2020-11-03,2020-11-03,1,10
MACD,2020-11-03,385735,2012-06-05,2020-11-02,2263,2020-11-03,2020-11-03,1,11
Both,2020-11-03,385735,2012-06-05,2020-11-02,2263,2020-11-03,2020-11-03,1,12
RSI,2020-11-04,385735,2012-06-05,2020-11-03,2264,2020-11-04,2020-11-04,1,10
MACD,2020-11-04,385735,2012-06-05,2020-11-03,2264,2020-11-04,2020-11-04,1,11
Both,2020-11-04,385735,2012-06-05,2020-11-03,2264,2020-11-04,2020-11-04,1,12
RSI,2020-11-05,550343,2012-06-05,2020-11-04,2265,2020-11-05,2020-11-09,3,10
MACD,2020-11-05,550343,2012-06-05,2020-11-04,2265,2020-11-05,2020-11-09,3,11
Both,2020-11-05,550343,2012-06-05,2020-11-04,2265,2020-11-05,2020-11-09,3,12
RSI,2020-11-10,550343,2012-06-05,2020-11-09,2268,2020-11-10,2020-11-11,2,10
MACD,2020-11-10,550343,2012-06-05,2020-11-09,2268,2020-11-10,2020-11-11,2,11
Both,2020-11-10,550343,2012-06-05,2020-11-09,2268,2020-11-10,2020-11-11,2,12
RSI,2020-11-12,550343,2012-06-05,2020-11-11,2270,2020-11-12,2020-11-16,3,10
MACD,2020-11-12,550343,2012-06-05,2020-11-11,2270,2020-11-12,2020-11-16,3,11
Both,2020-11-12,550343,2012-06-05,2020-11-11,2270,2020-11-12,2020-11-16,3,12
RSI,2020-11-17,550343,2012-06-05,2020-11-16,2273,2020-11-17,2020-11-17,1,10
MACD,2020-11-17,550343,2012-06-05,2020-11-16,2273,2020-11-17,2020-11-17,1,11
Both,2020-11-17,550343,2012-06-05,2020-11-16,2273,2020-11-17,2020-11-17,1,12
RSI,2020-11-18,550343,2012-06-05,2020-11-17,2274,2020-11-18,2020-11-20,3,10
MACD,2020-11-18,550343,2012-06-05,2020-11-17,2274,2020-11-18,2020-11-20,3,11
Both,2020-11-18,550343,2012-06-05,2020-11-17,2274,2020-11-18,2020-11-20,3,12
RSI,2020-11-23,550343,2012-06-05,2020-11-20,2277,2020-11-23,2020-11-24,2,10
MACD,2020-11-23,550343,2012-06-05,2020-11-20,2277,2020-11-23,2020-11-24,2,11
Both,2020-11-23,550343,2012-06-05,2020-11-20,2277,2020-11-23,2020-11-24,2,12
RSI,2020-11-25,550343,2012-06-05,2020-11-24,2279,2020-11-25,2020-12-01,5,10
MACD,2020-11-25,550343,2012-06-05,2020-11-24,2279,2020-11-25,2020-12-01,5,11
Both,2020-11-25,550343,2012-06-05,2020-11-24,2279,2020-11-25,2020-12-01,5,12
RSI,2020-12-02,965409,2012-06-05,2020-12-01,2284,2020-12-02,2020-12-17,12,10
MACD,2020-12-02,965409,2012-06-05,2020-12-01,2284,2020-12-02,2020-12-17,12,11
Both,2020-12-02,965409,2012-06-05,2020-12-01,2284,2020-12-02,2020-12-17,12,12
RSI,2020-12-18,965409,2012-06-05,2020-12-17,2296,2020-12-18,2020-12-18,1,10
MACD,2020-12-18,965409,2012-06-05,2020-12-17,2296,2020-12-18,2020-12-18,1,11
Both,2020-12-18,965409,2012-06-05,2020-12-17,2296,2020-12-18,2020-12-18,1,12
RSI,2020-12-21,965409,2012-06-05,2020-12-18,2297,2020-12-21,2020-12-21,1,10
MACD,2020-12-21,965409,2012-06-05,2020-12-18,2297,2020-12-21,2020-12-21,1,11
Both,2020-12-21,965409,2012-06-05,2020-12-18,2297,2020-12-21,2020-12-21,1,12
RSI,2020-12-22,965409,2012-06-05,2020-12-21,2298,2020-12-22,2020-12-31,8,10
MACD,2020-12-22,965409,2012-06-05,2020-12-21,2298,2020-12-22,2020-12-31,8,11
Both,2020-12-22,965409,2012-06-05,2020-12-21,2298,2020-12-22,2020-12-31,8,12
