Method,Month,Seed,Stage,Epoch,Weighted_MSE,Train_MSE,Train_MSE_standardized
A,2020-01,785634,Base,52,0.03690479709220647,0.03690479709220647,0.06972057208097268
A,2020-01,785634,Base,53,0.03614577554328885,0.03614577554328885,0.06828662796579157
A,2020-01,785634,Base,54,0.03546271804546565,0.03546271804546565,0.06699619519648396
A,2020-01,785634,Base,55,0.03484721265282717,0.03484721265282717,0.06583338191813265
A,2020-01,785634,Base,56,0.03431477501982799,0.03431477501982799,0.06482750031749973
A,2020-01,785634,Base,57,0.03385731046293763,0.03385731046293763,0.06396325791200767
A,2020-01,785634,Base,58,0.03345612328956393,0.03345612328956393,0.0632053347843103
A,2020-01,785634,Base,59,0.033119031323226744,0.033119031323226744,0.06256850037283233
A,2020-01,785634,Base,60,0.03283744841422217,0.03283744841422217,0.06203653371670975
A,2020-01,785634,Base,61,0.032566173433925184,0.032566173433925184,0.061524040807717326
A,2020-01,785634,Base,62,0.03229425337745132,0.03229425337745132,0.06101032922029739
A,2020-01,785634,Base,63,0.03199792632003569,0.03199792632003569,0.060450507907245044
A,2020-01,785634,Base,64,0.03167300357477685,0.03167300357477685,0.05983666359792759
A,2020-01,785634,Base,65,0.03133855923739401,0.03133855923739401,0.05920483108918043
A,2020-01,785634,Base,66,0.03099713726832899,0.03099713726832899,0.0585598164330979
A,2020-01,785634,Base,67,0.030657811931259868,0.030657811931259868,0.0579187627358531
A,2020-01,785634,Base,68,0.030328319521558036,0.030328319521558036,0.05729628541282776
A,2020-01,785634,Base,69,0.030015229758015634,0.030015229758015634,0.05670479598200028
A,2020-01,785634,Base,70,0.02972776707209349,0.02972776707209349,0.05616172124663865
A,2020-01,785634,Base,71,0.029456818339117452,0.029456818339117452,0.05564984468434498
A,2020-01,785634,Base,72,0.029201158668305367,0.029201158668305367,0.055166852230477355
A,2020-01,785634,Base,73,0.028958285182392317,0.028958285182392317,0.054708015447312006
A,2020-01,785634,Base,74,0.028709008383481636,0.028709008383481636,0.05423708152012788
A,2020-01,785634,Base,75,0.02844896464142133,0.02844896464142133,0.05374580667536385
A,2020-01,785634,Base,76,0.028174209295060565,0.028174209295060565,0.053226738656029754
A,2020-01,785634,Base,77,0.027891831155693412,0.027891831155693412,0.052693269650072365
A,2020-01,785634,Base,78,0.02759945392242428,0.02759945392242428,0.05214091034794574
A,2020-01,785634,Base,79,0.027291569035038005,0.027291569035038005,0.051559253973300884
A,2020-01,785634,Base,80,0.02699294990226516,0.02699294990226516,0.050995102469656835
A,2020-01,785634,Base,81,0.02673137180046511,0.02673137180046511,0.050500928911249555
A,2020-01,785634,Base,82,0.026503820838285095,0.026503820838285095,0.050071039452133224
A,2020-01,785634,Base,83,0.02628131753538837,0.02628131753538837,0.04965068603495805
A,2020-01,785634,Base,84,0.026057267089402154,0.026057267089402154,0.04922740975382508
A,2020-01,785634,Base,85,0.02583099025624803,0.02583099025624803,0.04879992738027999
A,2020-01,785634,Base,86,0.025606410279075457,0.025606410279075457,0.04837565070840769
A,2020-01,785634,Base,87,0.025390772573223683,0.025390772573223683,0.04796826778264195
A,2020-01,785634,Base,88,0.02518255471979833,0.02518255471979833,0.04757490244799408
A,2020-01,785634,Base,89,0.024978746063090248,0.024978746063090248,0.04718986697129875
A,2020-01,785634,Base,90,0.024780833702344403,0.024780833702344403,0.04681597078163483
A,2020-01,785634,Base,91,0.02458906469690889,0.02458906469690889,0.04645368062371965
A,2020-01,785634,Base,92,0.024406057899196795,0.024406057899196795,0.04610794403561933
A,2020-01,785634,Base,93,0.02422671458896835,0.02422671458896835,0.045769128510993046
A,2020-01,785634,Base,94,0.024051390696063886,0.024051390696063886,0.04543790647277884
A,2020-01,785634,Base,95,0.023880780337920866,0.023880780337920866,0.04511558924819279
A,2020-01,785634,Base,96,0.02371627394996058,0.02371627394996058,0.044804803648941044
A,2020-01,785634,Base,97,0.023561347252135864,0.023561347252135864,0.04451211600792875
A,2020-01,785634,Base,98,0.023409533570100824,0.023409533570100824,0.044225309478827496
A,2020-01,785634,Base,99,0.023256588572872,0.023256588572872,0.04393636566816045
A,2020-01,785634,Base,100,0.023102752489598703,0.023102752489598703,0.04364573841702795
A,2020-01,785634,Stacking,1,0.4906624088473528,0.4906624088473528,0.9269598138690169
A,2020-01,785634,Stacking,2,0.4603853595063658,0.4603853595063658,0.869760388122188
A,2020-01,785634,Stacking,3,0.43044079786706285,0.43044079786706285,0.8131890984063848
A,2020-01,785634,Stacking,4,0.39890789391537307,0.39890789391537307,0.7536171111280574
A,2020-01,785634,Stacking,5,0.36446622860348354,0.36446622860348354,0.6885498895696591
A,2020-01,785634,Stacking,6,0.3266026736796873,0.3266026736796873,0.6170180314290845
A,2020-01,785634,Stacking,7,0.2851378710349655,0.2851378710349655,0.5386826932238207
A,2020-01,785634,Stacking,8,0.2408035256328849,0.2408035256328849,0.4549262125542315
A,2020-01,785634,Stacking,9,0.19491139193728482,0.19491139193728482,0.3682267569989152
A,2020-01,785634,Stacking,10,0.14938840173251164,0.14938840173251164,0.282224687620689
A,2020-01,785634,Stacking,11,0.10785118245838655,0.10785118245838655,0.2037525398614379
A,2020-01,785634,Stacking,12,0.0753700318198887,0.0753700318198887,0.14238912418660796
A,2020-01,785634,Stacking,13,0.057093796571519154,0.057093796571519154,0.10786164598860822
A,2020-01,785634,Stacking,14,0.05591022874953651,0.05591022874953651,0.10562564871597487
A,2020-01,785634,Stacking,15,0.06851386990142148,0.06851386990142148,0.12943645762564587
A,2020-01,785634,Stacking,16,0.08290763222096117,0.08290763222096117,0.15662916487203749
A,2020-01,785634,Stacking,17,0.08825355304127917,0.08825355304127917,0.16672868274666264
A,2020-01,785634,Stacking,18,0.08233130089113325,0.08233130089113325,0.15554035926437093
A,2020-01,785634,Stacking,19,0.06896360245466034,0.06896360245466034,0.1302860927236768
A,2020-01,785634,Stacking,20,0.05377710078869919,0.05377710078869919,0.1015957416721856
A,2020-01,785634,Stacking,21,0.0415541445738595,0.0415541445738595,0.07850412304899938
A,2020-01,785634,Stacking,22,0.034485989214970654,0.034485989214970654,0.06515095831142678
A,2020-01,785634,Stacking,23,0.03265800373998701,0.03265800373998701,0.06169752669512119
A,2020-01,785634,Stacking,24,0.034579210710032705,0.034579210710032705,0.0653270724341987
A,2020-01,785634,Stacking,25,0.038133929695973935,0.038133929695973935,0.07204265037567059
A,2020-01,785634,Stacking,26,0.04135694114135551,0.04135694114135551,0.07813156616713501
A,2020-01,785634,Stacking,27,0.04299777459403833,0.04299777459403833,0.08123143003374336
A,2020-01,785634,Stacking,28,0.0426453966420227,0.0426453966420227,0.08056571732593824
A,2020-01,785634,Stacking,29,0.04052129462507541,0.04052129462507541,0.07655286210253999
A,2020-01,785634,Stacking,30,0.03726005912636675,0.03726005912636675,0.07039173339906418
A,2020-01,785634,Stacking,31,0.0336203920418788,0.0336203920418788,0.06351567144211132
A,2020-01,785634,Stacking,32,0.030458832528474294,0.030458832528474294,0.057542850689517255
A,2020-01,785634,Stacking,33,0.028391372273409682,0.028391372273409682,0.05363700312781317
A,2020-01,785634,Stacking,34,0.02765977954358749,0.02765977954358749,0.052254877559528845
A,2020-01,785634,Stacking,35,0.02796515972579003,0.02796515972579003,0.052831802043144256
A,2020-01,785634,Stacking,36,0.02859329700331852,0.02859329700331852,0.05401847948849781
A,2020-01,785634,Stacking,37,0.02889522047978931,0.02889522047978931,0.0545888735608897
A,2020-01,785634,Stacking,38,0.028555204564462398,0.028555204564462398,0.053946515222649864
A,2020-01,785634,Stacking,39,0.027653922202554616,0.027653922202554616,0.052243811866181045
A,2020-01,785634,Stacking,40,0.026538561394740236,0.026538561394740236,0.05013667133907768
A,2020-01,785634,Stacking,41,0.025567651006623227,0.025567651006623227,0.04830242665999849
A,2020-01,785634,Stacking,42,0.024959703904027512,0.024959703904027512,0.04715389250922018
A,2020-01,785634,Stacking,43,0.024775691455273065,0.024775691455273065,0.04680625604436911
A,2020-01,785634,Stacking,44,0.02487919525680868,0.02487919525680868,0.047001795508726234
A,2020-01,785634,Stacking,45,0.025049425642508324,0.025049425642508324,0.047323394889069406
A,2020-01,785634,Stacking,46,0.025116643840123135,0.025116643840123135,0.04745038356157849
A,2020-01,785634,Stacking,47,0.024979343465238463,0.024979343465238463,0.047190995583913306
A,2020-01,785634,Stacking,48,0.024627500296638967,0.024627500296638967,0.04652629318936419
A,2020-01,785634,Stacking,49,0.024133522137184803,0.024133522137184803,0.04559306925680602
A,2020-01,785634,Stacking,50,0.023636866791944024,0.023636866791944024,0.044654787582725966
A,2020-01,785634,Stacking,51,0.023254535463363642,0.023254535463363642,0.04393248693204086
A,2020-01,785634,Stacking,52,0.023052045194856617,0.023052045194856617,0.04354994215538577
A,2020-01,785634,Stacking,53,0.022999411979115182,0.022999411979115182,0.04345050744225659
A,2020-01,785634,Stacking,54,0.023005619032050367,0.023005619032050367,0.04346223381160898
A,2020-01,785634,Stacking,55,0.02296808136528834,0.02296808136528834,0.043391317621643354
A,2020-01,785634,Stacking,56,0.022825368110834323,0.022825368110834323,0.04312170362758152
A,2020-01,785634,Stacking,57,0.022603561503650164,0.022603561503650164,0.04270266640850181
A,2020-01,785634,Stacking,58,0.022361422550068497,0.022361422550068497,0.04224521730440236
A,2020-01,785634,Stacking,59,0.022194082652004194,0.022194082652004194,0.041929078635603696
A,2020-01,785634,Stacking,60,0.022115667415228923,0.022115667415228923,0.04178093650778825
A,2020-01,785634,Stacking,61,0.022091447454458138,0.022091447454458138,0.04173518013859595
A,2020-01,785634,Stacking,62,0.02204465758051859,0.02204465758051859,0.04164678467145624
A,2020-01,785634,Stacking,63,0.02193968239988994,0.02193968239988994,0.04144846547654381
A,2020-01,785634,Stacking,64,0.021800303682150416,0.021800303682150416,0.04118515109190073
A,2020-01,785634,Stacking,65,0.02165695136808899,0.02165695136808899,0.040914329785919225
A,2020-01,785634,Stacking,66,0.02154498024664014,0.02154498024664014,0.040702793854033276
A,2020-01,785634,Stacking,67,0.021483076402992414,0.021483076402992414,0.04058584506327452
A,2020-01,785634,Stacking,68,0.02145337037841177,0.02145337037841177,0.04052972441796006
A,2020-01,785634,Stacking,69,0.021428598807463724,0.021428598807463724,0.040482925946381226
A,2020-01,785634,Stacking,70,0.02137702740607414,0.02137702740607414,0.04038549721377187
A,2020-01,785634,Stacking,71,0.02128363791225648,0.02128363791225648,0.040209065707616946
A,2020-01,785634,Stacking,72,0.02117274398398071,0.02117274398398071,0.03999956480993214
A,2020-01,785634,Stacking,73,0.021082438519128405,0.021082438519128405,0.03982895965375664
A,2020-01,785634,Stacking,74,0.02101398799233623,0.02101398799233623,0.03969964286398347
A,2020-01,785634,Stacking,75,0.020954162343156307,0.020954162343156307,0.039586620199869686
A,2020-01,785634,Stacking,76,0.020895419504091167,0.020895419504091167,0.03947564318148779
A,2020-01,785634,Stacking,77,0.020824994910353393,0.020824994910353393,0.03934259698286759
A,2020-01,785634,Stacking,78,0.020747968756072155,0.020747968756072155,0.03919707911080702
A,2020-01,785634,Stacking,79,0.020677149728366286,0.020677149728366286,0.03906328774721992
A,2020-01,785634,Stacking,80,0.020616248668674616,0.020616248668674616,0.03894823341671021
A,2020-01,785634,Stacking,81,0.020560806785979265,0.020560806785979265,0.03884349256773308
A,2020-01,785634,Stacking,82,0.020507478375479518,0.020507478375479518,0.03874274449211241
A,2020-01,785634,Stacking,83,0.020455619661780142,0.020455619661780142,0.0386447729688584
A,2020-01,785634,Stacking,84,0.020400379302376516,0.020400379302376516,0.03854041283784462
A,2020-01,785634,Stacking,85,0.02035338957987899,0.02035338957987899,0.038451639816649896
A,2020-01,785634,Stacking,86,0.020307347118899654,0.020307347118899654,0.03836465636267032
A,2020-01,785634,Stacking,87,0.020256760017591996,0.020256760017591996,0.03826908717056026
A,2020-01,785634,Stacking,88,0.020208418503647615,0.020208418503647615,0.03817776034388671
A,2020-01,785634,Stacking,89,0.020164188746949564,0.020164188746949564,0.03809420145228013
A,2020-01,785634,Stacking,90,0.020124251221196505,0.020124251221196505,0.03801875144679589
A,2020-01,785634,Stacking,91,0.020087987011849863,0.020087987011849863,0.037950241073594404
A,2020-01,785634,Stacking,92,0.020054259970442054,0.020054259970442054,0.03788652392008518
A,2020-01,785634,Stacking,93,0.020019277676964983,0.020019277676964983,0.03782043534336622
A,2020-01,785634,Stacking,94,0.019984215850993654,0.019984215850993654,0.03775419651379572
A,2020-01,785634,Stacking,95,0.01994931932450442,0.01994931932450442,0.03768826996813854
A,2020-01,785634,Stacking,96,0.019915001417773776,0.019915001417773776,0.03762343655139047
A,2020-01,785634,Stacking,97,0.019882851123082034,0.019882851123082034,0.037562698189033954
A,2020-01,785634,Stacking,98,0.019850910675948498,0.019850910675948498,0.03750235627085166
A,2020-01,785634,Stacking,99,0.01981987813448296,0.01981987813448296,0.037443729568780976
A,2020-01,785634,Stacking,100,0.019788973450676848,0.019788973450676848,0.03738534441550238
B,2020-01,785634,Base,1,0.10177845961165591,0.5453587658303316,1.030292215076114
B,2020-01,785634,Base,2,0.09368996210013228,0.5542514538259187,1.0470922883251514
B,2020-01,785634,Base,3,0.08909580812263622,0.5666574229758383,1.0705296551311583
B,2020-01,785634,Base,4,0.0870474947102124,0.5752727787103324,1.0868057920514955
B,2020-01,785634,Base,5,0.08490346008152422,0.5808990012033305,1.0974348560695577
B,2020-01,785634,Base,6,0.08072877656442205,0.586810113690761,1.1086021344921688
B,2020-01,785634,Base,7,0.07555549669055024,0.5953286835689738,1.1246954234956779
B,2020-01,785634,Base,8,0.07110557129033394,0.6145865668680766,1.1610774319735295
B,2020-01,785634,Base,9,0.06789089641061165,0.6484487024085395,1.2250498054258439
B,2020-01,785634,Base,10,0.06452627899961925,0.6975941139363308,1.3178953560547084
B,2020-01,785634,Base,11,0.05953148058717682,0.7638991581895032,1.443158898505173
B,2020-01,785634,Base,12,0.05364944414950189,0.8495865563158836,1.6050395993412967
B,2020-01,785634,Base,13,0.04890341298482821,0.9566527444645594,1.8073091273271618
B,2020-01,785634,Base,14,0.04546681249800283,1.0828543589712922,2.045729318040253
B,2020-01,785634,Base,15,0.041424998958790926,1.2172112792922207,2.2995565189975777
B,2020-01,785634,Base,16,0.0372606419025695,1.343826007181612,2.5387571638424524
B,2020-01,785634,Base,17,0.035239417000215635,1.455680401782929,2.7500725752750106
B,2020-01,785634,Base,18,0.033439407762560394,1.5462961778366333,2.921263971619519
B,2020-01,785634,Base,19,0.030823889160528174,1.6116352973701429,3.0447026883197217
B,2020-01,785634,Base,20,0.029609803268514406,1.6537496241262404,3.1242651079938892
B,2020-01,785634,Base,21,0.02781107525587228,1.6746499096858185,3.1637499441312817
B,2020-01,785634,Base,22,0.02630415760434118,1.6809293969874628,3.1756131565465124
B,2020-01,785634,Base,23,0.025488638791621297,1.6777430952396635,3.169593592744979
B,2020-01,785634,Base,24,0.02400489328812285,1.6685938405107903,3.1523088134189257
B,2020-01,785634,Base,25,0.023695164192945584,1.6595860708869847,3.135291327866134
B,2020-01,785634,Base,26,0.022723513920937403,1.6519570638315695,3.120878601656466
B,2020-01,785634,Base,27,0.022203286486524688,1.6472131011563669,3.1119163035893735
B,2020-01,785634,Base,28,0.02208172891900867,1.6450523923458724,3.1078342907824292
B,2020-01,785634,Base,29,0.02146286397828257,1.6449073432295673,3.1075602638762967
B,2020-01,785634,Base,30,0.021563818683243748,1.6493455073026961,3.115944846980619
B,2020-01,785634,Base,31,0.020980451701537495,1.6588521990010954,3.133904896514391
B,2020-01,785634,Base,32,0.020940858706346502,1.6746322289796132,3.1637165417270263
B,2020-01,785634,Base,33,0.020560794501375084,1.6953428804877533,3.202843121063297
B,2020-01,785634,Base,34,0.020252880492247844,1.7214451455746729,3.252155541069897
B,2020-01,785634,Base,35,0.02000476771555253,1.7536915390028016,3.313075453235788
B,2020-01,785634,Base,36,0.019545511615721572,1.7903580003424857,3.382345761223134
B,2020-01,785634,Base,37,0.019381137778553915,1.8291311663751881,3.455596057395645
B,2020-01,785634,Base,38,0.018878270319696817,1.8680450130850863,3.5291121276156416
B,2020-01,785634,Base,39,0.018661589427829764,1.9068046696302856,3.602336901653594
B,2020-01,785634,Base,40,0.01816874220472236,1.9441531989347403,3.672895772983616
B,2020-01,785634,Base,41,0.01806503541890345,1.9796054672612267,3.7398722265626754
B,2020-01,785634,Base,42,0.017827208337241215,2.0130360487816836,3.803029307816431
B,2020-01,785634,Base,43,0.01763557793043153,2.0449841313085226,3.8633856507898416
B,2020-01,785634,Base,44,0.0173248965485534,2.074692145340525,3.9195100545773967
B,2020-01,785634,Base,45,0.016991966431889226,2.101602865644193,3.9703498088238436
B,2020-01,785634,Base,46,0.01666651326498911,2.1263116246260583,4.017029615986104
B,2020-01,785634,Base,47,0.016336781983033812,2.1479642649595254,4.057935801361979
B,2020-01,785634,Base,48,0.016185365420316813,2.165024983040717,4.090166923558938
B,2020-01,785634,Base,49,0.01595003030463669,2.1764679853987294,4.111785052734156
B,2020-01,785634,Base,50,0.015780346384101696,2.185198055880088,4.128277908845701
B,2020-01,785634,Base,51,0.015471980004690798,2.1924270455112023,4.141934921818552
B,2020-01,785634,Base,52,0.01525608960013589,2.1972684027923934,4.151081217852905
B,2020-01,785634,Base,53,0.015017601759132328,2.199030807317383,4.154410753886212
B,2020-01,785634,Base,54,0.01495130313891045,2.1990238124237607,4.154397539127605
B,2020-01,785634,Base,55,0.014806817709318866,2.1967713910489954,4.150142262871142
B,2020-01,785634,Base,56,0.014730323264007377,2.205368211816488,4.166383383517047
B,2020-01,785634,Base,57,0.014558950905322623,2.2114631348975062,4.177897917059568
B,2020-01,785634,Base,58,0.014440741295782607,2.219769935402774,4.193591131194921
B,2020-01,785634,Base,59,0.014285869125777886,2.2288793340684303,4.2108006144145795
B,2020-01,785634,Base,60,0.014196961157775032,2.2393422378529984,4.230567140583675
B,2020-01,785634,Base,61,0.01410570226997847,2.2517968095322054,4.254096327326749
B,2020-01,785634,Base,62,0.013926179346312583,2.2678303367543493,4.284386879734089
B,2020-01,785634,Base,63,0.013825040435229278,2.284538890674609,4.315952693117529
B,2020-01,785634,Base,64,0.013682531385055386,2.2989737304835467,4.343223003989631
B,2020-01,785634,Base,65,0.013629626135360505,2.3116306408973712,4.367134449231416
B,2020-01,785634,Base,66,0.013495478630409119,2.3246243229853216,4.391682123788377
B,2020-01,785634,Base,67,0.013428250241879778,2.3355311525361095,4.4122873148688395
B,2020-01,785634,Base,68,0.013288276913677061,2.342126191321106,4.424746667397924
B,2020-01,785634,Base,69,0.013192938475147522,2.346197562030615,4.432438304187349
B,2020-01,785634,Base,70,0.013112689642599238,2.3480979569488394,4.436028531781538
B,2020-01,785634,Base,71,0.013019414574699356,2.3443523741054286,4.42895237368841
B,2020-01,785634,Base,72,0.01294593388296043,2.335337520526864,4.411921505122641
B,2020-01,785634,Base,73,0.012826183942030537,2.3234725866730215,4.389506262629207
B,2020-01,785634,Base,74,0.01273563701779256,2.3080242455678515,4.360321244300467
B,2020-01,785634,Base,75,0.012661450019555893,2.2886066473633684,4.323637502296073
B,2020-01,785634,Base,76,0.012573215327418882,2.267115635214453,4.283036665015276
B,2020-01,785634,Base,77,0.012491520766169753,2.2430491735494167,4.237570286455902
B,2020-01,785634,Base,78,0.01238924225711297,2.2161940906529938,4.186835642443567
B,2020-01,785634,Base,79,0.012306172418716923,2.189523409222897,4.136449369828389
B,2020-01,785634,Base,80,0.01223867986826705,2.1627583461200617,4.085884791281849
B,2020-01,785634,Base,81,0.012147234442495625,2.133251210192875,4.030139886570019
B,2020-01,785634,Base,82,0.012055882406764045,2.1031962941097726,3.973360115151033
B,2020-01,785634,Base,83,0.011961175406133947,2.07294075293597,3.916201322650792
B,2020-01,785634,Base,84,0.011869844700410343,2.0408337720449627,3.855544788761147
B,2020-01,785634,Base,85,0.011791642404604948,2.008023554690619,3.793559699984464
B,2020-01,785634,Base,86,0.011702075002950603,1.9739952920657446,3.7292734791118707
B,2020-01,785634,Base,87,0.011606572064201293,1.9358212932415837,3.657155130107293
B,2020-01,785634,Base,88,0.01153093959083256,1.892799589979111,3.5758784940140713
B,2020-01,785634,Base,89,0.011464591583222876,1.8453654761836036,3.4862659284249995
B,2020-01,785634,Base,90,0.011372172676440083,1.792804505033665,3.386967699835657
B,2020-01,785634,Base,91,0.01129267108536283,1.7373437260747469,3.282191152022345
B,2020-01,785634,Base,92,0.011224019685417846,1.6791370293922387,3.1722270142570372
B,2020-01,785634,Base,93,0.011144921011239251,1.655610756254855,3.1277811602946537
B,2020-01,785634,Base,94,0.011054317210801731,1.6304984784152605,3.0803390249847538
B,2020-01,785634,Base,95,0.010988339997707208,1.601379344485885,3.025327133956439
B,2020-01,785634,Base,96,0.010911239795640121,1.5677658422008516,2.9618244786484516
B,2020-01,785634,Base,97,0.010820944984338974,1.5317300958303612,2.8937457178836077
B,2020-01,785634,Base,98,0.010758595367456545,1.4907068175090006,2.816244507781948
B,2020-01,785634,Base,99,0.010665629348452938,1.4468943524146625,2.733473963805702
B,2020-01,785634,Base,100,0.010610688681569605,1.4027974545015627,2.650166069121549
B,2020-01,785634,Stacking,1,0.09145166114108112,0.5377213722100715,1.0158636449614566
B,2020-01,785634,Stacking,2,0.08168372446846003,0.5575516057006795,1.0533269378772827
B,2020-01,785634,Stacking,3,0.07817416339731906,0.5825788429685216,1.1006084144712476
B,2020-01,785634,Stacking,4,0.07617729055220958,0.6020128474099116,1.137323151151483
B,2020-01,785634,Stacking,5,0.0718948840995371,0.6083111001507083,1.1492218152493174
B,2020-01,785634,Stacking,6,0.06531955993626755,0.6029864041950083,1.1391623954058454
B,2020-01,785634,Stacking,7,0.05845017384772812,0.5916698707956158,1.117783191488052
B,2020-01,785634,Stacking,8,0.05293567046254528,0.5801885095292022,1.0960925946325086
B,2020-01,785634,Stacking,9,0.049276066549690446,0.5729463342340181,1.0824106712925872
B,2020-01,785634,Stacking,10,0.04672600500343984,0.5728776190948053,1.082280854596818
B,2020-01,785634,Stacking,11,0.044104534888392465,0.5816204176859907,1.098797756663593
B,2020-01,785634,Stacking,12,0.040938749762775645,0.6000001953816884,1.1335208473356118
B,2020-01,785634,Stacking,13,0.038362530456309385,0.6276556001324138,1.1857674600329788
B,2020-01,785634,Stacking,14,0.03735639108627187,0.6602363144075377,1.2473189714094781
B,2020-01,785634,Stacking,15,0.036773804410050986,0.6880640273221612,1.2998911088274168
B,2020-01,785634,Stacking,16,0.03496671463427153,0.7038200620347701,1.329657422164572
B,2020-01,785634,Stacking,17,0.0321696850733006,0.707904326269968,1.3373734174130054
B,2020-01,785634,Stacking,18,0.029849894686377672,0.7064346760423431,1.3345969530316153
B,2020-01,785634,Stacking,19,0.02840796642341454,0.7072656975742564,1.3361669195720582
B,2020-01,785634,Stacking,20,0.026978033897120574,0.7167780860604813,1.354137731481931
B,2020-01,785634,Stacking,21,0.025055104321750125,0.7368483844854012,1.3920545552629988
B,2020-01,785634,Stacking,22,0.023249362457293865,0.765339779908994,1.4458805222058597
B,2020-01,785634,Stacking,23,0.021987955274240148,0.7969221450245458,1.5055459515543774
B,2020-01,785634,Stacking,24,0.02097507638548864,0.8252045471370731,1.5589770881673988
B,2020-01,785634,Stacking,25,0.019709986462327536,0.8460996038169696,1.5984520459011287
B,2020-01,785634,Stacking,26,0.018504015739641885,0.861285375063211,1.6271410170431033
B,2020-01,785634,Stacking,27,0.01786303014855262,0.8777558241299913,1.6582570025475716
