Month,Method,N,MAPE,MSE
2024-01,Original,24,2.32446631353885,0.1234084729531741
2024-02,Original,23,4.247063826200066,0.391798282058161
2024-03,Original,21,10.095566681594628,2.723000228611608
2024-04,Original,24,9.494642209271458,3.278342651829296
2024-05,Original,25,4.302012317570811,0.8728505029424893
2024-06,Original,20,2.9490559326708916,0.35272701411982266
2024-07,Original,23,2.4126301706180073,0.2509934148875638
2024-08,Original,22,2.5424817999011906,0.22581636350893508
2024-09,Original,24,5.1383186946353,0.8372357471440398
2024-10,Original,24,4.908651429218699,1.2286359903532231
2024-11,Original,21,3.8700136675902503,0.6688943891624469
2024-12,Original,22,5.152559101845928,0.8741943040713647
2024-01,Features_only,24,2.8443108495451823,0.1527903636421433
2024-02,Features_only,23,2.439594090514869,0.1323704035351
2024-03,Features_only,21,8.436580207463763,2.110088837665041
2024-04,Features_only,24,6.490189031483548,1.6429154356248017
2024-05,Features_only,25,3.9435170942415576,0.7926543428754114
2024-06,Features_only,20,3.0761585750026716,0.35565463264474817
2024-07,Features_only,23,2.0948470260171894,0.1968630246739236
2024-08,Features_only,22,2.1702235024182444,0.16540753130336086
2024-09,Features_only,24,5.76992464995881,0.9789431999519218
2024-10,Features_only,24,4.986517789290417,1.2032064192883782
2024-11,Features_only,21,3.3162036847105774,0.3956032332761996
2024-12,Features_only,22,8.18555089695255,1.9785578183924202
2024-01,Triggers_only,24,2.32446631353885,0.1234084729531741
2024-02,Triggers_only,23,4.247063826200066,0.391798282058161
2024-03,Triggers_only,21,10.095566681594628,2.723000228611608
2024-04,Triggers_only,24,9.494642209271458,3.278342651829296
2024-05,Triggers_only,25,4.302012317570811,0.8728505029424893
2024-06,Triggers_only,20,2.9490559326708916,0.35272701411982266
2024-07,Triggers_only,23,2.4126301706180073,0.2509934148875638
2024-08,Triggers_only,22,2.5424817999011906,0.22581636350893508
2024-09,Triggers_only,24,5.112867129259504,0.8344781023990849
2024-10,Triggers_only,24,4.9866623593900465,1.1661020773202806
2024-11,Triggers_only,21,3.8125872988347504,0.6558625538537023
2024-12,Triggers_only,22,5.152559101845928,0.8741943040713647
2024-01,Features_and_triggers,24,2.8443108495451823,0.1527903636421433
2024-02,Features_and_triggers,23,2.439594090514869,0.1323704035351
2024-03,Features_and_triggers,21,8.436580207463763,2.110088837665041
2024-04,Features_and_triggers,24,6.490189031483548,1.6429154356248017
2024-05,Features_and_triggers,25,3.9435170942415576,0.7926543428754114
2024-06,Features_and_triggers,20,3.0761585750026716,0.35565463264474817
2024-07,Features_and_triggers,23,2.0948470260171894,0.1968630246739236
2024-08,Features_and_triggers,22,2.1702235024182444,0.16540753130336086
2024-09,Features_and_triggers,24,5.812325604722002,0.996035397538317
2024-10,Features_and_triggers,24,4.23961588340801,0.8283311441784017
2024-11,Features_and_triggers,21,3.2330365762483027,0.38011682433059835
2024-12,Features_and_triggers,22,8.18555089695255,1.9785578183924202
