Year,A_base,B_time,C_returns,D_both,T_time_only
2021,10.582936038071912,7.4763078469123165,6.2729393168847745,8.28466838386384,15.649071494860095
2022,32.53104694210024,36.8501592736746,30.115708955774334,40.32119796964679,42.57171012979586
2023,15.822199629461181,11.264353441032554,12.977053066363366,14.330181772574981,5.857779943647983
2024,7.348743941091722,9.659978312358708,8.68820287604648,9.037963434518973,15.9121631632581
2025,17.07012489619199,16.85537817741176,17.868065596692944,17.01824694356285,17.002798327700145
2026,9.214638044106072,8.980259618944036,7.360915279559023,8.262004357035018,26.764440956413793
