评价段,模型,样本数,MSE,RMSE,MAE,R²
Test (final),base,267,0.09838330732445426,0.31366113454563394,0.23370701493395402,-0.2181041525914531
Test (final),time,267,0.1203263604774149,0.34688090243974934,0.25517428444565904,-0.4897856491080128
Train (final),base,1247,0.5745580080269057,0.7579960475008466,0.5546452726319778,0.17986963379837329
Train (final),time,1247,0.6409289637198794,0.8005803917907803,0.5936109470116585,0.08513100786822803
Validation (internal best),base,68,0.020853531801359106,0.14440751989200254,0.12679780721664424,0.07994940123137573
Validation (internal best),time,68,0.02240591237532329,0.1496860460274213,0.12466382657780366,0.011458908100641763
