Seed,Model,Epoch,Train_MSE,Train_MSE_standardized
42,Base,116,0.01683560162135314,0.03180269817214433
42,Base,117,0.016763856528611648,0.03166717064060092
42,Base,118,0.01669573985058199,0.03153849723761907
42,Base,119,0.016629313622677146,0.03141301711969489
42,Base,120,0.01656331374681294,0.03128834238702326
42,Base,121,0.016500299347190658,0.031169307262721872
42,Base,122,0.016438935439922298,0.031053389942663413
42,Base,123,0.01637924746908268,0.03094063849107807
42,Base,124,0.016319548952648692,0.03082786711871043
42,Base,125,0.016259966516911757,0.030715315024480567
42,Base,126,0.016200031850107398,0.03060209756060274
42,Base,127,0.016140064537019803,0.030488818427417477
42,Base,128,0.016081103942743254,0.03037744100081877
42,Base,129,0.01602190714487758,0.03026561738217887
42,Base,130,0.015963875305871775,0.030155994387896602
42,Base,131,0.01590599558106671,0.030046658739568625
42,Base,132,0.01584982971128584,0.029940560588496225
42,Base,133,0.015793565194106844,0.029834276091043194
42,Base,134,0.0157380056822991,0.029729323359067618
42,Base,135,0.015684761237908976,0.029628743823369
42,Base,136,0.015634592795700484,0.029533974900867312
42,Base,137,0.015585610363873926,0.029441446369356927
42,Base,138,0.015536837456894933,0.029349313633353975
42,Base,139,0.015491087290171415,0.029262890897988943
42,Base,140,0.015444045988084435,0.029174029189001995
42,Base,141,0.015397264611772616,0.029085658483613285
42,Base,142,0.01535135487053824,0.02899893430965883
42,Base,143,0.015307272863341959,0.028915662752086006
42,Base,144,0.015262929218311853,0.02883189695681104
42,Base,145,0.015219984126124611,0.028750773048350678
42,Base,146,0.015178542623287019,0.028672489442205448
42,Base,147,0.01513629897842413,0.02859269057801982
42,Base,148,0.015094284858734146,0.028513325290249275
42,Base,149,0.015052351722147394,0.02843411298074747
42,Base,150,0.015011687090633235,0.028357296895916498
42,Base,151,0.014971109201597135,0.02828064466889771
42,Base,152,0.014932363316556296,0.02820745312427221
42,Base,153,0.014894244150387701,0.028135445460780336
42,Base,154,0.014856492291625438,0.028064131646361557
42,Base,155,0.014818516107805749,0.027992394078622036
42,Base,156,0.014781651717034418,0.027922756704243108
42,Base,157,0.014744521854900477,0.027852617850569986
42,Base,158,0.014708017026712376,0.027783659695179822
42,Base,159,0.014671007125011683,0.02771374744852301
42,Base,160,0.014634260242849062,0.027644332049627914
42,Base,161,0.014599031576573433,0.027577784582791323
42,Base,162,0.01456284815378015,0.027509433566901855
42,Base,163,0.01452628679620601,0.02744036862667308
42,Base,164,0.014491601495273936,0.02737484758493296
42,Base,165,0.014456841008489497,0.027309184516015942
42,Base,166,0.014422166569492665,0.027243683992630663
42,Base,167,0.014389888485541853,0.027182710219043577
42,Base,168,0.014356832632440409,0.02712026722813349
42,Base,169,0.014326246950995006,0.027062490427679636
42,Base,170,0.014293416361095886,0.027000472962259756
42,Base,171,0.01426282627392348,0.02694268783932303
42,Base,172,0.014231459504978002,0.026883435553135455
42,Base,173,0.014202834397370395,0.026829362305391503
42,Base,174,0.01417227295867904,0.0267716312998553
42,Base,175,0.014143530003725063,0.02671733543674712
42,Base,176,0.014113886754749482,0.026661338905039193
42,Base,177,0.014086281719487857,0.026609192588904974
42,Base,178,0.014059047034498773,0.026557745869862707
42,Base,179,0.01403243922602592,0.026507483329745868
42,Base,180,0.014005562023182833,0.026456711899715945
42,Base,181,0.013980110892900438,0.026408634341650878
42,Base,182,0.013953145619897559,0.026357696545798524
42,Base,183,0.013927452724923161,0.02630916229068744
42,Base,184,0.013901756744560843,0.026260622207233356
42,Base,185,0.013876386030016162,0.02621269655567525
42,Base,186,0.013852324244021738,0.02616724348932965
42,Base,187,0.013826940802305562,0.026119293795958082
42,Base,188,0.013802697004318435,0.02607349690629106
42,Base,189,0.013778714374713298,0.026028193367524786
42,Base,190,0.013754728545096294,0.025982883783889205
42,Base,191,0.013731035330523039,0.025938126954359254
42,Base,192,0.013707165756924284,0.02589303698004576
42,Base,193,0.01368493098165188,0.02585103516372713
42,Base,194,0.013662283671924486,0.02580825406377773
42,Base,195,0.013639899994709204,0.02576597096950699
42,Base,196,0.013618414033981664,0.025725383674836757
42,Base,197,0.013595800558928733,0.025682666489083232
42,Base,198,0.013574074592961895,0.025641625820998923
42,Base,199,0.013551733715599076,0.025599423576276675
42,Base,200,0.013530304547715083,0.025558943564120147
42,Stacking,1,0.49597315618229854,0.936900560033784
42,Stacking,2,0.4634516076228939,0.8754668782333261
42,Stacking,3,0.43021960977286444,0.8126911473119329
42,Stacking,4,0.39418818069481837,0.7446272497778677
42,Stacking,5,0.35458196774860995,0.6698105331318542
42,Stacking,6,0.31133180805342003,0.5881103476785104
42,Stacking,7,0.2649494404175754,0.5004933755258014
42,Stacking,8,0.21652487048307395,0.40901865330443615
42,Stacking,9,0.1686590228102925,0.3185993656229927
42,Stacking,10,0.12509513464855251,0.23630654249894953
42,Stacking,11,0.09130768257008495,0.17248155040039392
42,Stacking,12,0.07362892085712773,0.13908611045951635
42,Stacking,13,0.07410720149544509,0.13998958959403657
42,Stacking,14,0.08482500810028974,0.16023568332964575
42,Stacking,15,0.09187087534483439,0.1735454298049393
42,Stacking,16,0.08739683064098118,0.16509389379657607
42,Stacking,17,0.07350425616177578,0.13885061702315635
42,Stacking,18,0.05692943186769843,0.10754053104367473
42,Stacking,19,0.04326015050229396,0.0817190582343689
42,Stacking,20,0.03481592011134983,0.06576778328387145
42,Stacking,21,0.0314037273629246,0.05932210117972189
42,Stacking,22,0.03162067501140237,0.05973191846685372
42,Stacking,23,0.033677624597136475,0.06361752637690601
42,Stacking,24,0.03594946196951299,0.06790906046489786
42,Stacking,25,0.03726802315947094,0.07039984187496343
42,Stacking,26,0.0370817030061638,0.07004788037502516
42,Stacking,27,0.03544816759524146,0.06696210804591624
42,Stacking,28,0.03285856808966487,0.062070316631813664
42,Stacking,29,0.030046502606252832,0.056758283725556864
42,Stacking,30,0.027731084595387586,0.052384425172827834
42,Stacking,31,0.026349948065509672,0.049775438028672556
42,Stacking,32,0.025889222874684724,0.04890512139172354
42,Stacking,33,0.025971010720862647,0.04905961983167517
42,Stacking,34,0.026093102298538676,0.049290252611038816
42,Stacking,35,0.025835478446138073,0.04880359737862646
42,Stacking,36,0.024975712043685427,0.04717948604535091
42,Stacking,37,0.023562816639429007,0.04451050592209914
42,Stacking,38,0.021913741969952355,0.04139537970586836
42,Stacking,39,0.020429469303618684,0.038591566888588134
42,Stacking,40,0.01938221777127832,0.036613293397542
42,Stacking,41,0.018855074506855873,0.03561751204627488
42,Stacking,42,0.018757364749695124,0.03543293688315653
42,Stacking,43,0.018891541649577105,0.03568639901326588
42,Stacking,44,0.01904875295903103,0.03598337348060357
42,Stacking,45,0.019067813566425566,0.036019379247286556
42,Stacking,46,0.01888722895474189,0.0356782522695238
42,Stacking,47,0.018538974109232203,0.03502039376301912
42,Stacking,48,0.018123862647707455,0.03423624212914313
42,Stacking,49,0.017748288050737145,0.03352677621178487
42,Stacking,50,0.01747282964293488,0.03300643124287067
42,Stacking,51,0.017296909110712532,0.03267411477955792
42,Stacking,52,0.01717361709861808,0.03244121436198669
42,Stacking,53,0.01703599935197705,0.032181252421927216
42,Stacking,54,0.016829812369655837,0.03179176219085225
42,Stacking,55,0.01654081570248439,0.03124584325159961
42,Stacking,56,0.016200619340725912,0.030603207338990218
42,Stacking,57,0.015876972141697872,0.02999183303729054
42,Stacking,58,0.01563298899112902,0.029530945290529614
42,Stacking,59,0.015492493931353234,0.02926554806379436
42,Stacking,60,0.015441009904363999,0.029168293982363227
42,Stacking,61,0.0154378625766047,0.029162348634104877
42,Stacking,62,0.015435092827166253,0.02915711653682766
42,Stacking,63,0.015392936775506549,0.02907748313748644
42,Stacking,64,0.015295005182842656,0.028892488923851867
42,Stacking,65,0.015154658877188944,0.02862737269583306
42,Stacking,66,0.01500092858401499,0.028336973919259156
42,Stacking,67,0.014869060615262244,0.028087873393888074
42,Stacking,68,0.014770588735928134,0.027901858570816084
42,Stacking,69,0.014700553500564192,0.02776956098491517
42,Stacking,70,0.014647919745283247,0.027670135049892845
42,Stacking,71,0.014597742424763697,0.027575349356131464
42,Stacking,72,0.014535197190277571,0.02745720049164744
42,Stacking,73,0.014460230832803317,0.027315587943819334
42,Stacking,74,0.014386133483862917,0.02717561696584616
42,Stacking,75,0.01432124625062193,0.027053044031394486
42,Stacking,76,0.014271171206543,0.026958451539328198
42,Stacking,77,0.014231468109969211,0.02688345180808995
42,Stacking,78,0.01419461195717711,0.026813829995374506
42,Stacking,79,0.014152520550246744,0.02673431871087431
42,Stacking,80,0.014102428252719847,0.026639693626791982
42,Stacking,81,0.014048935529632886,0.026538645088996754
42,Stacking,82,0.013998104454675631,0.02644262444352241
42,Stacking,83,0.013952408692399991,0.026356304478956663
42,Stacking,84,0.013912943699341245,0.026281754528747505
42,Stacking,85,0.013877205464583655,0.02621424447958126
42,Stacking,86,0.0138397082920971,0.026143411771269474
42,Stacking,87,0.013800739411972882,0.026069798985663695
42,Stacking,88,0.013761235369288255,0.025995175270139014
42,Stacking,89,0.013722301851776742,0.02592162928502684
42,Stacking,90,0.013686900761729614,0.025854756107159184
42,Stacking,91,0.013655633102318428,0.025795691040334242
42,Stacking,92,0.013628681820765586,0.02574477967453604
42,Stacking,93,0.013601074042371788,0.025692628176584947
42,Stacking,94,0.013570943964989042,0.025635712018881887
42,Stacking,95,0.013537692193859132,0.025572898935945044
42,Stacking,96,0.013502851594835169,0.025507084533833598
42,Stacking,97,0.013468734946145214,0.025442637684511885
42,Stacking,98,0.013437920840261883,0.02538442938694745
42,Stacking,99,0.013411070385882646,0.02533370848515771
42,Stacking,100,0.013385977571173453,0.025286307790461187
42,Stacking,101,0.013360870124461065,0.025238879455696216
42,Stacking,102,0.013335091714558298,0.025190183661632302
42,Stacking,103,0.013308460249790039,0.02513987643442678
42,Stacking,104,0.013281655198904107,0.02508924130050124
42,Stacking,105,0.013255711059322788,0.025040232440645932
42,Stacking,106,0.013230798834474913,0.024993172882843813
42,Stacking,107,0.01320728830380571,0.02494876114588567
42,Stacking,108,0.013184188472769193,0.024905125226552076
42,Stacking,109,0.013161155702195742,0.02486161598541592
42,Stacking,110,0.01313849273330197,0.024818805305071762
42,Stacking,111,0.013116471122519416,0.024777206159598178
42,Stacking,112,0.01309405650928678,0.024734864626737317
42,Stacking,113,0.013072196065723551,0.024693569928502787
42,Stacking,114,0.01305118994471821,0.02465388905809937
42,Stacking,115,0.013030734688337611,0.024615248779044484
42,Stacking,116,0.013010506234864048,0.024577036934004565
42,Stacking,117,0.012990357415643108,0.02453897551923481
42,Stacking,118,0.012970248733307616,0.024500989923629837
42,Stacking,119,0.012949718230425547,0.024462207502831006
42,Stacking,120,0.012929237237964393,0.02442351860794281
42,Stacking,121,0.012908692998025181,0.024384710237641733
42,Stacking,122,0.012888415567762958,0.024346405874730328
42,Stacking,123,0.012868606746449279,0.024308986720989727
42,Stacking,124,0.012849135100396014,0.02427220449625703
42,Stacking,125,0.012829494311619977,0.02423510275844239
42,Stacking,126,0.012810104206558677,0.02419847456583842
42,Stacking,127,0.012790723603485514,0.024161864322629276
42,Stacking,128,0.01277146861265131,0.024125491362780256
42,Stacking,129,0.012752626745478043,0.02408989879958067
42,Stacking,130,0.012734175895139751,0.024055044872912327
42,Stacking,131,0.012715822796359891,0.024020375600370316
42,Stacking,132,0.012698304937645396,0.02398728410855141
42,Stacking,133,0.01268078304360236,0.02395418499393776
42,Stacking,134,0.012663342504641465,0.023921239560266448
42,Stacking,135,0.012646299060789066,0.023889044245074133
42,Stacking,136,0.012629855294967421,0.02385798173046961
42,Stacking,137,0.01261375060899489,0.02382755974266895
42,Stacking,138,0.012597926978426153,0.023797668672644653
42,Stacking,139,0.012582150193234703,0.023767866094224523
42,Stacking,140,0.012566340160467577,0.02373800071064673
42,Stacking,141,0.01255107721819383,0.02370916878902801
42,Stacking,142,0.01253632121001375,0.023681294473340855
42,Stacking,143,0.012521764539616738,0.023653796709647016
42,Stacking,144,0.0125073572885176,0.02362658120119646
42,Stacking,145,0.012493813175391376,0.023600996173025184
42,Stacking,146,0.012480405236283635,0.02357566837957032
42,Stacking,147,0.012467327561236325,0.023550964459765313
42,Stacking,148,0.012454236196156987,0.023526234679289187
42,Stacking,149,0.012441084271603443,0.02350139050107885
42,Stacking,150,0.012427919065454155,0.02347652123373952
42,Stacking,151,0.012414822468383086,0.02345178156995435
42,Stacking,152,0.01240193503079052,0.023427437011489097
42,Stacking,153,0.01238929397869121,0.023403557878831145
42,Stacking,154,0.01237667997415504,0.02337972983941632
42,Stacking,155,0.012364082031617131,0.023355932141351586
42,Stacking,156,0.012351607413079639,0.02333236740413083
42,Stacking,157,0.012339628157276152,0.02330973841437367
42,Stacking,158,0.012327358724831728,0.023286561276689526
42,Stacking,159,0.012315463172680459,0.023264090404358003
42,Stacking,160,0.012303555224848989,0.023241596116404934
42,Stacking,161,0.01229199880210004,0.023219765864484
42,Stacking,162,0.012280534086454374,0.023198108848625058
42,Stacking,163,0.012269160161489524,0.02317662333769262
42,Stacking,164,0.012258190994954598,0.02315590242136565
42,Stacking,165,0.012247459540577226,0.02313563054678774
42,Stacking,166,0.012237016857997529,0.023115904166367312
42,Stacking,167,0.01222678674118049,0.02309657932578749
42,Stacking,168,0.012216512793196622,0.02307717168749122
42,Stacking,169,0.012206291007302911,0.023057862584147645
42,Stacking,170,0.012195762930210605,0.023037974892241526
42,Stacking,171,0.012185380032570997,0.023018361446449014
42,Stacking,172,0.012174979858156803,0.022998715364576136
42,Stacking,173,0.012164494320639636,0.02297890803055083
42,Stacking,174,0.012154247927373428,0.022959552443520007
42,Stacking,175,0.012143931745386203,0.0229400650245725
42,Stacking,176,0.012133710453838386,0.022920756855055565
42,Stacking,177,0.012123840922058279,0.02290211316489453
42,Stacking,178,0.01211387689902389,0.022883290979369475
42,Stacking,179,0.012104341543368275,0.022865278552804635
42,Stacking,180,0.012095317666939685,0.022848232317994873
42,Stacking,181,0.01208589453816473,0.022830431889652173
42,Stacking,182,0.012076970364810344,0.022813573995410636
42,Stacking,183,0.012068177571981841,0.022796964280907748
42,Stacking,184,0.012059385483200761,0.022780355896360755
42,Stacking,185,0.012050820242340892,0.02276417603086117
42,Stacking,186,0.012042493116561699,0.022748445968238322
42,Stacking,187,0.01203411218213999,0.02273261426030125
42,Stacking,188,0.012025867641121707,0.022717040201501965
42,Stacking,189,0.0120176233371839,0.02270146659055117
42,Stacking,190,0.012009519525598875,0.02268615837171356
42,Stacking,191,0.012001498116373263,0.02267100581214041
42,Stacking,192,0.01199331418129991,0.02265554623885922
42,Stacking,193,0.011985295517246591,0.022640398864956758
42,Stacking,194,0.01197725976622967,0.022625219213529658
42,Stacking,195,0.01196936243240168,0.02261030103420082
42,Stacking,196,0.011961444015368848,0.02259534302838908
42,Stacking,197,0.011953262914521392,0.02257988880900214
42,Stacking,198,0.011945676372349138,0.022565557719665338
42,Stacking,199,0.011937252123197874,0.022549644189569402
42,Stacking,200,0.011929633297515129,0.022535252116208198
42,DirectReturns,1,0.5046685812987113,0.9533263455017067
42,DirectReturns,2,0.4623457128417569,0.8733778267859432
42,DirectReturns,3,0.42231790836524974,0.7977647175611807
42,DirectReturns,4,0.3818508359006696,0.721321824669902
42,DirectReturns,5,0.3401685739433409,0.6425834210193982
42,DirectReturns,6,0.2986247098613004,0.5641064529834007
42,DirectReturns,7,0.2596656477731679,0.49051221379166066
42,DirectReturns,8,0.22621011895923326,0.4273142296038211
42,DirectReturns,9,0.2007033292392894,0.3791315300455899
42,DirectReturns,10,0.18303331397727712,0.3457526122787181
42,DirectReturns,11,0.16898080181129269,0.3192072108712411
42,DirectReturns,12,0.15404279684189323,0.2909891005820752
42,DirectReturns,13,0.13816476081112392,0.26099525784273847
42,DirectReturns,14,0.12430209658101295,0.2348084819681638
42,DirectReturns,15,0.11554070446787507,0.21825808387674503
42,DirectReturns,16,0.11207618884730708,0.21171356310037687
42,DirectReturns,17,0.11048445921959966,0.20870676250838413
42,DirectReturns,18,0.1069690349982473,0.20206607463911813
42,DirectReturns,19,0.10044848703335355,0.1897486639811295
42,DirectReturns,20,0.09203712884164332,0.1738594850966951
42,DirectReturns,21,0.08368071479077419,0.15807409649946258
42,DirectReturns,22,0.07715813581176438,0.14575284922604617
42,DirectReturns,23,0.07307938717742195,0.1380480332856692
42,DirectReturns,24,0.07060142942218037,0.133367134773951
42,DirectReturns,25,0.06835758058376348,0.1291284714367537
42,DirectReturns,26,0.06577203633849729,0.12424434046880341
42,DirectReturns,27,0.06327754858625367,0.1195322165505173
42,DirectReturns,28,0.06132523671624499,0.11584427081883453
42,DirectReturns,29,0.05974311818882549,0.112855625736127
42,DirectReturns,30,0.0579757527246377,0.10951704647525005
42,DirectReturns,31,0.05557383541282887,0.10497978947547525
42,DirectReturns,32,0.052542960932663,0.0992544231679169
42,DirectReturns,33,0.04924349841220153,0.09302169011634301
42,DirectReturns,34,0.046192869641663734,0.08725900766479212
42,DirectReturns,35,0.043733043557849884,0.08261236014610297
42,DirectReturns,36,0.04189747991122874,0.07914495351923122
42,DirectReturns,37,0.0404287011179069,0.076370408855118
42,DirectReturns,38,0.03904542581195168,0.07375738153161102
42,DirectReturns,39,0.03785473428238305,0.07150814778382669
42,DirectReturns,40,0.03710706597582941,0.07009579139639321
42,DirectReturns,41,0.036773417397336416,0.06946552434232373
42,DirectReturns,42,0.036446673631397634,0.06884830058035248
42,DirectReturns,43,0.035803839632186335,0.06763397773573374
42,DirectReturns,44,0.03493536438584303,0.06599341526872907
42,DirectReturns,45,0.03414143254107371,0.06449366637965889
42,DirectReturns,46,0.03355460215621497,0.06338513518323077
42,DirectReturns,47,0.033111569858510825,0.06254824068065915
42,DirectReturns,48,0.03270917037495472,0.061788102159447626
42,DirectReturns,49,0.03231034632153371,0.06103471767815577
42,DirectReturns,50,0.031951518288365725,0.060356886265224736
42,DirectReturns,51,0.031679131335758115,0.059842343320182435
42,DirectReturns,52,0.03142456278129294,0.05936145959034254
42,DirectReturns,53,0.031043959478012532,0.058642494373073686
42,DirectReturns,54,0.030535080096830012,0.057681213764886274
42,DirectReturns,55,0.030039957056069204,0.0567459190853413
42,DirectReturns,56,0.02963866610486122,0.05598787459797986
42,DirectReturns,57,0.029269794911423508,0.05529107150812655
42,DirectReturns,58,0.02887192196544966,0.054539483682739934
42,DirectReturns,59,0.028459854099033528,0.053761081444625054
42,DirectReturns,60,0.028089659891454715,0.05306177916167172
42,DirectReturns,61,0.027777195828622984,0.05247152996812489
42,DirectReturns,62,0.027490270752014302,0.05192952429380246
42,DirectReturns,63,0.027179248675008996,0.05134199903261264
42,DirectReturns,64,0.026842612797528212,0.050706088926979254
42,DirectReturns,65,0.026520956236284615,0.05009847496922526
42,DirectReturns,66,0.026230972783799933,0.04955069197805553
42,DirectReturns,67,0.025944747350231476,0.049010007939688675
42,DirectReturns,68,0.025651984406613513,0.04845697444903744
42,DirectReturns,69,0.025368580583237498,0.047921620473672065
42,DirectReturns,70,0.025097831911377533,0.04741017226496948
42,DirectReturns,71,0.024833324494924702,0.04691051387919051
42,DirectReturns,72,0.024566695134176225,0.046406847109542036
42,DirectReturns,73,0.024289671637563997,0.045883545664930955
42,DirectReturns,74,0.024023807942622225,0.045381325249211436
42,DirectReturns,75,0.02378532233696779,0.04493082244535503
42,DirectReturns,76,0.023555795681451084,0.04449724322959352
42,DirectReturns,77,0.023322527572635504,0.04405659635372306
42,DirectReturns,78,0.023090680950787226,0.043618634687564356
42,DirectReturns,79,0.02287120549930101,0.043204042343507075
42,DirectReturns,80,0.022661757945761533,0.04280839284562031
42,DirectReturns,81,0.0224583628495669,0.04242417652835084
42,DirectReturns,82,0.022262081489359296,0.042053398162605775
42,DirectReturns,83,0.022074385488262318,0.04169883766603079
42,DirectReturns,84,0.021891299656500968,0.04135298584688835
42,DirectReturns,85,0.02170801409686383,0.04100675673886175
42,DirectReturns,86,0.021522489957432087,0.04065629892079891
42,DirectReturns,87,0.021343725585480387,0.040318610402563716
42,DirectReturns,88,0.02117159425927793,0.03999345180494968
42,DirectReturns,89,0.021001078467421108,0.03967134497538865
42,DirectReturns,90,0.020830692085602894,0.03934948260328692
42,DirectReturns,91,0.02066894092546419,0.03904393229147859
42,DirectReturns,92,0.02051584128786622,0.03875472483252936
42,DirectReturns,93,0.020367157023474445,0.038473858078269654
42,DirectReturns,94,0.020217458158671736,0.03819107472896571
42,DirectReturns,95,0.02006710920735188,0.03790706335670448
42,DirectReturns,96,0.01991586733148784,0.037621365236894355
42,DirectReturns,97,0.01976438615605162,0.03733521507668568
42,DirectReturns,98,0.01961408190085117,0.037051288136048986
42,DirectReturns,99,0.01946563295958953,0.03677086591063053
42,DirectReturns,100,0.019320403671656983,0.036496525657531635
42,DirectReturns,101,0.019178446767092905,0.03622836698456938
42,DirectReturns,102,0.019036421315686926,0.03596007882561828
42,DirectReturns,103,0.018897618640126353,0.03569787853746582
42,DirectReturns,104,0.01876204125252833,0.03544177086553807
42,DirectReturns,105,0.018629811193627128,0.03519198634657047
42,DirectReturns,106,0.018501183455965436,0.034949006665212834
42,DirectReturns,107,0.018373170505937928,0.03470718832670528
42,DirectReturns,108,0.01824723623250417,0.03446929663874431
42,DirectReturns,109,0.018123525467159094,0.03423560519014622
42,DirectReturns,110,0.018001457472020647,0.034005016958541655
42,DirectReturns,111,0.017880295153876298,0.033776139564050754
42,DirectReturns,112,0.01776009580996696,0.03354908124200125
42,DirectReturns,113,0.017642166010412543,0.03332631012249615
42,DirectReturns,114,0.017526339534125007,0.03310751221146436
42,DirectReturns,115,0.01741249942945299,0.032892466585522626
42,DirectReturns,116,0.017301378404240238,0.03268255734052492
42,DirectReturns,117,0.017192960556069593,0.03247775443657219
42,DirectReturns,118,0.01708469611868437,0.032273241327841214
42,DirectReturns,119,0.016978770738007198,0.03207314673150835
42,DirectReturns,120,0.016874332271834713,0.031875860938464125
42,DirectReturns,121,0.016769746481547065,0.03167829684800747
42,DirectReturns,122,0.01666450099948457,0.03147948659012098
