日期,数值,曲线,面板,原始值
2016-08-17,-1.9892884468247773,相对MA20偏离,中国10年期利率：相对变化（%）,2.6901
2016-08-18,-2.1745280005840195,相对MA20偏离,中国10年期利率：相对变化（%）,2.6801
2016-08-19,-1.2812849044566255,相对MA20偏离,中国10年期利率：相对变化（%）,2.7001
2016-08-22,-1.7850271730168177,相对MA20偏离,中国10年期利率：相对变化（%）,2.6801
2016-08-23,-0.1889734886707628,相对MA20偏离,中国10年期利率：相对变化（%）,2.7201
2016-08-24,0.3005231601222791,相对MA20偏离,中国10年期利率：相对变化（%）,2.7301
2016-08-25,0.05554349865188879,相对MA20偏离,中国10年期利率：相对变化（%）,2.7201
2016-08-26,-0.798891830009385,相对MA20偏离,中国10年期利率：相对变化（%）,2.6927
2016-08-29,-0.1532896399445871,相对MA20偏离,中国10年期利率：相对变化（%）,2.7064
2016-08-30,1.6045149359781075,相对MA20偏离,中国10年期利率：相对变化（%）,2.7527
2016-08-31,1.2827922659462754,相对MA20偏离,中国10年期利率：相对变化（%）,2.7425
2016-09-01,1.4278298427336633,相对MA20偏离,中国10年期利率：相对变化（%）,2.7452
2016-09-02,1.443196872303587,相对MA20偏离,中国10年期利率：相对变化（%）,2.7452
2016-09-05,1.6258360122676896,相对MA20偏离,中国10年期利率：相对变化（%）,2.7503
2016-09-06,1.9929378713570145,相对MA20偏离,中国10年期利率：相对变化（%）,2.7628
2016-09-07,2.652460261007694,相对MA20偏离,中国10年期利率：相对变化（%）,2.7853
2016-09-08,2.1186877235329638,相对MA20偏离,中国10年期利率：相对变化（%）,2.7753
2016-09-09,1.6599910747243873,相对MA20偏离,中国10年期利率：相对变化（%）,2.7678
2016-09-12,2.2496685200243283,相对MA20偏离,中国10年期利率：相对变化（%）,2.7916
2016-09-13,1.1043088335566553,相对MA20偏离,中国10年期利率：相对变化（%）,2.7654
2016-09-14,0.7052912361675823,相对MA20偏离,中国10年期利率：相对变化（%）,2.7579
2016-09-15,0.825599603333016,相对MA20偏离,中国10年期利率：相对变化（%）,2.7655
2016-09-16,0.7055396240156497,相对MA20偏离,中国10年期利率：相对变化（%）,2.7655
2016-09-18,0.5491938430661758,相对MA20偏离,中国10年期利率：相对变化（%）,2.7655
2016-09-19,0.29374204108028046,相对MA20偏离,中国10年期利率：相对变化（%）,2.7605
2016-09-20,-0.3619602152510115,相对MA20偏离,中国10年期利率：相对变化（%）,2.7431
2016-09-21,-0.10346141978110346,相对MA20偏离,中国10年期利率：相对变化（%）,2.7518
2016-09-22,-0.42414757942114134,相对MA20偏离,中国10年期利率：相对变化（%）,2.7456
2016-09-23,-0.9702508369387797,相对MA20偏离,中国10年期利率：相对变化（%）,2.7318
2016-09-26,-1.4878215557284635,相对MA20偏离,中国10年期利率：相对变化（%）,2.7157
2016-09-27,-1.4847694088868435,相对MA20偏离,中国10年期利率：相对变化（%）,2.7144
2016-09-28,-1.0844978887327605,相对MA20偏离,中国10年期利率：相对变化（%）,2.7244
2016-09-29,-0.9159517981274012,相对MA20偏离,中国10年期利率：相对变化（%）,2.7282
2016-09-30,-0.959052683403605,相对MA20偏离,中国10年期利率：相对变化（%）,2.7258
2016-10-03,-1.621873283647779,相对MA20偏离,中国10年期利率：相对变化（%）,2.7047
2016-10-04,-1.4774556872573008,相对MA20偏离,中国10年期利率：相对变化（%）,2.7047
2016-10-05,-1.3506070984378504,相对MA20偏离,中国10年期利率：相对变化（%）,2.7047
2016-10-06,-1.236957176633835,相对MA20偏离,中国10年期利率：相对变化（%）,2.7047
2016-10-07,-1.0800115571842794,相对MA20偏离,中国10年期利率：相对变化（%）,2.7047
2016-10-08,-0.9700881848421772,相对MA20偏离,中国10年期利率：相对变化（%）,2.7047
2016-10-09,-1.8737853397381765,相对MA20偏离,中国10年期利率：相对变化（%）,2.676
2016-10-10,-1.799816345270877,相对MA20偏离,中国10年期利率：相对变化（%）,2.6735
2016-10-11,-1.2838434373160679,相对MA20偏离,中国10年期利率：相对变化（%）,2.6835
2016-10-12,-0.2141319737886338,相对MA20偏离,中国10年期利率：相对变化（%）,2.7098
2016-10-13,-0.4291022767488273,相对MA20偏离,中国10年期利率：相对变化（%）,2.701
2016-10-14,-0.5551158659087951,相对MA20偏离,中国10年期利率：相对变化（%）,2.6952
2016-10-17,-0.6196496347668834,相对MA20偏离,中国10年期利率：相对变化（%）,2.6904
2016-10-18,-0.30391315921796114,相对MA20偏离,中国10年期利率：相对变化（%）,2.6965
2016-10-19,-1.2974513687094014,相对MA20偏离,中国10年期利率：相对变化（%）,2.6664
2016-10-20,-1.7216682633776292,相对MA20偏离,中国10年期利率：相对变化（%）,2.6518
2016-10-21,-1.8439284693798075,相对MA20偏离,中国10年期利率：相对变化（%）,2.6451
2016-10-24,-1.1905801314858189,相对MA20偏离,中国10年期利率：相对变化（%）,2.6595
2016-10-25,-0.1312545781076313,相对MA20偏离,中国10年期利率：相对变化（%）,2.6859
2016-10-26,1.1475787798329584,相对MA20偏离,中国10年期利率：相对变化（%）,2.72
2016-10-27,0.6527854472165862,相对MA20偏离,中国10年期利率：相对变化（%）,2.7068
2016-10-28,0.5040635592353571,相对MA20偏离,中国10年期利率：相对变化（%）,2.7027
2016-10-31,1.9124611905827926,相对MA20偏离,中国10年期利率：相对变化（%）,2.7425
2016-11-01,1.664701458586726,相对MA20偏离,中国10年期利率：相对变化（%）,2.7375
2016-11-02,1.592250306201981,相对MA20偏离,中国10年期利率：相对变化（%）,2.7372
2016-11-03,1.2809906624573042,相对MA20偏离,中国10年期利率：相对变化（%）,2.7301
2016-11-04,1.3131539597512232,相对MA20偏离,中国10年期利率：相对变化（%）,2.7339
2016-11-07,1.6777287841416078,相对MA20偏离,中国10年期利率：相对变化（%）,2.7475
2016-11-08,2.1151742690750153,相对MA20偏离,中国10年期利率：相对变化（%）,2.7634
2016-11-09,2.0737008222819098,相对MA20偏离,中国10年期利率：相对变化（%）,2.7651
2016-11-10,2.9148647229321423,相对MA20偏离,中国10年期利率：相对变化（%）,2.7926
2016-11-11,3.511865254394664,相对MA20偏离,中国10年期利率：相对变化（%）,2.815
2016-11-14,4.759775061770033,相对MA20偏离,中国10年期利率：相对变化（%）,2.8577
2016-11-15,4.187838598594795,相对MA20偏离,中国10年期利率：相对变化（%）,2.8501
2016-11-16,4.3606218220493265,相对MA20偏离,中国10年期利率：相对变化（%）,2.8652
2016-11-17,5.341776144646904,相对MA20偏离,中国10年期利率：相对变化（%）,2.9055
2016-11-18,4.320110885914197,相对MA20偏离,中国10年期利率：相对变化（%）,2.8901
2016-11-21,3.717337810220034,相对MA20偏离,中国10年期利率：相对变化（%）,2.8851
2016-11-22,2.7968231843760627,相对MA20偏离,中国10年期利率：相对变化（%）,2.8689
2016-11-23,1.7160630653176412,相对MA20偏离,中国10年期利率：相对变化（%）,2.8451
2016-11-24,1.6378594072610886,相对MA20偏离,中国10年期利率：相对变化（%）,2.8502
2016-11-25,1.8708320517994537,相对MA20偏离,中国10年期利率：相对变化（%）,2.865
2016-11-28,1.1509101168654778,相对MA20偏离,中国10年期利率：相对变化（%）,2.8502
2016-11-29,2.3067326154472267,相对MA20偏离,中国10年期利率：相对变化（%）,2.8906
2016-11-30,4.024047318917878,相对MA20偏离,中国10年期利率：相对变化（%）,2.9502
2016-12-01,4.923245941169574,相对MA20偏离,中国10年期利率：相对变化（%）,2.9893
2016-12-02,4.461679039350908,相对MA20偏离,中国10年期利率：相对变化（%）,2.9895
