日期,数值,曲线,面板,原始值
2016-11-17,101.20167189132707,中国10年期利率,水平指数（2016首条记录=100）,2.9055
2016-11-18,100.6652734238941,中国10年期利率,水平指数（2016首条记录=100）,2.8901
2016-11-21,100.49111807732497,中国10年期利率,水平指数（2016首条记录=100）,2.8851
2016-11-22,99.92685475444095,中国10年期利率,水平指数（2016首条记录=100）,2.8689
2016-11-23,99.09787530477185,中国10年期利率,水平指数（2016首条记录=100）,2.8451
2016-11-24,99.27551375827237,中国10年期利率,水平指数（2016首条记录=100）,2.8502
2016-11-25,99.79101358411704,中国10年期利率,水平指数（2016首条记录=100）,2.865
2016-11-28,99.27551375827237,中国10年期利率,水平指数（2016首条记录=100）,2.8502
2016-11-29,100.68268895855103,中国10年期利率,水平指数（2016首条记录=100）,2.8906
2016-11-30,102.75862068965519,中国10年期利率,水平指数（2016首条记录=100）,2.9502
2016-12-01,104.12051549982584,中国10年期利率,水平指数（2016首条记录=100）,2.9893
2016-12-02,104.12748171368861,中国10年期利率,水平指数（2016首条记录=100）,2.9895
2016-12-05,105.5451062347614,中国10年期利率,水平指数（2016首条记录=100）,3.0302
2016-12-06,108.50226401950539,中国10年期利率,水平指数（2016首条记录=100）,3.1151
2016-12-07,107.5478927203065,中国10年期利率,水平指数（2016首条记录=100）,3.0877
2016-12-08,107.11598746081503,中国10年期利率,水平指数（2016首条记录=100）,3.0753
2016-12-09,107.46429815395334,中国10年期利率,水平指数（2016首条记录=100）,3.0853
2016-12-12,109.57157784743991,中国10年期利率,水平指数（2016首条记录=100）,3.1458
2016-12-13,110.98223615464994,中国10年期利率,水平指数（2016首条记录=100）,3.1863
2016-12-14,112.10727969348659,中国10年期利率,水平指数（2016首条记录=100）,3.2186
2016-12-15,116.03970741901777,中国10年期利率,水平指数（2016首条记录=100）,3.3315
2016-12-16,114.25635667014977,中国10年期利率,水平指数（2016首条记录=100）,3.2803
2016-12-19,116.04319052594913,中国10年期利率,水平指数（2016首条记录=100）,3.3316
2016-12-20,117.51654475792407,中国10年期利率,水平指数（2016首条记录=100）,3.3739
2016-12-21,114.29815395332636,中国10年期利率,水平指数（2016首条记录=100）,3.2815
2016-12-22,111.13897596656217,中国10年期利率,水平指数（2016首条记录=100）,3.1908
2016-12-23,110.65482410309997,中国10年期利率,水平指数（2016首条记录=100）,3.1769
2016-12-26,109.89550679205851,中国10年期利率,水平指数（2016首条记录=100）,3.1551
2016-12-27,110.16370602577499,中国10年期利率,水平指数（2016首条记录=100）,3.1628
2016-12-28,108.75304771856497,中国10年期利率,水平指数（2016首条记录=100）,3.1223
2016-12-29,106.1337513061651,中国10年期利率,水平指数（2016首条记录=100）,3.0471
2016-12-30,104.89376523859282,中国10年期利率,水平指数（2016首条记录=100）,3.0115
2016-12-31,104.89376523859282,中国10年期利率,水平指数（2016首条记录=100）,3.0115
2016-01-01,100.0,美国10年期利率,水平指数（2016首条记录=100）,2.24
2016-01-04,100.0,美国10年期利率,水平指数（2016首条记录=100）,2.24
2016-01-05,100.44642857142856,美国10年期利率,水平指数（2016首条记录=100）,2.25
2016-01-06,97.32142857142857,美国10年期利率,水平指数（2016首条记录=100）,2.18
2016-01-07,96.42857142857142,美国10年期利率,水平指数（2016首条记录=100）,2.16
2016-01-08,95.08928571428571,美国10年期利率,水平指数（2016首条记录=100）,2.13
2016-01-11,96.87499999999999,美国10年期利率,水平指数（2016首条记录=100）,2.17
2016-01-12,94.64285714285714,美国10年期利率,水平指数（2016首条记录=100）,2.12
2016-01-13,92.85714285714285,美国10年期利率,水平指数（2016首条记录=100）,2.08
2016-01-14,93.74999999999999,美国10年期利率,水平指数（2016首条记录=100）,2.1
2016-01-15,90.62499999999999,美国10年期利率,水平指数（2016首条记录=100）,2.03
2016-01-18,91.96428571428571,美国10年期利率,水平指数（2016首条记录=100）,2.06
2016-01-19,91.96428571428571,美国10年期利率,水平指数（2016首条记录=100）,2.06
2016-01-20,89.73214285714283,美国10年期利率,水平指数（2016首条记录=100）,2.01
2016-01-21,90.17857142857142,美国10年期利率,水平指数（2016首条记录=100）,2.02
2016-01-22,92.41071428571426,美国10年期利率,水平指数（2016首条记录=100）,2.07
2016-01-25,90.62499999999999,美国10年期利率,水平指数（2016首条记录=100）,2.03
2016-01-26,89.73214285714283,美国10年期利率,水平指数（2016首条记录=100）,2.01
2016-01-27,90.17857142857142,美国10年期利率,水平指数（2016首条记录=100）,2.02
2016-01-28,89.28571428571428,美国10年期利率,水平指数（2016首条记录=100）,2.0
2016-01-29,86.60714285714285,美国10年期利率,水平指数（2016首条记录=100）,1.94
2016-02-01,87.94642857142857,美国10年期利率,水平指数（2016首条记录=100）,1.97
2016-02-02,83.48214285714285,美国10年期利率,水平指数（2016首条记录=100）,1.87
2016-02-03,83.92857142857142,美国10年期利率,水平指数（2016首条记录=100）,1.88
2016-02-04,83.48214285714285,美国10年期利率,水平指数（2016首条记录=100）,1.87
2016-02-05,83.03571428571428,美国10年期利率,水平指数（2016首条记录=100）,1.86
2016-02-06,78.12499999999999,美国10年期利率,水平指数（2016首条记录=100）,1.75
2016-02-08,78.12499999999999,美国10年期利率,水平指数（2016首条记录=100）,1.75
2016-02-09,77.67857142857142,美国10年期利率,水平指数（2016首条记录=100）,1.74
2016-02-10,76.33928571428571,美国10年期利率,水平指数（2016首条记录=100）,1.71
2016-02-11,72.76785714285714,美国10年期利率,水平指数（2016首条记录=100）,1.63
2016-02-12,77.67857142857142,美国10年期利率,水平指数（2016首条记录=100）,1.74
2016-02-14,79.46428571428571,美国10年期利率,水平指数（2016首条记录=100）,1.78
2016-02-15,79.46428571428571,美国10年期利率,水平指数（2016首条记录=100）,1.78
2016-02-16,79.46428571428571,美国10年期利率,水平指数（2016首条记录=100）,1.78
2016-02-17,80.80357142857142,美国10年期利率,水平指数（2016首条记录=100）,1.81
2016-02-18,78.12499999999999,美国10年期利率,水平指数（2016首条记录=100）,1.75
2016-02-19,78.57142857142857,美国10年期利率,水平指数（2016首条记录=100）,1.76
2016-02-22,79.01785714285714,美国10年期利率,水平指数（2016首条记录=100）,1.77
2016-02-23,77.67857142857142,美国10年期利率,水平指数（2016首条记录=100）,1.74
2016-02-24,78.12499999999999,美国10年期利率,水平指数（2016首条记录=100）,1.75
2016-02-25,76.33928571428571,美国10年期利率,水平指数（2016首条记录=100）,1.71
2016-02-26,78.57142857142857,美国10年期利率,水平指数（2016首条记录=100）,1.76
2016-02-29,77.67857142857142,美国10年期利率,水平指数（2016首条记录=100）,1.74
2016-03-01,81.69642857142857,美国10年期利率,水平指数（2016首条记录=100）,1.83
2016-03-02,82.14285714285714,美国10年期利率,水平指数（2016首条记录=100）,1.84
2016-03-03,81.69642857142857,美国10年期利率,水平指数（2016首条记录=100）,1.83
2016-03-04,83.92857142857142,美国10年期利率,水平指数（2016首条记录=100）,1.88
2016-03-07,85.26785714285714,美国10年期利率,水平指数（2016首条记录=100）,1.91
2016-03-08,81.69642857142857,美国10年期利率,水平指数（2016首条记录=100）,1.83
2016-03-09,84.82142857142857,美国10年期利率,水平指数（2016首条记录=100）,1.9
2016-03-10,86.16071428571428,美国10年期利率,水平指数（2016首条记录=100）,1.93
2016-03-11,88.39285714285714,美国10年期利率,水平指数（2016首条记录=100）,1.98
2016-03-14,87.94642857142857,美国10年期利率,水平指数（2016首条记录=100）,1.97
2016-03-15,87.94642857142857,美国10年期利率,水平指数（2016首条记录=100）,1.97
2016-03-16,86.60714285714285,美国10年期利率,水平指数（2016首条记录=100）,1.94
2016-03-17,85.26785714285714,美国10年期利率,水平指数（2016首条记录=100）,1.91
2016-03-18,83.92857142857142,美国10年期利率,水平指数（2016首条记录=100）,1.88
2016-03-21,85.71428571428571,美国10年期利率,水平指数（2016首条记录=100）,1.92
2016-03-22,86.60714285714285,美国10年期利率,水平指数（2016首条记录=100）,1.94
2016-03-23,83.92857142857142,美国10年期利率,水平指数（2016首条记录=100）,1.88
2016-03-24,85.26785714285714,美国10年期利率,水平指数（2016首条记录=100）,1.91
2016-03-25,84.37499999999999,美国10年期利率,水平指数（2016首条记录=100）,1.89
2016-03-28,84.37499999999999,美国10年期利率,水平指数（2016首条记录=100）,1.89
2016-03-29,80.80357142857142,美国10年期利率,水平指数（2016首条记录=100）,1.81
2016-03-30,81.69642857142857,美国10年期利率,水平指数（2016首条记录=100）,1.83
2016-03-31,79.46428571428571,美国10年期利率,水平指数（2016首条记录=100）,1.78
2016-04-01,79.91071428571428,美国10年期利率,水平指数（2016首条记录=100）,1.79
2016-04-04,79.46428571428571,美国10年期利率,水平指数（2016首条记录=100）,1.78
2016-04-05,77.23214285714285,美国10年期利率,水平指数（2016首条记录=100）,1.73
2016-04-06,78.57142857142857,美国10年期利率,水平指数（2016首条记录=100）,1.76
2016-04-07,75.89285714285714,美国10年期利率,水平指数（2016首条记录=100）,1.7
2016-04-08,76.78571428571428,美国10年期利率,水平指数（2016首条记录=100）,1.72
2016-04-11,77.23214285714285,美国10年期利率,水平指数（2016首条记录=100）,1.73
2016-04-12,79.91071428571428,美国10年期利率,水平指数（2016首条记录=100）,1.79
2016-04-13,79.01785714285714,美国10年期利率,水平指数（2016首条记录=100）,1.77
2016-04-14,80.35714285714285,美国10年期利率,水平指数（2016首条记录=100）,1.8
2016-04-15,78.57142857142857,美国10年期利率,水平指数（2016首条记录=100）,1.76
2016-04-18,79.46428571428571,美国10年期利率,水平指数（2016首条记录=100）,1.78
2016-04-19,79.91071428571428,美国10年期利率,水平指数（2016首条记录=100）,1.79
2016-04-20,82.58928571428571,美国10年期利率,水平指数（2016首条记录=100）,1.85
2016-04-21,83.92857142857142,美国10年期利率,水平指数（2016首条记录=100）,1.88
2016-04-22,84.37499999999999,美国10年期利率,水平指数（2016首条记录=100）,1.89
2016-04-25,85.26785714285714,美国10年期利率,水平指数（2016首条记录=100）,1.91
2016-04-26,86.60714285714285,美国10年期利率,水平指数（2016首条记录=100）,1.94
2016-04-27,83.48214285714285,美国10年期利率,水平指数（2016首条记录=100）,1.87
2016-04-28,82.14285714285714,美国10年期利率,水平指数（2016首条记录=100）,1.84
2016-04-29,81.69642857142857,美国10年期利率,水平指数（2016首条记录=100）,1.83
2016-05-02,83.92857142857142,美国10年期利率,水平指数（2016首条记录=100）,1.88
2016-05-03,80.80357142857142,美国10年期利率,水平指数（2016首条记录=100）,1.81
2016-05-04,79.91071428571428,美国10年期利率,水平指数（2016首条记录=100）,1.79
2016-05-05,78.57142857142857,美国10年期利率,水平指数（2016首条记录=100）,1.76
2016-05-06,79.91071428571428,美国10年期利率,水平指数（2016首条记录=100）,1.79
2016-05-09,79.01785714285714,美国10年期利率,水平指数（2016首条记录=100）,1.77
2016-05-10,79.01785714285714,美国10年期利率,水平指数（2016首条记录=100）,1.77
2016-05-11,77.23214285714285,美国10年期利率,水平指数（2016首条记录=100）,1.73
2016-05-12,78.12499999999999,美国10年期利率,水平指数（2016首条记录=100）,1.75
2016-05-13,76.33928571428571,美国10年期利率,水平指数（2016首条记录=100）,1.71
2016-05-16,78.12499999999999,美国10年期利率,水平指数（2016首条记录=100）,1.75
2016-05-17,78.57142857142857,美国10年期利率,水平指数（2016首条记录=100）,1.76
2016-05-18,83.48214285714285,美国10年期利率,水平指数（2016首条记录=100）,1.87
2016-05-19,82.58928571428571,美国10年期利率,水平指数（2016首条记录=100）,1.85
2016-05-20,82.58928571428571,美国10年期利率,水平指数（2016首条记录=100）,1.85
2016-05-23,82.14285714285714,美国10年期利率,水平指数（2016首条记录=100）,1.84
2016-05-24,83.03571428571428,美国10年期利率,水平指数（2016首条记录=100）,1.86
2016-05-25,83.48214285714285,美国10年期利率,水平指数（2016首条记录=100）,1.87
2016-05-26,81.69642857142857,美国10年期利率,水平指数（2016首条记录=100）,1.83
2016-05-27,82.58928571428571,美国10年期利率,水平指数（2016首条记录=100）,1.85
2016-05-30,82.14285714285714,美国10年期利率,水平指数（2016首条记录=100）,1.84
2016-05-31,82.14285714285714,美国10年期利率,水平指数（2016首条记录=100）,1.84
2016-06-01,82.58928571428571,美国10年期利率,水平指数（2016首条记录=100）,1.85
2016-06-02,80.80357142857142,美国10年期利率,水平指数（2016首条记录=100）,1.81
2016-06-03,76.33928571428571,美国10年期利率,水平指数（2016首条记录=100）,1.71
2016-06-06,77.23214285714285,美国10年期利率,水平指数（2016首条记录=100）,1.73
2016-06-07,76.78571428571428,美国10年期利率,水平指数（2016首条记录=100）,1.72
2016-06-08,76.33928571428571,美国10年期利率,水平指数（2016首条记录=100）,1.71
2016-06-09,74.99999999999999,美国10年期利率,水平指数（2016首条记录=100）,1.68
2016-06-10,73.21428571428571,美国10年期利率,水平指数（2016首条记录=100）,1.64
2016-06-12,72.32142857142857,美国10年期利率,水平指数（2016首条记录=100）,1.62
2016-06-13,72.32142857142857,美国10年期利率,水平指数（2016首条记录=100）,1.62
2016-06-14,72.32142857142857,美国10年期利率,水平指数（2016首条记录=100）,1.62
2016-06-15,71.42857142857142,美国10年期利率,水平指数（2016首条记录=100）,1.6
2016-06-16,70.08928571428571,美国10年期利率,水平指数（2016首条记录=100）,1.57
2016-06-17,72.32142857142857,美国10年期利率,水平指数（2016首条记录=100）,1.62
2016-06-20,74.55357142857142,美国10年期利率,水平指数（2016首条记录=100）,1.67
2016-06-21,76.33928571428571,美国10年期利率,水平指数（2016首条记录=100）,1.71
2016-06-22,75.44642857142857,美国10年期利率,水平指数（2016首条记录=100）,1.69
2016-06-23,77.67857142857142,美国10年期利率,水平指数（2016首条记录=100）,1.74
2016-06-24,70.08928571428571,美国10年期利率,水平指数（2016首条记录=100）,1.57
2016-06-27,65.17857142857142,美国10年期利率,水平指数（2016首条记录=100）,1.46
2016-06-28,65.17857142857142,美国10年期利率,水平指数（2016首条记录=100）,1.46
2016-06-29,66.96428571428571,美国10年期利率,水平指数（2016首条记录=100）,1.5
2016-06-30,66.51785714285714,美国10年期利率,水平指数（2016首条记录=100）,1.49
2016-07-01,65.17857142857142,美国10年期利率,水平指数（2016首条记录=100）,1.46
2016-07-04,61.16071428571428,美国10年期利率,水平指数（2016首条记录=100）,1.37
2016-07-05,61.16071428571428,美国10年期利率,水平指数（2016首条记录=100）,1.37
2016-07-06,61.607142857142854,美国10年期利率,水平指数（2016首条记录=100）,1.38
2016-07-07,62.49999999999999,美国10年期利率,水平指数（2016首条记录=100）,1.4
2016-07-08,61.16071428571428,美国10年期利率,水平指数（2016首条记录=100）,1.37
2016-07-11,63.83928571428571,美国10年期利率,水平指数（2016首条记录=100）,1.43
2016-07-12,68.30357142857142,美国10年期利率,水平指数（2016首条记录=100）,1.53
2016-07-13,66.07142857142857,美国10年期利率,水平指数（2016首条记录=100）,1.48
2016-07-14,68.30357142857142,美国10年期利率,水平指数（2016首条记录=100）,1.53
2016-07-15,71.42857142857142,美国10年期利率,水平指数（2016首条记录=100）,1.6
2016-07-18,70.98214285714285,美国10年期利率,水平指数（2016首条记录=100）,1.59
2016-07-19,69.64285714285714,美国10年期利率,水平指数（2016首条记录=100）,1.56
2016-07-20,70.98214285714285,美国10年期利率,水平指数（2016首条记录=100）,1.59
2016-07-21,70.08928571428571,美国10年期利率,水平指数（2016首条记录=100）,1.57
2016-07-22,70.08928571428571,美国10年期利率,水平指数（2016首条记录=100）,1.57
2016-07-25,70.53571428571428,美国10年期利率,水平指数（2016首条记录=100）,1.58
2016-07-26,70.08928571428571,美国10年期利率,水平指数（2016首条记录=100）,1.57
2016-07-27,67.85714285714285,美国10年期利率,水平指数（2016首条记录=100）,1.52
2016-07-28,67.85714285714285,美国10年期利率,水平指数（2016首条记录=100）,1.52
2016-07-29,65.17857142857142,美国10年期利率,水平指数（2016首条记录=100）,1.46
2016-08-01,67.41071428571428,美国10年期利率,水平指数（2016首条记录=100）,1.51
2016-08-02,69.19642857142857,美国10年期利率,水平指数（2016首条记录=100）,1.55
2016-08-03,69.19642857142857,美国10年期利率,水平指数（2016首条记录=100）,1.55
2016-08-04,67.41071428571428,美国10年期利率,水平指数（2016首条记录=100）,1.51
2016-08-05,70.98214285714285,美国10年期利率,水平指数（2016首条记录=100）,1.59
2016-08-08,70.98214285714285,美国10年期利率,水平指数（2016首条记录=100）,1.59
2016-08-09,69.19642857142857,美国10年期利率,水平指数（2016首条记录=100）,1.55
2016-08-10,66.96428571428571,美国10年期利率,水平指数（2016首条记录=100）,1.5
2016-08-11,70.08928571428571,美国10年期利率,水平指数（2016首条记录=100）,1.57
2016-08-12,67.41071428571428,美国10年期利率,水平指数（2016首条记录=100）,1.51
2016-08-15,69.19642857142857,美国10年期利率,水平指数（2016首条记录=100）,1.55
2016-08-16,70.08928571428571,美国10年期利率,水平指数（2016首条记录=100）,1.57
2016-08-17,69.64285714285714,美国10年期利率,水平指数（2016首条记录=100）,1.56
2016-08-18,68.30357142857142,美国10年期利率,水平指数（2016首条记录=100）,1.53
2016-08-19,70.53571428571428,美国10年期利率,水平指数（2016首条记录=100）,1.58
2016-08-22,69.19642857142857,美国10年期利率,水平指数（2016首条记录=100）,1.55
2016-08-23,69.19642857142857,美国10年期利率,水平指数（2016首条记录=100）,1.55
2016-08-24,69.64285714285714,美国10年期利率,水平指数（2016首条记录=100）,1.56
2016-08-25,70.53571428571428,美国10年期利率,水平指数（2016首条记录=100）,1.58
2016-08-26,72.32142857142857,美国10年期利率,水平指数（2016首条记录=100）,1.62
2016-08-29,70.08928571428571,美国10年期利率,水平指数（2016首条记录=100）,1.57
2016-08-30,70.08928571428571,美国10年期利率,水平指数（2016首条记录=100）,1.57
2016-08-31,70.53571428571428,美国10年期利率,水平指数（2016首条记录=100）,1.58
2016-09-01,70.08928571428571,美国10年期利率,水平指数（2016首条记录=100）,1.57
2016-09-02,71.42857142857142,美国10年期利率,水平指数（2016首条记录=100）,1.6
2016-09-05,69.19642857142857,美国10年期利率,水平指数（2016首条记录=100）,1.55
2016-09-06,69.19642857142857,美国10年期利率,水平指数（2016首条记录=100）,1.55
2016-09-07,68.75,美国10年期利率,水平指数（2016首条记录=100）,1.54
2016-09-08,71.875,美国10年期利率,水平指数（2016首条记录=100）,1.61
2016-09-09,74.55357142857142,美国10年期利率,水平指数（2016首条记录=100）,1.67
2016-09-12,74.99999999999999,美国10年期利率,水平指数（2016首条记录=100）,1.68
2016-09-13,77.23214285714285,美国10年期利率,水平指数（2016首条记录=100）,1.73
2016-09-14,75.89285714285714,美国10年期利率,水平指数（2016首条记录=100）,1.7
2016-09-15,76.33928571428571,美国10年期利率,水平指数（2016首条记录=100）,1.71
2016-09-16,75.89285714285714,美国10年期利率,水平指数（2016首条记录=100）,1.7
2016-09-18,75.89285714285714,美国10年期利率,水平指数（2016首条记录=100）,1.7
2016-09-19,75.89285714285714,美国10年期利率,水平指数（2016首条记录=100）,1.7
2016-09-20,75.44642857142857,美国10年期利率,水平指数（2016首条记录=100）,1.69
2016-09-21,74.10714285714285,美国10年期利率,水平指数（2016首条记录=100）,1.66
2016-09-22,72.76785714285714,美国10年期利率,水平指数（2016首条记录=100）,1.63
2016-09-23,72.32142857142857,美国10年期利率,水平指数（2016首条记录=100）,1.62
2016-09-26,70.98214285714285,美国10年期利率,水平指数（2016首条记录=100）,1.59
2016-09-27,69.64285714285714,美国10年期利率,水平指数（2016首条记录=100）,1.56
2016-09-28,70.08928571428571,美国10年期利率,水平指数（2016首条记录=100）,1.57
2016-09-29,69.64285714285714,美国10年期利率,水平指数（2016首条记录=100）,1.56
2016-09-30,71.42857142857142,美国10年期利率,水平指数（2016首条记录=100）,1.6
2016-10-03,72.76785714285714,美国10年期利率,水平指数（2016首条记录=100）,1.63
2016-10-04,75.44642857142857,美国10年期利率,水平指数（2016首条记录=100）,1.69
2016-10-05,76.78571428571428,美国10年期利率,水平指数（2016首条记录=100）,1.72
2016-10-06,78.12499999999999,美国10年期利率,水平指数（2016首条记录=100）,1.75
2016-10-07,77.23214285714285,美国10年期利率,水平指数（2016首条记录=100）,1.73
2016-10-08,79.01785714285714,美国10年期利率,水平指数（2016首条记录=100）,1.77
2016-10-09,79.01785714285714,美国10年期利率,水平指数（2016首条记录=100）,1.77
2016-10-10,79.01785714285714,美国10年期利率,水平指数（2016首条记录=100）,1.77
2016-10-11,79.01785714285714,美国10年期利率,水平指数（2016首条记录=100）,1.77
2016-10-12,79.91071428571428,美国10年期利率,水平指数（2016首条记录=100）,1.79
2016-10-13,78.12499999999999,美国10年期利率,水平指数（2016首条记录=100）,1.75
2016-10-14,80.35714285714285,美国10年期利率,水平指数（2016首条记录=100）,1.8
2016-10-17,79.01785714285714,美国10年期利率,水平指数（2016首条记录=100）,1.77
2016-10-18,78.12499999999999,美国10年期利率,水平指数（2016首条记录=100）,1.75
2016-10-19,78.57142857142857,美国10年期利率,水平指数（2016首条记录=100）,1.76
2016-10-20,78.57142857142857,美国10年期利率,水平指数（2016首条记录=100）,1.76
2016-10-21,77.67857142857142,美国10年期利率,水平指数（2016首条记录=100）,1.74
2016-10-24,79.01785714285714,美国10年期利率,水平指数（2016首条记录=100）,1.77
2016-10-25,79.01785714285714,美国10年期利率,水平指数（2016首条记录=100）,1.77
2016-10-26,79.91071428571428,美国10年期利率,水平指数（2016首条记录=100）,1.79
2016-10-27,82.58928571428571,美国10年期利率,水平指数（2016首条记录=100）,1.85
2016-10-28,83.03571428571428,美国10年期利率,水平指数（2016首条记录=100）,1.86
2016-10-31,82.14285714285714,美国10年期利率,水平指数（2016首条记录=100）,1.84
2016-11-01,81.69642857142857,美国10年期利率,水平指数（2016首条记录=100）,1.83
2016-11-02,80.80357142857142,美国10年期利率,水平指数（2016首条记录=100）,1.81
2016-11-03,81.24999999999999,美国10年期利率,水平指数（2016首条记录=100）,1.82
2016-11-04,79.91071428571428,美国10年期利率,水平指数（2016首条记录=100）,1.79
2016-11-07,81.69642857142857,美国10年期利率,水平指数（2016首条记录=100）,1.83
2016-11-08,83.92857142857142,美国10年期利率,水平指数（2016首条记录=100）,1.88
2016-11-09,92.41071428571426,美国10年期利率,水平指数（2016首条记录=100）,2.07
2016-11-10,95.98214285714285,美国10年期利率,水平指数（2016首条记录=100）,2.15
2016-11-11,99.55357142857142,美国10年期利率,水平指数（2016首条记录=100）,2.23
2016-11-14,99.55357142857142,美国10年期利率,水平指数（2016首条记录=100）,2.23
2016-11-15,99.55357142857142,美国10年期利率,水平指数（2016首条记录=100）,2.23
2016-11-16,99.10714285714286,美国10年期利率,水平指数（2016首条记录=100）,2.22
2016-11-17,102.23214285714285,美国10年期利率,水平指数（2016首条记录=100）,2.29
2016-11-18,104.46428571428571,美国10年期利率,水平指数（2016首条记录=100）,2.34
2016-11-21,104.01785714285714,美国10年期利率,水平指数（2016首条记录=100）,2.33
2016-11-22,103.12499999999999,美国10年期利率,水平指数（2016首条记录=100）,2.31
2016-11-23,105.35714285714285,美国10年期利率,水平指数（2016首条记录=100）,2.36
2016-11-24,105.35714285714285,美国10年期利率,水平指数（2016首条记录=100）,2.36
2016-11-25,105.35714285714285,美国10年期利率,水平指数（2016首条记录=100）,2.36
2016-11-28,103.57142857142856,美国10年期利率,水平指数（2016首条记录=100）,2.32
2016-11-29,102.6785714285714,美国10年期利率,水平指数（2016首条记录=100）,2.3
2016-11-30,105.80357142857142,美国10年期利率,水平指数（2016首条记录=100）,2.37
2016-12-01,109.375,美国10年期利率,水平指数（2016首条记录=100）,2.45
2016-12-02,107.14285714285714,美国10年期利率,水平指数（2016首条记录=100）,2.4
2016-12-05,106.69642857142856,美国10年期利率,水平指数（2016首条记录=100）,2.39
2016-12-06,106.69642857142856,美国10年期利率,水平指数（2016首条记录=100）,2.39
2016-12-07,104.46428571428571,美国10年期利率,水平指数（2016首条记录=100）,2.34
2016-12-08,107.14285714285714,美国10年期利率,水平指数（2016首条记录=100）,2.4
2016-12-09,110.26785714285714,美国10年期利率,水平指数（2016首条记录=100）,2.47
2016-12-12,111.16071428571429,美国10年期利率,水平指数（2016首条记录=100）,2.49
2016-12-13,110.71428571428571,美国10年期利率,水平指数（2016首条记录=100）,2.48
2016-12-14,113.39285714285714,美国10年期利率,水平指数（2016首条记录=100）,2.54
2016-12-15,116.07142857142856,美国10年期利率,水平指数（2016首条记录=100）,2.6
2016-12-16,116.07142857142856,美国10年期利率,水平指数（2016首条记录=100）,2.6
2016-12-19,113.39285714285714,美国10年期利率,水平指数（2016首条记录=100）,2.54
2016-12-20,114.73214285714285,美国10年期利率,水平指数（2016首条记录=100）,2.57
2016-12-21,113.8392857142857,美国10年期利率,水平指数（2016首条记录=100）,2.55
2016-12-22,113.8392857142857,美国10年期利率,水平指数（2016首条记录=100）,2.55
2016-12-23,113.8392857142857,美国10年期利率,水平指数（2016首条记录=100）,2.55
2016-12-26,114.73214285714285,美国10年期利率,水平指数（2016首条记录=100）,2.57
2016-12-27,114.73214285714285,美国10年期利率,水平指数（2016首条记录=100）,2.57
2016-12-28,112.0535714285714,美国10年期利率,水平指数（2016首条记录=100）,2.51
2016-12-29,111.16071428571429,美国10年期利率,水平指数（2016首条记录=100）,2.49
2016-12-30,109.375,美国10年期利率,水平指数（2016首条记录=100）,2.45
2016-12-31,109.375,美国10年期利率,水平指数（2016首条记录=100）,2.45
2016-01-01,100.0,布伦特原油,水平指数（2016首条记录=100）,36.28
2016-01-04,100.0,布伦特原油,水平指数（2016首条记录=100）,36.28
2016-01-05,98.0154355016538,布伦特原油,水平指数（2016首条记录=100）,35.56
2016-01-06,93.41234840132304,布伦特原油,水平指数（2016首条记录=100）,33.89
2016-01-07,92.5303197353914,布伦特原油,水平指数（2016首条记录=100）,33.57
2016-01-08,87.29327453142227,布伦特原油,水平指数（2016首条记录=100）,31.67
2016-01-11,83.0760749724366,布伦特原油,水平指数（2016首条记录=100）,30.14
2016-01-12,80.31973539140022,布伦特原油,水平指数（2016首条记录=100）,29.14
2016-01-13,78.77618522601985,布伦特原油,水平指数（2016首条记录=100）,28.58
2016-01-14,79.49283351708931,布伦特原油,水平指数（2016首条记录=100）,28.84
2016-01-15,79.38257993384785,布伦特原油,水平指数（2016首条记录=100）,28.8
2016-01-18,75.41345093715546,布伦特原油,水平指数（2016首条记录=100）,27.36
2016-01-19,75.41345093715546,布伦特原油,水平指数（2016首条记录=100）,27.36
2016-01-20,71.69239250275633,布伦特原油,水平指数（2016首条记录=100）,26.01
2016-01-21,76.04740904079382,布伦特原油,水平指数（2016首条记录=100）,27.59
2016-01-22,83.95810363836824,布伦特原油,水平指数（2016首条记录=100）,30.46
2016-01-25,82.19404630650496,布伦特原油,水平指数（2016首条记录=100）,29.82
2016-01-26,85.2811466372657,布伦特原油,水平指数（2016首条记录=100）,30.94
2016-01-27,87.73428886438809,布伦特原油,水平指数（2016首条记录=100）,31.83
2016-01-28,90.98676957001102,布伦特原油,水平指数（2016首条记录=100）,33.01
2016-01-29,91.34509371554576,布伦特原油,水平指数（2016首条记录=100）,33.14
2016-02-01,89.44321940463065,布伦特原油,水平指数（2016首条记录=100）,32.45
2016-02-02,85.39140022050717,布伦特原油,水平指数（2016首条记录=100）,30.98
2016-02-03,89.25027563395811,布伦特原油,水平指数（2016首条记录=100）,32.38
2016-02-04,90.29768467475192,布伦特原油,水平指数（2016首条记录=100）,32.76
2016-02-05,89.16758544652701,布伦特原油,水平指数（2016首条记录=100）,32.35
2016-02-06,87.21058434399117,布伦特原油,水平指数（2016首条记录=100）,31.64
2016-02-08,87.21058434399117,布伦特原油,水平指数（2016首条记录=100）,31.64
2016-02-09,83.10363836824696,布伦特原油,水平指数（2016首条记录=100）,30.15
2016-02-10,81.69790518191841,布伦特原油,水平指数（2016首条记录=100）,29.64
2016-02-11,79.43770672546857,布伦特原油,水平指数（2016首条记录=100）,28.82
2016-02-12,87.651598676957,布伦特原油,水平指数（2016首条记录=100）,31.8
