Month,Method,N,MAPE,MSE
2026-01,Original,24,4.632170786439962,3.9948322536824405
2026-02,Original,23,1.473042584677918,0.4636744181011324
2026-03,Original,22,5.0930611229988925,5.2199813455588755
2026-04,Original,22,2.856338542124731,1.2242339104409388
2026-05,Original,22,7.098947479397685,6.856391912881642
2026-06,Original,22,5.643249731628,4.000362852795692
2026-07,Original,17,8.454082913385061,10.088497224874978
2026-01,Features_only,24,3.624447278861151,2.4731865033255542
2026-02,Features_only,23,1.730610749136606,0.7184073397446843
2026-03,Features_only,22,5.890326918479303,6.260888657429934
2026-04,Features_only,22,3.8092056795119915,2.453831595893263
2026-05,Features_only,22,7.476079081260241,7.3682997328790325
2026-06,Features_only,22,5.900608187676347,3.334186273934104
2026-07,Features_only,17,8.248862896851435,9.94558590368005
2026-01,Triggers_only,24,4.632170786439962,3.9948322536824405
2026-02,Triggers_only,23,1.473042584677918,0.4636744181011324
2026-03,Triggers_only,22,4.422376547518969,3.5699355737706995
2026-04,Triggers_only,22,2.8722357337899274,1.2341179307470187
2026-05,Triggers_only,22,6.8369182595719575,6.469490641526267
2026-06,Triggers_only,22,5.643249731628,4.000362852795692
2026-07,Triggers_only,17,8.173659526852498,9.327965401224802
2026-01,Features_and_triggers,24,3.624447278861151,2.4731865033255542
2026-02,Features_and_triggers,23,1.730610749136606,0.7184073397446843
2026-03,Features_and_triggers,22,5.743103357972282,5.931265656685847
2026-04,Features_and_triggers,22,3.833907198374884,2.476181758056677
2026-05,Features_and_triggers,22,7.263617941508015,6.876228172682371
2026-06,Features_and_triggers,22,5.900608187676347,3.334186273934104
2026-07,Features_and_triggers,17,7.691385187487501,8.678830161872483
