Date,股价,A500指数,美元指数,中国10年期利率,美国10年期利率,布伦特原油,铜,黄金,最新扩展模型预测,股价_MA5,股价_MA20,股价_相邻变化_pct,股价_MA5偏离_pct,股价_MA20偏离_pct,A500指数_MA5,A500指数_MA20,A500指数_相邻变化_pct,A500指数_MA5偏离_pct,A500指数_MA20偏离_pct,美元指数_MA5,美元指数_MA20,美元指数_相邻变化_pct,美元指数_MA5偏离_pct,美元指数_MA20偏离_pct,中国10年期利率_MA5,中国10年期利率_MA20,中国10年期利率_相邻变化_pct,中国10年期利率_MA5偏离_pct,中国10年期利率_MA20偏离_pct,美国10年期利率_MA5,美国10年期利率_MA20,美国10年期利率_相邻变化_pct,美国10年期利率_MA5偏离_pct,美国10年期利率_MA20偏离_pct,布伦特原油_MA5,布伦特原油_MA20,布伦特原油_相邻变化_pct,布伦特原油_MA5偏离_pct,布伦特原油_MA20偏离_pct,铜_MA5,铜_MA20,铜_相邻变化_pct,铜_MA5偏离_pct,铜_MA20偏离_pct,黄金_MA5,黄金_MA20,黄金_相邻变化_pct,黄金_MA5偏离_pct,黄金_MA20偏离_pct,模型生效,触发日,生效原因
2025-01-01,15.18,1623.6986557918256,109.38999938964844,1.6077,4.57,76.14,4.026,1668.3817429928483,16.333288,15.351999999999999,15.554499999999999,0.3968253968253954,-1.1203751954142693,-2.4076633771577316,1679.6693413394464,1690.485252037218,-2.9351861957009118,-3.332244279876373,-3.9507352202515444,108.42799835205078,107.46749992370606,0.8295709683846075,0.8872256725372507,1.7889124314860005,1.68016,1.7640350000000002,-4.029369627507173,-4.312684506237508,-8.86235250434375,4.58,4.438,-0.21834061135370675,-0.21834061135370675,2.9743127534925806,74.5,73.929,2.091713596138378,2.201342281879204,2.9907073002475304,4.0708,4.134575,-0.012417732522052027,-1.100520782155856,-2.6260256495528544,1650.2729941733771,1659.0168042960909,1.1296193413755873,1.0973183760146332,0.5644872717688321,True,,年初初始化：按年度实验规则重新建立模型，并非阈值触发
2025-01-02,15.18,1623.6986557918256,109.38999938964844,1.6077,4.57,76.14,4.026,1668.3817429928483,16.345892,15.264,15.539499999999999,0.0,-0.5503144654088077,-2.3134592490105743,1664.3397207055095,1687.6293722334412,0.0,-2.441873158951968,-3.7881964780577704,108.67999877929688,107.65149993896485,0.0,0.6532946432888709,1.6149328636101412,1.6592600000000002,1.74711,0.0,-3.1074093270494263,-7.979463227844841,4.578,4.458,0.0,-0.1747487986020091,2.5123373710183916,74.974,74.047,0.0,1.5552058046789607,2.8265831161289556,4.054399999999999,4.12715,0.0,-0.700473559589565,-2.450843802624103,1652.79540794403,1660.0301633246756,0.0,0.9430286999772441,0.5030980672933172,False,,
2025-01-03,15.57,1600.9691393960861,108.94999694824219,1.6041,4.6,76.72,4.0735,1659.6599617481859,16.128084,15.318000000000001,15.533499999999998,2.5691699604743157,1.6451233842538215,0.23497601957060965,1644.9112741304893,1682.4884002340277,-1.3998605168922151,-2.6713984775641686,-4.845160348600475,108.86999816894532,107.8004997253418,-0.40223278531975604,0.07348101464348389,1.0663190113488596,1.6415,1.72962,-0.22392237357714562,-2.2784038988729716,-7.2570853713532335,4.574,4.4805,0.6564551422319376,0.5684302579798794,2.667113045419023,75.56400000000001,74.19399999999999,0.7617546624638871,1.5298290191096076,3.4045879720732364,4.049,4.1219,1.1798310978639037,0.6050876759693624,-1.1742157742788528,1656.2841510801122,1660.2309508800445,-0.5227689215189346,0.20381832826645851,-0.034392150776130226,False,,
2025-01-06,15.49,1598.0205630895157,108.26000213623047,1.5966,4.62,77.27,4.1615,1655.5185939509436,16.146397,15.307999999999998,15.514,-0.5138086062941527,1.1889208257120698,-0.15469898156503792,1623.8370835371884,1677.4143011032115,-0.18417446245607705,-1.5898467099566882,-4.733102487648977,108.89599914550782,107.90599975585937,-0.6333132917291429,-0.5840407492175403,0.32806552107578213,1.61826,1.7136099999999999,-0.46755189826070964,-1.33847465796596,-6.8282748116549215,4.588,4.5015,0.43478260869567187,0.6974716652136115,2.632455848050652,76.17,74.37100000000001,0.7168925964546435,1.4441381121176322,3.8980247677185886,4.0627,4.117075000000001,2.1603044065300114,2.4318802766633008,1.0790427670129832,1660.3375871944506,1659.3995522224577,-0.24953110231568099,-0.2902417725572315,-0.23387726399686226,False,,
2025-01-07,16.02,1611.8422867363429,108.54000091552734,1.6093,4.67,77.84,4.1955,1667.001338124129,16.434793,15.488,15.511999999999997,3.4215622982569416,3.4349173553718915,3.2748839608045532,1611.6458601611191,1672.424768476511,0.8649277716492598,0.012187948983033436,-3.62243389849789,108.90599975585937,108.0129997253418,0.2586354828854942,-0.3360685739559832,0.4879053368813224,1.6050799999999998,1.7017349999999998,0.7954403106601449,0.26291524409998157,-5.4318093005080055,4.606,4.524,1.0822510822510845,1.3894919669995565,3.2272325375773736,76.82199999999999,74.58099999999999,0.7376730943445153,1.3251412355835823,4.36974564567385,4.0965,4.114175,0.8170130962393385,2.4166971805199555,1.9767024980706926,1663.7886759617911,1658.1163700759596,0.6936040594857751,0.19309316193540926,0.5358470737347742,True,2025-01-06,美元指数：回到区间内，±1%边界；MA20偏离 +1.066% → +0.328%
2025-01-08,15.85,1607.2274236469723,109.08999633789062,1.6069,4.67,77.37,4.2585,1671.8956401051198,16.346247,15.622,15.498499999999998,-1.061173533083648,1.4594802202022805,2.267961415620867,1608.3516137321487,1667.1820081677452,-0.2863098410648357,-0.06989703467688013,-3.596163119986151,108.84599914550782,108.13199958801269,0.5067214093643857,0.22416735047525727,0.8859512017977522,1.60492,1.69099,-0.14913316348722505,0.12337063529646031,-4.97282656905127,4.6259999999999994,4.5445,0.0,0.9511456982274291,2.7615799317856737,77.068,74.73049999999999,-0.6038026721479905,0.39186173249599054,3.532025076775902,4.142999999999999,4.11485,1.501608866642834,2.787834902244768,3.491014253253466,1664.4914553842452,1655.9421826206246,0.2935991633035151,0.4448316449401801,0.963406672764866,True,2025-01-07,布伦特原油：进入外侧，±4%边界；MA20偏离 +3.898% → +4.370%
2025-01-09,15.92,1605.7632979920354,109.18000030517578,1.6368,4.68,78.44,4.3095,1684.0058549632763,16.371317,15.77,15.482500000000002,0.44164037854890204,0.9511731135066537,2.825771031810098,1604.7645421721904,1661.0996077275636,-0.09109635844904984,0.06223690725950526,-3.3313059300056014,108.80399932861329,108.24299964904785,0.08250432698373444,0.3455764299866271,0.8656455005551678,1.6107399999999998,1.6819700000000002,1.8607256207604728,1.617889913952597,-2.685541359239474,4.648,4.5625,0.21413276231263545,0.6884681583476882,2.5753424657534163,77.52799999999999,74.9765,1.3829649735039418,1.176349189970094,4.619447426860401,4.1997,4.1190750000000005,1.1976047904191711,2.61447246231874,4.6230039511298004,1667.6162777783309,1655.8261020758157,0.7243403575952323,0.9828146560658668,1.7018546121560174,True,2025-01-08,布伦特原油：回到区间内，±4%边界；MA20偏离 +4.370% → +3.532%；铜：进入外侧，±3%边界；MA20偏离 +1.977% → +3.491%
2025-01-10,16.15,1584.456894311469,109.6500015258789,1.6338,4.77,79.76,4.304,1699.5043502438418,16.4394,15.886,15.511500000000002,1.4447236180904488,1.6618406143774411,4.1163008090771225,1601.462093155267,1655.938383320727,-1.3268707602926089,-1.06185459627669,-4.316675652261481,108.94400024414062,108.3754997253418,0.4304828900800528,0.6480405347299101,1.1760054659651908,1.61668,1.6748049999999999,-0.1832844574780168,1.0589603384714374,-2.448344732670371,4.682,4.581,1.9230769230769162,1.8795386586928586,4.125736738703312,78.136,75.22,1.682814890362061,2.078427357428092,6.035628822121786,4.2458,4.125425,-0.12762501450283015,1.370766404446755,4.32864492749232,1675.5851554774622,1657.4732126238644,0.9203349997202626,1.427512931120689,2.5358562237902005,True,2025-01-09,布伦特原油：进入外侧，±4%边界；MA20偏离 +3.532% → +4.619%；中国10年期利率：回到区间内，±3%边界；MA20偏离 -4.973% → -2.686%
2025-01-13,16.4,1581.7910532268108,109.95999908447266,1.6592,4.79,82.69,4.3255,1677.5428762698584,16.27396,16.067999999999998,15.563999999999998,1.5479876160990669,2.066218571072942,5.37136982780777,1598.216191182726,1651.2386633701458,-0.1682495178145227,-1.0277169037913536,-4.205788762333951,109.28399963378907,108.53049964904785,0.2827155077791632,0.6185712940127264,1.3171407484968256,1.6291999999999998,1.67169,1.5546578528583765,1.8413945494721418,-0.747148095639738,4.715999999999999,4.601,0.41928721174004924,1.5691263782867004,4.10780265159747,79.22,75.6395,3.6735205616850397,4.380207018429694,9.32118800362245,4.2786,4.133175,0.49953531598512235,1.096152947225737,4.653202441222559,1679.990011941245,1658.166570794579,-1.2922281705741057,-0.14566370359303527,1.1685379392249118,True,2025-01-10,美元指数：进入外侧，±1%边界；MA20偏离 +0.866% → +1.176%
2025-01-14,16.41,1627.4856382121552,109.2699966430664,1.6446,4.78,82.39,4.3425,1680.0527590097422,16.42211,16.145999999999997,15.612,0.06097560975610872,1.6350798959494872,5.111452728670263,1601.3448614778886,1648.8277558154896,2.8887876747139662,1.6324264287544743,-1.294381267422251,109.42999877929688,108.64599952697753,-0.6275031349137983,-0.14621414421577272,0.5743397076796386,1.63626,1.667735,-0.8799421407907349,0.5096989476000235,-1.3872107978785575,4.7379999999999995,4.62,-0.20876826722338038,0.8864499788940661,3.463203463203457,80.13000000000001,76.101,-0.36280082234853017,2.820416822663163,8.264017555616876,4.308,4.14405,0.39301814819097114,0.8008356545960993,4.788793571506145,1682.6002961183676,1659.2050378420277,0.14961660744341465,-0.15140477001592823,1.2564885407308823,False,,
