epoch,fit_mse,val_mse
1,0.89628005027771,24.108970642089844
2,0.7933037281036377,21.698429107666016
3,0.7074227333068848,19.190046310424805
4,0.6350501775741577,16.53699493408203
5,0.5811402201652527,13.843545913696289
6,0.5439536571502686,11.393243789672852
7,0.5159105062484741,9.493928909301758
8,0.4864065647125244,8.288718223571777
9,0.4494723379611969,7.71514368057251
10,0.40524792671203613,7.596645355224609
11,0.3580796420574188,7.720808982849121
12,0.3138601779937744,7.933917045593262
13,0.2778843343257904,8.111872673034668
14,0.2516486644744873,8.166230201721191
15,0.22981798648834229,8.058161735534668
16,0.2070385217666626,7.783084869384766
17,0.18376804888248444,7.339549541473389
18,0.16350969672203064,6.719011306762695
19,0.14651070535182953,5.946186065673828
20,0.12996582686901093,5.0795698165893555
21,0.11377627402544022,4.218523979187012
22,0.100089892745018,3.475606918334961
23,0.08997432142496109,2.9217233657836914
24,0.08275628089904785,2.568134307861328
25,0.07853583246469498,2.363875150680542
26,0.07884205132722855,2.2628555297851562
27,0.08201336115598679,2.206975221633911
28,0.0834173634648323,2.140101432800293
29,0.08171182870864868,2.038849353790283
30,0.07886258512735367,1.9186183214187622
31,0.07575738430023193,1.811745047569275
32,0.07198466360569,1.732078194618225
33,0.06798193603754044,1.6825202703475952
34,0.06449312716722488,1.6595531702041626
35,0.06099070981144905,1.6427502632141113
36,0.057119451463222504,1.60958993434906
37,0.05394399166107178,1.548514485359192
38,0.05202045291662216,1.4635316133499146
39,0.050663720816373825,1.3641198873519897
40,0.04969947412610054,1.2599637508392334
41,0.04961679130792618,1.1580636501312256
42,0.05004823952913284,1.066664695739746
43,0.050180815160274506,0.9953730702400208
44,0.05000445991754532,0.9518317580223083
45,0.049743104726076126,0.9378201961517334
46,0.04916827753186226,0.9466468691825867
47,0.04830644652247429,0.9608474373817444
48,0.04747476056218147,0.9594091176986694
49,0.04661664366722107,0.9317649006843567
50,0.045721620321273804,0.8887997269630432
51,0.04503418877720833,0.8517947793006897
52,0.04445381090044975,0.8379243016242981
53,0.04380407929420471,0.8491793870925903
54,0.04332684725522995,0.8703560829162598
55,0.043013446033000946,0.8777388334274292
56,0.04263918474316597,0.8574416041374207
57,0.042299963533878326,0.8182344436645508
58,0.04200800135731697,0.7797147631645203
59,0.041653506457805634,0.7560407519340515
60,0.04135827720165253,0.7489980459213257
61,0.04105990752577782,0.7510820627212524
62,0.04070492088794708,0.7532989382743835
63,0.040397144854068756,0.7515536546707153
64,0.040032241493463516,0.7461352348327637
65,0.03963186964392662,0.7384178638458252
66,0.03929200395941734,0.7299382090568542
67,0.03893636167049408,0.7240521907806396
68,0.03862898051738739,0.7248811721801758
69,0.03838132321834564,0.733049213886261
70,0.03814791142940521,0.7417706251144409
71,0.0379592590034008,0.7408058643341064
72,0.03774375468492508,0.7260933518409729
73,0.03751341253519058,0.7045199275016785
74,0.03729050233960152,0.6869561672210693
75,0.03703981637954712,0.6779814958572388
76,0.03680812194943428,0.6726958751678467
77,0.036580488085746765,0.6644368171691895
78,0.03635291010141373,0.6524288058280945
79,0.03613567724823952,0.6396560668945312
80,0.03592031076550484,0.6306102871894836
81,0.03573115915060043,0.6256428956985474
82,0.035537417978048325,0.6228870749473572
83,0.03534815460443497,0.6211400032043457
84,0.03516639024019241,0.6197461485862732
85,0.03497706726193428,0.618198573589325
86,0.03479926288127899,0.6149317622184753
87,0.03461986035108566,0.6099014282226562
88,0.03445117548108101,0.60536128282547
89,0.03428005427122116,0.6045017838478088
90,0.03410648927092552,0.6063502430915833
91,0.033933497965335846,0.6073622107505798
92,0.03375769034028053,0.6058468818664551
93,0.03358877822756767,0.6029902696609497
94,0.03342009708285332,0.6008977293968201
95,0.033260639756917953,0.5998588800430298
96,0.033102020621299744,0.5991520881652832
97,0.03294922038912773,0.5974038243293762
98,0.03279991075396538,0.5947406888008118
99,0.03264893591403961,0.5926461219787598
100,0.03249691426753998,0.5920138955116272
101,0.03233380615711212,0.593195915222168
102,0.03215692564845085,0.5962640643119812
103,0.03197123855352402,0.6002203226089478
104,0.03177906200289726,0.6035041809082031
105,0.03157632052898407,0.6054738163948059
106,0.0313696563243866,0.6076480746269226
107,0.03119676373898983,0.6115673780441284
108,0.03103773482143879,0.6170151233673096
109,0.030895138159394264,0.62247234582901
110,0.030736878514289856,0.6277939677238464
111,0.030552677810192108,0.6327375769615173
112,0.030358918011188507,0.6374472975730896
113,0.030172359198331833,0.6415748000144958
114,0.029999377205967903,0.6446639895439148
115,0.029834410175681114,0.6469258666038513
116,0.02967049926519394,0.6488481163978577
117,0.029508423060178757,0.649897575378418
118,0.029345709830522537,0.6507661938667297
119,0.02917797490954399,0.6540910005569458
120,0.02900591306388378,0.6597210168838501
121,0.02883209101855755,0.6664329767227173
122,0.02867710031569004,0.6724730730056763
123,0.02853621356189251,0.6777874231338501
124,0.02841251716017723,0.6814775466918945
125,0.028300553560256958,0.6840111613273621
126,0.028190545737743378,0.6868446469306946
127,0.028082173317670822,0.6904087066650391
128,0.027971621602773666,0.6936516165733337
129,0.027858112007379532,0.6966004967689514
130,0.02774626947939396,0.7000256180763245
131,0.02763848565518856,0.704764723777771
132,0.027532393112778664,0.7114143371582031
133,0.027428962290287018,0.7172479033470154
134,0.027328718453645706,0.72068852186203
135,0.027229871600866318,0.7228633165359497
136,0.02713063545525074,0.726263165473938
137,0.027030959725379944,0.7303779721260071
138,0.02693222649395466,0.7341760396957397
139,0.026837125420570374,0.7368855476379395
140,0.026742929592728615,0.7387111186981201
141,0.026648469269275665,0.7395038604736328
142,0.026555383577942848,0.7403035163879395
143,0.026463940739631653,0.7424508929252625
144,0.02637125551700592,0.7444127798080444
145,0.02627660520374775,0.7443054914474487
146,0.026181453838944435,0.7421433329582214
147,0.02608555741608143,0.7385381460189819
148,0.025991316884756088,0.7356653809547424
149,0.025896867737174034,0.7355632781982422
150,0.02580258436501026,0.7370748519897461
151,0.025706833228468895,0.737949550151825
152,0.02561122179031372,0.7404622435569763
153,0.025513002648949623,0.73953777551651
154,0.025415567681193352,0.7382959127426147
155,0.025319963693618774,0.7414854764938354
156,0.025225680321455002,0.7481931447982788
157,0.025135591626167297,0.7512641549110413
158,0.025047870352864265,0.750250518321991
159,0.024956608191132545,0.7506601214408875
160,0.024858562275767326,0.7560068368911743
161,0.024762773886322975,0.7624746561050415
162,0.02467445284128189,0.7647412419319153
163,0.02458924800157547,0.7663784623146057
164,0.024509191513061523,0.770438015460968
165,0.0244325939565897,0.7770112752914429
166,0.024351147934794426,0.7752200961112976
167,0.02426755242049694,0.7677472233772278
168,0.024188712239265442,0.7651546001434326
169,0.024098433554172516,0.7668867111206055
170,0.024018337950110435,0.7654466032981873
171,0.023935826495289803,0.7566448450088501
172,0.023850342258810997,0.747616171836853
173,0.023766428232192993,0.7426498532295227
174,0.023687470704317093,0.7376639246940613
175,0.023612607270479202,0.729163408279419
176,0.02354278787970543,0.7235745787620544
177,0.023477274924516678,0.7204182147979736
178,0.023413844406604767,0.7186846137046814
179,0.023350151255726814,0.719169557094574
180,0.02328493632376194,0.7195798754692078
181,0.023219885304570198,0.7200528979301453
182,0.023157332092523575,0.7209455370903015
183,0.0230938121676445,0.7198449373245239
184,0.023032302036881447,0.7205548286437988
185,0.022970564663410187,0.7197287082672119
186,0.02291090227663517,0.7155784368515015
187,0.02284998819231987,0.7160643935203552
188,0.02279064990580082,0.7170915007591248
189,0.022728564217686653,0.7103187441825867
190,0.02266749180853367,0.7077233791351318
191,0.022609103471040726,0.7090679407119751
192,0.022547058761119843,0.707790195941925
193,0.022486025467514992,0.7035421133041382
194,0.022422408685088158,0.7077801823616028
195,0.02236144244670868,0.7146706581115723
196,0.022304989397525787,0.7156069874763489
197,0.02224504016339779,0.7136163711547852
198,0.02217980846762657,0.7197358012199402
199,0.022110754624009132,0.7235043048858643
200,0.02203880064189434,0.7237953543663025
