评价段,模型,样本数,MSE,RMSE,MAE,R²
Test (final),base,272,0.860879401108841,0.9278358697037106,0.661796389607822,-0.12830776661212173
Test (final),time,272,1.3941165007494347,1.1807271068072567,0.9217862217566546,-0.827192604831333
Train (final),base,2325,0.01771718810956272,0.1331059281533423,0.09352172513572118,0.9861526347697154
Train (final),time,2325,0.03125837821319991,0.17680039087400207,0.12352931724056122,0.9755691378932233
Validation (internal best),base,67,0.3593014875165738,0.5994176236286132,0.48349322504072056,0.6896794786818135
Validation (internal best),time,67,0.4372533373925435,0.661251342072395,0.5579039308918056,0.6223542392055585
