Month,Method,N,MAPE,MSE
2019-01,Original,24,4.530752058662079,0.027389850611174327
2019-02,Original,23,3.285911048972844,0.024244455550162906
2019-03,Original,21,2.780943726694409,0.016150367901437267
2019-04,Original,23,3.6579926680249604,0.02285827443664783
2019-05,Original,25,1.5865973469046613,0.008193183177368484
2019-06,Original,20,1.995977083874613,0.007390157546533292
2019-07,Original,23,4.062938758761072,0.029228492259445137
2019-08,Original,22,4.103757474960656,0.03268922127664693
2019-09,Original,23,4.827043382911968,0.03475118697375977
2019-10,Original,24,9.557586615075198,0.10287974068333128
2019-11,Original,21,3.5546921471399373,0.021174194551719712
2019-12,Original,22,3.082497540652458,0.024107283759435473
2019-01,Features_only,24,8.000267659274805,0.06857550838844798
2019-02,Features_only,23,3.6432101933093644,0.025572984521318086
2019-03,Features_only,21,2.4914585572735977,0.013552749275827376
2019-04,Features_only,23,3.999227476639792,0.025153440440153194
2019-05,Features_only,25,2.139251905516595,0.008987402071269633
2019-06,Features_only,20,1.6759375922453696,0.005829835191097148
2019-07,Features_only,23,3.6197029602011854,0.022560761015357606
2019-08,Features_only,22,2.67701496784936,0.014009499495701816
2019-09,Features_only,23,4.408701102425325,0.02987465694584295
2019-10,Features_only,24,8.828511209647944,0.08846721624153497
2019-11,Features_only,21,3.389416000148366,0.02084173431534956
2019-12,Features_only,22,3.902448345336317,0.03175829039559852
2019-01,Triggers_only,24,4.530752058662079,0.027389850611174327
2019-02,Triggers_only,23,2.169295572482995,0.008757601167815906
2019-03,Triggers_only,21,4.145727684757521,0.026949134038182734
2019-04,Triggers_only,23,3.7663612769131327,0.02467904032476904
2019-05,Triggers_only,25,1.63143906527847,0.00844295611059257
2019-06,Triggers_only,20,2.0276019653566095,0.0074159221645061614
2019-07,Triggers_only,23,4.062938758761072,0.029228492259445137
2019-08,Triggers_only,22,3.9305362352133457,0.03149509179200354
2019-09,Triggers_only,23,4.372894122066695,0.03390786040680327
2019-10,Triggers_only,24,7.377604464531497,0.07493849405737035
2019-11,Triggers_only,21,4.0747611571731674,0.03218953204313625
2019-12,Triggers_only,22,3.6485997752191364,0.031723837499295644
2019-01,Features_and_triggers,24,8.000267659274805,0.06857550838844798
2019-02,Features_and_triggers,23,2.6888454610445574,0.014067523252219381
2019-03,Features_and_triggers,21,3.417999256700367,0.019650216930665758
2019-04,Features_and_triggers,23,3.712877892446219,0.02476628685693813
2019-05,Features_and_triggers,25,2.141728759660997,0.00939609978357618
2019-06,Features_and_triggers,20,1.7207129494510456,0.00587341330637722
2019-07,Features_and_triggers,23,3.6197029602011854,0.022560761015357606
2019-08,Features_and_triggers,22,2.370050580457667,0.012062497840582671
2019-09,Features_and_triggers,23,3.9185717638357827,0.025614642672001767
2019-10,Features_and_triggers,24,6.561095933046608,0.060371684264794216
2019-11,Features_and_triggers,21,4.18712886705409,0.03601080218439731
2019-12,Features_and_triggers,22,4.53429798809062,0.04066269499203687
