Month,Method,N,MAPE,MSE
2015-01,Original,23,3.5011918589396727,0.027933529178916738
2015-02,Original,22,2.728636895031632,0.018241005295710797
2015-03,Original,22,3.920472099538419,0.04515278122665164
2015-04,Original,22,6.83167485574019,0.19340757720467797
2015-05,Original,21,5.136079761293417,0.23195526183932516
2015-06,Original,22,6.883565914893628,0.36413371982960263
2015-07,Original,23,2.559940607978297,0.015851893114857615
2015-08,Original,21,4.721178785168937,0.05744282378786545
2015-09,Original,23,4.584820334360061,0.040580022252970076
2015-10,Original,23,3.18461330654171,0.01712739319545611
2015-11,Original,21,2.1819917374389797,0.01073533019071433
2015-12,Original,23,2.8974594224138883,0.013158559617851987
2015-01,Features_only,23,4.075749680718708,0.0350466531300036
2015-02,Features_only,22,3.506126770961484,0.02032695259338426
2015-03,Features_only,22,3.8146945766238645,0.03708871684358431
2015-04,Features_only,22,8.092067802978603,0.28668768996465804
2015-05,Features_only,21,5.2404408896078385,0.2390281694203656
2015-06,Features_only,22,9.681147277911636,0.5426770384268063
2015-07,Features_only,23,6.309177539585307,0.09988383243961751
2015-08,Features_only,21,4.973921681386966,0.06510909785152397
2015-09,Features_only,23,5.475316936972531,0.05045954691410313
2015-10,Features_only,23,3.6587437537362764,0.02432316715738419
2015-11,Features_only,21,1.1297453497556473,0.0026789828637684837
2015-12,Features_only,23,2.9584799884195117,0.016106112640230742
2015-01,Triggers_only,23,3.0652846929637967,0.020708410891438708
2015-02,Triggers_only,22,2.3496976277235357,0.01621608135777923
2015-03,Triggers_only,22,3.698721830695696,0.04153883113662722
2015-04,Triggers_only,22,5.445870117940938,0.12556215107810345
2015-05,Triggers_only,21,5.203225232685018,0.21056903495755458
2015-06,Triggers_only,22,4.326074861360442,0.17621858536249246
2015-07,Triggers_only,23,3.1677804975170276,0.028364859811109637
2015-08,Triggers_only,21,4.783137037606468,0.05795579971646544
2015-09,Triggers_only,23,4.207257532423327,0.03527732722797497
2015-10,Triggers_only,23,2.672025172883519,0.011662986390882221
2015-11,Triggers_only,21,1.8250794548903473,0.007519215453629905
2015-12,Triggers_only,23,2.8974594224138883,0.013158559617851987
2015-01,Features_and_triggers,23,4.0277678895622175,0.03439479650891404
2015-02,Features_and_triggers,22,2.6634162273462163,0.014469285290987798
2015-03,Features_and_triggers,22,3.3746174885017104,0.031217594116154025
2015-04,Features_and_triggers,22,5.838258698313464,0.1384217228560024
2015-05,Features_and_triggers,21,4.802522074892955,0.17077930996931384
2015-06,Features_and_triggers,22,6.713755272597453,0.3425874496436551
2015-07,Features_and_triggers,23,4.563297918949519,0.05411389413399932
2015-08,Features_and_triggers,21,4.5401678957540605,0.05318050395034326
2015-09,Features_and_triggers,23,4.595196282946986,0.034639814465562656
2015-10,Features_and_triggers,23,3.3931751365128036,0.01937875510070465
2015-11,Features_and_triggers,21,1.2943883267337324,0.0035368785765837124
2015-12,Features_and_triggers,23,2.9584799884195117,0.016106112640230742
