Family,Epoch,Train_MSE_standardized
Base,178,0.026557745411992073
Base,179,0.026507483795285225
Base,180,0.026456711813807487
Base,181,0.02640863135457039
Base,182,0.02635769732296467
Base,183,0.026309162378311157
Base,184,0.02626061998307705
Base,185,0.026212694123387337
Base,186,0.026167243719100952
Base,187,0.02611929178237915
Base,188,0.026073496788740158
Base,189,0.026028191670775414
Base,190,0.02598288655281067
Base,191,0.0259381253272295
Base,192,0.025893034413456917
Base,193,0.025851033627986908
Base,194,0.02580825425684452
Base,195,0.025765972211956978
Base,196,0.025725383311510086
Base,197,0.025682665407657623
Base,198,0.025641625747084618
Base,199,0.025599423795938492
Base,200,0.025558942928910255
Base,201,0.025518495589494705
Base,202,0.02548103779554367
Base,203,0.025439370423555374
Base,204,0.02540072612464428
Base,205,0.025361226871609688
Base,206,0.02532152086496353
Base,207,0.0252824816852808
Base,208,0.025244928896427155
Base,209,0.02520606853067875
Base,210,0.02516823261976242
Base,211,0.02513091452419758
Base,212,0.025092702358961105
Base,213,0.02505551651120186
Base,214,0.025019928812980652
Base,215,0.024981066584587097
Base,216,0.024944046512246132
Base,217,0.024907507002353668
Base,218,0.02486981265246868
Base,219,0.02483159676194191
Base,220,0.024793898686766624
Base,221,0.02475549653172493
Base,222,0.024716097861528397
Base,223,0.02467905543744564
Base,224,0.024639789015054703
Base,225,0.02460160106420517
Base,226,0.024562746286392212
Base,227,0.02452356368303299
Base,228,0.024483302608132362
Base,229,0.024442844092845917
Base,230,0.024402745068073273
Base,231,0.024362929165363312
Base,232,0.024324018508195877
Base,233,0.024284955114126205
Base,234,0.024246660992503166
Base,235,0.024209700524806976
Base,236,0.02417157031595707
Base,237,0.024132758378982544
Base,238,0.02409251406788826
Base,239,0.02405366860330105
Base,240,0.024015704169869423
Base,241,0.02397836372256279
Base,242,0.023941058665513992
Base,243,0.023903341963887215
Base,244,0.0238669253885746
Base,245,0.023832296952605247
Base,246,0.02379656210541725
Base,247,0.023762283846735954
Base,248,0.02372586913406849
Base,249,0.02368861623108387
Base,250,0.023652445524930954
Base,251,0.023616483435034752
Base,252,0.023580139502882957
Base,253,0.02354464866220951
Base,254,0.023509157821536064
Base,255,0.023473717272281647
Base,256,0.023437488824129105
Base,257,0.023401107639074326
Base,258,0.023365380242466927
Base,259,0.02332988940179348
Base,260,0.023294180631637573
Base,261,0.02325827069580555
Base,262,0.02322458289563656
Base,263,0.02318938449025154
Base,264,0.023155227303504944
Base,265,0.023119941353797913
Base,266,0.02308526076376438
Base,267,0.023050861433148384
Base,268,0.023015953600406647
Base,269,0.022980274632573128
Base,270,0.022944556549191475
Base,271,0.02290915511548519
Base,272,0.02287302166223526
Base,273,0.022836238145828247
Base,274,0.02279953472316265
Base,275,0.022762510925531387
Base,276,0.02272738143801689
Base,277,0.022689398378133774
Base,278,0.022653106600046158
Base,279,0.022615531459450722
Base,280,0.022578652948141098
Base,281,0.022544316947460175
Base,282,0.022509777918457985
Base,283,0.022475730627775192
Base,284,0.022440506145358086
Base,285,0.022406388074159622
Base,286,0.02237117476761341
Base,287,0.022337431088089943
Base,288,0.02230294793844223
Base,289,0.022269191220402718
Base,290,0.022234050557017326
Base,291,0.022200003266334534
Base,292,0.022165266796946526
Base,293,0.022129835560917854
Base,294,0.022093752399086952
Base,295,0.02205536887049675
Base,296,0.02201841212809086
Base,297,0.0219816192984581
Base,298,0.021943673491477966
Base,299,0.021902676671743393
Base,300,0.021854989230632782
Base,301,0.021795988082885742
Base,302,0.02174139767885208
Base,303,0.02170230820775032
Base,304,0.021666137501597404
Base,305,0.021628759801387787
Base,306,0.0215846449136734
Base,307,0.02153749205172062
Base,308,0.021496348083019257
Base,309,0.021458346396684647
Base,310,0.02141837403178215
Base,311,0.021375851705670357
Base,312,0.02133079618215561
Base,313,0.02128739096224308
Base,314,0.021246422082185745
Base,315,0.021206138655543327
Base,316,0.02116876281797886
Base,317,0.0211319699883461
Base,318,0.021093085408210754
Base,319,0.021049221977591515
Base,320,0.021013421937823296
Base,321,0.0209724772721529
Base,322,0.020933033898472786
Base,323,0.020898491144180298
Base,324,0.020857607945799828
Base,325,0.020820092409849167
Base,326,0.02078055962920189
Base,327,0.020747609436511993
Base,328,0.02071489579975605
Base,329,0.020683206617832184
Base,330,0.020644498988986015
Base,331,0.020618032664060593
Base,332,0.020573094487190247
Base,333,0.020548483356833458
Base,334,0.02051478438079357
Base,335,0.02047904208302498
Base,336,0.020438464358448982
Base,337,0.020415253937244415
Base,338,0.02037729136645794
Base,339,0.020345818251371384
Base,340,0.02030324377119541
Base,341,0.020279301330447197
Base,342,0.020244553685188293
Base,343,0.02020980603992939
Base,344,0.020170949399471283
Base,345,0.02014123648405075
Base,346,0.020106466487050056
Base,347,0.02006889320909977
Base,348,0.020031742751598358
Base,349,0.020007764920592308
Base,350,0.019984502345323563
Base,351,0.019953900948166847
Base,352,0.0199274979531765
Base,353,0.01990053802728653
Base,354,0.019872372969985008
Base,355,0.01984325237572193
Base,356,0.01981317065656185
Base,357,0.0197836235165596
Base,358,0.01974855735898018
Base,359,0.0197188388556242
Base,360,0.01969022862613201
Base,361,0.019657690078020096
Base,362,0.019622614607214928
Base,363,0.01959790103137493
Base,364,0.01956452988088131
Base,365,0.019531140103936195
Base,366,0.01949884556233883
Base,367,0.019464991986751556
Base,368,0.019429000094532967
Base,369,0.01939297653734684
Base,370,0.01936820149421692
Base,371,0.019345693290233612
Base,372,0.019331682473421097
Base,373,0.019314754754304886
Base,374,0.019302161410450935
Base,375,0.019305912777781487
Base,376,0.01932104118168354
Base,377,0.019333278760313988
Base,378,0.019322382286190987
Base,379,0.019187375903129578
Base,380,0.01903722994029522
Base,381,0.01892727240920067
Base,382,0.018809905275702477
Base,383,0.018713822588324547
Base,384,0.0186914075165987
Base,385,0.01875755563378334
Base,386,0.018762480467557907
Base,387,0.018714239820837975
Base,388,0.018647590652108192
Base,389,0.018561143428087234
Base,390,0.01849462278187275
Base,391,0.018473941832780838
Base,392,0.018518531695008278
Base,393,0.01853957399725914
Base,394,0.018542518839240074
Base,395,0.018503941595554352
Base,396,0.018422264605760574
Base,397,0.01833725906908512
Base,398,0.018283706158399582
Base,399,0.018270177766680717
Base,400,0.01826460473239422
Full,1,0.9533263444900513
Full,2,0.873377799987793
Full,3,0.797764778137207
Full,4,0.7213218808174133
Full,5,0.642583429813385
Full,6,0.5641064643859863
Full,7,0.4905122220516205
Full,8,0.42731422185897827
Full,9,0.3791315257549286
Full,10,0.3457525968551636
Full,11,0.31920719146728516
Full,12,0.29098910093307495
Full,13,0.2609952688217163
Full,14,0.23480848968029022
Full,15,0.2182580828666687
Full,16,0.21171358227729797
Full,17,0.20870676636695862
Full,18,0.2020660787820816
Full,19,0.18974867463111877
Full,20,0.17385947704315186
Full,21,0.15807409584522247
Full,22,0.14575284719467163
Full,23,0.13804802298545837
Full,24,0.133367121219635
Full,25,0.12912847101688385
Full,26,0.1242443397641182
Full,27,0.11953222006559372
Full,28,0.11584427952766418
Full,29,0.11285562068223953
Full,30,0.10951705276966095
Full,31,0.10497979074716568
Full,32,0.09925442934036255
Full,33,0.0930216982960701
Full,34,0.08725900948047638
Full,35,0.08261235803365707
Full,36,0.07914496213197708
Full,37,0.07637040317058563
Full,38,0.07375738024711609
Full,39,0.07150815427303314
Full,40,0.07009578496217728
Full,41,0.0694655254483223
Full,42,0.06884829699993134
Full,43,0.0676339715719223
Full,44,0.06599342077970505
Full,45,0.06449366360902786
Full,46,0.06338513642549515
Full,47,0.06254824250936508
Full,48,0.061788104474544525
Full,49,0.06103471666574478
Full,50,0.06035688519477844
Full,51,0.059842344373464584
Full,52,0.05936146154999733
Full,53,0.058642495423555374
Full,54,0.057681214064359665
Full,55,0.05674591287970543
Full,56,0.055987872183322906
Full,57,0.0552910715341568
Full,58,0.054539479315280914
Full,59,0.0537610799074173
Full,60,0.05306177958846092
Full,61,0.05247152969241142
Full,62,0.051929522305727005
Full,63,0.05134199932217598
Full,64,0.05070608854293823
Full,65,0.0500984750688076
Full,66,0.04955068975687027
Full,67,0.049010008573532104
Full,68,0.04845697432756424
Full,69,0.047921620309352875
Full,70,0.04741017520427704
Full,71,0.04691051319241524
Full,72,0.04640685021877289
Full,73,0.045883554965257645
Full,74,0.045381322503089905
Full,75,0.044930823147296906
Full,76,0.04449724033474922
Full,77,0.044056594371795654
Full,78,0.043618638068437576
Full,79,0.04320404306054115
Full,80,0.04280839115381241
Full,81,0.042424172163009644
Full,82,0.04205339401960373
Full,83,0.04169883579015732
Full,84,0.04135298356413841
Full,85,0.04100675880908966
Full,86,0.040656302124261856
Full,87,0.04031860828399658
Full,88,0.03999345377087593
Full,89,0.03967134281992912
Full,90,0.03934948518872261
Full,91,0.039043933153152466
Full,92,0.038754720240831375
Full,93,0.03847385570406914
Full,94,0.03819107636809349
Full,95,0.037907060235738754
Full,96,0.03762136772274971
Full,97,0.03733521327376366
Full,98,0.03705128654837608
Full,99,0.03677086904644966
Full,100,0.03649652749300003
