Epochs,Split,mean,std,min,max
100,Test,13.11113096688174,2.7228394484231346,10.479996647656797,15.917236219780232
100,Train,2.7549414619217543,0.03917941484787724,2.727096675976595,2.7997430950011317
200,Test,12.973067302184022,3.0362773591553465,9.784477310049184,15.829761045978373
200,Train,2.2929625085259153,0.032668969282626956,2.261090916347511,2.326374367186513
400,Test,15.861544378548553,3.4306105123689616,12.528485913766602,19.382023297510194
400,Train,1.924634158867259,0.041365441295972104,1.8856723706912588,1.9680437810912652
800,Test,22.832629467750234,4.3587801613522545,17.829182956605194,25.806694498503507
800,Train,1.638708426326623,0.0521382910765999,1.60511317610307,1.6987717511114764
