评价段,模型,样本数,MSE,RMSE,MAE,R²
Test (final),base,547,17.6055723742224,4.195899471415205,3.7027056613134075,-7.133714318534592
Test (final),time,547,29.334886175699666,5.416168957455045,5.035200130054676,-12.55261724232407
Train (final),base,2597,0.1192933629446284,0.3453887128216966,0.23080523645138806,0.9796904619835167
Train (final),time,2597,0.20085276135732438,0.44816599754702985,0.33242182857952624,0.965805081759698
Validation (internal best),base,67,0.13932556057127973,0.3732633930233177,0.27790468870703855,0.39075424355116095
Validation (internal best),time,67,0.14210641511679203,0.3769700453839695,0.2685535943330224,0.37859406401046525
