Year,Seed,Family,Epoch,Train_MSE_standardized
2015,42,Base,59,0.026590323075652122
2015,42,Base,60,0.026137804612517357
2015,42,Base,61,0.025736331939697266
2015,42,Base,62,0.025393905118107796
2015,42,Base,63,0.025068318471312523
2015,42,Base,64,0.024672800675034523
2015,42,Base,65,0.024178843945264816
2015,42,Base,66,0.023684712126851082
2015,42,Base,67,0.02329867146909237
2015,42,Base,68,0.023013480007648468
2015,42,Base,69,0.022713305428624153
2015,42,Base,70,0.022392751649022102
2015,42,Base,71,0.022081825882196426
2015,42,Base,72,0.021753618493676186
2015,42,Base,73,0.021406523883342743
2015,42,Base,74,0.021078281104564667
2015,42,Base,75,0.020788919180631638
2015,42,Base,76,0.02049478329718113
2015,42,Base,77,0.020189013332128525
2015,42,Base,78,0.01992722786962986
2015,42,Base,79,0.019704600796103477
2015,42,Base,80,0.01946316286921501
2015,42,Base,81,0.01917816512286663
2015,42,Base,82,0.018886195495724678
2015,42,Base,83,0.018599383533000946
2015,42,Base,84,0.018311724066734314
2015,42,Base,85,0.01802874356508255
2015,42,Base,86,0.01776500605046749
2015,42,Base,87,0.017525458708405495
2015,42,Base,88,0.017300473526120186
2015,42,Base,89,0.017082082107663155
2015,42,Base,90,0.016875101253390312
2015,42,Base,91,0.01665790006518364
2015,42,Base,92,0.01641928218305111
2015,42,Base,93,0.016201382502913475
2015,42,Base,94,0.01599222421646118
2015,42,Base,95,0.015774207189679146
2015,42,Base,96,0.015564007684588432
2015,42,Base,97,0.015351949259638786
2015,42,Base,98,0.015145567245781422
2015,42,Base,99,0.01494929101318121
2015,42,Base,100,0.01475412305444479
2015,42,Full,1,0.8813967108726501
2015,42,Full,2,0.7823805212974548
2015,42,Full,3,0.6853418350219727
2015,42,Full,4,0.5856592059135437
2015,42,Full,5,0.48153769969940186
2015,42,Full,6,0.3750929534435272
2015,42,Full,7,0.27189767360687256
2015,42,Full,8,0.1828540563583374
2015,42,Full,9,0.12339038401842117
2015,42,Full,10,0.10896190255880356
2015,42,Full,11,0.1392875462770462
2015,42,Full,12,0.17802229523658752
2015,42,Full,13,0.18600080907344818
2015,42,Full,14,0.16112370789051056
2015,42,Full,15,0.12161525338888168
2015,42,Full,16,0.08597411960363388
2015,42,Full,17,0.06412582844495773
2015,42,Full,18,0.05713372677564621
2015,42,Full,19,0.05991561710834503
2015,42,Full,20,0.06635355949401855
2015,42,Full,21,0.07179850339889526
2015,42,Full,22,0.07396823167800903
2015,42,Full,23,0.07173068821430206
2015,42,Full,24,0.06560276448726654
2015,42,Full,25,0.05712807923555374
2015,42,Full,26,0.04815467819571495
2015,42,Full,27,0.04055293649435043
2015,42,Full,28,0.035658709704875946
2015,42,Full,29,0.0337415412068367
2015,42,Full,30,0.03413834795355797
2015,42,Full,31,0.035640131682157516
2015,42,Full,32,0.036968134343624115
2015,42,Full,33,0.03725114464759827
2015,42,Full,34,0.036203738301992416
2015,42,Full,35,0.03403171896934509
2015,42,Full,36,0.031235121190547943
2015,42,Full,37,0.028559481725096703
2015,42,Full,38,0.02663140371441841
2015,42,Full,39,0.025735056027770042
2015,42,Full,40,0.02576950192451477
2015,42,Full,41,0.026279577985405922
2015,42,Full,42,0.02671278826892376
2015,42,Full,43,0.02662411518394947
2015,42,Full,44,0.025838622823357582
2015,42,Full,45,0.02453051507472992
2015,42,Full,46,0.023091882467269897
2015,42,Full,47,0.021949032321572304
2015,42,Full,48,0.021363086998462677
2015,42,Full,49,0.021322598680853844
2015,42,Full,50,0.0215823482722044
2015,42,Full,51,0.021799512207508087
2015,42,Full,52,0.02168881706893444
2015,42,Full,53,0.021169617772102356
2015,42,Full,54,0.02039503864943981
2015,42,Full,55,0.019626609981060028
2015,42,Full,56,0.019084565341472626
2015,42,Full,57,0.018855812028050423
2015,42,Full,58,0.018856961280107498
2015,42,Full,59,0.01890534907579422
2015,42,Full,60,0.01882098615169525
2015,42,Full,61,0.018535705283284187
2015,42,Full,62,0.01810414157807827
2015,42,Full,63,0.017652081325650215
2015,42,Full,64,0.01730605587363243
2015,42,Full,65,0.017121868208050728
2015,42,Full,66,0.017063260078430176
2015,42,Full,67,0.017028309404850006
2015,42,Full,68,0.016922449693083763
2015,42,Full,69,0.01671742834150791
2015,42,Full,70,0.016459474340081215
2015,42,Full,71,0.016214653849601746
2015,42,Full,72,0.016028424724936485
2015,42,Full,73,0.015912044793367386
2015,42,Full,74,0.015832113102078438
2015,42,Full,75,0.01574467495083809
2015,42,Full,76,0.015615628100931644
2015,42,Full,77,0.015445763245224953
2015,42,Full,78,0.015267289243638515
2015,42,Full,79,0.015111413784325123
2015,42,Full,80,0.014987153001129627
2015,42,Full,81,0.014884092845022678
2015,42,Full,82,0.01478210836648941
2015,42,Full,83,0.014665869064629078
2015,42,Full,84,0.0145339360460639
2015,42,Full,85,0.014397970400750637
2015,42,Full,86,0.014268376864492893
2015,42,Full,87,0.014150967821478844
2015,42,Full,88,0.014044570736587048
2015,42,Full,89,0.013940790668129921
2015,42,Full,90,0.013834134675562382
2015,42,Full,91,0.013722015544772148
2015,42,Full,92,0.013609393499791622
2015,42,Full,93,0.013502443209290504
2015,42,Full,94,0.013402385637164116
2015,42,Full,95,0.01330857165157795
2015,42,Full,96,0.013218605890870094
2015,42,Full,97,0.013128438964486122
2015,42,Full,98,0.013035002164542675
2015,42,Full,99,0.01293966919183731
2015,42,Full,100,0.012846669182181358
2015,42,Volume,1,0.8831260204315186
2015,42,Volume,2,0.7810652256011963
2015,42,Volume,3,0.6853762269020081
2015,42,Volume,4,0.5945680141448975
2015,42,Volume,5,0.5086336731910706
2015,42,Volume,6,0.4305371344089508
2015,42,Volume,7,0.3649819493293762
2015,42,Volume,8,0.3126722276210785
2015,42,Volume,9,0.2660108506679535
2015,42,Volume,10,0.2158152014017105
2015,42,Volume,11,0.16322317719459534
2015,42,Volume,12,0.11560892313718796
2015,42,Volume,13,0.0808153823018074
2015,42,Volume,14,0.06488862633705139
2015,42,Volume,15,0.0700681209564209
2015,42,Volume,16,0.09090623259544373
2015,42,Volume,17,0.11301988363265991
2015,42,Volume,18,0.12341748923063278
2015,42,Volume,19,0.11904112249612808
2015,42,Volume,20,0.10416465997695923
2015,42,Volume,21,0.08524373918771744
2015,42,Volume,22,0.06823217123746872
2015,42,Volume,23,0.056223563849925995
2015,42,Volume,24,0.049633294343948364
2015,42,Volume,25,0.04731190577149391
2015,42,Volume,26,0.047855425626039505
2015,42,Volume,27,0.050168927758932114
2015,42,Volume,28,0.05322253331542015
2015,42,Volume,29,0.05599918216466904
2015,42,Volume,30,0.057448890060186386
2015,42,Volume,31,0.05673442408442497
2015,42,Volume,32,0.05371387302875519
2015,42,Volume,33,0.04911579564213753
2015,42,Volume,34,0.04417579621076584
2015,42,Volume,35,0.04009741544723511
2015,42,Volume,36,0.037448178976774216
2015,42,Volume,37,0.03621334955096245
2015,42,Volume,38,0.035978689789772034
2015,42,Volume,39,0.03623124957084656
2015,42,Volume,40,0.03660283237695694
2015,42,Volume,41,0.0369824543595314
2015,42,Volume,42,0.03713173419237137
2015,42,Volume,43,0.036781132221221924
2015,42,Volume,44,0.03581222519278526
2015,42,Volume,45,0.03422877565026283
2015,42,Volume,46,0.032359834760427475
2015,42,Volume,47,0.03091513179242611
2015,42,Volume,48,0.030248770490288734
2015,42,Volume,49,0.02995338849723339
2015,42,Volume,50,0.02958802506327629
2015,42,Volume,51,0.02909027598798275
2015,42,Volume,52,0.028512557968497276
2015,42,Volume,53,0.027870986610651016
2015,42,Volume,54,0.02720780298113823
2015,42,Volume,55,0.026521064341068268
2015,42,Volume,56,0.02565891109406948
2015,42,Volume,57,0.024875599890947342
2015,42,Volume,58,0.024383746087551117
2015,42,Volume,59,0.024037858471274376
2015,42,Volume,60,0.023709923028945923
2015,42,Volume,61,0.02337558940052986
2015,42,Volume,62,0.022910837084054947
2015,42,Volume,63,0.022339653223752975
2015,42,Volume,64,0.02174593135714531
2015,42,Volume,65,0.021169571205973625
2015,42,Volume,66,0.020758626982569695
2015,42,Volume,67,0.020452026277780533
2015,42,Volume,68,0.020143594592809677
2015,42,Volume,69,0.019829552620649338
2015,42,Volume,70,0.019448280334472656
2015,42,Volume,71,0.019044868648052216
2015,42,Volume,72,0.018594661727547646
2015,42,Volume,73,0.01815708540380001
2015,42,Volume,74,0.017836380749940872
2015,42,Volume,75,0.017574479803442955
2015,42,Volume,76,0.017329679802060127
2015,42,Volume,77,0.017075076699256897
2015,42,Volume,78,0.016861706972122192
2015,42,Volume,79,0.016619648784399033
2015,42,Volume,80,0.01636536791920662
2015,42,Volume,81,0.016104385256767273
2015,42,Volume,82,0.015878958627581596
2015,42,Volume,83,0.01565023884177208
2015,42,Volume,84,0.015455367043614388
2015,42,Volume,85,0.01526885386556387
2015,42,Volume,86,0.015075542964041233
2015,42,Volume,87,0.01487970445305109
2015,42,Volume,88,0.014696325175464153
2015,42,Volume,89,0.0144942756742239
2015,42,Volume,90,0.014286251738667488
2015,42,Volume,91,0.01410885900259018
2015,42,Volume,92,0.01393230352550745
2015,42,Volume,93,0.013763497583568096
2015,42,Volume,94,0.013606777414679527
2015,42,Volume,95,0.013440364971756935
2015,42,Volume,96,0.013269124552607536
2015,42,Volume,97,0.01309897005558014
2015,42,Volume,98,0.012927459552884102
2015,42,Volume,99,0.012758624739944935
2015,42,Volume,100,0.012586447410285473
2015,7,Base,1,0.7785490155220032
2015,7,Base,2,0.6624824404716492
2015,7,Base,3,0.546923816204071
2015,7,Base,4,0.43113553524017334
2015,7,Base,5,0.31699806451797485
2015,7,Base,6,0.213861882686615
2015,7,Base,7,0.13936592638492584
2015,7,Base,8,0.11151541769504547
2015,7,Base,9,0.12656106054782867
2015,7,Base,10,0.15199823677539825
2015,7,Base,11,0.16399289667606354
2015,7,Base,12,0.15711475908756256
2015,7,Base,13,0.13699546456336975
2015,7,Base,14,0.11373762786388397
2015,7,Base,15,0.09470484405755997
2015,7,Base,16,0.08289168030023575
2015,7,Base,17,0.07723028212785721
2015,7,Base,18,0.0753922313451767
2015,7,Base,19,0.07508023828268051
2015,7,Base,20,0.0745595172047615
2015,7,Base,21,0.07295248657464981
2015,7,Base,22,0.07016659528017044
2015,7,Base,23,0.06685660779476166
2015,7,Base,24,0.06388920545578003
2015,7,Base,25,0.06178433448076248
2015,7,Base,26,0.060297176241874695
2015,7,Base,27,0.05859646946191788
2015,7,Base,28,0.05576318874955177
2015,7,Base,29,0.051501087844371796
2015,7,Base,30,0.04649309068918228
2015,7,Base,31,0.04219188541173935
2015,7,Base,32,0.03991419076919556
2015,7,Base,33,0.03992350772023201
2015,7,Base,34,0.04143354296684265
2015,7,Base,35,0.04330382123589516
2015,7,Base,36,0.04443126544356346
2015,7,Base,37,0.0440681166946888
2015,7,Base,38,0.04224219545722008
2015,7,Base,39,0.03968844190239906
2015,7,Base,40,0.03739597275853157
2015,7,Base,41,0.03603575378656387
2015,7,Base,42,0.0357719250023365
2015,7,Base,43,0.03616983816027641
2015,7,Base,44,0.036598172038793564
2015,7,Base,45,0.03669518977403641
2015,7,Base,46,0.03616392984986305
2015,7,Base,47,0.03551260381937027
2015,7,Base,48,0.035106878727674484
2015,7,Base,49,0.034872785210609436
2015,7,Base,50,0.03451472148299217
2015,7,Base,51,0.03391069918870926
2015,7,Base,52,0.03319939970970154
2015,7,Base,53,0.03262432664632797
2015,7,Base,54,0.032349638640880585
2015,7,Base,55,0.03227878361940384
2015,7,Base,56,0.03224899247288704
2015,7,Base,57,0.032099079340696335
2015,7,Base,58,0.03178463503718376
2015,7,Base,59,0.03135797753930092
2015,7,Base,60,0.03091367892920971
2015,7,Base,61,0.030538955703377724
2015,7,Base,62,0.030266713351011276
2015,7,Base,63,0.030060546472668648
2015,7,Base,64,0.029842497780919075
2015,7,Base,65,0.029587529599666595
2015,7,Base,66,0.029318755492568016
2015,7,Base,67,0.02908705547451973
2015,7,Base,68,0.028900083154439926
2015,7,Base,69,0.02871578559279442
2015,7,Base,70,0.02847789227962494
2015,7,Base,71,0.02817707695066929
2015,7,Base,72,0.027869699522852898
2015,7,Base,73,0.02761315181851387
2015,7,Base,74,0.02740561030805111
2015,7,Base,75,0.02719690278172493
2015,7,Base,76,0.026945166289806366
2015,7,Base,77,0.02668321318924427
2015,7,Base,78,0.026431618258357048
2015,7,Base,79,0.02616303786635399
2015,7,Base,80,0.025795593857765198
2015,7,Base,81,0.025379087775945663
2015,7,Base,82,0.02506622113287449
2015,7,Base,83,0.02492767572402954
2015,7,Base,84,0.024737181141972542
2015,7,Base,85,0.024408122524619102
2015,7,Base,86,0.024002542719244957
2015,7,Base,87,0.02362978458404541
2015,7,Base,88,0.0233666580170393
2015,7,Base,89,0.023130958899855614
2015,7,Base,90,0.022806992754340172
2015,7,Base,91,0.022421203553676605
2015,7,Base,92,0.022072473540902138
2015,7,Base,93,0.021778371185064316
2015,7,Base,94,0.02146117389202118
2015,7,Base,95,0.02109537273645401
2015,7,Base,96,0.020741207525134087
2015,7,Base,97,0.02041216567158699
2015,7,Base,98,0.02009015716612339
2015,7,Base,99,0.01975742168724537
2015,7,Base,100,0.01941450871527195
2015,7,Full,1,0.9203753471374512
2015,7,Full,2,0.8145820498466492
2015,7,Full,3,0.7025032639503479
2015,7,Full,4,0.5814050436019897
2015,7,Full,5,0.45217186212539673
2015,7,Full,6,0.32178112864494324
2015,7,Full,7,0.20345936715602875
2015,7,Full,8,0.11632131785154343
2015,7,Full,9,0.07997994124889374
2015,7,Full,10,0.09763585776090622
2015,7,Full,11,0.14154693484306335
2015,7,Full,12,0.17196783423423767
2015,7,Full,13,0.16977307200431824
2015,7,Full,14,0.14301882684230804
2015,7,Full,15,0.10792423784732819
2015,7,Full,16,0.0769968181848526
2015,7,Full,17,0.05715947970747948
2015,7,Full,18,0.05016216263175011
2015,7,Full,19,0.05374995246529579
2015,7,Full,20,0.06259358674287796
2015,7,Full,21,0.07071517407894135
2015,7,Full,22,0.07439287006855011
2015,7,Full,23,0.07311984151601791
2015,7,Full,24,0.06822104007005692
2015,7,Full,25,0.06113414093852043
2015,7,Full,26,0.05287383496761322
2015,7,Full,27,0.04442284256219864
2015,7,Full,28,0.037309933453798294
2015,7,Full,29,0.03317525237798691
2015,7,Full,30,0.03272039443254471
2015,7,Full,31,0.034910354763269424
2015,7,Full,32,0.03764069080352783
2015,7,Full,33,0.03905662149190903
2015,7,Full,34,0.03848579153418541
2015,7,Full,35,0.036279257386922836
2015,7,Full,36,0.033186428248882294
2015,7,Full,37,0.030051816254854202
2015,7,Full,38,0.02762678638100624
2015,7,Full,39,0.026518134400248528
2015,7,Full,40,0.02672985941171646
2015,7,Full,41,0.02758171223104
2015,7,Full,42,0.028196927160024643
2015,7,Full,43,0.028075115755200386
2015,7,Full,44,0.027303125709295273
2015,7,Full,45,0.026195939630270004
2015,7,Full,46,0.02497757226228714
2015,7,Full,47,0.02381609007716179
2015,7,Full,48,0.02291913330554962
2015,7,Full,49,0.02248062565922737
2015,7,Full,50,0.022470025345683098
2015,7,Full,51,0.0225844606757164
2015,7,Full,52,0.022521093487739563
2015,7,Full,53,0.02220430225133896
2015,7,Full,54,0.02171984314918518
2015,7,Full,55,0.021141428500413895
2015,7,Full,56,0.020518016070127487
2015,7,Full,57,0.019971033558249474
2015,7,Full,58,0.019636621698737144
2015,7,Full,59,0.019517218694090843
2015,7,Full,60,0.019460653886198997
2015,7,Full,61,0.019337795674800873
2015,7,Full,62,0.0191215667873621
2015,7,Full,63,0.01882750354707241
2015,7,Full,64,0.01846024952828884
2015,7,Full,65,0.018066946417093277
2015,7,Full,66,0.0177441518753767
2015,7,Full,67,0.01753888465464115
2015,7,Full,68,0.017404768615961075
2015,7,Full,69,0.017273686826229095
2015,7,Full,70,0.017117997631430626
2015,7,Full,71,0.016925908625125885
2015,7,Full,72,0.016685429960489273
2015,7,Full,73,0.016419511288404465
2015,7,Full,74,0.016180070117115974
2015,7,Full,75,0.01599605567753315
2015,7,Full,76,0.015846012160182
2015,7,Full,77,0.015707239508628845
2015,7,Full,78,0.015574486926198006
2015,7,Full,79,0.015431812964379787
2015,7,Full,80,0.015260059386491776
2015,7,Full,81,0.015072978101670742
2015,7,Full,82,0.01490089576691389
2015,7,Full,83,0.01475647371262312
2015,7,Full,84,0.01463332585990429
2015,7,Full,85,0.014522643759846687
2015,7,Full,86,0.014412335120141506
2015,7,Full,87,0.014286436140537262
2015,7,Full,88,0.014147949405014515
2015,7,Full,89,0.014014068059623241
2015,7,Full,90,0.01389271579682827
2015,7,Full,91,0.013785485178232193
2015,7,Full,92,0.013690370135009289
2015,7,Full,93,0.013599557802081108
2015,7,Full,94,0.013500542379915714
2015,7,Full,95,0.01339378859847784
2015,7,Full,96,0.013290530070662498
2015,7,Full,97,0.013193706050515175
2015,7,Full,98,0.013103424571454525
2015,7,Full,99,0.013019568286836147
2015,7,Full,100,0.012936500832438469
2015,7,Volume,1,0.8645969033241272
2015,7,Volume,2,0.7493420243263245
2015,7,Volume,3,0.631438672542572
2015,7,Volume,4,0.5091999769210815
2015,7,Volume,5,0.3857446610927582
2015,7,Volume,6,0.27065449953079224
2015,7,Volume,7,0.1793944388628006
2015,7,Volume,8,0.1274658888578415
2015,7,Volume,9,0.11547397077083588
2015,7,Volume,10,0.11987708508968353
2015,7,Volume,11,0.12204710394144058
2015,7,Volume,12,0.12028083950281143
2015,7,Volume,13,0.1141422912478447
2015,7,Volume,14,0.10315088927745819
2015,7,Volume,15,0.08927007764577866
2015,7,Volume,16,0.07478441298007965
2015,7,Volume,17,0.06170521676540375
2015,7,Volume,18,0.05176654830574989
2015,7,Volume,19,0.04589733108878136
2015,7,Volume,20,0.04450768977403641
2015,7,Volume,21,0.04679977521300316
2015,7,Volume,22,0.050738826394081116
2015,7,Volume,23,0.053315579891204834
2015,7,Volume,24,0.05262494459748268
2015,7,Volume,25,0.04946105182170868
2015,7,Volume,26,0.045779500156641006
2015,7,Volume,27,0.042973991483449936
2015,7,Volume,28,0.041041288524866104
2015,7,Volume,29,0.039335887879133224
2015,7,Volume,30,0.03753964230418205
2015,7,Volume,31,0.03594323620200157
2015,7,Volume,32,0.034882768988609314
2015,7,Volume,33,0.034209173172712326
2015,7,Volume,34,0.03386867418885231
2015,7,Volume,35,0.03368720784783363
2015,7,Volume,36,0.03343948349356651
2015,7,Volume,37,0.03300125524401665
2015,7,Volume,38,0.0323246531188488
2015,7,Volume,39,0.03148222714662552
2015,7,Volume,40,0.03076787479221821
2015,7,Volume,41,0.030404426157474518
2015,7,Volume,42,0.030340172350406647
2015,7,Volume,43,0.030269945040345192
2015,7,Volume,44,0.029959997162222862
2015,7,Volume,45,0.029419302940368652
2015,7,Volume,46,0.0288420207798481
2015,7,Volume,47,0.028395114466547966
2015,7,Volume,48,0.0280736293643713
2015,7,Volume,49,0.02778506837785244
2015,7,Volume,50,0.027460012584924698
2015,7,Volume,51,0.027121737599372864
2015,7,Volume,52,0.02681577205657959
2015,7,Volume,53,0.026584560051560402
2015,7,Volume,54,0.0263983141630888
2015,7,Volume,55,0.02616923674941063
2015,7,Volume,56,0.025836022570729256
2015,7,Volume,57,0.02541176788508892
2015,7,Volume,58,0.02498997189104557
2015,7,Volume,59,0.024669421836733818
2015,7,Volume,60,0.02446727082133293
2015,7,Volume,61,0.024302884936332703
2015,7,Volume,62,0.02408806048333645
2015,7,Volume,63,0.02379550412297249
2015,7,Volume,64,0.023469790816307068
2015,7,Volume,65,0.023165084421634674
2015,7,Volume,66,0.022884735837578773
2015,7,Volume,67,0.022607283666729927
2015,7,Volume,68,0.022327804937958717
2015,7,Volume,69,0.022055963054299355
2015,7,Volume,70,0.021808747202157974
2015,7,Volume,71,0.021576672792434692
2015,7,Volume,72,0.021331440657377243
2015,7,Volume,73,0.02105266973376274
2015,7,Volume,74,0.02075331285595894
2015,7,Volume,75,0.02046593837440014
2015,7,Volume,76,0.020207397639751434
2015,7,Volume,77,0.0199678223580122
2015,7,Volume,78,0.01971963606774807
2015,7,Volume,79,0.01945772022008896
2015,7,Volume,80,0.019190791994333267
2015,7,Volume,81,0.018926013261079788
2015,7,Volume,82,0.018665088340640068
2015,7,Volume,83,0.018409758806228638
2015,7,Volume,84,0.01815318875014782
2015,7,Volume,85,0.017897389829158783
2015,7,Volume,86,0.017645472660660744
2015,7,Volume,87,0.017394114285707474
2015,7,Volume,88,0.017133718356490135
2015,7,Volume,89,0.01688043773174286
2015,7,Volume,90,0.01663925126194954
2015,7,Volume,91,0.01641009747982025
2015,7,Volume,92,0.016190066933631897
2015,7,Volume,93,0.015971459448337555
2015,7,Volume,94,0.01576152630150318
2015,7,Volume,95,0.01557191926985979
2015,7,Volume,96,0.015392545610666275
2015,7,Volume,97,0.015221454203128815
2015,7,Volume,98,0.015049931593239307
2015,7,Volume,99,0.014881676062941551
2015,7,Volume,100,0.014718988910317421
2015,123,Base,1,0.9545204639434814
2015,123,Base,2,0.8366351127624512
2015,123,Base,3,0.718716561794281
2015,123,Base,4,0.5969712734222412
2015,123,Base,5,0.47293955087661743
2015,123,Base,6,0.35575979948043823
2015,123,Base,7,0.2551882863044739
2015,123,Base,8,0.1784580796957016
2015,123,Base,9,0.12380292266607285
2015,123,Base,10,0.08934886008501053
2015,123,Base,11,0.09307181090116501
2015,123,Base,12,0.13439804315567017
2015,123,Base,13,0.1659204661846161
2015,123,Base,14,0.15923555195331573
2015,123,Base,15,0.1250898391008377
2015,123,Base,16,0.08644309639930725
2015,123,Base,17,0.059761736541986465
2015,123,Base,18,0.05006175860762596
2015,123,Base,19,0.05308521166443825
2015,123,Base,20,0.06143173202872276
2015,123,Base,21,0.06970173865556717
2015,123,Base,22,0.07548529654741287
2015,123,Base,23,0.07786635309457779
2015,123,Base,24,0.07628779113292694
2015,123,Base,25,0.07065963000059128
2015,123,Base,26,0.0619303323328495
2015,123,Base,27,0.052226729691028595
2015,123,Base,28,0.044184088706970215
2015,123,Base,29,0.03959261626005173
2015,123,Base,30,0.038758497685194016
2015,123,Base,31,0.040410228073596954
2015,123,Base,32,0.04282597824931145
2015,123,Base,33,0.044652387499809265
2015,123,Base,34,0.045037027448415756
2015,123,Base,35,0.04366231709718704
2015,123,Base,36,0.04075941443443298
2015,123,Base,37,0.03710763528943062
2015,123,Base,38,0.03384760394692421
2015,123,Base,39,0.031880732625722885
2015,123,Base,40,0.031437408179044724
2015,123,Base,41,0.03192558139562607
2015,123,Base,42,0.03250604867935181
2015,123,Base,43,0.03262289986014366
2015,123,Base,44,0.03210395947098732
2015,123,Base,45,0.03098302148282528
2015,123,Base,46,0.029369868338108063
2015,123,Base,47,0.02760736271739006
2015,123,Base,48,0.02616114914417267
2015,123,Base,49,0.02536287158727646
2015,123,Base,50,0.02515961043536663
2015,123,Base,51,0.025213800370693207
2015,123,Base,52,0.025163020938634872
2015,123,Base,53,0.024884602054953575
2015,123,Base,54,0.02433960512280464
2015,123,Base,55,0.02355116233229637
2015,123,Base,56,0.02269379235804081
2015,123,Base,57,0.022013507783412933
2015,123,Base,58,0.021639389917254448
2015,123,Base,59,0.021472172811627388
2015,123,Base,60,0.021321089938282967
2015,123,Base,61,0.021086331456899643
2015,123,Base,62,0.02073395624756813
2015,123,Base,63,0.020259685814380646
2015,123,Base,64,0.019745368510484695
2015,123,Base,65,0.01933140493929386
2015,123,Base,66,0.019088812172412872
2015,123,Base,67,0.018953431397676468
2015,123,Base,68,0.01882815733551979
2015,123,Base,69,0.01866080053150654
2015,123,Base,70,0.018427852541208267
2015,123,Base,71,0.018131399527192116
2015,123,Base,72,0.017836375162005424
2015,123,Base,73,0.017609978094697
2015,123,Base,74,0.017444733530282974
2015,123,Base,75,0.017281724140048027
2015,123,Base,76,0.017091749235987663
2015,123,Base,77,0.016869422048330307
2015,123,Base,78,0.01662256382405758
2015,123,Base,79,0.016391821205615997
2015,123,Base,80,0.016214841976761818
2015,123,Base,81,0.016068946570158005
2015,123,Base,82,0.015913929790258408
2015,123,Base,83,0.01573490910232067
2015,123,Base,84,0.015539378859102726
2015,123,Base,85,0.015338127501308918
2015,123,Base,86,0.015157019719481468
2015,123,Base,87,0.015010624192655087
2015,123,Base,88,0.014876123517751694
2015,123,Base,89,0.01473279856145382
2015,123,Base,90,0.01457933709025383
2015,123,Base,91,0.014426663517951965
2015,123,Base,92,0.014288995414972305
2015,123,Base,93,0.014171128161251545
2015,123,Base,94,0.014063346199691296
2015,123,Base,95,0.013950617983937263
2015,123,Base,96,0.013829052448272705
2015,123,Base,97,0.013710115104913712
2015,123,Base,98,0.013600747101008892
2015,123,Base,99,0.013497275300323963
2015,123,Base,100,0.013393068686127663
2015,123,Full,1,0.9170279502868652
2015,123,Full,2,0.8281440138816833
2015,123,Full,3,0.7316805720329285
2015,123,Full,4,0.6261577606201172
2015,123,Full,5,0.5145227313041687
2015,123,Full,6,0.402443528175354
2015,123,Full,7,0.2978908121585846
2015,123,Full,8,0.21198773384094238
2015,123,Full,9,0.157218798995018
2015,123,Full,10,0.13683488965034485
2015,123,Full,11,0.12980444729328156
2015,123,Full,12,0.11969824135303497
2015,123,Full,13,0.11316394805908203
2015,123,Full,14,0.11432279646396637
2015,123,Full,15,0.11759570986032486
2015,123,Full,16,0.11628866195678711
2015,123,Full,17,0.10663685947656631
2015,123,Full,18,0.08876112848520279
2015,123,Full,19,0.06786975264549255
2015,123,Full,20,0.05039065331220627
2015,123,Full,21,0.04014715179800987
2015,123,Full,22,0.03767436370253563
2015,123,Full,23,0.04078488051891327
2015,123,Full,24,0.04576590284705162
