,volume_growth_5,volume_growth_10,Volume_source_date,Actual_trading_day
2015-07-24,0.4011111997408394,0.11265741249121675,2015-07-24,True
2015-07-27,-0.006702958300099704,-0.14894383346939233,2015-07-27,True
2015-07-28,-0.018012780767730607,-0.06857986535875948,2015-07-28,True
2015-07-29,-0.4045020261144978,-0.3802741113636542,2015-07-29,True
2015-07-30,-0.44402138649909373,-0.40231893702571786,2015-07-30,True
2015-07-31,-0.5346721815155672,-0.5432951466411885,2015-07-31,True
2015-08-03,-0.3169155136808913,-0.42892718559252685,2015-08-03,True
2015-08-04,-0.1207395186370348,-0.33573424740006685,2015-08-04,True
2015-08-05,-0.16802170841874764,-0.4403551983750006,2015-08-05,True
2015-08-06,-0.4213528670508929,-0.6226229784206694,2015-08-06,True
2015-08-07,-0.08038767438359518,-0.3991096849906002,2015-08-07,True
2015-08-10,1.0123470283780085,0.5093874289753944,2015-08-10,True
2015-08-11,3.326085484678453,2.8974914042379267,2015-08-11,True
2015-08-12,2.008928455719224,2.6921512920744046,2015-08-12,True
2015-08-13,0.08921538799700257,0.5650618470415594,2015-08-13,True
2015-08-14,-0.3013476957087936,0.07806125990217505,2015-08-14,True
2015-08-17,-0.5149040979245825,-0.23649870857991628,2015-08-17,True
2015-08-18,-0.25740989306876194,0.12353815486737574,2015-08-18,True
2015-08-19,-0.3508950250978766,-0.1940070080442583,2015-08-19,True
2015-08-20,-0.025047186320155568,-0.11337273169019635,2015-08-20,True
2015-08-21,-0.06378029551365794,-0.25277707434441254,2015-08-21,True
2015-08-24,0.43983956942198943,0.07730908577516571,2015-08-24,True
2015-08-25,-0.12591350765456122,-0.29181835586937,2015-08-25,True
2015-08-26,-0.13793052558769991,-0.2617596867753944,2015-08-26,True
2015-08-27,-0.37953773598486384,-0.3853836962467537,2015-08-27,True
2015-08-28,-0.1993561402406403,-0.2104961070148964,2015-08-28,True
2015-08-31,-0.4110021301780201,-0.42199189121212755,2015-08-31,True
2015-09-01,0.2598155884869511,0.03821253175754835,2015-09-01,True
2015-09-02,-0.24860713234690168,-0.36368460605388375,2015-09-02,True
2015-09-03,-0.24860713234690168,-0.36368460605388375,2015-09-02,False
2015-09-04,-0.24860713234690168,-0.36368460605388375,2015-09-02,False
2015-09-06,-0.24860713234690168,-0.36368460605388375,2015-09-02,False
2015-09-07,-0.397650918319427,-0.51539798819296,2015-09-07,True
2015-09-08,-0.4241513636085824,-0.5335364509035563,2015-09-08,True
2015-09-09,0.1834867954614383,-0.09496490068353125,2015-09-09,True
2015-09-10,-0.3594822087355476,-0.4341971773408825,2015-09-10,True
2015-09-11,-0.435784565010241,-0.5601223959869559,2015-09-11,True
2015-09-14,0.41665289729874155,0.07610782152706275,2015-09-14,True
2015-09-15,-0.36476012861226803,-0.47210627691359297,2015-09-15,True
2015-09-16,-0.166215435445501,-0.26945979401167175,2015-09-16,True
2015-09-17,0.073312650484054,-0.15982324304725293,2015-09-17,True
2015-09-18,-0.45512024727861544,-0.5134402718371386,2015-09-18,True
2015-09-21,-0.41917033871813214,-0.4527453389096475,2015-09-21,True
2015-09-22,-0.0020125959311296793,-0.21064610641982284,2015-09-22,True
2015-09-23,-0.09499478678555884,-0.2663910313542355,2015-09-23,True
2015-09-24,-0.4443038596876516,-0.52759212497904,2015-09-24,True
2015-09-25,1.1947468618663608,0.6418916811536015,2015-09-25,True
2015-09-28,-0.31135293648095397,-0.3987082714613732,2015-09-28,True
2015-09-29,-0.35742443893354126,-0.3708460681794461,2015-09-29,True
2015-09-30,-0.5774410642419241,-0.6048899830814901,2015-09-30,True
2015-10-01,-0.5774410642419241,-0.6048899830814901,2015-09-30,False
2015-10-02,-0.5774410642419241,-0.6048899830814901,2015-09-30,False
2015-10-05,-0.5774410642419241,-0.6048899830814901,2015-09-30,False
2015-10-06,-0.5774410642419241,-0.6048899830814901,2015-09-30,False
2015-10-07,-0.5774410642419241,-0.6048899830814901,2015-09-30,False
2015-10-08,-0.030614857408634677,-0.12435309968248087,2015-10-08,True
2015-10-09,0.5166081229656976,0.5626705067102762,2015-10-09,True
2015-10-10,0.5166081229656976,0.5626705067102762,2015-10-09,False
2015-10-12,2.1713673635724087,1.7242095072488532,2015-10-12,True
2015-10-13,0.3297672814961403,0.3967682294216406,2015-10-13,True
2015-10-14,0.41959015907712427,0.647131228647136,2015-10-14,True
2015-10-15,0.12214359870098956,0.4766252938063509,2015-10-15,True
2015-10-16,0.020277066561037227,0.3695510668134969,2015-10-16,True
2015-10-19,-0.2739244393955166,0.027519251743868045,2015-10-19,True
2015-10-20,-0.13966829205920783,0.024708369906645045,2015-10-20,True
2015-10-21,1.8618768172344113,2.2018562853222337,2015-10-21,True
2015-10-22,0.0432947782498887,0.2173390107056119,2015-10-22,True
2015-10-23,-0.19440600480431658,-0.08729986898248177,2015-10-23,True
2015-10-26,-0.2769488413234681,-0.19827881090366062,2015-10-26,True
2015-10-27,-0.4868876879419084,-0.3929547824826569,2015-10-27,True
2015-10-28,-0.4246698092648936,-0.32149677164407653,2015-10-28,True
2015-10-29,-0.4309093664321322,-0.5071655053445937,2015-10-29,True
2015-10-30,-0.4064078879972729,-0.5491465969416061,2015-10-30,True
2015-11-02,-0.2156539363834754,-0.4624695726011575,2015-11-02,True
2015-11-03,-0.3800897541999907,-0.6175881697050956,2015-11-03,True
2015-11-04,0.4300400632627457,-0.17520802052492157,2015-11-04,True
2015-11-05,2.1430561543694777,1.2734094426998435,2015-11-05,True
2015-11-06,0.580222511373963,0.549842690804073,2015-11-06,True
2015-11-09,0.4594299949650966,0.6722317743715769,2015-11-09,True
2015-11-10,1.0824653976084089,1.6732428155098296,2015-11-10,True
2015-11-11,-0.08071955618929383,0.34180240292535813,2015-11-11,True
2015-11-12,-0.3653906093448699,-0.055745341270193705,2015-11-12,True
2015-11-13,-0.35654121234107894,-0.16411875440493506,2015-11-13,True
2015-11-16,-0.17548762644257365,-0.013542558737218768,2015-11-16,True
2015-11-17,-0.32055479214948857,-0.25110838053968076,2015-11-17,True
2015-11-18,-0.5062929557182488,-0.584696920828166,2015-11-18,True
2015-11-19,-0.5648693271186437,-0.6842773492920953,2015-11-19,True
2015-11-20,-0.271962413855383,-0.489258156212551,2015-11-20,True
2015-11-23,-0.18492032300148353,-0.44822827978137814,2015-11-23,True
2015-11-24,-0.2758392038848789,-0.5546714997250186,2015-11-24,True
2015-11-25,0.3469733308908063,-0.1418134135319531,2015-11-25,True
2015-11-26,0.40058300445377304,0.033976226325705516,2015-11-26,True
2015-11-27,0.3838167102331109,0.20052424614022235,2015-11-27,True
2015-11-30,0.02505418723729269,-0.019085604328809236,2015-11-30,True
2015-12-01,-0.45320532130844493,-0.42199871014889623,2015-12-01,True
2015-12-02,-0.1262640728754385,-0.009001039067082939,2015-12-02,True
2015-12-03,-0.3101483114663739,-0.2475035211175335,2015-12-03,True
2015-12-04,-0.23652026365594203,-0.2524357133064842,2015-12-04,True
2015-12-07,-0.10930233794997557,-0.2291925934760507,2015-12-07,True
2015-12-08,-0.17542458420946472,-0.33533109925558346,2015-12-08,True
2015-12-09,-0.30715136467246584,-0.433839130686286,2015-12-09,True
2015-12-10,-0.19834908582797584,-0.37952587391591874,2015-12-10,True
2015-12-11,0.19454350062212056,-0.05242756392269832,2015-12-11,True
2015-12-14,3.0979306479241417,2.554204246750701,2015-12-14,True
2015-12-15,0.2261131531267737,0.40259749994827,2015-12-15,True
2015-12-16,-0.08822994271287066,0.09256295078645471,2015-12-16,True
2015-12-17,-0.07781346856818039,0.19471666745722938,2015-12-17,True
2015-12-18,-0.2847643848568284,-0.024719500123389193,2015-12-18,True
2015-12-21,-0.1292354206865225,0.19655674196612605,2015-12-21,True
2015-12-22,-0.06748122074293406,-0.019682746776525706,2015-12-22,True
2015-12-23,-0.21685494202820121,-0.2355543394721361,2015-12-23,True
2015-12-24,-0.4974504195819356,-0.5397840380972074,2015-12-24,True
2015-12-25,-0.5763890414191091,-0.6573680573671892,2015-12-25,True
2015-12-28,-0.12804865536127774,-0.3630810991089862,2015-12-28,True
2015-12-29,-0.2176325041725803,-0.3974363562720048,2015-12-29,True
2015-12-30,-0.21525754788837437,-0.43844704659551414,2015-12-30,True
2015-12-31,-0.035560755752856,-0.3523781526372225,2015-12-31,True
2016-01-01,-0.035560755752856,-0.3523781526372225,2015-12-31,False
2016-01-04,0.1793864770210103,-0.14403740330441417,2016-01-04,True
2016-01-05,1.0713490735637596,0.7178298285248985,2016-01-05,True
2016-01-06,1.3102484848566127,1.2501571495345103,2016-01-06,True
2016-01-07,-0.47656124298972546,-0.3832034500076761,2016-01-07,True
2016-01-08,1.0423409187922812,1.531402748038163,2016-01-08,True
2016-01-11,0.3749248844856292,0.8671078266817449,2016-01-11,True
2016-01-12,0.02825527218849988,0.4263826531062678,2016-01-12,True
2016-01-13,-0.5132708605727027,-0.3530135919903419,2016-01-13,True
2016-01-14,-0.3298697173667259,-0.2373824530552876,2016-01-14,True
2016-01-15,-0.23203780337673685,-0.10427760145068199,2016-01-15,True
2016-01-18,-0.47510681707470015,-0.4928916506125667,2016-01-18,True
2016-01-19,-0.18533452349850899,-0.35746611367572045,2016-01-19,True
2016-01-20,0.2975658048233256,-0.09072048381271791,2016-01-20,True
2016-01-21,-0.05477997233139864,-0.2392319645085621,2016-01-21,True
2016-01-22,-0.2873084219060462,-0.44794446864173476,2016-01-22,True
2016-01-25,-0.3057027899989161,-0.44793634127703696,2016-01-25,True
2016-01-26,0.2562868323399239,0.1148226050129173,2016-01-26,True
2016-01-27,0.28197215162582023,0.2727905610007695,2016-01-27,True
2016-01-28,-0.15483607930972132,-0.1959092461313814,2016-01-28,True
2016-01-29,-0.14830627614031033,-0.2024722579202307,2016-01-29,True
2016-02-01,-0.2015357474880708,-0.20677238038891943,2016-02-01,True
2016-02-02,-0.33509171231414914,-0.32640703876021315,2016-02-02,True
2016-02-03,-0.1592385682906554,-0.21729904403417566,2016-02-03,True
2016-02-04,0.7049777809324969,0.47917174084732594,2016-02-04,True
2016-02-05,0.8645072924224835,0.7595716680447322,2016-02-05,True
2016-02-06,0.8645072924224835,0.7595716680447322,2016-02-05,False
2016-02-08,0.8645072924224835,0.7595716680447322,2016-02-05,False
2016-02-09,0.8645072924224835,0.7595716680447322,2016-02-05,False
2016-02-10,0.8645072924224835,0.7595716680447322,2016-02-05,False
2016-02-11,0.8645072924224835,0.7595716680447322,2016-02-05,False
2016-02-12,0.8645072924224835,0.7595716680447322,2016-02-05,False
2016-02-14,0.8645072924224835,0.7595716680447322,2016-02-05,False
2016-02-15,2.797951379021064,2.8859191825298214,2016-02-15,True
2016-02-16,1.3834120051201166,1.9693478519026235,2016-02-16,True
2016-02-17,-0.009423710663686413,0.4303330670300354,2016-02-17,True
2016-02-18,-0.3848520213706538,-0.051339348255569295,2016-02-18,True
2016-02-19,-0.21333016814771477,0.18696712173290764,2016-02-19,True
2016-02-22,-0.528725557499975,-0.31275102444660663,2016-02-22,True
2016-02-23,-0.07908929712095969,0.061465070259140164,2016-02-23,True
2016-02-24,0.9595238253017053,0.7565415496517438,2016-02-24,True
2016-02-25,0.3827879427416201,0.248333751455182,2016-02-25,True
2016-02-26,-0.38071944114539924,-0.41075091122702956,2016-02-26,True
2016-02-29,-0.34992966238438783,-0.4092992256081367,2016-02-29,True
2016-03-01,0.45150627715387404,0.48173761789478964,2016-03-01,True
2016-03-02,0.36381570351081316,0.5875710880185949,2016-03-02,True
2016-03-03,0.9541875869678573,1.1338483722180484,2016-03-03,True
2016-03-04,1.088198289073468,1.3107491067411807,2016-03-04,True
2016-03-07,0.15904322483970823,0.46491373113810086,2016-03-07,True
2016-03-08,-0.23125836195714344,0.016691432868862766,2016-03-08,True
2016-03-09,-0.4451618991373463,-0.2921120660152461,2016-03-09,True
2016-03-10,-0.6256442745894581,-0.5286588722934389,2016-03-10,True
2016-03-11,-0.5462828693067803,-0.4982539016952733,2016-03-11,True
2016-03-14,-0.08603120748470938,-0.24300787270475277,2016-03-14,True
2016-03-15,-0.3047925438567781,-0.5227326959491657,2016-03-15,True
2016-03-16,-0.11848186809087558,-0.46183126155607535,2016-03-16,True
2016-03-17,-0.07162822832335791,-0.4467130898174835,2016-03-17,True
2016-03-18,0.233007879608633,-0.1702704237169257,2016-03-18,True
2016-03-21,0.36263252348669117,0.13980672211644496,2016-03-21,True
2016-03-22,-0.046232642187213346,-0.12004101621312002,2016-03-22,True
2016-03-23,-0.33731551282229066,-0.3235756646883212,2016-03-23,True
2016-03-24,-0.29389729918413365,-0.26443314195986933,2016-03-24,True
2016-03-25,-0.6676881095879483,-0.660339873784791,2016-03-25,True
2016-03-28,-0.5771125624198952,-0.6207084675223842,2016-03-28,True
2016-03-29,-0.436499745331847,-0.5780794200736279,2016-03-29,True
2016-03-30,-0.08975453895725316,-0.42473765165843647,2016-03-30,True
2016-03-31,-0.2286792667882882,-0.5366943591283893,2016-03-31,True
2016-04-01,0.0326827867883317,-0.4476719967625946,2016-04-01,True
2016-04-04,0.0326827867883317,-0.4476719967625946,2016-04-01,False
2016-04-05,0.3750944857622678,-0.1461153839580117,2016-04-05,True
2016-04-06,-0.013911301498607753,-0.22072991062127267,2016-04-06,True
2016-04-07,-0.11853479767643682,-0.19355606895909627,2016-04-07,True
2016-04-08,0.922676406324308,0.8263265359907863,2016-04-08,True
2016-04-11,1.0870850447581724,1.3831632773312816,2016-04-11,True
2016-04-12,0.5027058767411934,0.8667396419964755,2016-04-12,True
2016-04-13,0.9788103848343068,1.4962496003563102,2016-04-13,True
2016-04-14,-0.09390088287574039,0.2340067883865513,2016-04-14,True
2016-04-15,-0.4942402346085061,-0.28240060173157044,2016-04-15,True
2016-04-18,-0.5920294868640781,-0.46563284185512,2016-04-18,True
2016-04-19,-0.49720588322007975,-0.43247533618597034,2016-04-19,True
2016-04-20,0.42897709280834495,0.4242186782987345,2016-04-20,True
2016-04-21,0.43440713316030055,0.16978941233058276,2016-04-21,True
2016-04-22,-0.011476311423331054,-0.2273391804261098,2016-04-22,True
2016-04-25,-0.5127207207607746,-0.5963387082991606,2016-04-25,True
2016-04-26,-0.5296325317507458,-0.580195250924689,2016-04-26,True
2016-04-27,-0.14564415372811912,-0.19093199392263027,2016-04-27,True
2016-04-28,-0.06471643802348803,-0.13265936925855648,2016-04-28,True
2016-04-29,0.6225558479976532,0.3609276246134703,2016-04-29,True
2016-05-02,0.6225558479976532,0.3609276246134703,2016-04-29,False
2016-05-03,0.7018600273673252,0.4359804639015197,2016-05-03,True
2016-05-04,-0.18700747542760832,-0.2312463894005098,2016-05-04,True
2016-05-05,-0.43419675582107387,-0.44032209983339243,2016-05-05,True
2016-05-06,0.0176254750481466,0.05517328571062374,2016-05-06,True
2016-05-09,-0.17699563087467052,-0.07078183783541225,2016-05-09,True
2016-05-10,-0.48701769918462445,-0.4561752488989208,2016-05-10,True
2016-05-11,-0.3514652282221141,-0.44475581234298145,2016-05-11,True
2016-05-12,-0.35276593896017083,-0.4921018968228371,2016-05-12,True
2016-05-13,-0.07394506745970153,-0.26599100298045286,2016-05-13,True
2016-05-16,0.5623523215587376,0.11902061099272476,2016-05-16,True
2016-05-17,0.002039418246752467,-0.2323325743646043,2016-05-17,True
2016-05-18,0.07344844360103653,-0.04412876886196582,2016-05-18,True
2016-05-19,-0.1848528073201604,-0.21607135187561977,2016-05-19,True
2016-05-20,-0.4139195992528333,-0.4158955711976505,2016-05-20,True
2016-05-23,-0.4160210068952843,-0.40001987354100677,2016-05-23,True
2016-05-24,-0.2391337034784543,-0.2997692169404348,2016-05-24,True
2016-05-25,-0.2251241366723089,-0.3332342445235751,2016-05-25,True
2016-05-26,-0.10451517388099107,-0.3116221461922587,2016-05-26,True
2016-05-27,-0.2824989435330363,-0.48482495494740474,2016-05-27,True
2016-05-30,-0.1601796895773846,-0.3955619600839536,2016-05-30,True
2016-05-31,0.795210760602056,0.42423380192939875,2016-05-31,True
2016-06-01,0.32859651091390174,0.18785483798049873,2016-06-01,True
2016-06-02,-0.03456328940721931,-0.03589412918963175,2016-06-02,True
2016-06-03,0.02453889771346507,0.07380204795587764,2016-06-03,True
2016-06-06,1.5233311671757277,1.8199762395957557,2016-06-06,True
2016-06-07,-0.2385198182455086,-0.019089245732232474,2016-06-07,True
2016-06-08,-0.27591646515373536,-0.12403616971272391,2016-06-08,True
2016-06-09,-0.27591646515373536,-0.12403616971272391,2016-06-08,False
2016-06-10,-0.27591646515373536,-0.12403616971272391,2016-06-08,False
2016-06-12,-0.27591646515373536,-0.12403616971272391,2016-06-08,False
2016-06-13,2.898581178301041,3.5270420716133284,2016-06-13,True
2016-06-14,0.1136643334785612,0.5399777784895561,2016-06-14,True
2016-06-15,0.27776261170711414,0.7946515122749287,2016-06-15,True
2016-06-16,4.376765490435212,5.900043255487994,2016-06-16,True
2016-06-17,1.160096764573927,2.4080090711075846,2016-06-17,True
2016-06-20,-0.48110817965504526,-0.12540335461001084,2016-06-20,True
2016-06-21,-0.07423159882126662,0.40335566088333263,2016-06-21,True
2016-06-22,-0.6829809343613312,-0.521231400923051,2016-06-22,True
2016-06-23,-0.663542228264788,-0.4995077828048351,2016-06-23,True
2016-06-24,2.0296396904744367,2.0540764652233574,2016-06-24,True
2016-06-27,0.25054018506529263,0.1573592853168504,2016-06-27,True
2016-06-28,-0.3684437050296412,-0.3636507427279748,2016-06-28,True
2016-06-29,-0.44638187564587206,-0.4879584642001328,2016-06-29,True
2016-06-30,-0.5808127391590523,-0.6005966289294968,2016-06-30,True
2016-07-01,-0.0077476722800728925,0.12860822589215037,2016-07-01,True
2016-07-04,1.270005310055181,1.052568013894891,2016-07-04,True
2016-07-05,-0.18609545745737932,-0.25652384708049647,2016-07-05,True
2016-07-06,2.88386259952099,2.6833419930335927,2016-07-06,True
2016-07-07,2.88386259952099,2.6833419930335927,2016-07-06,False
2016-07-08,2.88386259952099,2.6833419930335927,2016-07-06,False
2016-07-11,1.6327380959671611,2.1060227683790647,2016-07-11,True
2016-07-12,0.050154708395449,0.42086000402381996,2016-07-12,True
2016-07-13,-0.3431786389110537,-0.002453537176286491,2016-07-13,True
2016-07-14,-0.5725381124385215,-0.37565178763172113,2016-07-14,True
2016-07-15,-0.6787985081587651,-0.5292655993091822,2016-07-15,True
2016-07-18,-0.5557936092983242,-0.49873886749353136,2016-07-18,True
2016-07-19,-0.43002680260090864,-0.5718341532790467,2016-07-19,True
2016-07-20,-0.31871695608858186,-0.6020265648750203,2016-07-20,True
2016-07-21,-0.1920319436035035,-0.5884540949316869,2016-07-21,True
2016-07-22,-0.12300084987583937,-0.5913788870109759,2016-07-22,True
2016-07-25,-0.10308901469817577,-0.5109058021711832,2016-07-25,True
2016-07-26,-0.009957203239228885,-0.32443591880537326,2016-07-26,True
2016-07-27,0.1912062136431767,-0.050951798616105104,2016-07-27,True
2016-07-28,-0.029513796622038013,-0.1162961104517678,2016-07-28,True
2016-07-29,-0.1948109622110077,-0.22932559637270755,2016-07-29,True
2016-08-01,0.34883292332711036,0.2952188530572577,2016-08-01,True
2016-08-02,-0.459666332172992,-0.4454537119917298,2016-08-02,True
2016-08-03,-0.021618423748886895,-0.025616187667282797,2016-08-03,True
2016-08-04,-0.2800854176975287,-0.31089643837925296,2016-08-04,True
2016-08-05,-0.5301358704044322,-0.566774002515284,2016-08-05,True
2016-08-08,0.021357301616552915,-0.09295506324804714,2016-08-08,True
2016-08-09,-0.38632834045773756,-0.519458312199298,2016-08-09,True
2016-08-10,0.7049219754073095,0.3651416067093729,2016-08-10,True
2016-08-11,-0.26446747980785323,-0.3781678552233445,2016-08-11,True
2016-08-12,-0.4643997374125025,-0.5422055722381227,2016-08-12,True
2016-08-15,0.5766810251415191,0.4097621061593535,2016-08-15,True
2016-08-16,1.2751585357780186,1.265554580472152,2016-08-16,True
2016-08-17,-0.04451004635237488,0.10891377453652185,2016-08-17,True
2016-08-18,-0.3476844407732892,-0.27621078315238246,2016-08-18,True
2016-08-19,-0.4796320499440755,-0.4064482150149401,2016-08-19,True
2016-08-22,-0.34509978895614213,-0.23953251255593477,2016-08-22,True
2016-08-23,-0.44847393722532125,-0.4037322753603072,2016-08-23,True
2016-08-24,-0.3176772061818808,-0.46771591584374306,2016-08-24,True
2016-08-25,0.38608194020201925,0.0032447920182783196,2016-08-25,True
2016-08-26,-0.39239994397817046,-0.5506991480115223,2016-08-26,True
2016-08-29,-0.004721625856542455,-0.3010074453200745,2016-08-29,True
2016-08-30,-0.02108957520975696,-0.28645494544413175,2016-08-30,True
2016-08-31,-0.22630429190871637,-0.3145327676759456,2016-08-31,True
2016-09-01,0.07284376029260486,0.03590347346970235,2016-09-01,True
2016-09-02,0.02515535250812384,-0.07753252248493914,2016-09-02,True
2016-09-05,-0.23402549952270002,-0.2679279772402722,2016-09-05,True
2016-09-06,-0.053478255705393996,-0.10601466268961113,2016-09-06,True
2016-09-07,0.9688494644478833,0.8268643772176021,2016-09-07,True
2016-09-08,-0.24350030189260652,-0.21807556211253554,2016-09-08,True
2016-09-09,-0.29789396162634574,-0.2618782359959346,2016-09-09,True
2016-09-12,1.0247665614427963,1.0269298572862615,2016-09-12,True
2016-09-13,-0.43480400756488136,-0.3524781060878297,2016-09-13,True
2016-09-14,0.07869029184252385,0.23655030321368486,2016-09-14,True
2016-09-15,0.07869029184252385,0.23655030321368486,2016-09-14,False
2016-09-16,0.07869029184252385,0.23655030321368486,2016-09-14,False
2016-09-18,0.07869029184252385,0.23655030321368486,2016-09-14,False
2016-09-19,-0.49289861990881423,-0.4879751817184216,2016-09-19,True
2016-09-20,-0.46001862166709406,-0.45411082342144815,2016-09-20,True
2016-09-21,-0.34275108870110005,-0.3303689868757156,2016-09-21,True
2016-09-22,0.5586203414097175,0.1869785276621172,2016-09-22,True
2016-09-23,-0.3366451431426618,-0.44748902022531023,2016-09-23,True
2016-09-26,0.07192319780979295,-0.16148389248003714,2016-09-26,True
2016-09-27,-0.06382822004552458,-0.22123669117384692,2016-09-27,True
2016-09-28,-0.3793442554524894,-0.46406449104087444,2016-09-28,True
2016-09-29,-0.38946715752044536,-0.39731582145647615,2016-09-29,True
2016-09-30,-0.0881415736479031,-0.2533446090528363,2016-09-30,True
2016-10-03,-0.0881415736479031,-0.2533446090528363,2016-09-30,False
2016-10-04,-0.0881415736479031,-0.2533446090528363,2016-09-30,False
2016-10-05,-0.0881415736479031,-0.2533446090528363,2016-09-30,False
2016-10-06,-0.0881415736479031,-0.2533446090528363,2016-09-30,False
2016-10-07,-0.0881415736479031,-0.2533446090528363,2016-09-30,False
2016-10-08,-0.0881415736479031,-0.2533446090528363,2016-09-30,False
2016-10-09,-0.0881415736479031,-0.2533446090528363,2016-09-30,False
2016-10-10,1.242100432459997,1.0302347596406234,2016-10-10,True
2016-10-11,0.325573546802858,0.27842931731105636,2016-10-11,True
2016-10-12,-0.27928202040151184,-0.29514246155243185,2016-10-12,True
2016-10-13,0.11304321964475772,0.1244045303494512,2016-10-13,True
2016-10-14,-0.11748766572381686,0.030570439510812397,2016-10-14,True
2016-10-17,1.1618719257041548,1.5815771602498683,2016-10-17,True
2016-10-18,0.2605720725574485,0.47400336229869633,2016-10-18,True
2016-10-19,0.2671439556398154,0.481516818841353,2016-10-19,True
2016-10-20,-0.3727134495770923,-0.2285653999141598,2016-10-20,True
2016-10-21,-0.30333486407971044,-0.18066069627319825,2016-10-21,True
2016-10-24,-0.026971218232650696,0.13022583429116374,2016-10-24,True
2016-10-25,0.37847946003114297,0.4328792329299953,2016-10-25,True
2016-10-26,0.09892435709767833,0.13132290314134454,2016-10-26,True
2016-10-27,-0.3709190117904002,-0.40264925684869024,2016-10-27,True
2016-10-28,-0.2437497719609255,-0.2815157972425121,2016-10-28,True
2016-10-31,0.22670507790264738,0.1542565734605421,2016-10-31,True
2016-11-01,-0.026498879655759255,-0.010583282330036248,2016-11-01,True
2016-11-02,4.224607459797162,4.005313202466996,2016-11-02,True
2016-11-03,0.4985034801587003,0.8840231019418283,2016-11-03,True
2016-11-04,-0.16410834785393902,0.13276447566283966,2016-11-04,True
2016-11-07,-0.30743190552722555,-0.033597999570826764,2016-11-07,True
2016-11-08,-0.24898955663991584,0.049766828201403435,2016-11-08,True
2016-11-09,2.537027199137533,4.145223173616411,2016-11-09,True
2016-11-10,0.5302846515749433,1.0207808901913715,2016-11-10,True
2016-11-11,0.7417778270582116,1.2512401085768077,2016-11-11,True
2016-11-14,0.9609680093704813,1.6553454442283542,2016-11-14,True
2016-11-15,-0.2339936025108449,0.1172153550780084,2016-11-15,True
2016-11-16,-0.5541766804487461,-0.3447399449123991,2016-11-16,True
2016-11-17,-0.743205314041467,-0.6726921086835451,2016-11-17,True
2016-11-18,-0.4703701995452241,-0.39379023732395213,2016-11-18,True
2016-11-21,-0.4054990357836785,-0.43671374362590687,2016-11-21,True
2016-11-22,-0.30844271916432386,-0.5617576615715261,2016-11-22,True
2016-11-23,-0.3173664105679157,-0.6524590597469789,2016-11-23,True
2016-11-24,0.369333362588363,-0.27733890600120203,2016-11-24,True
2016-11-25,0.0363501676548561,-0.3449930610919272,2016-11-25,True
2016-11-28,1.8532799423101158,0.987423069689807,2016-11-28,True
2016-11-29,-0.08765107080448109,-0.06348260532941907,2016-11-29,True
2016-11-30,-0.14870662368002974,-0.015223801163168238,2016-11-30,True
2016-12-01,-0.37785237914234937,-0.22033769334273245,2016-12-01,True
2016-12-02,-0.3058899014218708,-0.18385485807468727,2016-12-02,True
2016-12-05,-0.43689946373163413,-0.3336047636702083,2016-12-05,True
2016-12-06,-0.3959112498403826,-0.47332833630396653,2016-12-06,True
2016-12-07,-0.01775672125621275,-0.22586323198947178,2016-12-07,True
2016-12-08,0.26586679777842104,-0.08321732347391442,2016-12-08,True
2016-12-09,-0.3014059452819646,-0.47027590406520525,2016-12-09,True
2016-12-12,-0.0606889467567987,-0.32502001043438367,2016-12-12,True
2016-12-13,-0.3913189717935943,-0.47042483798452894,2016-12-13,True
2016-12-14,0.7933900992702725,0.6371240914359206,2016-12-14,True
2016-12-15,0.11445555563307352,0.12025653530659142,2016-12-15,True
2016-12-16,-0.28599919068674295,-0.30422377700654146,2016-12-16,True
2016-12-19,-0.5855755713068402,-0.578037263164487,2016-12-19,True
2016-12-20,-0.17103237182853748,-0.1934095909799104,2016-12-20,True
2016-12-21,-0.40222386908761487,-0.39671486969904657,2016-12-21,True
2016-12-22,-0.3656349238605493,-0.4797756233160947,2016-12-22,True
2016-12-23,-0.20344874523263246,-0.4175928226518598,2016-12-23,True
2016-12-26,0.15213768297339647,-0.20427069526027752,2016-12-26,True
2016-12-27,0.006183007452822853,-0.22385512669478924,2016-12-27,True
2016-12-28,-0.15655599701211698,-0.3894635938433749,2016-12-28,True
2016-12-29,0.1826109850632034,-0.019548900225043297,2016-12-29,True
2016-12-30,-0.20120477545724913,-0.23077698312662787,2016-12-30,True
2016-12-31,-0.20120477545724913,-0.23077698312662787,2016-12-30,False
2017-01-02,-0.20120477545724913,-0.23077698312662787,2016-12-30,False
2017-01-03,-0.238350357489158,-0.2357915453555285,2017-01-03,True
2017-01-04,-0.13268000237355482,-0.1948713313956416,2017-01-04,True
2017-01-05,0.37081853560750044,0.2754090762445187,2017-01-05,True
2017-01-06,-0.01183023396135996,-0.021342299203556125,2017-01-06,True
2017-01-09,-0.07607112822881523,-0.1311911079695306,2017-01-09,True
2017-01-10,0.11213044268195405,0.054993032045000945,2017-01-10,True
2017-01-11,0.494701682948113,0.5163800915081491,2017-01-11,True
2017-01-12,-0.32108970651660174,-0.24930050136484982,2017-01-12,True
2017-01-13,0.06442056342075331,0.08848949488763136,2017-01-13,True
2017-01-16,1.3137469375109658,1.4447950674663934,2017-01-16,True
2017-01-17,-0.013254111495993204,0.1669081125528391,2017-01-17,True
