Method,Effective_date,Seed,Train_start,Train_end,Train_N,Test_start,Test_end,N,Feature_N
RSI,2023-02-16,374583,2012-06-05,2023-02-15,2888,2023-02-16,2023-02-16,1,10
MACD,2023-02-16,374583,2012-06-05,2023-02-15,2888,2023-02-16,2023-02-16,1,11
Both,2023-02-16,374583,2012-06-05,2023-02-15,2888,2023-02-16,2023-02-16,1,12
RSI,2023-02-17,374583,2012-06-05,2023-02-16,2889,2023-02-17,2023-02-24,7,10
MACD,2023-02-17,374583,2012-06-05,2023-02-16,2889,2023-02-17,2023-02-24,7,11
Both,2023-02-17,374583,2012-06-05,2023-02-16,2889,2023-02-17,2023-02-24,7,12
RSI,2023-02-27,374583,2012-06-05,2023-02-24,2896,2023-02-27,2023-02-27,1,10
MACD,2023-02-27,374583,2012-06-05,2023-02-24,2896,2023-02-27,2023-02-27,1,11
Both,2023-02-27,374583,2012-06-05,2023-02-24,2896,2023-02-27,2023-02-27,1,12
RSI,2023-02-28,374583,2012-06-05,2023-02-27,2897,2023-02-28,2023-03-13,10,10
MACD,2023-02-28,374583,2012-06-05,2023-02-27,2897,2023-02-28,2023-03-13,10,11
Both,2023-02-28,374583,2012-06-05,2023-02-27,2897,2023-02-28,2023-03-13,10,12
RSI,2023-03-14,374583,2012-06-05,2023-03-13,2907,2023-03-14,2023-03-15,2,10
MACD,2023-03-14,374583,2012-06-05,2023-03-13,2907,2023-03-14,2023-03-15,2,11
Both,2023-03-14,374583,2012-06-05,2023-03-13,2907,2023-03-14,2023-03-15,2,12
RSI,2023-03-16,42716,2012-06-05,2023-03-15,2909,2023-03-16,2023-03-17,2,10
MACD,2023-03-16,42716,2012-06-05,2023-03-15,2909,2023-03-16,2023-03-17,2,11
Both,2023-03-16,42716,2012-06-05,2023-03-15,2909,2023-03-16,2023-03-17,2,12
RSI,2023-03-20,42716,2012-06-05,2023-03-17,2911,2023-03-20,2023-03-20,1,10
MACD,2023-03-20,42716,2012-06-05,2023-03-17,2911,2023-03-20,2023-03-20,1,11
Both,2023-03-20,42716,2012-06-05,2023-03-17,2911,2023-03-20,2023-03-20,1,12
RSI,2023-03-21,42716,2012-06-05,2023-03-20,2912,2023-03-21,2023-03-27,5,10
MACD,2023-03-21,42716,2012-06-05,2023-03-20,2912,2023-03-21,2023-03-27,5,11
Both,2023-03-21,42716,2012-06-05,2023-03-20,2912,2023-03-21,2023-03-27,5,12
RSI,2023-03-28,374583,2012-06-05,2023-03-27,2917,2023-03-28,2023-03-28,1,10
MACD,2023-03-28,374583,2012-06-05,2023-03-27,2917,2023-03-28,2023-03-28,1,11
Both,2023-03-28,374583,2012-06-05,2023-03-27,2917,2023-03-28,2023-03-28,1,12
RSI,2023-03-29,374583,2012-06-05,2023-03-28,2918,2023-03-29,2023-03-29,1,10
MACD,2023-03-29,374583,2012-06-05,2023-03-28,2918,2023-03-29,2023-03-29,1,11
Both,2023-03-29,374583,2012-06-05,2023-03-28,2918,2023-03-29,2023-03-29,1,12
RSI,2023-03-30,374583,2012-06-05,2023-03-29,2919,2023-03-30,2023-03-30,1,10
MACD,2023-03-30,374583,2012-06-05,2023-03-29,2919,2023-03-30,2023-03-30,1,11
Both,2023-03-30,374583,2012-06-05,2023-03-29,2919,2023-03-30,2023-03-30,1,12
RSI,2023-03-31,374583,2012-06-05,2023-03-30,2920,2023-03-31,2023-03-31,1,10
MACD,2023-03-31,374583,2012-06-05,2023-03-30,2920,2023-03-31,2023-03-31,1,11
Both,2023-03-31,374583,2012-06-05,2023-03-30,2920,2023-03-31,2023-03-31,1,12
RSI,2023-04-03,374583,2012-06-05,2023-03-31,2921,2023-04-03,2023-04-04,2,10
MACD,2023-04-03,374583,2012-06-05,2023-03-31,2921,2023-04-03,2023-04-04,2,11
Both,2023-04-03,374583,2012-06-05,2023-03-31,2921,2023-04-03,2023-04-04,2,12
RSI,2023-04-05,374583,2012-06-05,2023-04-04,2923,2023-04-05,2023-04-06,2,10
MACD,2023-04-05,374583,2012-06-05,2023-04-04,2923,2023-04-05,2023-04-06,2,11
Both,2023-04-05,374583,2012-06-05,2023-04-04,2923,2023-04-05,2023-04-06,2,12
RSI,2023-04-07,374583,2012-06-05,2023-04-06,2925,2023-04-07,2023-04-25,14,10
MACD,2023-04-07,374583,2012-06-05,2023-04-06,2925,2023-04-07,2023-04-25,14,11
Both,2023-04-07,374583,2012-06-05,2023-04-06,2925,2023-04-07,2023-04-25,14,12
RSI,2023-04-26,374583,2012-06-05,2023-04-25,2939,2023-04-26,2023-04-28,3,10
MACD,2023-04-26,374583,2012-06-05,2023-04-25,2939,2023-04-26,2023-04-28,3,11
Both,2023-04-26,374583,2012-06-05,2023-04-25,2939,2023-04-26,2023-04-28,3,12
RSI,2023-05-01,42716,2012-06-05,2023-04-28,2942,2023-05-01,2023-05-02,2,10
MACD,2023-05-01,42716,2012-06-05,2023-04-28,2942,2023-05-01,2023-05-02,2,11
Both,2023-05-01,42716,2012-06-05,2023-04-28,2942,2023-05-01,2023-05-02,2,12
RSI,2023-05-03,42716,2012-06-05,2023-05-02,2944,2023-05-03,2023-05-04,2,10
MACD,2023-05-03,42716,2012-06-05,2023-05-02,2944,2023-05-03,2023-05-04,2,11
Both,2023-05-03,42716,2012-06-05,2023-05-02,2944,2023-05-03,2023-05-04,2,12
RSI,2023-05-05,42716,2012-06-05,2023-05-04,2946,2023-05-05,2023-05-11,6,10
MACD,2023-05-05,42716,2012-06-05,2023-05-04,2946,2023-05-05,2023-05-11,6,11
Both,2023-05-05,42716,2012-06-05,2023-05-04,2946,2023-05-05,2023-05-11,6,12
RSI,2023-05-12,42716,2012-06-05,2023-05-11,2952,2023-05-12,2023-05-17,4,10
MACD,2023-05-12,42716,2012-06-05,2023-05-11,2952,2023-05-12,2023-05-17,4,11
Both,2023-05-12,42716,2012-06-05,2023-05-11,2952,2023-05-12,2023-05-17,4,12
RSI,2023-05-18,42716,2012-06-05,2023-05-17,2956,2023-05-18,2023-05-18,1,10
MACD,2023-05-18,42716,2012-06-05,2023-05-17,2956,2023-05-18,2023-05-18,1,11
Both,2023-05-18,42716,2012-06-05,2023-05-17,2956,2023-05-18,2023-05-18,1,12
RSI,2023-05-19,42716,2012-06-05,2023-05-18,2957,2023-05-19,2023-05-19,1,10
MACD,2023-05-19,42716,2012-06-05,2023-05-18,2957,2023-05-19,2023-05-19,1,11
Both,2023-05-19,42716,2012-06-05,2023-05-18,2957,2023-05-19,2023-05-19,1,12
RSI,2023-05-22,42716,2012-06-05,2023-05-19,2958,2023-05-22,2023-05-22,1,10
MACD,2023-05-22,42716,2012-06-05,2023-05-19,2958,2023-05-22,2023-05-22,1,11
Both,2023-05-22,42716,2012-06-05,2023-05-19,2958,2023-05-22,2023-05-22,1,12
RSI,2023-05-23,42716,2012-06-05,2023-05-22,2959,2023-05-23,2023-05-25,3,10
MACD,2023-05-23,42716,2012-06-05,2023-05-22,2959,2023-05-23,2023-05-25,3,11
Both,2023-05-23,42716,2012-06-05,2023-05-22,2959,2023-05-23,2023-05-25,3,12
RSI,2023-05-26,42716,2012-06-05,2023-05-25,2962,2023-05-26,2023-05-26,1,10
MACD,2023-05-26,42716,2012-06-05,2023-05-25,2962,2023-05-26,2023-05-26,1,11
Both,2023-05-26,42716,2012-06-05,2023-05-25,2962,2023-05-26,2023-05-26,1,12
RSI,2023-05-28,42716,2012-06-05,2023-05-26,2963,2023-05-28,2023-06-13,13,10
MACD,2023-05-28,42716,2012-06-05,2023-05-26,2963,2023-05-28,2023-06-13,13,11
Both,2023-05-28,42716,2012-06-05,2023-05-26,2963,2023-05-28,2023-06-13,13,12
RSI,2023-06-14,374583,2012-06-05,2023-06-13,2976,2023-06-14,2023-06-19,5,10
MACD,2023-06-14,374583,2012-06-05,2023-06-13,2976,2023-06-14,2023-06-19,5,11
Both,2023-06-14,374583,2012-06-05,2023-06-13,2976,2023-06-14,2023-06-19,5,12
RSI,2023-06-20,374583,2012-06-05,2023-06-19,2981,2023-06-20,2023-06-21,2,10
MACD,2023-06-20,374583,2012-06-05,2023-06-19,2981,2023-06-20,2023-06-21,2,11
Both,2023-06-20,374583,2012-06-05,2023-06-19,2981,2023-06-20,2023-06-21,2,12
RSI,2023-06-22,374583,2012-06-05,2023-06-21,2983,2023-06-22,2023-06-22,1,10
MACD,2023-06-22,374583,2012-06-05,2023-06-21,2983,2023-06-22,2023-06-22,1,11
Both,2023-06-22,374583,2012-06-05,2023-06-21,2983,2023-06-22,2023-06-22,1,12
RSI,2023-06-23,374583,2012-06-05,2023-06-22,2984,2023-06-23,2023-06-29,6,10
MACD,2023-06-23,374583,2012-06-05,2023-06-22,2984,2023-06-23,2023-06-29,6,11
Both,2023-06-23,374583,2012-06-05,2023-06-22,2984,2023-06-23,2023-06-29,6,12
RSI,2023-06-30,374583,2012-06-05,2023-06-29,2990,2023-06-30,2023-06-30,1,10
MACD,2023-06-30,374583,2012-06-05,2023-06-29,2990,2023-06-30,2023-06-30,1,11
Both,2023-06-30,374583,2012-06-05,2023-06-29,2990,2023-06-30,2023-06-30,1,12
RSI,2023-07-03,374583,2012-06-05,2023-06-30,2991,2023-07-03,2023-07-13,9,10
MACD,2023-07-03,374583,2012-06-05,2023-06-30,2991,2023-07-03,2023-07-13,9,11
Both,2023-07-03,374583,2012-06-05,2023-06-30,2991,2023-07-03,2023-07-13,9,12
RSI,2023-07-14,374583,2012-06-05,2023-07-13,3000,2023-07-14,2023-07-17,2,10
MACD,2023-07-14,374583,2012-06-05,2023-07-13,3000,2023-07-14,2023-07-17,2,11
Both,2023-07-14,374583,2012-06-05,2023-07-13,3000,2023-07-14,2023-07-17,2,12
RSI,2023-07-18,374583,2012-06-05,2023-07-17,3002,2023-07-18,2023-07-31,10,10
MACD,2023-07-18,374583,2012-06-05,2023-07-17,3002,2023-07-18,2023-07-31,10,11
Both,2023-07-18,374583,2012-06-05,2023-07-17,3002,2023-07-18,2023-07-31,10,12
RSI,2023-08-01,798291,2012-06-05,2023-07-31,3012,2023-08-01,2023-08-01,1,10
MACD,2023-08-01,798291,2012-06-05,2023-07-31,3012,2023-08-01,2023-08-01,1,11
Both,2023-08-01,798291,2012-06-05,2023-07-31,3012,2023-08-01,2023-08-01,1,12
RSI,2023-08-02,798291,2012-06-05,2023-08-01,3013,2023-08-02,2023-08-11,8,10
MACD,2023-08-02,798291,2012-06-05,2023-08-01,3013,2023-08-02,2023-08-11,8,11
Both,2023-08-02,798291,2012-06-05,2023-08-01,3013,2023-08-02,2023-08-11,8,12
RSI,2023-08-14,798291,2012-06-05,2023-08-11,3021,2023-08-14,2023-08-14,1,10
MACD,2023-08-14,798291,2012-06-05,2023-08-11,3021,2023-08-14,2023-08-14,1,11
Both,2023-08-14,798291,2012-06-05,2023-08-11,3021,2023-08-14,2023-08-14,1,12
RSI,2023-08-15,798291,2012-06-05,2023-08-14,3022,2023-08-15,2023-08-15,1,10
MACD,2023-08-15,798291,2012-06-05,2023-08-14,3022,2023-08-15,2023-08-15,1,11
Both,2023-08-15,798291,2012-06-05,2023-08-14,3022,2023-08-15,2023-08-15,1,12
RSI,2023-08-16,798291,2012-06-05,2023-08-15,3023,2023-08-16,2023-08-18,3,10
MACD,2023-08-16,798291,2012-06-05,2023-08-15,3023,2023-08-16,2023-08-18,3,11
Both,2023-08-16,798291,2012-06-05,2023-08-15,3023,2023-08-16,2023-08-18,3,12
RSI,2023-08-21,798291,2012-06-05,2023-08-18,3026,2023-08-21,2023-08-21,1,10
MACD,2023-08-21,798291,2012-06-05,2023-08-18,3026,2023-08-21,2023-08-21,1,11
Both,2023-08-21,798291,2012-06-05,2023-08-18,3026,2023-08-21,2023-08-21,1,12
RSI,2023-08-22,798291,2012-06-05,2023-08-21,3027,2023-08-22,2023-08-22,1,10
MACD,2023-08-22,798291,2012-06-05,2023-08-21,3027,2023-08-22,2023-08-22,1,11
Both,2023-08-22,798291,2012-06-05,2023-08-21,3027,2023-08-22,2023-08-22,1,12
RSI,2023-08-23,798291,2012-06-05,2023-08-22,3028,2023-08-23,2023-08-23,1,10
MACD,2023-08-23,798291,2012-06-05,2023-08-22,3028,2023-08-23,2023-08-23,1,11
Both,2023-08-23,798291,2012-06-05,2023-08-22,3028,2023-08-23,2023-08-23,1,12
RSI,2023-08-24,798291,2012-06-05,2023-08-23,3029,2023-08-24,2023-08-24,1,10
MACD,2023-08-24,798291,2012-06-05,2023-08-23,3029,2023-08-24,2023-08-24,1,11
Both,2023-08-24,798291,2012-06-05,2023-08-23,3029,2023-08-24,2023-08-24,1,12
RSI,2023-08-25,798291,2012-06-05,2023-08-24,3030,2023-08-25,2023-09-25,23,10
MACD,2023-08-25,798291,2012-06-05,2023-08-24,3030,2023-08-25,2023-09-25,23,11
Both,2023-08-25,798291,2012-06-05,2023-08-24,3030,2023-08-25,2023-09-25,23,12
RSI,2023-09-26,798291,2012-06-05,2023-09-25,3053,2023-09-26,2023-09-28,3,10
MACD,2023-09-26,798291,2012-06-05,2023-09-25,3053,2023-09-26,2023-09-28,3,11
Both,2023-09-26,798291,2012-06-05,2023-09-25,3053,2023-09-26,2023-09-28,3,12
RSI,2023-09-29,798291,2012-06-05,2023-09-28,3056,2023-09-29,2023-09-29,1,10
MACD,2023-09-29,798291,2012-06-05,2023-09-28,3056,2023-09-29,2023-09-29,1,11
Both,2023-09-29,798291,2012-06-05,2023-09-28,3056,2023-09-29,2023-09-29,1,12
RSI,2023-10-02,798291,2012-06-05,2023-09-29,3057,2023-10-02,2023-10-03,2,10
MACD,2023-10-02,798291,2012-06-05,2023-09-29,3057,2023-10-02,2023-10-03,2,11
Both,2023-10-02,798291,2012-06-05,2023-09-29,3057,2023-10-02,2023-10-03,2,12
RSI,2023-10-04,798291,2012-06-05,2023-10-03,3059,2023-10-04,2023-10-04,1,10
MACD,2023-10-04,798291,2012-06-05,2023-10-03,3059,2023-10-04,2023-10-04,1,11
Both,2023-10-04,798291,2012-06-05,2023-10-03,3059,2023-10-04,2023-10-04,1,12
RSI,2023-10-05,798291,2012-06-05,2023-10-04,3060,2023-10-05,2023-10-06,2,10
MACD,2023-10-05,798291,2012-06-05,2023-10-04,3060,2023-10-05,2023-10-06,2,11
Both,2023-10-05,798291,2012-06-05,2023-10-04,3060,2023-10-05,2023-10-06,2,12
RSI,2023-10-07,565766,2012-06-05,2023-10-06,3062,2023-10-07,2023-10-18,10,10
MACD,2023-10-07,565766,2012-06-05,2023-10-06,3062,2023-10-07,2023-10-18,10,11
Both,2023-10-07,565766,2012-06-05,2023-10-06,3062,2023-10-07,2023-10-18,10,12
RSI,2023-10-19,565766,2012-06-05,2023-10-18,3072,2023-10-19,2023-10-23,3,10
MACD,2023-10-19,565766,2012-06-05,2023-10-18,3072,2023-10-19,2023-10-23,3,11
Both,2023-10-19,565766,2012-06-05,2023-10-18,3072,2023-10-19,2023-10-23,3,12
RSI,2023-10-24,565766,2012-06-05,2023-10-23,3075,2023-10-24,2023-10-24,1,10
MACD,2023-10-24,565766,2012-06-05,2023-10-23,3075,2023-10-24,2023-10-24,1,11
Both,2023-10-24,565766,2012-06-05,2023-10-23,3075,2023-10-24,2023-10-24,1,12
RSI,2023-10-25,565766,2012-06-05,2023-10-24,3076,2023-10-25,2023-10-31,5,10
MACD,2023-10-25,565766,2012-06-05,2023-10-24,3076,2023-10-25,2023-10-31,5,11
Both,2023-10-25,565766,2012-06-05,2023-10-24,3076,2023-10-25,2023-10-31,5,12
RSI,2023-11-01,785634,2012-06-05,2023-10-31,3081,2023-11-01,2023-11-06,4,10
MACD,2023-11-01,785634,2012-06-05,2023-10-31,3081,2023-11-01,2023-11-06,4,11
Both,2023-11-01,785634,2012-06-05,2023-10-31,3081,2023-11-01,2023-11-06,4,12
RSI,2023-11-07,785634,2012-06-05,2023-11-06,3085,2023-11-07,2023-11-07,1,10
MACD,2023-11-07,785634,2012-06-05,2023-11-06,3085,2023-11-07,2023-11-07,1,11
Both,2023-11-07,785634,2012-06-05,2023-11-06,3085,2023-11-07,2023-11-07,1,12
RSI,2023-11-08,565766,2012-06-05,2023-11-07,3086,2023-11-08,2023-11-20,9,10
MACD,2023-11-08,565766,2012-06-05,2023-11-07,3086,2023-11-08,2023-11-20,9,11
Both,2023-11-08,565766,2012-06-05,2023-11-07,3086,2023-11-08,2023-11-20,9,12
RSI,2023-11-21,785634,2012-06-05,2023-11-20,3095,2023-11-21,2023-11-22,2,10
MACD,2023-11-21,785634,2012-06-05,2023-11-20,3095,2023-11-21,2023-11-22,2,11
Both,2023-11-21,785634,2012-06-05,2023-11-20,3095,2023-11-21,2023-11-22,2,12
RSI,2023-11-23,785634,2012-06-05,2023-11-22,3097,2023-11-23,2023-11-29,5,10
MACD,2023-11-23,785634,2012-06-05,2023-11-22,3097,2023-11-23,2023-11-29,5,11
Both,2023-11-23,785634,2012-06-05,2023-11-22,3097,2023-11-23,2023-11-29,5,12
RSI,2023-11-30,785634,2012-06-05,2023-11-29,3102,2023-11-30,2023-11-30,1,10
MACD,2023-11-30,785634,2012-06-05,2023-11-29,3102,2023-11-30,2023-11-30,1,11
Both,2023-11-30,785634,2012-06-05,2023-11-29,3102,2023-11-30,2023-11-30,1,12
RSI,2023-12-01,785634,2012-06-05,2023-11-30,3103,2023-12-01,2023-12-01,1,10
MACD,2023-12-01,785634,2012-06-05,2023-11-30,3103,2023-12-01,2023-12-01,1,11
Both,2023-12-01,785634,2012-06-05,2023-11-30,3103,2023-12-01,2023-12-01,1,12
RSI,2023-12-04,785634,2012-06-05,2023-12-01,3104,2023-12-04,2023-12-04,1,10
MACD,2023-12-04,785634,2012-06-05,2023-12-01,3104,2023-12-04,2023-12-04,1,11
Both,2023-12-04,785634,2012-06-05,2023-12-01,3104,2023-12-04,2023-12-04,1,12
RSI,2023-12-05,785634,2012-06-05,2023-12-04,3105,2023-12-05,2023-12-31,20,10
MACD,2023-12-05,785634,2012-06-05,2023-12-04,3105,2023-12-05,2023-12-31,20,11
Both,2023-12-05,785634,2012-06-05,2023-12-04,3105,2023-12-05,2023-12-31,20,12
