Method,Effective_date,Trigger_date,Seed,N,Applied_end
Original,2018-01-01,,965409,2,2018-01-02
Original,2018-01-03,2018-01-02,965409,15,2018-01-23
Original,2018-01-24,2018-01-23,374583,1,2018-01-24
Original,2018-01-25,2018-01-24,374583,10,2018-02-07
Original,2018-02-08,2018-02-07,42716,3,2018-02-11
Original,2018-02-12,2018-02-11,42716,20,2018-03-08
Original,2018-03-09,2018-03-08,798291,1,2018-03-09
Original,2018-03-12,2018-03-09,385735,7,2018-03-20
Original,2018-03-21,2018-03-20,385735,1,2018-03-21
Original,2018-03-22,2018-03-21,42716,1,2018-03-22
Original,2018-03-23,2018-03-22,42716,3,2018-03-27
Original,2018-03-28,2018-03-27,385735,17,2018-04-18
Original,2018-04-19,2018-04-18,385735,1,2018-04-19
Original,2018-04-20,2018-04-19,385735,34,2018-06-05
Original,2018-06-06,2018-06-05,385735,7,2018-06-14
Original,2018-06-15,2018-06-14,385735,3,2018-06-19
Original,2018-06-20,2018-06-19,385735,25,2018-07-24
Original,2018-07-25,2018-07-24,385735,16,2018-08-15
Original,2018-08-16,2018-08-15,374583,1,2018-08-16
Original,2018-08-17,2018-08-16,374583,2,2018-08-20
Original,2018-08-21,2018-08-20,374583,10,2018-09-03
Original,2018-09-04,2018-09-03,550343,2,2018-09-05
Original,2018-09-06,2018-09-05,965409,12,2018-09-21
Original,2018-09-24,2018-09-21,785634,6,2018-09-29
Original,2018-09-30,2018-09-29,785634,4,2018-10-03
Original,2018-10-04,2018-10-03,741131,1,2018-10-04
Original,2018-10-05,2018-10-04,741131,18,2018-10-30
Original,2018-10-31,2018-10-30,741131,2,2018-11-01
Original,2018-11-02,2018-11-01,741131,33,2018-12-18
Original,2018-12-19,2018-12-18,374583,1,2018-12-19
Original,2018-12-20,2018-12-19,374583,8,2018-12-29
Original,2018-12-30,2018-12-29,374583,1,2018-12-30
Original,2018-12-31,2018-12-30,374583,1,2018-12-31
Features_only,2018-01-01,,965409,2,2018-01-02
Features_only,2018-01-03,2018-01-02,965409,15,2018-01-23
Features_only,2018-01-24,2018-01-23,374583,1,2018-01-24
Features_only,2018-01-25,2018-01-24,374583,10,2018-02-07
Features_only,2018-02-08,2018-02-07,42716,3,2018-02-11
Features_only,2018-02-12,2018-02-11,42716,20,2018-03-08
Features_only,2018-03-09,2018-03-08,798291,1,2018-03-09
Features_only,2018-03-12,2018-03-09,385735,7,2018-03-20
Features_only,2018-03-21,2018-03-20,385735,1,2018-03-21
Features_only,2018-03-22,2018-03-21,42716,1,2018-03-22
Features_only,2018-03-23,2018-03-22,42716,3,2018-03-27
Features_only,2018-03-28,2018-03-27,385735,17,2018-04-18
Features_only,2018-04-19,2018-04-18,385735,1,2018-04-19
Features_only,2018-04-20,2018-04-19,385735,34,2018-06-05
Features_only,2018-06-06,2018-06-05,385735,7,2018-06-14
Features_only,2018-06-15,2018-06-14,385735,3,2018-06-19
Features_only,2018-06-20,2018-06-19,385735,25,2018-07-24
Features_only,2018-07-25,2018-07-24,385735,16,2018-08-15
Features_only,2018-08-16,2018-08-15,374583,1,2018-08-16
Features_only,2018-08-17,2018-08-16,374583,2,2018-08-20
Features_only,2018-08-21,2018-08-20,374583,10,2018-09-03
Features_only,2018-09-04,2018-09-03,550343,2,2018-09-05
Features_only,2018-09-06,2018-09-05,965409,12,2018-09-21
Features_only,2018-09-24,2018-09-21,785634,6,2018-09-29
Features_only,2018-09-30,2018-09-29,785634,4,2018-10-03
Features_only,2018-10-04,2018-10-03,741131,1,2018-10-04
Features_only,2018-10-05,2018-10-04,741131,18,2018-10-30
Features_only,2018-10-31,2018-10-30,741131,2,2018-11-01
Features_only,2018-11-02,2018-11-01,741131,33,2018-12-18
Features_only,2018-12-19,2018-12-18,374583,1,2018-12-19
Features_only,2018-12-20,2018-12-19,374583,8,2018-12-29
Features_only,2018-12-30,2018-12-29,374583,1,2018-12-30
Features_only,2018-12-31,2018-12-30,374583,1,2018-12-31
Triggers_only,2018-01-01,,965409,2,2018-01-02
Triggers_only,2018-01-03,2018-01-02,965409,15,2018-01-23
Triggers_only,2018-01-24,2018-01-23,374583,1,2018-01-24
Triggers_only,2018-01-25,2018-01-24,374583,10,2018-02-07
Triggers_only,2018-02-08,2018-02-07,42716,2,2018-02-09
Triggers_only,2018-02-11,2018-02-09,42716,1,2018-02-11
Triggers_only,2018-02-12,2018-02-11,42716,3,2018-02-14
Triggers_only,2018-02-15,2018-02-14,798291,17,2018-03-08
Triggers_only,2018-03-09,2018-03-08,798291,1,2018-03-09
Triggers_only,2018-03-12,2018-03-09,385735,7,2018-03-20
Triggers_only,2018-03-21,2018-03-20,385735,1,2018-03-21
Triggers_only,2018-03-22,2018-03-21,42716,1,2018-03-22
Triggers_only,2018-03-23,2018-03-22,42716,3,2018-03-27
Triggers_only,2018-03-28,2018-03-27,385735,17,2018-04-18
Triggers_only,2018-04-19,2018-04-18,385735,1,2018-04-19
Triggers_only,2018-04-20,2018-04-19,385735,34,2018-06-05
Triggers_only,2018-06-06,2018-06-05,385735,7,2018-06-14
Triggers_only,2018-06-15,2018-06-14,385735,2,2018-06-18
Triggers_only,2018-06-19,2018-06-18,385735,1,2018-06-19
