alpha,mean_training_mse,mean_validation_rmse,mean_validation_mse
0.0006883952069645496,0.2013888506816949,2.2035211455814325,7.434000164018821
0.000697981390783066,0.2013895850151969,2.203453771312313,7.433442827568685
0.000707701066118189,0.20139032346529345,2.203391704769137,7.432948412246338
0.0007175560918936921,0.2013910991373707,2.203325175107492,7.4324196590237035
0.0007275483529196233,0.20139187816137438,2.203264488434077,7.431914977122011
0.000737679760252773,0.20139266398410868,2.2032009820632,7.43140128459179
0.0007479522515621821,0.20139347141873012,2.2031366631947185,7.430880651205269
0.0007583677914997191,0.20139431104874692,2.2030656985276114,7.430280684066531
0.0007689283720758305,0.20139516134633575,2.2029998474434356,7.429746051614575
0.0007796360130405237,0.20139603502242717,2.2029331572441397,7.429204204799808
0.000790492762269642,0.20139693253445207,2.2028687863973846,7.428658437824221
0.0008015006961565405,0.20139787038155088,2.2027941475074964,7.42806265220459
0.0008126619200091946,0.20139880980670477,2.2027286261708587,7.427502595532502
0.0008239785684528511,0.20139977544501148,2.202650125249396,7.426852956545483
0.0008354528058382871,0.201400752797064,2.2025836418346776,7.426278492133514
0.0008470868266557402,0.20140176193418774,2.202512479062858,7.42569218940274
0.0008588828559546249,0.20140279868584265,2.2024404182007276,7.425097999788183
0.0008708431497690724,0.20140386834190105,2.2023708815971723,7.4244994868135645
0.0008829699955494083,0.20140499725148855,2.202295246132919,7.423887348092404
0.0008952657125996401,0.20140614330824222,2.2022141752896736,7.423190350560302
0.0009077326525210223,0.20140735952909986,2.202132094561673,7.422527197485337
0.0009203731996618221,0.20140857949876087,2.2020540376861546,7.421890607472827
0.0009331897715733239,0.20140980463203487,2.2019802688023105,7.4212510977220685
0.0009461848194721993,0.20141108965706334,2.2019003689268963,7.420597454020286
0.0009593608287093146,0.2014124135745779,2.2018074140583814,7.419840973772058
0.0009727203192450537,0.20141374209415117,2.2017268541026267,7.419171172014887
0.000986265846131282,0.20141524737798364,2.2016281807457116,7.418474172459339
0.001,0.2014167711177158,2.2015342632214345,7.417774250169593
0.0010139254075588154,0.20141835191739746,2.201439515284318,7.417065345977941
0.0010280447320933097,0.2014199720789037,2.201333524483378,7.416226301961738
0.0010423606739764012,0.20142159322863057,2.201241815730829,7.415504154548891
0.0010568759711848039,0.20142345533647857,2.2011360334349894,7.414758614857353
0.001071593399822671,0.20142530881350362,2.2010349660534505,7.4140095645646324
0.0010865157746525384,0.20142715819305415,2.2009370092382285,7.4132551802985605
0.001101645949633657,0.20142897026521595,2.200833828144355,7.412407769890639
0.0011169868184678225,0.20143088514365193,2.200736501848569,7.41163646533096
0.0011325413151528115,0.20143285242829637,2.200638221569854,7.410855161061273
0.0011483124145435111,0.20143481201802943,2.2005418775367374,7.410066807825527
0.0011643031329208768,0.20143693481498945,2.2004354662947936,7.409221368746996
0.0011805165285688056,0.20143902040607467,2.2003263470673353,7.408320686217266
0.0011969557023590429,0.2014412139954657,2.200220835695778,7.40748701342563
0.0012136237983442406,0.2014434077172588,2.200119724294395,7.406656027651531
0.0012305240043592616,0.20144572483983897,2.2000147921491187,7.405811283142954
0.0012476595526308698,0.2014475506621834,2.199936886571744,7.404985330139212
0.0012650337203959038,0.20144919059157557,2.19987182251445,7.404081836176931
0.0012826498305280598,0.20145085160221643,2.1998117933956545,7.4032547795005
0.0013005112521734085,0.2014525690761894,2.199751081860298,7.402416766315054
0.0013186214013947485,0.20145437110790168,2.1996819987159615,7.40151786720507
0.0013369837418249467,0.2014562086379626,2.199620337608901,7.400657992063165
