数据段,模型,MSE,RMSE,MAE,R²
Train,MLP,0.7731324945513851,0.8792795315207702,0.5403986527174155,0.9849167583853916
Train,Lasso,1.6796190615534887,1.296001181154357,0.9357044761574067,0.9672318777124828
Test,MLP,64.31318845346537,8.019550389732917,7.520371704101563,-6.559198796258361
Test,Lasso,5.568284164145343,2.359721204749693,1.8477596191447763,0.34551889024615845
