Seed,Stage,Epoch,Train_MSE
7,Base,56,0.0473022535443306
7,Base,57,0.04676154628396034
7,Base,58,0.046210769563913345
7,Base,59,0.045785918831825256
7,Base,60,0.04542867839336395
7,Base,61,0.045073576271533966
7,Base,62,0.044699471443891525
7,Base,63,0.0443640761077404
7,Base,64,0.04405020549893379
7,Base,65,0.04379405453801155
7,Base,66,0.04358900710940361
7,Base,67,0.043402913957834244
7,Base,68,0.04320971295237541
7,Base,69,0.04302683100104332
7,Base,70,0.04284815117716789
7,Base,71,0.042655933648347855
7,Base,72,0.042476870119571686
7,Base,73,0.04228203743696213
7,Base,74,0.042070258408784866
7,Base,75,0.04187289997935295
7,Base,76,0.04169172793626785
7,Base,77,0.04150957614183426
7,Base,78,0.04134562239050865
7,Base,79,0.04119274392724037
7,Base,80,0.041036155074834824
7,Base,81,0.04088578000664711
7,Base,82,0.04075029492378235
7,Base,83,0.040612876415252686
7,Base,84,0.040461741387844086
7,Base,85,0.0403156541287899
7,Base,86,0.04017116501927376
7,Base,87,0.04002697765827179
7,Base,88,0.0398888885974884
7,Base,89,0.03975100815296173
7,Base,90,0.039608657360076904
7,Base,91,0.039473436772823334
7,Base,92,0.039340607821941376
7,Base,93,0.039203304797410965
7,Base,94,0.0390627421438694
7,Base,95,0.03891788423061371
7,Base,96,0.038779404014348984
7,Base,97,0.038647912442684174
7,Base,98,0.038518261164426804
7,Base,99,0.038394857197999954
7,Base,100,0.038270458579063416
7,Stage2,1,1.0171586275100708
7,Stage2,2,0.9811700582504272
7,Stage2,3,0.9457976818084717
7,Stage2,4,0.9077374935150146
7,Stage2,5,0.8645471930503845
7,Stage2,6,0.8143560886383057
7,Stage2,7,0.7556794285774231
7,Stage2,8,0.6874247193336487
7,Stage2,9,0.6102895140647888
7,Stage2,10,0.526526689529419
7,Stage2,11,0.43890073895454407
7,Stage2,12,0.352337509393692
7,Stage2,13,0.271624356508255
7,Stage2,14,0.20164215564727783
7,Stage2,15,0.14912548661231995
7,Stage2,16,0.12214422225952148
7,Stage2,17,0.12366168946027756
7,Stage2,18,0.14365477859973907
7,Stage2,19,0.16384649276733398
7,Stage2,20,0.16970811784267426
7,Stage2,21,0.15654988586902618
7,Stage2,22,0.13101449608802795
7,Stage2,23,0.103926882147789
7,Stage2,24,0.08266453444957733
7,Stage2,25,0.07016774266958237
7,Stage2,26,0.06695642322301865
7,Stage2,27,0.07056975364685059
7,Stage2,28,0.07654574513435364
7,Stage2,29,0.08107494562864304
7,Stage2,30,0.08226592093706131
7,Stage2,31,0.07982177287340164
7,Stage2,32,0.07434563338756561
7,Stage2,33,0.06719192117452621
7,Stage2,34,0.060108527541160583
7,Stage2,35,0.05460513010621071
7,Stage2,36,0.05131763219833374
7,Stage2,37,0.050080928951501846
7,Stage2,38,0.05034356191754341
7,Stage2,39,0.051132384687662125
7,Stage2,40,0.051348526030778885
7,Stage2,41,0.0503251813352108
7,Stage2,42,0.04825504869222641
7,Stage2,43,0.04581701010465622
7,Stage2,44,0.043667618185281754
7,Stage2,45,0.04224904999136925
7,Stage2,46,0.04177333787083626
7,Stage2,47,0.04202185943722725
7,Stage2,48,0.04247210919857025
7,Stage2,49,0.04261147603392601
7,Stage2,50,0.04221224784851074
7,Stage2,51,0.04130544513463974
7,Stage2,52,0.04007943347096443
7,Stage2,53,0.038912273943424225
7,Stage2,54,0.038153503090143204
7,Stage2,55,0.03792127966880798
7,Stage2,56,0.03806554153561592
7,Stage2,57,0.03831682726740837
7,Stage2,58,0.03842633217573166
7,Stage2,59,0.03824125602841377
7,Stage2,60,0.03776362165808678
7,Stage2,61,0.037172310054302216
7,Stage2,62,0.0366479717195034
7,Stage2,63,0.03629763051867485
7,Stage2,64,0.03615302965044975
7,Stage2,65,0.03614267706871033
7,Stage2,66,0.03614849969744682
7,Stage2,67,0.036082785576581955
7,Stage2,68,0.03592083230614662
7,Stage2,69,0.03570249304175377
7,Stage2,70,0.035480037331581116
7,Stage2,71,0.03531014919281006
7,Stage2,72,0.035197287797927856
7,Stage2,73,0.03510851413011551
7,Stage2,74,0.035014040768146515
7,Stage2,75,0.034891922026872635
7,Stage2,76,0.03474750369787216
7,Stage2,77,0.03460584208369255
7,Stage2,78,0.03449277952313423
7,Stage2,79,0.03440920263528824
7,Stage2,80,0.03433874621987343
7,Stage2,81,0.03426137566566467
7,Stage2,82,0.034169454127550125
7,Stage2,83,0.03406530246138573
7,Stage2,84,0.033958230167627335
7,Stage2,85,0.03387054428458214
7,Stage2,86,0.03379907086491585
7,Stage2,87,0.03373744338750839
7,Stage2,88,0.03367919102311134
7,Stage2,89,0.03361828997731209
7,Stage2,90,0.03355078399181366
7,Stage2,91,0.03348052129149437
7,Stage2,92,0.03341332823038101
7,Stage2,93,0.033349063247442245
7,Stage2,94,0.03329334780573845
7,Stage2,95,0.03324244171380997
7,Stage2,96,0.033194657415151596
7,Stage2,97,0.03314737230539322
7,Stage2,98,0.03310146555304527
7,Stage2,99,0.033058322966098785
7,Stage2,100,0.033015165477991104
123,Base,1,0.9918730854988098
123,Base,2,0.905254602432251
123,Base,3,0.8229658007621765
123,Base,4,0.7435616850852966
123,Base,5,0.6672795414924622
123,Base,6,0.593911349773407
123,Base,7,0.525915265083313
123,Base,8,0.4677233397960663
123,Base,9,0.4228894114494324
123,Base,10,0.3920579254627228
123,Base,11,0.3715927004814148
123,Base,12,0.3531375527381897
123,Base,13,0.3289334774017334
123,Base,14,0.30119436979293823
123,Base,15,0.2769011855125427
123,Base,16,0.2616180181503296
123,Base,17,0.25713545083999634
123,Base,18,0.2567213177680969
123,Base,19,0.250510036945343
123,Base,20,0.236587792634964
123,Base,21,0.21802785992622375
123,Base,22,0.19916583597660065
123,Base,23,0.1834614872932434
123,Base,24,0.1717405468225479
123,Base,25,0.16326169669628143
123,Base,26,0.15677526593208313
123,Base,27,0.15107952058315277
123,Base,28,0.14560848474502563
123,Base,29,0.14005939662456512
123,Base,30,0.13445451855659485
123,Base,31,0.12895125150680542
123,Base,32,0.12360204011201859
123,Base,33,0.11856459826231003
123,Base,34,0.11370296776294708
123,Base,35,0.1088150218129158
123,Base,36,0.1040230393409729
123,Base,37,0.09986638277769089
123,Base,38,0.09665418416261673
123,Base,39,0.0939621701836586
123,Base,40,0.09125339239835739
123,Base,41,0.08831474930047989
123,Base,42,0.08544842153787613
123,Base,43,0.08281518518924713
123,Base,44,0.08050849288702011
123,Base,45,0.07858555018901825
123,Base,46,0.07703029364347458
123,Base,47,0.07552056759595871
123,Base,48,0.07378606498241425
123,Base,49,0.07185473293066025
123,Base,50,0.07000811398029327
123,Base,51,0.0683516338467598
123,Base,52,0.06677676737308502
123,Base,53,0.06523279845714569
123,Base,54,0.06380213052034378
123,Base,55,0.06259458512067795
123,Base,56,0.061553504317998886
123,Base,57,0.06055528670549393
123,Base,58,0.05957034230232239
123,Base,59,0.05860699340701103
123,Base,60,0.05772637575864792
123,Base,61,0.05695987120270729
123,Base,62,0.056286729872226715
123,Base,63,0.055577728897333145
123,Base,64,0.05480292811989784
123,Base,65,0.05399872735142708
123,Base,66,0.05322917178273201
123,Base,67,0.052498891949653625
123,Base,68,0.051781054586172104
123,Base,69,0.05105478689074516
123,Base,70,0.05034412816166878
123,Base,71,0.04966389387845993
123,Base,72,0.049016088247299194
123,Base,73,0.04837973415851593
123,Base,74,0.04776936024427414
123,Base,75,0.04719829931855202
123,Base,76,0.04664423689246178
123,Base,77,0.04608557000756264
123,Base,78,0.04552541300654411
123,Base,79,0.044975146651268005
123,Base,80,0.04444172605872154
123,Base,81,0.0439368411898613
123,Base,82,0.04345306009054184
123,Base,83,0.0429849699139595
123,Base,84,0.042529765516519547
123,Base,85,0.042094845324754715
123,Base,86,0.041678547859191895
123,Base,87,0.041282664984464645
123,Base,88,0.04090740531682968
123,Base,89,0.04054836556315422
123,Base,90,0.04020211845636368
123,Base,91,0.03987319394946098
123,Base,92,0.03955966606736183
123,Base,93,0.03926413878798485
123,Base,94,0.03898579627275467
123,Base,95,0.03871693089604378
123,Base,96,0.03845289349555969
123,Base,97,0.03819294646382332
123,Base,98,0.03793690726161003
123,Base,99,0.03768867254257202
123,Base,100,0.03744930773973465
123,Stage2,1,1.0216881036758423
123,Stage2,2,0.9506433010101318
123,Stage2,3,0.8811221122741699
123,Stage2,4,0.8093979358673096
123,Stage2,5,0.7334852814674377
123,Stage2,6,0.6517569422721863
123,Stage2,7,0.5638557076454163
123,Stage2,8,0.47068578004837036
123,Stage2,9,0.37681153416633606
123,Stage2,10,0.29037240147590637
123,Stage2,11,0.22185476124286652
123,Stage2,12,0.17686858773231506
123,Stage2,13,0.15329991281032562
123,Stage2,14,0.15199343860149384
123,Stage2,15,0.16487418115139008
123,Stage2,16,0.1672816425561905
123,Stage2,17,0.15043672919273376
123,Stage2,18,0.12457158416509628
123,Stage2,19,0.0991937443614006
123,Stage2,20,0.0778561383485794
123,Stage2,21,0.06372413784265518
123,Stage2,22,0.059448253363370895
123,Stage2,23,0.06320317834615707
123,Stage2,24,0.06944018602371216
123,Stage2,25,0.07410479336977005
123,Stage2,26,0.0763365626335144
123,Stage2,27,0.07616402208805084
123,Stage2,28,0.07332202792167664
123,Stage2,29,0.06838846951723099
123,Stage2,30,0.06309502571821213
123,Stage2,31,0.05901678279042244
123,Stage2,32,0.05655081942677498
123,Stage2,33,0.055447015911340714
123,Stage2,34,0.055279623717069626
123,Stage2,35,0.05507476627826691
123,Stage2,36,0.05365265905857086
123,Stage2,37,0.05095471069216728
123,Stage2,38,0.04797518625855446
123,Stage2,39,0.04543706029653549
123,Stage2,40,0.04357220605015755
123,Stage2,41,0.04261038824915886
123,Stage2,42,0.042642928659915924
123,Stage2,43,0.043126385658979416
123,Stage2,44,0.04332282021641731
123,Stage2,45,0.04304225370287895
123,Stage2,46,0.04243490844964981
123,Stage2,47,0.04160134494304657
123,Stage2,48,0.040718965232372284
123,Stage2,49,0.04008954018354416
123,Stage2,50,0.03983292356133461
123,Stage2,51,0.03981073200702667
123,Stage2,52,0.03987909480929375
123,Stage2,53,0.039886653423309326
123,Stage2,54,0.039628203958272934
123,Stage2,55,0.0390794463455677
123,Stage2,56,0.0384373739361763
123,Stage2,57,0.037838537245988846
123,Stage2,58,0.037342313677072525
123,Stage2,59,0.03701931610703468
123,Stage2,60,0.03687429055571556
123,Stage2,61,0.03676812723278999
123,Stage2,62,0.03659424930810928
123,Stage2,63,0.03636478632688522
123,Stage2,64,0.03610827028751373
123,Stage2,65,0.0358567051589489
123,Stage2,66,0.035678282380104065
123,Stage2,67,0.03557223826646805
123,Stage2,68,0.035491693764925
123,Stage2,69,0.035410232841968536
123,Stage2,70,0.03528893366456032
123,Stage2,71,0.03510686010122299
123,Stage2,72,0.03489955887198448
123,Stage2,73,0.03471292555332184
123,Stage2,74,0.03455260768532753
123,Stage2,75,0.03441762551665306
123,Stage2,76,0.03430721536278725
123,Stage2,77,0.034197233617305756
123,Stage2,78,0.034067850559949875
123,Stage2,79,0.03393283858895302
123,Stage2,80,0.03380095213651657
123,Stage2,81,0.0336880162358284
123,Stage2,82,0.033604945987463
123,Stage2,83,0.03353738784790039
123,Stage2,84,0.03347083181142807
123,Stage2,85,0.03339703753590584
123,Stage2,86,0.03330876678228378
123,Stage2,87,0.033209964632987976
123,Stage2,88,0.033115796744823456
123,Stage2,89,0.03303172439336777
123,Stage2,90,0.03295857086777687
123,Stage2,91,0.03289249911904335
123,Stage2,92,0.032825786620378494
123,Stage2,93,0.032758090645074844
123,Stage2,94,0.03268925100564957
123,Stage2,95,0.03262297436594963
123,Stage2,96,0.032562099397182465
123,Stage2,97,0.032505784183740616
123,Stage2,98,0.03245251998305321
123,Stage2,99,0.03240153193473816
123,Stage2,100,0.03235115110874176
