Seed,Base,Stacking,Stacking_minus_Base_pp
42,12.794920365322339,12.936160033208195,0.14123966788585562
7,10.537793093956182,10.479996647656797,-0.05779644629938474
123,16.138526349286156,15.917236219780232,-0.22129012950592397
