Month,Seed,Stage,Epoch,Train_MSE,Train_MSE_standardized
2020-10,42716,Stacking,70,0.028033201958405116,0.03777342348404962
2020-10,42716,Stacking,71,0.027929136343925944,0.03763319995440494
2020-10,42716,Stacking,72,0.027800695761616687,0.03746013230001055
2020-10,42716,Stacking,73,0.0276539073756471,0.03726234184161067
2020-10,42716,Stacking,74,0.027509202171515323,0.037067358372932145
2020-10,42716,Stacking,75,0.02738409925026526,0.03689878806011229
2020-10,42716,Stacking,76,0.02728581229201327,0.03676635099842665
2020-10,42716,Stacking,77,0.027211760337940677,0.03666656946704269
2020-10,42716,Stacking,78,0.02714654100654831,0.03657868948002994
2020-10,42716,Stacking,79,0.027075705117208543,0.036483241444879674
2020-10,42716,Stacking,80,0.026992302523353818,0.03637086036540052
2020-10,42716,Stacking,81,0.02689971591377517,0.03624610425592163
2020-10,42716,Stacking,82,0.026807304824670766,0.03612158465204112
2020-10,42716,Stacking,83,0.026726080832573152,0.03601213913614463
2020-10,42716,Stacking,84,0.026658610642832863,0.03592122622318553
2020-10,42716,Stacking,85,0.026600769905412366,0.03584328854512593
2020-10,42716,Stacking,86,0.026543373311897184,0.03576594933012624
2020-10,42716,Stacking,87,0.02648024169471476,0.0356808824399935
2020-10,42716,Stacking,88,0.026410652131402194,0.035587113770650054
2020-10,42716,Stacking,89,0.026340359066332385,0.03549239716571803
2020-10,42716,Stacking,90,0.02627533362834183,0.03540477844096096
2020-10,42716,Stacking,91,0.026218520748924393,0.03532822575330268
2020-10,42716,Stacking,92,0.026168823864385102,0.03526126153464775
2020-10,42716,Stacking,93,0.026121509243822307,0.035197507304854186
2020-10,42716,Stacking,94,0.02607146014974275,0.03513006850037993
2020-10,42716,Stacking,95,0.026017504561789417,0.03505736587882011
2020-10,42716,Stacking,96,0.025962062138342446,0.03498265981623932
2020-10,42716,Stacking,97,0.02590954613140807,0.034911896962514406
2020-10,42716,Stacking,98,0.025861753960582195,0.03484749925616226
2020-10,42716,Stacking,99,0.02581895777069151,0.034789833399559676
2020-10,42716,Stacking,100,0.0257794805421914,0.034736639687606125
2020-11,385735,Base,1,0.7506434491177782,0.9048052145134002
2020-11,385735,Base,2,0.6734048876224003,0.8117039514774437
2020-11,385735,Base,3,0.6139712204139368,0.7400642241594021
2020-11,385735,Base,4,0.5676875878583019,0.6842751912541274
2020-11,385735,Base,5,0.5313502327054854,0.6404751308359155
2020-11,385735,Base,6,0.498149675267392,0.6004560811392262
2020-11,385735,Base,7,0.46349405196336324,0.5586831345897687
2020-11,385735,Base,8,0.4276315608981135,0.5154554624380773
2020-11,385735,Base,9,0.3955175262913881,0.47674607783560163
2020-11,385735,Base,10,0.3636981717110994,0.4383918925289385
2020-11,385735,Base,11,0.3288720390967188,0.39641341869044555
2020-11,385735,Base,12,0.29213154358861293,0.3521274238434774
2020-11,385735,Base,13,0.25963415170125204,0.3129559507928199
2020-11,385735,Base,14,0.23642212931735868,0.28497680980779927
2020-11,385735,Base,15,0.2213730916568516,0.2668371087757866
2020-11,385735,Base,16,0.21023105931297476,0.25340680577791824
2020-11,385735,Base,17,0.2046524624335534,0.24668251670019306
2020-11,385735,Base,18,0.20087234639667131,0.24212606755558727
2020-11,385735,Base,19,0.19170672563257463,0.23107807736616545
2020-11,385735,Base,20,0.1772826516701334,0.21369169059214854
2020-11,385735,Base,21,0.16045937320762946,0.1934133679131529
2020-11,385735,Base,22,0.1419437047070388,0.17109508427366252
2020-11,385735,Base,23,0.12247205619974572,0.147624488313254
2020-11,385735,Base,24,0.10550715105058373,0.12717545267492586
2020-11,385735,Base,25,0.09360588804389132,0.11282999366851397
2020-11,385735,Base,26,0.08567357822596558,0.10326860297786009
2020-11,385735,Base,27,0.07945861697364598,0.09577725757851431
2020-11,385735,Base,28,0.07386765692109315,0.08903806626787093
2020-11,385735,Base,29,0.06862386755227308,0.08271734506488886
2020-11,385735,Base,30,0.06345137030513298,0.07648255744798628
2020-11,385735,Base,31,0.05907096978930516,0.07120254170544386
2020-11,385735,Base,32,0.05700423571350915,0.06871135661485187
2020-11,385735,Base,33,0.0573546423579336,0.06913372726159235
2020-11,385735,Base,34,0.05819487847227186,0.07014652504004396
2020-11,385735,Base,35,0.058249154079227136,0.07021194738170528
2020-11,385735,Base,36,0.058016327650569605,0.06993130473175814
2020-11,385735,Base,37,0.057835311114931134,0.06971311231890044
2020-11,385735,Base,38,0.05739864384162498,0.06918676545427502
2020-11,385735,Base,39,0.05689841213178787,0.06858379974524562
2020-11,385735,Base,40,0.0563376937641258,0.06790792506262452
2020-11,385735,Base,41,0.05515315559268983,0.06648011494110134
2020-11,385735,Base,42,0.05333607397599139,0.06428985414029441
2020-11,385735,Base,43,0.051555339441005765,0.06214340512403678
2020-11,385735,Base,44,0.049973850459547366,0.060237121283418696
2020-11,385735,Base,45,0.04848102853159026,0.05843771429952639
2020-11,385735,Base,46,0.047285577018417936,0.05699674953244888
2020-11,385735,Base,47,0.046380223228105366,0.055905460676978234
2020-11,385735,Base,48,0.0454505720200579,0.054784884374462536
2020-11,385735,Base,49,0.04453966731782682,0.053686904600613684
2020-11,385735,Base,50,0.043805093234942014,0.052801468963465686
2020-11,385735,Base,51,0.0430810400669432,0.05192871495121096
2020-11,385735,Base,52,0.04229282789358525,0.050978625417444426
2020-11,385735,Base,53,0.04161007176406273,0.050155649733104525
2020-11,385735,Base,54,0.04104902118442503,0.049479374611196
2020-11,385735,Base,55,0.040562168967286906,0.0488925361790726
2020-11,385735,Base,56,0.04023456017271017,0.048497645440997335
2020-11,385735,Base,57,0.03991955453505091,0.04811794620577428
2020-11,385735,Base,58,0.039447553864228574,0.047549009423982866
2020-11,385735,Base,59,0.03888543103133936,0.04687144183714391
2020-11,385735,Base,60,0.03830097964528072,0.0461669600191024
2020-11,385735,Base,61,0.037745051530519616,0.045496859377150985
2020-11,385735,Base,62,0.03732387687498033,0.0449891868929633
2020-11,385735,Base,63,0.03700294345744357,0.044602342472965836
2020-11,385735,Base,64,0.036663958089081836,0.044193738722013334
2020-11,385735,Base,65,0.03627702196422228,0.04372733643226045
2020-11,385735,Base,66,0.03584746947188412,0.04320956553126667
2020-11,385735,Base,67,0.03536672990503015,0.04263009512168192
2020-11,385735,Base,68,0.03489937059455065,0.042066752909516836
2020-11,385735,Base,69,0.034485680240135035,0.04156810179851458
2020-11,385735,Base,70,0.03410366093091275,0.04110762610471432
2020-11,385735,Base,71,0.033789767680324996,0.040729267710637666
2020-11,385735,Base,72,0.03350275578975029,0.040383311377408415
2020-11,385735,Base,73,0.03320916129556204,0.04002942055266844
2020-11,385735,Base,74,0.03292339785715971,0.03968496906976056
2020-11,385735,Base,75,0.03263113821195942,0.03933268723571558
2020-11,385735,Base,76,0.03233990403764505,0.03898164147640888
2020-11,385735,Base,77,0.03206751301984253,0.038653308745890826
2020-11,385735,Base,78,0.031796491486294425,0.03832662675447673
2020-11,385735,Base,79,0.031533365114391906,0.038009461376355864
2020-11,385735,Base,80,0.031282463514981734,0.03770703140678391
2020-11,385735,Base,81,0.031030934925888383,0.03740384568088656
2020-11,385735,Base,82,0.030800787655179736,0.03712643241512377
2020-11,385735,Base,83,0.03058130042753663,0.036861868475581
2020-11,385735,Base,84,0.030370367575944638,0.036607615748461456
2020-11,385735,Base,85,0.03017015788863859,0.03636628843216566
2020-11,385735,Base,86,0.029966108059360185,0.036120332313093875
2020-11,385735,Base,87,0.029763782002114537,0.035876453981986134
2020-11,385735,Base,88,0.029565234065800187,0.035637129695176954
2020-11,385735,Base,89,0.029368308808798607,0.03539976134191439
2020-11,385735,Base,90,0.029178284715083627,0.035170711463335454
2020-11,385735,Base,91,0.028990778582796205,0.03494469666703463
2020-11,385735,Base,92,0.028807851733895218,0.03472420161448386
2020-11,385735,Base,93,0.02862846063583492,0.034507968459910936
2020-11,385735,Base,94,0.028450862906867217,0.03429389698370665
2020-11,385735,Base,95,0.028282183959480522,0.03409057596444846
2020-11,385735,Base,96,0.028120035910117653,0.03389512711218827
2020-11,385735,Base,97,0.027962694806759898,0.03370547242201185
2020-11,385735,Base,98,0.02780830275813868,0.03351937244227305
2020-11,385735,Base,99,0.027655549738354948,0.03333524810335365
2020-11,385735,Base,100,0.027508696623955796,0.0331582353500524
2020-11,385735,Stacking,1,0.7933962172424973,0.9563382393863831
2020-11,385735,Stacking,2,0.7346010860365321,0.8854681860132669
2020-11,385735,Stacking,3,0.6786516445870144,0.8180282497397503
2020-11,385735,Stacking,4,0.6225400471003273,0.7503928549856883
2020-11,385735,Stacking,5,0.5648372755949609,0.6808395023103373
2020-11,385735,Stacking,6,0.5053863668462529,0.6091789925082312
2020-11,385735,Stacking,7,0.4451066092934633,0.5365194108820017
2020-11,385735,Stacking,8,0.386075924844437,0.46536542803095887
2020-11,385735,Stacking,9,0.3305224675216954,0.39840280026282193
2020-11,385735,Stacking,10,0.27866435513638094,0.3358944408596983
2020-11,385735,Stacking,11,0.2286173155619245,0.2755690994061133
2020-11,385735,Stacking,12,0.18143840482161408,0.218700922506594
2020-11,385735,Stacking,13,0.14292316758405135,0.17227570220829555
2020-11,385735,Stacking,14,0.11827789897917615,0.14256896517757559
2020-11,385735,Stacking,15,0.1073604819012796,0.12940940731730505
2020-11,385735,Stacking,16,0.10534154872175844,0.12697584012807317
2020-11,385735,Stacking,17,0.10600779210258056,0.12777891179387055
2020-11,385735,Stacking,18,0.10451007172501561,0.1259736003519384
2020-11,385735,Stacking,19,0.09818179115882808,0.11834566293115649
2020-11,385735,Stacking,20,0.08691607755748719,0.10476627790663146
2020-11,385735,Stacking,21,0.07220604153073167,0.0870352002314301
2020-11,385735,Stacking,22,0.05727637057009726,0.06903938057560337
2020-11,385735,Stacking,23,0.04598108009146624,0.05542434438695696
2020-11,385735,Stacking,24,0.04021821721319518,0.0484779460817248
2020-11,385735,Stacking,25,0.039653994614625286,0.047797847494396375
2020-11,385735,Stacking,26,0.042421534814645306,0.0511337652424252
2020-11,385735,Stacking,27,0.04623566316891618,0.05573121191011233
2020-11,385735,Stacking,28,0.04922432456523523,0.059333663139097985
2020-11,385735,Stacking,29,0.05030503271160317,0.06063631937002901
2020-11,385735,Stacking,30,0.04934419761327592,0.05947815485360547
2020-11,385735,Stacking,31,0.0469487412072334,0.05659073679930266
2020-11,385735,Stacking,32,0.04402505052175957,0.053066599499563286
2020-11,385735,Stacking,33,0.04132983837878556,0.049817864025952174
2020-11,385735,Stacking,34,0.039300235493111006,0.04737143586287679
