Year,Seed,Budget,Model,Epoch,Train_MSE,Train_MSE_standardized
2015,42,100,Base,1,0.36462325978653043,0.8433198310553827
2015,42,100,Base,2,0.3195253491194725,0.7390150140040516
2015,42,100,Base,3,0.2740597446101831,0.6338597753172706
2015,42,100,Base,4,0.22661297247675602,0.5241223880669054
2015,42,100,Base,5,0.17737285021911628,0.4102372464339494
2015,42,100,Base,6,0.12906493195748628,0.2985081551771661
2015,42,100,Base,7,0.08498523172887987,0.19655830872051533
2015,42,100,Base,8,0.05102756401260145,0.11801923082874169
2015,42,100,Base,9,0.03421904754226994,0.07914361088515841
2015,42,100,Base,10,0.039197151964518784,0.09065723232226792
2015,42,100,Base,11,0.05950624215692994,0.13762916307616382
2015,42,100,Base,12,0.07624080273712251,0.1763337339516925
2015,42,100,Base,13,0.07696043250593598,0.17799813148742155
2015,42,100,Base,14,0.06408071089567462,0.14820923469908995
2015,42,100,Base,15,0.046405845349105225,0.10732987709753156
2015,42,100,Base,16,0.03157547354291962,0.07302941405684935
2015,42,100,Base,17,0.023351031812653147,0.05400749314441562
2015,42,100,Base,18,0.02170071786758564,0.05019056035148993
2015,42,100,Base,19,0.024178911375415047,0.055922256490591925
2015,42,100,Base,20,0.027762201195626925,0.06420987743823171
2015,42,100,Base,21,0.030248130581430815,0.06995946552232461
2015,42,100,Base,22,0.03072101886689605,0.07105318639257324
2015,42,100,Base,23,0.029148042742521786,0.06741512457436101
2015,42,100,Base,24,0.026117073890165272,0.06040494057787136
2015,42,100,Base,25,0.022558392214181096,0.05217423463901308
2015,42,100,Base,26,0.019353017917618533,0.044760676568611935
2015,42,100,Base,27,0.0173409948534664,0.04010716392234331
2015,42,100,Base,28,0.017143077060850477,0.03964940925378642
2015,42,100,Base,29,0.018482354591910215,0.04274696068780849
2015,42,100,Base,30,0.019831499083544472,0.045867332946617226
2015,42,100,Base,31,0.019970578862643966,0.04618900396640371
2015,42,100,Base,32,0.018996563958580143,0.04393625112550864
2015,42,100,Base,33,0.01768202087364542,0.04089590681793157
2015,42,100,Base,34,0.016602636523043265,0.038399449985401055
2015,42,100,Base,35,0.01588607859822904,0.036742157171855624
2015,42,100,Base,36,0.015488157881642697,0.035821825233400856
2015,42,100,Base,37,0.015337054069499785,0.035472344398297835
2015,42,100,Base,38,0.015331911211332674,0.035460449725744116
2015,42,100,Base,39,0.015343886466325615,0.035488146724622915
2015,42,100,Base,40,0.015261214334820503,0.0352969382756208
2015,42,100,Base,41,0.015041058244410783,0.03478774970361682
2015,42,100,Base,42,0.014730601904283352,0.03406970997005836
2015,42,100,Base,43,0.014436930575763337,0.03339049149316168
2015,42,100,Base,44,0.014226903569216364,0.03290472999845628
2015,42,100,Base,45,0.01406737699852286,0.03253576856488001
2015,42,100,Base,46,0.01385524877218113,0.03204514725864376
2015,42,100,Base,47,0.013556593072860992,0.03135440066710202
2015,42,100,Base,48,0.013243950378365957,0.03063130421830001
2015,42,100,Base,49,0.013033955736188919,0.030145617577609685
2015,42,100,Base,50,0.012975081199045595,0.0300094494550762
2015,42,100,Base,51,0.013001492620257921,0.030070535177604572
2015,42,100,Base,52,0.012970369680214292,0.029998552406799148
2015,42,100,Base,53,0.012792769569059446,0.02958778953933368
2015,42,100,Base,54,0.012485091918071498,0.028876176503998027
2015,42,100,Base,55,0.012150519326614874,0.028102359437395783
2015,42,100,Base,56,0.011904144733458376,0.0275325313348257
2015,42,100,Base,57,0.01175984590985189,0.0271987894347161
2015,42,100,Base,58,0.011648555292829058,0.02694139064890992
2015,42,100,Base,59,0.011496765758266306,0.026590323838969226
2015,42,100,Base,60,0.011301110695475087,0.026137802530825524
2015,42,100,Base,61,0.011127527720324057,0.025736330706553647
2015,42,100,Base,62,0.010979473892667525,0.025393904035804483
2015,42,100,Base,63,0.010838700534509494,0.025068316017397667
2015,42,100,Base,64,0.010667692187890189,0.02467279892925446
2015,42,100,Base,65,0.010454121390869016,0.02417884116976401
2015,42,100,Base,66,0.01024047624687387,0.02368471145668627
2015,42,100,Base,67,0.010073565202178204,0.02329867082368761
2015,42,100,Base,68,0.009950259313742502,0.02301348248692432
2015,42,100,Base,69,0.00982047156449612,0.02271330256194752
2015,42,100,Base,70,0.00968187635303087,0.022392752275642722
2015,42,100,Base,71,0.009547440948994084,0.022081823010497822
2015,42,100,Base,72,0.009405535988075978,0.021753617761777706
2015,42,100,Base,73,0.009255462913427874,0.02140652087050342
2015,42,100,Base,74,0.00911354253650655,0.021078279966841168
2015,42,100,Base,75,0.008988433367379992,0.02078892090775904
2015,42,100,Base,76,0.008861257279567068,0.0204947813705516
2015,42,100,Base,77,0.00872905305802984,0.020189012501508917
2015,42,100,Base,78,0.008615866784854374,0.01992722934256287
2015,42,100,Base,79,0.008519609039374149,0.01970459937182628
2015,42,100,Base,80,0.008415219564013782,0.019463161909014925
2015,42,100,Base,81,0.008291996120107819,0.019178164254291315
2015,42,100,Base,82,0.008165757269640722,0.018886192408855935
2015,42,100,Base,83,0.00804175151838286,0.01859938539258961
2015,42,100,Base,84,0.00791737669933307,0.01831172477694479
2015,42,100,Base,85,0.007795026060604851,0.0180287457918899
2015,42,100,Base,86,0.007680994968262075,0.01776500869079034
2015,42,100,Base,87,0.007577420617553109,0.01752545649109608
2015,42,100,Base,88,0.00748014494140428,0.01730047219683121
2015,42,100,Base,89,0.007385721142287471,0.017082083873592
2015,42,100,Base,90,0.0072962276675246325,0.016875098663537817
