Period,Model,Annual_equal_mean_MAPE,Across_seed_SD,Sample_weighted_MAPE
2015-2025,Base,12.663097598556396,1.0787568556805505,12.689465993086193
2015-2025,DirectReturns,12.645380164663447,0.7574159669952245,12.665533573369661
2015-2025,Stacking,13.136684567894923,1.1604052741769244,13.164238722783198
2015-2026_partial,Base,12.43102985730649,0.9912665335060922,12.55268636568275
2015-2026_partial,DirectReturns,12.265890440909665,0.7088230139625069,12.442981532956647
2015-2026_partial,Stacking,12.78722578455772,1.0276598002523942,12.958860665052702
