Method,Effective_date,Seed,Train_start,Train_end,Train_N,Test_start,Test_end,N,Feature_N
MACD,2018-09-24,785634,2012-06-05,2018-09-21,1689,2018-09-24,2018-09-29,6,11
Both,2018-09-24,785634,2012-06-05,2018-09-21,1689,2018-09-24,2018-09-29,6,12
RSI,2018-09-30,785634,2012-06-05,2018-09-29,1695,2018-09-30,2018-10-03,4,10
MACD,2018-09-30,785634,2012-06-05,2018-09-29,1695,2018-09-30,2018-10-03,4,11
Both,2018-09-30,785634,2012-06-05,2018-09-29,1695,2018-09-30,2018-10-03,4,12
RSI,2018-10-04,741131,2012-06-05,2018-10-03,1699,2018-10-04,2018-10-04,1,10
MACD,2018-10-04,741131,2012-06-05,2018-10-03,1699,2018-10-04,2018-10-04,1,11
Both,2018-10-04,741131,2012-06-05,2018-10-03,1699,2018-10-04,2018-10-04,1,12
RSI,2018-10-05,741131,2012-06-05,2018-10-04,1700,2018-10-05,2018-10-11,5,10
MACD,2018-10-05,741131,2012-06-05,2018-10-04,1700,2018-10-05,2018-10-11,5,11
Both,2018-10-05,741131,2012-06-05,2018-10-04,1700,2018-10-05,2018-10-11,5,12
RSI,2018-10-12,550343,2012-06-05,2018-10-11,1705,2018-10-12,2018-10-12,1,10
MACD,2018-10-12,550343,2012-06-05,2018-10-11,1705,2018-10-12,2018-10-12,1,11
Both,2018-10-12,550343,2012-06-05,2018-10-11,1705,2018-10-12,2018-10-12,1,12
RSI,2018-10-15,550343,2012-06-05,2018-10-12,1706,2018-10-15,2018-10-15,1,10
MACD,2018-10-15,550343,2012-06-05,2018-10-12,1706,2018-10-15,2018-10-15,1,11
Both,2018-10-15,550343,2012-06-05,2018-10-12,1706,2018-10-15,2018-10-15,1,12
RSI,2018-10-16,550343,2012-06-05,2018-10-15,1707,2018-10-16,2018-10-19,4,10
MACD,2018-10-16,550343,2012-06-05,2018-10-15,1707,2018-10-16,2018-10-19,4,11
Both,2018-10-16,550343,2012-06-05,2018-10-15,1707,2018-10-16,2018-10-19,4,12
RSI,2018-10-22,550343,2012-06-05,2018-10-19,1711,2018-10-22,2018-10-30,7,10
MACD,2018-10-22,550343,2012-06-05,2018-10-19,1711,2018-10-22,2018-10-30,7,11
Both,2018-10-22,550343,2012-06-05,2018-10-19,1711,2018-10-22,2018-10-30,7,12
RSI,2018-10-31,741131,2012-06-05,2018-10-30,1718,2018-10-31,2018-11-01,2,10
MACD,2018-10-31,741131,2012-06-05,2018-10-30,1718,2018-10-31,2018-11-01,2,11
Both,2018-10-31,741131,2012-06-05,2018-10-30,1718,2018-10-31,2018-11-01,2,12
RSI,2018-11-02,741131,2012-06-05,2018-11-01,1720,2018-11-02,2018-12-18,33,10
MACD,2018-11-02,741131,2012-06-05,2018-11-01,1720,2018-11-02,2018-12-18,33,11
Both,2018-11-02,741131,2012-06-05,2018-11-01,1720,2018-11-02,2018-12-18,33,12
RSI,2018-12-19,374583,2012-06-05,2018-12-18,1753,2018-12-19,2018-12-19,1,10
MACD,2018-12-19,374583,2012-06-05,2018-12-18,1753,2018-12-19,2018-12-19,1,11
Both,2018-12-19,374583,2012-06-05,2018-12-18,1753,2018-12-19,2018-12-19,1,12
RSI,2018-12-20,374583,2012-06-05,2018-12-19,1754,2018-12-20,2018-12-29,8,10
MACD,2018-12-20,374583,2012-06-05,2018-12-19,1754,2018-12-20,2018-12-29,8,11
Both,2018-12-20,374583,2012-06-05,2018-12-19,1754,2018-12-20,2018-12-29,8,12
RSI,2018-12-30,374583,2012-06-05,2018-12-29,1762,2018-12-30,2018-12-30,1,10
MACD,2018-12-30,374583,2012-06-05,2018-12-29,1762,2018-12-30,2018-12-30,1,11
Both,2018-12-30,374583,2012-06-05,2018-12-29,1762,2018-12-30,2018-12-30,1,12
RSI,2018-12-31,374583,2012-06-05,2018-12-30,1763,2018-12-31,2018-12-31,1,10
MACD,2018-12-31,374583,2012-06-05,2018-12-30,1763,2018-12-31,2018-12-31,1,11
Both,2018-12-31,374583,2012-06-05,2018-12-30,1763,2018-12-31,2018-12-31,1,12
