Year,Method,Anchor,Effective_date,Trigger_date,Seed,Train_start,Train_end,Train_N,Applied_start,Applied_end,Applied_N,Validation_MAPE,Selection_source
2021,Monthly_equal,2021-01-01,2021-01-01,,965409,2012-06-05,2020-12-31,2306,2021-01-01,2021-01-29,22,7.598509798547321,new equal-MSE validation selection
2021,Monthly_equal,2021-02-01,2021-02-01,,785634,2012-06-05,2021-01-29,2328,2021-02-01,2021-02-26,23,15.131558576996525,new equal-MSE validation selection
2021,Monthly_equal,2021-03-01,2021-03-01,,798291,2012-06-05,2021-02-26,2351,2021-03-01,2021-03-31,23,8.069884250096207,new equal-MSE validation selection
2021,Monthly_equal,2021-04-01,2021-04-01,,785634,2012-06-05,2021-03-31,2374,2021-04-01,2021-04-30,23,9.60821089426845,new equal-MSE validation selection
2021,Monthly_equal,2021-05-01,2021-05-03,,798291,2012-06-05,2021-04-30,2397,2021-05-03,2021-05-31,23,6.571307970048666,new equal-MSE validation selection
2021,Monthly_equal,2021-06-01,2021-06-01,,640934,2012-06-05,2021-05-31,2420,2021-06-01,2021-06-30,22,7.196054778787751,new equal-MSE validation selection
2021,Monthly_equal,2021-07-01,2021-07-01,,965409,2012-06-05,2021-06-30,2442,2021-07-01,2021-07-30,22,9.005097325468087,new equal-MSE validation selection
2021,Monthly_equal,2021-08-01,2021-08-02,,965409,2012-06-05,2021-07-30,2464,2021-08-02,2021-08-31,22,9.530604005834443,new equal-MSE validation selection
2021,Monthly_equal,2021-09-01,2021-09-01,,741131,2012-06-05,2021-08-31,2486,2021-09-01,2021-09-30,25,8.06794575780576,new equal-MSE validation selection
2021,Monthly_equal,2021-10-01,2021-10-01,,741131,2012-06-05,2021-09-30,2511,2021-10-01,2021-10-29,22,5.578429964334856,new equal-MSE validation selection
2021,Monthly_equal,2021-11-01,2021-11-01,,798291,2012-06-05,2021-10-29,2533,2021-11-01,2021-11-30,22,6.234235860169092,new equal-MSE validation selection
2021,Monthly_equal,2021-12-01,2021-12-01,,785634,2012-06-05,2021-11-30,2555,2021-12-01,2021-12-31,23,6.239537698757727,new equal-MSE validation selection
2021,Monthly_H60,2021-01-01,2021-01-01,,965409,2012-06-05,2020-12-31,2306,2021-01-01,2021-01-29,22,7.598509798547321,new equal-MSE validation selection
2021,Monthly_H60,2021-02-01,2021-02-01,,785634,2012-06-05,2021-01-29,2328,2021-02-01,2021-02-26,23,15.131558576996525,new equal-MSE validation selection
2021,Monthly_H60,2021-03-01,2021-03-01,,798291,2012-06-05,2021-02-26,2351,2021-03-01,2021-03-31,23,8.069884250096207,new equal-MSE validation selection
2021,Monthly_H60,2021-04-01,2021-04-01,,785634,2012-06-05,2021-03-31,2374,2021-04-01,2021-04-30,23,9.60821089426845,new equal-MSE validation selection
2021,Monthly_H60,2021-05-01,2021-05-03,,798291,2012-06-05,2021-04-30,2397,2021-05-03,2021-05-31,23,6.571307970048666,new equal-MSE validation selection
2021,Monthly_H60,2021-06-01,2021-06-01,,640934,2012-06-05,2021-05-31,2420,2021-06-01,2021-06-30,22,7.196054778787751,new equal-MSE validation selection
2021,Monthly_H60,2021-07-01,2021-07-01,,965409,2012-06-05,2021-06-30,2442,2021-07-01,2021-07-30,22,9.005097325468087,new equal-MSE validation selection
2021,Monthly_H60,2021-08-01,2021-08-02,,965409,2012-06-05,2021-07-30,2464,2021-08-02,2021-08-31,22,9.530604005834443,new equal-MSE validation selection
2021,Monthly_H60,2021-09-01,2021-09-01,,741131,2012-06-05,2021-08-31,2486,2021-09-01,2021-09-30,25,8.06794575780576,new equal-MSE validation selection
2021,Monthly_H60,2021-10-01,2021-10-01,,741131,2012-06-05,2021-09-30,2511,2021-10-01,2021-10-29,22,5.578429964334856,new equal-MSE validation selection
2021,Monthly_H60,2021-11-01,2021-11-01,,798291,2012-06-05,2021-10-29,2533,2021-11-01,2021-11-30,22,6.234235860169092,new equal-MSE validation selection
2021,Monthly_H60,2021-12-01,2021-12-01,,785634,2012-06-05,2021-11-30,2555,2021-12-01,2021-12-31,23,6.239537698757727,new equal-MSE validation selection
2021,Crossing_H60,2021-01-01,2021-01-01,,965409,2012-06-05,2020-12-31,2306,2021-01-01,2021-01-01,1,7.598509798547321,new equal-MSE validation selection
2021,Crossing_H60,2021-01-04,2021-01-04,2021-01-01,965409,2012-06-05,2021-01-01,2307,2021-01-04,2021-01-06,3,8.235160059939627,new equal-MSE validation selection
2021,Crossing_H60,2021-01-07,2021-01-07,2021-01-06,965409,2012-06-05,2021-01-06,2310,2021-01-07,2021-01-07,1,8.77102281640239,new equal-MSE validation selection
2021,Crossing_H60,2021-01-08,2021-01-08,2021-01-07,965409,2012-06-05,2021-01-07,2311,2021-01-08,2021-01-08,1,9.077627809684483,new equal-MSE validation selection
2021,Crossing_H60,2021-01-11,2021-01-11,2021-01-08,965409,2012-06-05,2021-01-08,2312,2021-01-11,2021-02-09,24,10.218799964259231,new equal-MSE validation selection
2021,Crossing_H60,2021-02-10,2021-02-10,2021-02-09,965409,2012-06-05,2021-02-09,2336,2021-02-10,2021-02-11,2,14.245744659908063,new equal-MSE validation selection
2021,Crossing_H60,2021-02-12,2021-02-12,2021-02-11,965409,2012-06-05,2021-02-11,2338,2021-02-12,2021-02-15,3,14.361910750098891,new equal-MSE validation selection
2021,Crossing_H60,2021-02-16,2021-02-16,2021-02-15,798291,2012-06-05,2021-02-15,2341,2021-02-16,2021-02-26,10,15.26280907627834,new equal-MSE validation selection
2021,Crossing_H60,2021-03-01,2021-03-01,2021-02-26,798291,2012-06-05,2021-02-26,2351,2021-03-01,2021-03-02,2,8.069884250096207,new equal-MSE validation selection
2021,Crossing_H60,2021-03-03,2021-03-03,2021-03-02,798291,2012-06-05,2021-03-02,2353,2021-03-03,2021-03-03,1,7.791174581051168,new equal-MSE validation selection
2021,Crossing_H60,2021-03-04,2021-03-04,2021-03-03,374583,2012-06-05,2021-03-03,2354,2021-03-04,2021-03-04,1,8.18576500129467,new equal-MSE validation selection
2021,Crossing_H60,2021-03-05,2021-03-05,2021-03-04,785634,2012-06-05,2021-03-04,2355,2021-03-05,2021-03-09,3,6.991577166418915,new equal-MSE validation selection
2021,Crossing_H60,2021-03-10,2021-03-10,2021-03-09,785634,2012-06-05,2021-03-09,2358,2021-03-10,2021-04-15,27,8.549193923424774,new equal-MSE validation selection
2021,Crossing_H60,2021-04-16,2021-04-16,2021-04-15,965409,2012-06-05,2021-04-15,2385,2021-04-16,2021-04-16,1,6.360050810779959,new equal-MSE validation selection
2021,Crossing_H60,2021-04-19,2021-04-19,2021-04-16,965409,2012-06-05,2021-04-16,2386,2021-04-19,2021-04-19,1,6.151014816165998,new equal-MSE validation selection
2021,Crossing_H60,2021-04-20,2021-04-20,2021-04-19,965409,2012-06-05,2021-04-19,2387,2021-04-20,2021-05-14,21,6.361322462587108,new equal-MSE validation selection
